id,model,arm,lexical_A,lexical_B,semantic_A,semantic_B,repetition_A,repetition_B,frame_A,frame_B
a587,tiiuae/Falcon3-7B-Base,base,clean,clean,means,means,none,none,none,none
a588,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,clean,clean,means,means,none,none,assistant,assistant
a589,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,stalls,salad,none,none,furniture,furniture
a590,OpenLLM-France/Lucie-7B,base,clean,clean,means,means,none,none,task,task
a591,BSC-LT/salamandra-7b,base,clean,clean,stalls,means,none,none,furniture,furniture
a592,openbmb/MiniCPM5-1B,aligned,mangled,mangled,means,means,none,none,none,none
a593,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,furniture,furniture
a594,OpenLLM-France/Lucie-7B,base,clean,mangled,stalls,means,none,none,task,task
a595,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a596,bigscience/bloom-7b1,base,clean,clean,stalls,stalls,phrase,phrase,none,none
a597,ibm-granite/granite-3.0-8b-instruct,aligned,mangled,clean,means,means,phrase,phrase,assistant,furniture
a598,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,means,means,none,none,none,none
a599,BSC-LT/salamandra-7b,base,clean,clean,stalls,salad,none,none,none,none
a600,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,mangled,mangled,salad,salad,none,none,none,none
a601,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,assistant,assistant
a602,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,block,block,assistant,assistant
a603,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a604,m-a-p/CT-LLM-SFT-DPO,aligned,nonwords,nonwords,salad,salad,none,none,none,none
a605,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,nonwords,mangled,salad,salad,none,none,task,furniture
a606,EleutherAI/pythia-2.8b,base,clean,clean,means,means,none,none,none,none
a607,HuggingFaceTB/SmolLM3-3B-Base,base,clean,clean,means,means,none,none,furniture,furniture
a608,huggyllama/llama-7b,base,mangled,mangled,salad,salad,phrase,phrase,none,none
a609,m-a-p/neo_7b,base,mangled,mangled,stalls,stalls,none,none,none,none
a610,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,phrase,assistant,assistant
a611,PKU-Alignment/beaver-7b-v1.0,aligned,mangled,mangled,means,means,none,none,task,task
a612,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,furniture,furniture
a613,ibm-granite/granite-3.0-8b-base,base,clean,clean,means,means,none,none,none,none
a614,LLM360/Amber,base,mangled,clean,stalls,salad,phrase,phrase,furniture,furniture
a615,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,task,task
a616,ibm-granite/granite-3.0-8b-base,base,clean,clean,means,means,none,none,none,none
a617,m-a-p/neo_7b,base,mangled,mangled,stalls,stalls,none,none,none,none
a618,Qwen/Qwen2.5-7B-Instruct,aligned,mangled,mangled,means,means,none,none,none,none
a619,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a620,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,none,none
a621,EleutherAI/pythia-2.8b,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a622,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,means,means,none,none,task,task
a623,bigscience/bloom-7b1,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a624,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,nonwords,nonwords,salad,salad,none,none,furniture,furniture
a625,EleutherAI/pythia-2.8b,base,nonwords,nonwords,salad,salad,none,none,none,none
a626,huggyllama/llama-7b,base,clean,clean,stalls,means,none,none,none,none
a627,EleutherAI/pythia-2.8b,base,nonwords,mangled,salad,salad,none,none,none,none
a628,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a629,Qwen/Qwen2.5-7B,base,clean,clean,means,means,none,none,none,none
a630,LLM360/AmberSafe,aligned,clean,clean,means,means,none,none,none,none
a631,m-a-p/neo_7b,base,mangled,mangled,salad,means,none,none,none,none
a632,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,task,task
a633,LLM360/AmberSafe,aligned,mangled,mangled,means,means,phrase,phrase,assistant,assistant
a634,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,stalls,stalls,none,none,task,task
a635,EleutherAI/pythia-2.8b,base,clean,clean,means,means,none,none,none,none
a636,openbmb/MiniCPM5-1B,aligned,clean,clean,stalls,stalls,none,none,assistant,assistant
a637,EleutherAI/pythia-6.9b,base,clean,clean,means,means,none,none,none,none
a638,zai-org/glm-4-9b-hf,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a639,Qwen/Qwen2.5-7B,base,mangled,mangled,means,means,none,none,task,task
a640,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,means,means,none,none,task,task
a641,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,phrase,none,task,assistant
a642,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a643,HuggingFaceTB/SmolLM3-3B-Base,base,mangled,clean,means,means,none,none,furniture,furniture
a644,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,stalls,stalls,none,none,furniture,furniture
a645,tiiuae/Falcon3-7B-Base,base,mangled,mangled,means,stalls,none,none,task,task
a646,LLM360/AmberSafe,aligned,clean,clean,means,means,none,none,none,none
a647,openbmb/MiniCPM5-1B-Base,base,clean,clean,stalls,stalls,none,none,task,task
a648,bigscience/bloom-7b1,base,clean,clean,stalls,stalls,none,none,none,none
a649,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,means,means,none,none,task,task
a650,ibm-granite/granite-3.0-8b-base,base,clean,clean,means,means,phrase,phrase,none,none
a651,openbmb/MiniCPM5-1B-Base,base,mangled,mangled,stalls,stalls,none,none,none,none
a652,EleutherAI/pythia-6.9b,base,clean,clean,salad,salad,none,none,none,task
a653,HuggingFaceTB/SmolLM3-3B,aligned,mangled,mangled,stalls,stalls,block,block,furniture,furniture
a654,meta-llama/Llama-3.1-8B,base,mangled,mangled,means,means,none,phrase,furniture,furniture
a655,BSC-LT/salamandra-7b-instruct,aligned,mangled,mangled,means,means,none,none,task,task
a656,meta-llama/Llama-3.1-8B,base,nonwords,mangled,stalls,stalls,none,none,task,task
a657,BSC-LT/salamandra-7b-instruct,aligned,mangled,mangled,means,stalls,none,none,none,none
a658,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,means,means,none,none,none,none
a659,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,stalls,stalls,none,none,furniture,furniture
a660,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a661,m-a-p/neo_7b,base,clean,clean,means,stalls,phrase,phrase,none,none
a662,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,assistant,assistant
a663,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a664,LLM360/AmberSafe,aligned,clean,clean,means,means,none,phrase,assistant,assistant
a665,ibm-granite/granite-3.0-8b-base,base,mangled,nonwords,stalls,stalls,none,none,furniture,task
a666,HuggingFaceTB/SmolLM2-360M,base,mangled,mangled,stalls,stalls,none,none,none,none
a667,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,means,means,phrase,phrase,none,none
a668,openbmb/MiniCPM5-1B-Base,base,clean,clean,stalls,stalls,none,none,none,none
a669,HuggingFaceTB/SmolLM2-360M,base,clean,clean,stalls,stalls,none,none,task,task
a670,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,clean,stalls,stalls,none,none,none,none
a671,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,phrase,phrase,assistant,assistant
a672,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,task,task
a673,openbmb/MiniCPM5-1B,aligned,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a674,Qwen/Qwen2.5-0.5B-Instruct,aligned,mangled,mangled,means,stalls,phrase,phrase,assistant,assistant
a675,bigscience/bloom-7b1,base,clean,clean,means,means,phrase,phrase,none,none
a676,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,stalls,stalls,none,none,task,task
a677,ibm-granite/granite-3.0-8b-base,base,clean,clean,means,means,none,none,furniture,furniture
a678,openbmb/MiniCPM5-1B,aligned,clean,clean,stalls,means,none,none,task,task
a679,huggyllama/llama-7b,base,clean,clean,means,means,none,none,none,none
a680,LLM360/Amber,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a681,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,clean,stalls,stalls,phrase,phrase,furniture,furniture
a682,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,mangled,mangled,salad,salad,none,none,none,none
a683,openbmb/MiniCPM5-1B-Base,base,clean,clean,means,stalls,none,none,none,none
a684,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,nonwords,nonwords,salad,salad,none,none,none,none
a685,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,clean,stalls,stalls,none,none,none,none
a686,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a687,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,mangled,mangled,stalls,stalls,phrase,phrase,task,task
a688,bigscience/bloom-7b1,base,clean,clean,means,means,none,none,none,none
a689,EleutherAI/pythia-6.9b,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a690,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,mangled,mangled,stalls,stalls,phrase,phrase,none,none
a691,meta-llama/Llama-3.1-8B,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a692,m-a-p/CT-LLM-Base,base,clean,clean,means,stalls,phrase,none,furniture,furniture
a693,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,none,none,none,none
a694,m-a-p/CT-LLM-Base,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a695,meta-llama/Llama-3.1-8B,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a696,Qwen/Qwen2.5-7B,base,mangled,mangled,means,means,none,none,furniture,none
a697,ibm-granite/granite-3.0-8b-base,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a698,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,means,means,none,none,none,none
a699,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,none,none,none,none
a700,ibm-granite/granite-3.0-8b-base,base,mangled,mangled,stalls,stalls,none,none,none,none
a701,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,none,none,furniture,furniture
a702,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,phrase,none,none
a703,ibm-granite/granite-3.0-8b-base,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a704,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,none,none
a705,openbmb/MiniCPM5-1B,aligned,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a706,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a707,m-a-p/neo_7b,base,clean,clean,means,means,none,none,task,task
a708,01-ai/Yi-1.5-9B,base,clean,clean,means,means,none,none,none,none
a709,openbmb/MiniCPM5-1B,aligned,clean,clean,stalls,stalls,none,none,none,none
a710,LLM360/Amber,base,clean,clean,salad,stalls,none,none,furniture,furniture
a711,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,task,task
a712,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a713,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,furniture,furniture
a714,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,furniture,furniture
a715,LLM360/Amber,base,clean,clean,salad,salad,none,none,furniture,furniture
a716,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,phrase,phrase,none,none
a717,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,none,none
a718,zai-org/glm-4-9b-hf,base,nonwords,nonwords,means,means,none,none,none,none
a719,m-a-p/CT-LLM-SFT-DPO,aligned,mangled,clean,stalls,stalls,none,none,none,none
a720,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,assistant,assistant
a721,Qwen/Qwen2.5-7B,base,clean,clean,means,means,none,none,task,task
a722,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,task,task
a723,HuggingFaceTB/SmolLM3-3B-Base,base,clean,clean,stalls,stalls,phrase,none,none,none
a724,tiiuae/Falcon3-7B-Base,base,clean,clean,means,means,none,none,task,task
a725,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,mangled,mangled,stalls,salad,none,none,furniture,furniture
a726,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,phrase,none,furniture,furniture
a727,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a728,LLM360/AmberSafe,aligned,clean,clean,means,means,none,none,assistant,assistant
a729,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,phrase,none,none
a730,tiiuae/Falcon3-7B-Instruct,aligned,clean,mangled,means,means,none,none,furniture,furniture
a731,Qwen/Qwen2.5-0.5B,base,clean,clean,stalls,stalls,phrase,phrase,none,none
a732,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a733,EleutherAI/pythia-2.8b,base,mangled,nonwords,salad,stalls,none,none,furniture,furniture
a734,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,none,none,none,none
a735,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a736,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,none,assistant,assistant
a737,meta-llama/Llama-3.1-8B,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a738,Qwen/Qwen2.5-7B,base,clean,clean,means,means,none,none,task,task
a739,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,mangled,mangled,salad,salad,none,none,furniture,furniture
a740,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a741,tiiuae/Falcon3-7B-Base,base,clean,clean,means,means,none,none,task,task
a742,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,mangled,mangled,salad,salad,none,none,none,none
a743,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,assistant,assistant
a744,Qwen/Qwen2.5-0.5B-Instruct,aligned,mangled,mangled,salad,salad,none,none,furniture,furniture
a745,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,clean,stalls,stalls,none,none,none,none
a746,BSC-LT/salamandra-7b-instruct,aligned,clean,mangled,stalls,stalls,phrase,none,none,none
a747,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,stalls,stalls,none,none,none,none
a748,Qwen/Qwen3-8B,aligned,clean,clean,means,means,phrase,none,assistant,assistant
a749,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a750,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,mangled,mangled,salad,salad,none,none,none,none
a751,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,mangled,mangled,salad,stalls,none,none,none,none
a752,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,assistant,assistant
a753,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,phrase,phrase,task,task
a754,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,none,assistant,assistant
a755,m-a-p/CT-LLM-Base,base,clean,clean,means,means,none,none,furniture,furniture
a756,HuggingFaceTB/SmolLM3-3B-Base,base,clean,clean,means,means,none,none,furniture,furniture
a757,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,mangled,salad,salad,none,phrase,furniture,furniture
a758,m-a-p/neo_7b,base,mangled,mangled,stalls,stalls,block,phrase,none,none
a759,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,phrase,none,task,task
a760,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,phrase,none,none,none
a761,m-a-p/CT-LLM-Base,base,nonwords,nonwords,salad,salad,phrase,phrase,none,none
a762,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,stalls,stalls,block,block,task,task
a763,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,means,means,none,none,none,none
a764,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,none,assistant,assistant
a765,meta-llama/Llama-3.1-8B,base,clean,mangled,stalls,means,none,none,none,none
a766,LLM360/AmberSafe,aligned,clean,clean,means,means,phrase,phrase,task,task
a767,Qwen/Qwen2.5-7B,base,clean,clean,means,means,none,none,task,task
a768,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a769,tiiuae/Falcon3-7B-Base,base,clean,clean,means,means,none,none,none,none
a770,meta-llama/Llama-3.1-8B,base,clean,clean,means,means,phrase,phrase,none,none
a771,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a772,OpenLLM-France/Lucie-7B,base,nonwords,nonwords,salad,salad,none,none,furniture,furniture
a773,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,mangled,mangled,means,means,none,none,assistant,assistant
a774,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,mangled,mangled,stalls,stalls,phrase,phrase,none,none
a775,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,assistant,assistant
a776,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,none,none
a777,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,none,none
a778,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,none,none,none,none
a779,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a780,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a781,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,furniture,furniture
a782,tiiuae/Falcon3-7B-Base,base,clean,clean,means,means,none,none,none,none
a783,openbmb/MiniCPM5-1B-Base,base,clean,mangled,stalls,stalls,phrase,phrase,none,none
a784,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,assistant,assistant
a785,m-a-p/CT-LLM-Base,base,clean,clean,means,means,none,none,furniture,furniture
a786,openbmb/MiniCPM5-1B-Base,base,mangled,mangled,stalls,stalls,none,none,none,none
a787,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,stalls,stalls,none,none,furniture,furniture
a788,openbmb/MiniCPM5-1B,aligned,mangled,mangled,stalls,stalls,none,none,task,task
a789,Qwen/Qwen2.5-0.5B,base,clean,clean,stalls,stalls,phrase,phrase,none,none
a790,EleutherAI/pythia-6.9b,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a791,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,phrase,phrase,task,task
a792,Qwen/Qwen3-8B,aligned,clean,clean,means,means,phrase,phrase,none,none
a793,BSC-LT/salamandra-7b-instruct,aligned,clean,mangled,stalls,stalls,none,none,none,none
a794,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a795,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a796,01-ai/Yi-1.5-9B,base,clean,clean,means,means,none,none,none,none
a797,BSC-LT/salamandra-7b,base,clean,clean,means,means,none,none,none,none
a798,BSC-LT/salamandra-7b,base,clean,clean,stalls,stalls,phrase,phrase,none,none
a799,OpenLLM-France/Lucie-7B,base,clean,clean,means,means,phrase,none,task,task
a800,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,means,means,none,none,none,none
a801,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,clean,means,means,none,none,furniture,furniture
a802,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,mangled,clean,stalls,stalls,phrase,phrase,furniture,furniture
a803,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,clean,clean,stalls,stalls,none,none,furniture,furniture
a804,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,block,block,none,none
a805,m-a-p/CT-LLM-Base,base,clean,clean,means,stalls,phrase,phrase,none,none
a806,ibm-granite/granite-3.0-8b-base,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a807,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,none,none,none,none
a808,OpenLLM-France/Lucie-7B,base,nonwords,nonwords,salad,salad,none,none,none,none
a809,ibm-granite/granite-3.0-8b-base,base,clean,clean,stalls,stalls,none,none,none,none
a810,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a811,LLM360/Amber,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a812,ibm-granite/granite-3.0-8b-instruct,aligned,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a813,openbmb/MiniCPM5-1B-Base,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a814,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,none,none
a815,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a816,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,none,none
a817,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,assistant,task
a818,Qwen/Qwen3-8B,aligned,clean,clean,means,means,block,block,assistant,assistant
a819,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,stalls,stalls,none,none,furniture,furniture
a820,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,none,furniture,furniture
a821,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,mangled,mangled,stalls,stalls,none,none,task,task
a822,openbmb/MiniCPM5-1B-Base,base,clean,clean,means,means,none,none,none,none
a823,m-a-p/neo_7b,base,mangled,mangled,means,means,none,none,none,none
a824,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,block,block,none,none
a825,LLM360/AmberSafe,aligned,mangled,mangled,means,means,none,none,furniture,furniture
a826,Qwen/Qwen2.5-7B,base,clean,clean,means,means,none,none,none,none
a827,BSC-LT/salamandra-7b,base,mangled,mangled,stalls,stalls,none,none,none,none
a828,openbmb/MiniCPM5-1B,aligned,mangled,mangled,stalls,stalls,none,none,task,task
a829,tiiuae/Falcon3-7B-Base,base,clean,clean,means,means,none,none,furniture,furniture
a830,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,stalls,stalls,none,none,none,none
a831,HuggingFaceTB/SmolLM3-3B-Base,base,mangled,mangled,salad,salad,none,none,none,none
a832,LLM360/Amber,base,clean,clean,salad,salad,phrase,phrase,furniture,furniture
a833,PKU-Alignment/beaver-7b-v1.0,aligned,mangled,mangled,stalls,stalls,none,none,task,task
a834,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,none,none
a835,PKU-Alignment/beaver-7b-v1.0,aligned,mangled,mangled,means,means,none,none,furniture,furniture
a836,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,means,means,none,none,none,none
a837,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,phrase,phrase,task,task
a838,openbmb/MiniCPM5-1B,aligned,nonwords,mangled,salad,salad,none,none,task,task
a839,Qwen/Qwen2.5-0.5B,base,clean,clean,stalls,stalls,none,none,none,none
a840,Qwen/Qwen3-8B,aligned,clean,clean,means,means,phrase,phrase,task,task
a841,tiiuae/Falcon3-7B-Base,base,clean,clean,means,means,none,none,none,none
a842,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,none,none
a843,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a844,EleutherAI/pythia-6.9b,base,clean,clean,means,means,phrase,phrase,none,none
a845,Qwen/Qwen2.5-0.5B,base,clean,clean,stalls,stalls,phrase,none,none,none
a846,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,nonwords,mangled,salad,salad,none,none,none,none
a847,tiiuae/Falcon3-7B-Base,base,clean,clean,stalls,stalls,none,none,task,task
a848,OpenLLM-France/Lucie-7B,base,mangled,clean,salad,salad,none,none,task,task
a849,huggyllama/llama-7b,base,clean,clean,means,means,none,none,none,none
a850,EleutherAI/pythia-2.8b,base,clean,clean,means,means,none,none,none,none
a851,EleutherAI/pythia-2.8b,base,clean,clean,means,means,none,none,none,none
a852,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a853,m-a-p/CT-LLM-Base,base,clean,clean,stalls,means,none,none,none,none
a854,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,clean,means,means,none,none,furniture,furniture
a855,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,means,means,none,none,none,none
a856,LLM360/Amber,base,clean,clean,means,means,none,none,furniture,furniture
a857,EleutherAI/pythia-2.8b,base,clean,clean,means,means,none,none,none,none
a858,ibm-granite/granite-3.0-8b-base,base,clean,clean,means,means,none,none,none,none
a859,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,phrase,none,none
a860,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,none,none
a861,openbmb/MiniCPM5-1B-Base,base,clean,clean,stalls,stalls,none,none,none,none
a862,meta-llama/Llama-3.1-8B,base,clean,clean,means,means,none,none,none,none
a863,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,nonwords,mangled,salad,salad,none,none,none,none
a864,meta-llama/Llama-3.1-8B-Instruct,aligned,clean,clean,means,means,none,none,none,none
a865,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,stalls,stalls,none,none,none,none
a866,zai-org/glm-4-9b-hf,base,nonwords,nonwords,salad,salad,none,none,none,none
a867,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,stalls,stalls,block,block,furniture,furniture
a868,huggyllama/llama-7b,base,clean,clean,means,means,none,none,none,none
a869,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,clean,clean,means,means,phrase,phrase,none,none
a870,BSC-LT/salamandra-7b,base,nonwords,mangled,salad,salad,none,none,none,none
a871,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,means,means,none,none,furniture,furniture
a872,huggyllama/llama-7b,base,clean,clean,means,means,none,none,none,none
a873,HuggingFaceTB/SmolLM3-3B-Base,base,mangled,mangled,salad,salad,none,none,furniture,furniture
a874,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,mangled,mangled,stalls,salad,none,none,none,none
a875,BSC-LT/salamandra-7b-instruct,aligned,mangled,clean,means,stalls,none,none,none,none
a876,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,task,task
a877,meta-llama/Llama-3.1-8B,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a878,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,mangled,clean,stalls,salad,none,none,none,none
a879,LLM360/AmberSafe,aligned,clean,clean,means,means,none,none,assistant,assistant
