word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
plastered	verb	0.5045	0.4979	26	0.000011	0.000014
urinated	adjective	0.5043	0.5430	20	0.000006	0.000008
friend	noun	0.5043	0.5792	90	0.000082	0.000088
risk	verb	0.5043	0.4490	79	0.000051	0.000056
hips	noun	0.5043	0.5945	51	0.000019	0.000027
satisfaction	noun	0.5043	0.5425	89	0.000034	0.000037
gravesite	noun	0.5040	0.5593	72	0.000021	0.000025
salary	noun	0.5038	0.4934	21	0.000006	0.000008
miss	verb	0.5038	0.4211	83	0.000081	0.000083
dialing	noun	0.5038	0.4972	21	0.000007	0.000007
silver	noun	0.5038	0.4901	21	0.000006	0.000008
unbutton	noun	0.5035	0.5005	82	0.000056	0.000062
commit	verb	0.5033	0.5629	89	0.000112	0.000133
diced	verb	0.5033	0.4896	43	0.000012	0.000015
looted	verb	0.5033	0.5243	20	0.000008	0.000010
disc	noun	0.5033	0.4934	39	0.000012	0.000014
sharp	adjective	0.5033	0.5610	91	0.000105	0.000109
announced	verb	0.5033	0.4986	91	0.000321	0.000359
canyon	noun	0.5031	0.5978	46	0.000014	0.000016
ages	noun	0.5031	0.5302	22	0.000007	0.000008
gasp	verb	0.5028	0.4239	61	0.000042	0.000048
says	verb	0.5028	0.5224	54	0.000054	0.000071
smeared	verb	0.5028	0.5525	79	0.000063	0.000096
hat	noun	0.5028	0.4915	92	0.000071	0.000078
officers	noun	0.5026	0.4672	70	0.000049	0.000053
Mama	noun	0.5024	0.4471	23	0.000008	0.000009
hard	adverb	0.5024	0.4981	20	0.000006	0.000008
escaping	verb	0.5024	0.5217	67	0.000034	0.000040
non	adjective	0.5024	0.5194	75	0.000023	0.000026
promote	verb	0.5024	0.4778	63	0.000024	0.000028
dumping	verb	0.5024	0.5090	25	0.000009	0.000009
antlers	noun	0.5024	0.5142	21	0.000006	0.000007
rafters	noun	0.5019	0.5194	29	0.000009	0.000010
hurry	verb	0.5019	0.5272	24	0.000008	0.000009
drew	verb	0.5019	0.4754	92	0.000623	0.000621
underneath	adverb	0.5019	0.4764	23	0.000007	0.000007
rain	noun	0.5019	0.4457	92	0.000067	0.000073
strange	adjective	0.5017	0.4709	40	0.000014	0.000016
help	noun	0.5014	0.4504	27	0.000008	0.000009
editor	noun	0.5014	0.4939	27	0.000008	0.000009
glance	noun	0.5014	0.5685	61	0.000018	0.000021
undressed	adjective	0.5014	0.5617	24	0.000008	0.000011
Great	adjective	0.5014	0.4835	33	0.000010	0.000013
rose	verb	0.5014	0.4688	85	0.000064	0.000077
howl	verb	0.5014	0.5017	82	0.000051	0.000058
snuggled	verb	0.5012	0.4735	76	0.000088	0.000103
bellow	verb	0.5012	0.5208	26	0.000009	0.000010
trapped	verb	0.5012	0.5139	68	0.000019	0.000026
didn't	adverb	0.5009	0.5109	82	0.001401	0.001720
rabbit	noun	0.5009	0.4745	33	0.000012	0.000013
cliff	noun	0.5009	0.5198	23	0.000007	0.000009
longer	adverb	0.5009	0.5425	25	0.000010	0.000010
used	verb	0.5009	0.5591	92	0.003204	0.003252
moon	noun	0.5009	0.4939	59	0.000022	0.000026
icy	noun	0.5005	0.5548	62	0.000021	0.000025
intense	adjective	0.5005	0.4627	53	0.000021	0.000025
upload	verb	0.5005	0.4983	52	0.000023	0.000025
mirror	noun	0.5005	0.4766	44	0.000014	0.000015
saute	verb	0.5000	0.4334	27	0.000008	0.000009
boarded	verb	0.5000	0.5548	47	0.000020	0.000023
sail	verb	0.5000	0.5553	28	0.000009	0.000010
shed	noun	0.5000	0.5118	49	0.000021	0.000027
chop	verb	0.5000	0.4849	74	0.000043	0.000046
strangled	verb	0.5000	0.5553	71	0.000089	0.000095
format	noun	0.4995	0.4915	21	0.000006	0.000007
collar	noun	0.4995	0.5440	80	0.000026	0.000031
unconscious	adjective	0.4993	0.5723	30	0.000009	0.000010
NOT	adverb	0.4993	0.4983	58	0.000074	0.000069
places	noun	0.4993	0.5276	28	0.000011	0.000014
fog	noun	0.4993	0.5373	38	0.000012	0.000013
sprayed	verb	0.4993	0.5111	72	0.000087	0.000106
carcass	noun	0.4991	0.5156	23	0.000007	0.000007
Rocky	noun	0.4991	0.5085	23	0.000007	0.000007
half	adjective	0.4991	0.4920	45	0.000016	0.000020
clicked	verb	0.4991	0.4182	92	0.000482	0.000502
repair	verb	0.4988	0.4976	50	0.000044	0.000036
cold	noun	0.4986	0.5255	83	0.000068	0.000069
grant	verb	0.4986	0.4674	91	0.000161	0.000169
pin	verb	0.4986	0.5184	29	0.000010	0.000011
giant	noun	0.4983	0.4858	30	0.000009	0.000011
Jim	noun	0.4981	0.5147	49	0.000018	0.000021
board	noun	0.4981	0.5794	29	0.000013	0.000012
burning	verb	0.4981	0.4724	46	0.000014	0.000016
South	noun	0.4981	0.5874	35	0.000011	0.000012
Joe	noun	0.4981	0.4979	60	0.000034	0.000033
green	adjective	0.4979	0.5647	22	0.000008	0.000007
aren't	adverb	0.4979	0.4908	40	0.000024	0.000028
swastikas	noun	0.4976	0.4726	29	0.000009	0.000010
eggs	noun	0.4976	0.4768	46	0.000018	0.000019
herd	noun	0.4976	0.5468	24	0.000008	0.000007
pulls	verb	0.4976	0.5749	24	0.000008	0.000008
promoted	verb	0.4976	0.5784	45	0.000014	0.000017
sprinkled	verb	0.4976	0.5099	91	0.000236	0.000260
smooth	adjective	0.4974	0.4941	42	0.000017	0.000018
dragons	noun	0.4974	0.5222	46	0.000016	0.000018
fidget	verb	0.4974	0.5035	52	0.000016	0.000017
escorted	verb	0.4972	0.5754	76	0.000093	0.000106
public	adjective	0.4972	0.4962	23	0.000007	0.000007
rail	noun	0.4972	0.5229	20	0.000007	0.000007
enjoy	verb	0.4972	0.5425	81	0.000083	0.000093
grew	verb	0.4972	0.4660	92	0.000093	0.000097
swing	verb	0.4972	0.5031	86	0.000062	0.000067
spare	verb	0.4967	0.5288	69	0.000023	0.000028
sparkling	verb	0.4967	0.5163	70	0.000020	0.000024
courtyard	noun	0.4967	0.4939	36	0.000014	0.000015
flung	verb	0.4967	0.4768	85	0.000128	0.000145
chained	verb	0.4965	0.5522	22	0.000007	0.000008
heal	verb	0.4962	0.5005	87	0.000059	0.000069
undid	verb	0.4962	0.4655	21	0.000011	0.000014
quoted	verb	0.4962	0.4837	24	0.000007	0.000009
inside	adverb	0.4962	0.4825	92	0.000084	0.000087
moved	verb	0.4962	0.4905	92	0.001767	0.001833
boarding	noun	0.4960	0.4631	82	0.000044	0.000047
cracks	noun	0.4960	0.5040	22	0.000007	0.000007
talk	noun	0.4960	0.5276	52	0.000016	0.000018
images	noun	0.4957	0.5274	69	0.000025	0.000027
upstairs	adverb	0.4957	0.5369	29	0.000009	0.000010
intently	adverb	0.4957	0.5043	23	0.000008	0.000010
roof	noun	0.4955	0.5291	90	0.000071	0.000073
parolees	noun	0.4955	0.5293	48	0.000024	0.000024
glass	noun	0.4953	0.4858	65	0.000027	0.000033
answered	verb	0.4953	0.4910	89	0.000097	0.000100
happily	adverb	0.4953	0.4903	24	0.000007	0.000009
Denver	noun	0.4953	0.4698	43	0.000013	0.000014
logged	verb	0.4953	0.5198	60	0.000050	0.000046
licking	verb	0.4953	0.5307	25	0.000008	0.000009
dining	noun	0.4948	0.5123	32	0.000011	0.000017
floated	verb	0.4948	0.5246	47	0.000023	0.000024
complained	verb	0.4948	0.4910	51	0.000026	0.000033
concerned	verb	0.4948	0.5265	47	0.000015	0.000018
vegetables	noun	0.4948	0.5095	89	0.000067	0.000069
full	adjective	0.4946	0.5324	40	0.000015	0.000018
detain	verb	0.4943	0.4910	27	0.000009	0.000009
seal	verb	0.4943	0.4799	20	0.000007	0.000008
cave	verb	0.4943	0.4868	45	0.000014	0.000016
floor	noun	0.4943	0.4452	92	0.000131	0.000135
cheese	noun	0.4943	0.4962	32	0.000011	0.000012
Susan	noun	0.4939	0.5284	25	0.000009	0.000011
tool	noun	0.4939	0.4735	21	0.000008	0.000008
story	noun	0.4939	0.5709	92	0.000041	0.000044
retire	verb	0.4939	0.5728	79	0.000036	0.000041
grave	noun	0.4939	0.5326	92	0.000032	0.000036
shredded	verb	0.4939	0.5558	51	0.000017	0.000023
center	noun	0.4939	0.5156	58	0.000036	0.000038
bony	noun	0.4936	0.5241	26	0.000008	0.000009
injuries	noun	0.4936	0.5870	72	0.000023	0.000026
climbing	verb	0.4934	0.4967	69	0.000047	0.000047
plunge	verb	0.4934	0.5425	29	0.000016	0.000015
dancing	noun	0.4934	0.5321	29	0.000009	0.000009
expel	verb	0.4934	0.5080	23	0.000008	0.000010
thundered	verb	0.4931	0.4624	22	0.000007	0.000008
lynch	verb	0.4929	0.5468	59	0.000020	0.000021
shudder	verb	0.4929	0.4674	41	0.000034	0.000039
thrust	noun	0.4929	0.5336	68	0.000051	0.000065
disembark	verb	0.4929	0.5685	35	0.000011	0.000011
pace	verb	0.4929	0.4565	73	0.000072	0.000075
swings	noun	0.4927	0.5692	66	0.000021	0.000022
tied	verb	0.4924	0.6153	92	0.000480	0.000511
I've	verb	0.4924	0.5364	43	0.000031	0.000032
memoranda	noun	0.4924	0.4447	25	0.000008	0.000008
he'd	verb	0.4924	0.4924	82	0.000288	0.000306
thought	noun	0.4924	0.5402	55	0.000019	0.000020
stare	verb	0.4924	0.5005	55	0.000024	0.000030
struggling	verb	0.4924	0.4575	83	0.000032	0.000035
beeping	verb	0.4922	0.4974	22	0.000007	0.000007
copied	verb	0.4922	0.4310	86	0.000093	0.000105
other	adjective	0.4920	0.5052	92	0.000990	0.000992
panic	noun	0.4920	0.4338	81	0.000028	0.000034
soda	noun	0.4920	0.5250	51	0.000016	0.000017
swabbed	verb	0.4920	0.4494	37	0.000013	0.000013
blink	noun	0.4920	0.4863	38	0.000011	0.000013
stole	verb	0.4920	0.5543	92	0.000855	0.000841
await	verb	0.4920	0.4702	28	0.000009	0.000012
scroll	verb	0.4920	0.5054	62	0.000019	0.000023
laugh	verb	0.4920	0.4069	92	0.000273	0.000284
sold	verb	0.4920	0.4759	91	0.000316	0.000310
poor	adjective	0.4917	0.4957	50	0.000016	0.000020
y	noun	0.4917	0.5184	68	0.000034	0.000040
pizza	noun	0.4917	0.5659	68	0.000024	0.000026
Presence	noun	0.4917	0.5144	34	0.000011	0.000011
creature	noun	0.4915	0.4844	41	0.000012	0.000014
DNA	noun	0.4915	0.5009	20	0.000006	0.000006
hot	adjective	0.4915	0.5959	90	0.000101	0.000099
noodles	noun	0.4915	0.4858	25	0.000009	0.000008
headstone	noun	0.4913	0.5288	22	0.000008	0.000007
Harry	noun	0.4913	0.5201	34	0.000020	0.000023
page	verb	0.4913	0.4991	34	0.000011	0.000011
hooked	verb	0.4910	0.4816	55	0.000033	0.000045
force	verb	0.4910	0.5444	57	0.000033	0.000041
kept	verb	0.4910	0.5610	92	0.001597	0.001665
however	adverb	0.4910	0.5241	73	0.000023	0.000033
tossing	verb	0.4905	0.4090	64	0.000026	0.000032
order	verb	0.4905	0.4400	66	0.000037	0.000041
realizing	verb	0.4905	0.4220	91	0.000221	0.000238
banged	verb	0.4905	0.4811	22	0.000010	0.000014
lowered	verb	0.4905	0.4334	92	0.000302	0.000339
authors	noun	0.4903	0.5671	22	0.000007	0.000007
sang	verb	0.4901	0.5321	92	0.000479	0.000491
retract	verb	0.4901	0.5222	22	0.000010	0.000012
bit	noun	0.4901	0.6276	89	0.000131	0.000141
fields	noun	0.4901	0.5147	29	0.000010	0.000010
closing	verb	0.4901	0.3998	74	0.000051	0.000049
erect	noun	0.4901	0.5265	85	0.000045	0.000048
production	noun	0.4898	0.5555	22	0.000007	0.000007
shown	verb	0.4896	0.5605	37	0.000013	0.000013
faded	verb	0.4896	0.4338	81	0.000031	0.000033
t	noun	0.4896	0.4707	31	0.000011	0.000016
touch	verb	0.4896	0.4603	92	0.000340	0.000332
plate	noun	0.4896	0.5397	41	0.000016	0.000018
sorry	adjective	0.4896	0.5005	81	0.000041	0.000050
inhabitants	noun	0.4894	0.4825	26	0.000009	0.000009
gentleman	noun	0.4891	0.5274	21	0.000007	0.000007
finger	noun	0.4891	0.4948	92	0.000071	0.000078
sweat	verb	0.4891	0.5241	81	0.000090	0.000107
fall	verb	0.4891	0.5969	92	0.000290	0.000290
free	adjective	0.4889	0.4726	34	0.000014	0.000014
shiver	verb	0.4887	0.4740	75	0.000089	0.000093
preached	verb	0.4887	0.4924	27	0.000011	0.000014
Director	noun	0.4884	0.4983	26	0.000008	0.000008
seated	verb	0.4882	0.5194	21	0.000007	0.000008
maps	noun	0.4882	0.4636	21	0.000007	0.000007
prison	noun	0.4882	0.4603	20	0.000006	0.000006
magic	noun	0.4882	0.4629	40	0.000012	0.000014
withdrew	verb	0.4882	0.4709	84	0.000131	0.000147
cigarette	noun	0.4882	0.5345	29	0.000011	0.000013
wasn't	adverb	0.4882	0.6021	65	0.000055	0.000072
waste	noun	0.4879	0.5262	28	0.000009	0.000010
match	verb	0.4877	0.4263	47	0.000016	0.000018
Yeah	noun	0.4877	0.5272	24	0.000007	0.000007
abuse	verb	0.4877	0.5974	55	0.000021	0.000021
much	adjective	0.4877	0.5421	82	0.000036	0.000037
circle	verb	0.4877	0.5165	57	0.000036	0.000038
yanked	verb	0.4877	0.5482	92	0.000384	0.000399
traces	noun	0.4872	0.5198	41	0.000012	0.000013
plates	noun	0.4872	0.4986	29	0.000011	0.000010
keep	verb	0.4872	0.5307	92	0.001917	0.001980
seized	verb	0.4872	0.4572	66	0.000028	0.000035
imprison	noun	0.4870	0.4757	36	0.000012	0.000013
phoned	verb	0.4868	0.5421	27	0.000014	0.000011
lots	noun	0.4868	0.5718	31	0.000010	0.000009
wrinkled	verb	0.4868	0.5340	32	0.000011	0.000012
use	noun	0.4868	0.5458	69	0.000044	0.000050
prescribe	verb	0.4868	0.4991	87	0.000029	0.000033
pulling	verb	0.4868	0.5024	91	0.000173	0.000182
fat	noun	0.4868	0.5298	23	0.000009	0.000011
many	adjective	0.4868	0.4863	92	0.000464	0.000469
town	noun	0.4863	0.4853	77	0.000039	0.000041
goodbye	noun	0.4863	0.5189	91	0.000034	0.000042
area	noun	0.4863	0.4679	86	0.000036	0.000039
unlocked	adjective	0.4863	0.5043	85	0.000088	0.000102
snow	noun	0.4863	0.5801	52	0.000027	0.000027
crease	noun	0.4861	0.4766	20	0.000007	0.000006
manager	noun	0.4861	0.4638	26	0.000008	0.000009
toasted	verb	0.4858	0.4929	59	0.000019	0.000020
god	noun	0.4858	0.5491	82	0.000049	0.000051
defecated	verb	0.4858	0.5071	53	0.000035	0.000040
bench	noun	0.4858	0.5610	92	0.000029	0.000032
village	noun	0.4853	0.5177	50	0.000018	0.000019
select	adjective	0.4853	0.5484	36	0.000011	0.000011
moment	noun	0.4853	0.5411	92	0.000033	0.000035
able	adjective	0.4853	0.4813	72	0.000023	0.000026
stole	noun	0.4853	0.4962	91	0.000462	0.000446
sensed	verb	0.4853	0.4216	41	0.000013	0.000016
complaining	verb	0.4851	0.5163	24	0.000009	0.000008
scars	noun	0.4851	0.5499	26	0.000008	0.000008
police	noun	0.4851	0.5442	90	0.000175	0.000174
pang	noun	0.4849	0.5061	77	0.000048	0.000052
amp	noun	0.4849	0.5312	43	0.000016	0.000016
painted	verb	0.4849	0.5340	91	0.000482	0.000486
sipped	verb	0.4849	0.5789	91	0.000179	0.000183
before	adverb	0.4849	0.4764	23	0.000007	0.000008
swallowed	verb	0.4846	0.5614	88	0.000090	0.000114
braked	verb	0.4844	0.4357	50	0.000022	0.000023
cut	noun	0.4844	0.5307	41	0.000013	0.000014
poised	verb	0.4842	0.5057	50	0.000017	0.000020
stamped	verb	0.4839	0.4159	87	0.000183	0.000211
roots	noun	0.4839	0.4778	31	0.000010	0.000011
shift	noun	0.4839	0.5194	85	0.000033	0.000036
shattered	adjective	0.4839	0.5047	55	0.000021	0.000023
rent	verb	0.4839	0.4830	67	0.000067	0.000067
downed	verb	0.4837	0.5061	74	0.000067	0.000072
haven't	adverb	0.4835	0.4764	66	0.000142	0.000154
rush	noun	0.4835	0.4442	92	0.000130	0.000133
wave	verb	0.4835	0.5194	27	0.000011	0.000013
touched	verb	0.4835	0.4820	91	0.000402	0.000401
mine	noun	0.4830	0.5239	62	0.000025	0.000028
reading	verb	0.4828	0.5392	42	0.000021	0.000020
possessed	verb	0.4825	0.4523	49	0.000016	0.000020
earnestly	adverb	0.4825	0.4523	27	0.000009	0.000008
closer	adverb	0.4825	0.5950	58	0.000035	0.000033
blueberries	noun	0.4820	0.4683	21	0.000007	0.000006
lights	noun	0.4820	0.4740	37	0.000016	0.000017
rescue	verb	0.4820	0.5728	73	0.000023	0.000024
walk	verb	0.4820	0.6059	92	0.000810	0.000813
construction	noun	0.4820	0.5038	84	0.000060	0.000063
pump	verb	0.4816	0.5380	82	0.000051	0.000056
loud	adjective	0.4816	0.5274	81	0.000031	0.000038
socks	noun	0.4816	0.6167	71	0.000029	0.000032
hug	noun	0.4816	0.5926	43	0.000014	0.000018
browser	noun	0.4816	0.4972	23	0.000008	0.000008
packed	adjective	0.4813	0.4830	78	0.000037	0.000040
object	verb	0.4811	0.5529	49	0.000031	0.000034
withered	adjective	0.4811	0.5213	31	0.000011	0.000011
news	noun	0.4811	0.5061	91	0.000063	0.000066
great	adjective	0.4811	0.5118	92	0.000134	0.000133
trade	verb	0.4811	0.4972	23	0.000009	0.000007
breaking	verb	0.4811	0.5803	61	0.000021	0.000025
wind	noun	0.4811	0.4546	91	0.000049	0.000051
dust	noun	0.4809	0.5534	84	0.000042	0.000047
hand	noun	0.4806	0.5425	92	0.000271	0.000279
robbed	verb	0.4806	0.5484	50	0.000028	0.000033
deport	verb	0.4806	0.5132	37	0.000013	0.000012
disturb	verb	0.4806	0.4698	48	0.000016	0.000017
lap	noun	0.4806	0.4920	27	0.000009	0.000009
bottles	noun	0.4806	0.5104	23	0.000007	0.000007
conclude	verb	0.4802	0.5860	47	0.000036	0.000033
shone	noun	0.4802	0.5534	70	0.000021	0.000023
drifted	verb	0.4802	0.4513	81	0.000046	0.000050
rocked	verb	0.4802	0.4773	47	0.000022	0.000025
admit	verb	0.4802	0.5137	57	0.000044	0.000053
media	noun	0.4799	0.5662	28	0.000009	0.000009
compelled	verb	0.4797	0.5043	21	0.000007	0.000006
voice	noun	0.4797	0.4901	37	0.000014	0.000013
early	adjective	0.4797	0.5241	39	0.000014	0.000012
grab	verb	0.4797	0.4560	90	0.000088	0.000091
evicted	verb	0.4797	0.4740	37	0.000016	0.000016
gaping	verb	0.4794	0.5012	26	0.000008	0.000008
dawn	noun	0.4794	0.4974	56	0.000024	0.000027
2%	noun	0.4792	0.4506	22	0.000007	0.000007
broke	verb	0.4792	0.5520	92	0.002345	0.002267
median	noun	0.4792	0.5718	39	0.000012	0.000012
evidence	noun	0.4792	0.5440	79	0.000038	0.000039
using	verb	0.4792	0.5619	77	0.000029	0.000034
Lungomare	noun	0.4792	0.4764	23	0.000008	0.000007
High	noun	0.4790	0.5024	20	0.000007	0.000006
dropping	verb	0.4790	0.5239	46	0.000021	0.000025
bills	noun	0.4787	0.4700	40	0.000013	0.000014
cups	noun	0.4787	0.5390	44	0.000017	0.000016
cheat	verb	0.4787	0.5491	74	0.000048	0.000048
screams	noun	0.4783	0.4863	21	0.000007	0.000006
garden	noun	0.4783	0.5397	75	0.000031	0.000032
sympathy	noun	0.4783	0.5104	31	0.000011	0.000010
ache	adverb	0.4783	0.5284	22	0.000010	0.000009
onions	noun	0.4780	0.4849	34	0.000012	0.000011
curb	noun	0.4778	0.6101	51	0.000018	0.000018
fly	verb	0.4778	0.5232	91	0.000098	0.000103
boards	noun	0.4778	0.4471	35	0.000011	0.000011
specialists	noun	0.4778	0.4802	29	0.000009	0.000009
river	noun	0.4773	0.4457	92	0.000088	0.000089
obscenities	noun	0.4773	0.5165	53	0.000033	0.000034
haul	verb	0.4773	0.4627	35	0.000011	0.000012
hearts	noun	0.4773	0.4853	26	0.000009	0.000008
book	verb	0.4773	0.5647	31	0.000021	0.000016
cheap	adjective	0.4773	0.5903	47	0.000014	0.000015
dad	noun	0.4773	0.6148	35	0.000014	0.000013
stopped	verb	0.4773	0.5061	92	0.000934	0.000953
weakness	noun	0.4771	0.5310	32	0.000011	0.000011
crawl	noun	0.4771	0.5224	20	0.000013	0.000012
mailed	verb	0.4768	0.5005	79	0.000096	0.000103
remembering	verb	0.4768	0.4721	75	0.000076	0.000076
target	noun	0.4768	0.5151	88	0.000029	0.000032
birthday	noun	0.4768	0.4863	52	0.000024	0.000023
tremble	verb	0.4768	0.4069	92	0.000413	0.000395
expose	noun	0.4766	0.4962	58	0.000018	0.000019
comers	noun	0.4764	0.4877	31	0.000010	0.000009
lurch	verb	0.4764	0.4929	35	0.000011	0.000011
rammed	verb	0.4764	0.5803	61	0.000026	0.000028
non-commissioned	verb	0.4764	0.5208	27	0.000009	0.000009
pasta	noun	0.4764	0.5418	66	0.000021	0.000022
greet	verb	0.4764	0.5217	89	0.000029	0.000034
sternly	adverb	0.4764	0.6087	53	0.000018	0.000022
won't	adverb	0.4761	0.4908	56	0.000056	0.000050
peruse	verb	0.4759	0.5274	22	0.000007	0.000006
David	noun	0.4759	0.5198	51	0.000023	0.000024
wards	noun	0.4757	0.4972	20	0.000007	0.000007
rained	verb	0.4757	0.4813	20	0.000007	0.000013
shined	verb	0.4757	0.5191	48	0.000018	0.000020
exposé	noun	0.4757	0.4981	50	0.000016	0.000016
French	adjective	0.4754	0.5000	39	0.000016	0.000015
qualify	verb	0.4754	0.6163	55	0.000033	0.000037
I'll	verb	0.4754	0.5009	47	0.000035	0.000034
deputies	noun	0.4754	0.5017	30	0.000013	0.000013
intimidate	verb	0.4754	0.5354	66	0.000021	0.000024
calm	noun	0.4754	0.5142	21	0.000009	0.000007
dialled	verb	0.4752	0.5014	20	0.000011	0.000009
lip	noun	0.4750	0.5246	85	0.000037	0.000039
Mr	noun	0.4750	0.4849	92	0.000669	0.000667
thrash	verb	0.4745	0.4986	61	0.000053	0.000056
cost	verb	0.4745	0.5002	22	0.000008	0.000008
still	adverb	0.4745	0.5288	92	0.001343	0.001348
bourbon	noun	0.4745	0.5307	27	0.000009	0.000008
drowned	verb	0.4742	0.5470	88	0.000081	0.000080
wild	adjective	0.4742	0.5182	84	0.000046	0.000048
moaned	verb	0.4740	0.5553	53	0.000030	0.000036
punch	verb	0.4740	0.4802	92	0.000459	0.000453
hid	verb	0.4740	0.5553	92	0.000403	0.000371
USA	noun	0.4740	0.5007	26	0.000009	0.000007
forced	adjective	0.4740	0.4750	37	0.000012	0.000014
weekly	noun	0.4738	0.5196	24	0.000008	0.000007
alleged	verb	0.4738	0.4643	40	0.000015	0.000015
there	adverb	0.4735	0.4877	92	0.002478	0.002429
gulped	verb	0.4735	0.5182	50	0.000028	0.000030
guarded	verb	0.4735	0.5562	49	0.000018	0.000019
woke	verb	0.4735	0.5085	89	0.000117	0.000116
bash	verb	0.4731	0.5761	34	0.000012	0.000011
music	noun	0.4731	0.5435	43	0.000016	0.000015
herbs	noun	0.4731	0.5926	83	0.000026	0.000028
pouring	verb	0.4731	0.4367	47	0.000021	0.000019
arm	verb	0.4731	0.5128	25	0.000010	0.000009
whirring	verb	0.4731	0.4688	41	0.000012	0.000014
ladled	verb	0.4731	0.4872	31	0.000013	0.000012
bushes	noun	0.4731	0.5038	92	0.000059	0.000063
rule	verb	0.4728	0.5312	32	0.000020	0.000018
jerk	noun	0.4728	0.4823	32	0.000012	0.000012
minds	noun	0.4728	0.5187	24	0.000008	0.000007
twilight	noun	0.4728	0.4572	38	0.000012	0.000012
keel	noun	0.4728	0.5411	30	0.000016	0.000016
brief	noun	0.4728	0.5260	36	0.000012	0.000011
threshold	noun	0.4728	0.5343	36	0.000012	0.000011
tomb	noun	0.4726	0.4721	21	0.000009	0.000007
terrible	adjective	0.4726	0.5083	72	0.000041	0.000041
buck	verb	0.4726	0.5118	21	0.000016	0.000015
Miss	noun	0.4721	0.4853	62	0.000024	0.000038
lid	noun	0.4721	0.4367	30	0.000011	0.000010
dinosaurs	noun	0.4721	0.5827	73	0.000026	0.000028
correspondence	noun	0.4721	0.5118	29	0.000009	0.000009
sandals	noun	0.4719	0.4724	20	0.000009	0.000007
member	noun	0.4719	0.5522	80	0.000064	0.000062
surprise	noun	0.4719	0.4371	52	0.000018	0.000019
dangerous	adjective	0.4716	0.5033	77	0.000024	0.000026
load	verb	0.4716	0.5175	35	0.000019	0.000016
residents	noun	0.4716	0.5652	89	0.000097	0.000096
leather	noun	0.4716	0.5057	51	0.000022	0.000021
famous	adjective	0.4716	0.5685	61	0.000026	0.000027
yank	verb	0.4716	0.5513	78	0.000027	0.000030
investigative	noun	0.4716	0.4319	57	0.000017	0.000019
lighting	noun	0.4716	0.4674	29	0.000011	0.000011
waiting	verb	0.4716	0.5232	81	0.000038	0.000042
numbness	noun	0.4714	0.4872	54	0.000025	0.000028
lain	verb	0.4712	0.5132	48	0.000018	0.000017
preach	verb	0.4712	0.4712	41	0.000023	0.000029
hair	noun	0.4712	0.4939	92	0.000111	0.000108
frequently	adverb	0.4712	0.5354	57	0.000018	0.000020
Uncle	noun	0.4712	0.5579	30	0.000011	0.000010
credit	noun	0.4712	0.5165	85	0.000044	0.000056
forearm	verb	0.4707	0.5406	31	0.000014	0.000011
phone	noun	0.4707	0.5132	92	0.000086	0.000093
doors	noun	0.4707	0.5605	78	0.000037	0.000038
clothing	noun	0.4707	0.6238	29	0.000011	0.000010
obviously	adverb	0.4707	0.5496	24	0.000014	0.000016
ed	noun	0.4707	0.4523	45	0.000018	0.000017
typed	verb	0.4707	0.5132	91	0.000157	0.000157
benches	noun	0.4705	0.5551	74	0.000024	0.000025
forced	verb	0.4702	0.5430	92	0.001187	0.001155
zipper	noun	0.4702	0.5709	45	0.000014	0.000015
victims	noun	0.4702	0.5515	29	0.000009	0.000009
long	adjective	0.4702	0.5213	73	0.000050	0.000049
hardening	noun	0.4702	0.4433	29	0.000010	0.000011
haze	noun	0.4702	0.5818	92	0.000029	0.000032
slid	adjective	0.4702	0.4962	92	0.001843	0.001764
strip	verb	0.4702	0.5057	89	0.000098	0.000106
emailed	verb	0.4702	0.5917	43	0.000018	0.000026
settlers	noun	0.4702	0.4742	38	0.000013	0.000012
overturned	verb	0.4702	0.5699	54	0.000019	0.000024
beg	verb	0.4702	0.4650	61	0.000034	0.000032
stopping	verb	0.4702	0.4849	92	0.000212	0.000217
hang	verb	0.4700	0.5097	84	0.000050	0.000054
board	verb	0.4700	0.4738	28	0.000009	0.000009
does	verb	0.4698	0.5250	89	0.000048	0.000061
sprouted	verb	0.4698	0.5024	29	0.000009	0.000009
deposited	verb	0.4698	0.4485	92	0.000266	0.000299
present	adjective	0.4698	0.5470	30	0.000011	0.000011
how	adverb	0.4693	0.5156	92	0.001134	0.001125
buried	verb	0.4693	0.4532	91	0.000406	0.000388
morning	noun	0.4693	0.5740	90	0.000033	0.000035
throbbing	noun	0.4693	0.4542	65	0.000041	0.000042
addresses	noun	0.4690	0.5574	40	0.000015	0.000014
sensation	noun	0.4688	0.5147	77	0.000060	0.000059
prevent	verb	0.4688	0.4962	47	0.000019	0.000029
included	verb	0.4688	0.4731	92	0.000687	0.000670
smash	verb	0.4688	0.5293	91	0.000316	0.000309
bullet	noun	0.4688	0.4969	30	0.000010	0.000009
National	noun	0.4686	0.5461	32	0.000011	0.000010
lift	verb	0.4683	0.4818	58	0.000024	0.000028
accomplishment	noun	0.4683	0.5175	45	0.000015	0.000014
building	noun	0.4683	0.5548	75	0.000041	0.000041
lighted	verb	0.4683	0.5279	67	0.000042	0.000041
victim	noun	0.4683	0.4395	73	0.000029	0.000032
sunny	adjective	0.4683	0.5345	91	0.000048	0.000051
