base,aligned,prompt,dose,n_words,layer,frac,T_bb,T_ba,T_ab,T_aa,T_bw,T_bn,cov_b,cov_a
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was a woman and he wanted to,1.9638,58,28,0.8750,2.157988,2.150793,2.160066,2.152008,2.150842,2.157933,0.130843,0.060506
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was a woman and he wanted to,1.9638,58,29,0.9062,2.099552,2.092115,2.082782,2.069581,2.092277,2.099387,0.008648,0.002517
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was a woman and he wanted to,1.9638,58,30,0.9375,2.004389,1.992501,1.939467,1.924004,1.992635,2.004236,0.011107,0.003279
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was a woman and he wanted to,1.9638,58,31,0.9688,1.866560,1.847170,1.790458,1.784870,1.846849,1.866839,0.084748,0.033447
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was a woman and he wanted to,1.9638,58,32,1.0000,2.189775,1.970592,2.118316,1.926918,1.969346,2.191556,0.388628,0.364279
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,0,0.0000,3.101821,3.099268,3.088262,3.083282,3.100610,3.100537,0.003288,0.003440
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,1,0.0312,3.338686,3.338226,3.402799,3.401972,3.338912,3.337981,0.000458,0.000505
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,2,0.0625,3.617429,3.587676,3.582977,3.560788,3.589471,3.615627,0.000319,0.000353
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,3,0.0938,3.253420,3.242801,3.362210,3.337365,3.243819,3.252395,0.000563,0.000648
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,4,0.1250,3.396238,3.387250,3.465259,3.450869,3.387913,3.395525,0.000366,0.000594
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,5,0.1562,3.560355,3.515257,3.555505,3.505970,3.515703,3.559817,0.000566,0.001038
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,6,0.1875,3.414259,3.379239,3.354239,3.310173,3.379249,3.414218,0.001434,0.002080
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,7,0.2188,3.677862,3.631120,3.839976,3.793749,3.630522,3.678485,0.000602,0.000735
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,8,0.2500,3.959514,3.913678,4.093667,4.058577,3.913967,3.959096,0.000543,0.000862
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,9,0.2812,4.038048,4.044151,4.036755,4.044640,4.045976,4.036138,0.000388,0.000553
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,10,0.3125,3.297765,3.296585,3.380140,3.391625,3.296933,3.297423,0.000963,0.001192
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,11,0.3438,3.789013,3.740269,4.125197,4.091476,3.742248,3.786860,0.000695,0.001090
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,12,0.3750,3.718177,3.664552,3.864032,3.813160,3.666833,3.715632,0.000442,0.000469
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,13,0.4062,3.171913,3.159293,3.256183,3.230630,3.159989,3.171085,0.000561,0.000537
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,14,0.4375,3.197448,3.187125,3.309296,3.295166,3.188319,3.196132,0.001309,0.001005
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,15,0.4688,3.055561,3.049717,3.069699,3.065275,3.050034,3.055233,0.000700,0.000699
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,16,0.5000,2.977229,2.979225,2.997354,2.998470,2.979299,2.977150,0.004468,0.005000
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,17,0.5312,3.011132,3.015405,3.006221,3.007208,3.015620,3.010939,0.005505,0.005585
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,18,0.5625,3.007321,3.012397,2.994816,2.997768,3.012303,3.007430,0.008973,0.007363
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,19,0.5938,3.059747,3.059827,3.074541,3.074246,3.059943,3.059585,0.012889,0.007826
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,20,0.6250,3.025050,3.028981,3.047912,3.048628,3.029186,3.024821,0.023576,0.014459
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,21,0.6562,3.078899,3.070153,3.056415,3.052668,3.070554,3.078386,0.020638,0.012884
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,22,0.6875,3.114881,3.096300,3.034303,3.025851,3.096617,3.114472,0.035070,0.024896
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,23,0.7188,3.712941,3.719755,3.830228,3.833280,3.719512,3.713166,0.128985,0.169421
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,24,0.7500,3.647077,3.659982,3.794324,3.806137,3.659896,3.647131,0.123566,0.159091
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,25,0.7812,3.570898,3.579432,3.751913,3.760584,3.578816,3.571511,0.089494,0.125850
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,26,0.8125,3.624590,3.634587,3.735629,3.746059,3.634064,3.625133,0.070580,0.101667
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,27,0.8438,3.423430,3.426101,3.548203,3.554301,3.425464,3.424067,0.056344,0.069815
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,28,0.8750,3.690621,3.688072,3.766913,3.767764,3.687699,3.690997,0.071558,0.128474
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,29,0.9062,3.810728,3.807491,3.883440,3.881203,3.807303,3.810920,0.148228,0.255758
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,30,0.9375,3.808030,3.801801,3.871609,3.866718,3.801486,3.808339,0.207250,0.342465
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,31,0.9688,3.941843,3.929997,3.838499,3.828042,3.930118,3.941655,0.340388,0.497891
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and disgusting and she wanted to,3.7258,65,32,1.0000,3.885874,3.530321,3.847765,3.613031,3.530144,3.885662,0.529491,0.492980
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,0,0.0000,2.254148,2.258018,2.231023,2.232461,2.259309,2.252930,0.003252,0.003436
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,1,0.0312,2.383378,2.368551,2.424868,2.409899,2.368335,2.383482,0.000550,0.000655
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,2,0.0625,2.339208,2.323459,2.379617,2.367191,2.323557,2.339050,0.000355,0.000479
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,3,0.0938,2.265632,2.282808,2.381176,2.401059,2.283154,2.265391,0.000889,0.000901
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,4,0.1250,2.301386,2.306360,2.430599,2.431078,2.306435,2.301323,0.000564,0.000772
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,5,0.1562,2.414639,2.390621,2.526017,2.502631,2.390793,2.414442,0.000635,0.001116
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,6,0.1875,2.209185,2.187852,2.210233,2.194154,2.187738,2.209288,0.001814,0.002795
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,7,0.2188,2.569586,2.531373,2.649349,2.612770,2.531104,2.569849,0.000794,0.001112
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,8,0.2500,2.951016,2.879619,2.946786,2.898201,2.880200,2.950099,0.000828,0.001297
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,9,0.2812,2.940405,2.924207,2.782095,2.764337,2.925254,2.939203,0.000804,0.001354
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,10,0.3125,2.403034,2.402060,2.385282,2.385397,2.401928,2.403170,0.001330,0.001669
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,11,0.3438,2.667396,2.653543,2.685213,2.664625,2.654286,2.666568,0.001529,0.001834
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,12,0.3750,2.864325,2.813592,2.826429,2.775251,2.815376,2.862188,0.001107,0.001190
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,13,0.4062,2.416378,2.414783,2.349031,2.337021,2.414690,2.416442,0.000804,0.000811
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,14,0.4375,2.348221,2.344701,2.381319,2.362596,2.344708,2.348199,0.001409,0.001105
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,15,0.4688,2.245876,2.244368,2.261152,2.255119,2.244415,2.245816,0.000976,0.000727
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,16,0.5000,2.143817,2.144311,2.141221,2.141050,2.144247,2.143885,0.006557,0.005188
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,17,0.5312,2.322450,2.325602,2.254665,2.255650,2.325741,2.322306,0.013920,0.012110
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,18,0.5625,2.399756,2.408531,2.357789,2.364328,2.408615,2.399690,0.031667,0.024212
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,19,0.5938,2.408597,2.416214,2.393528,2.400399,2.416423,2.408395,0.029772,0.020101
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,20,0.6250,2.332055,2.337266,2.282746,2.286350,2.337482,2.331844,0.039147,0.031780
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,21,0.6562,2.324157,2.318238,2.144989,2.142139,2.318467,2.323895,0.041560,0.050274
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,22,0.6875,2.188177,2.182597,2.055955,2.054386,2.182341,2.188388,0.063047,0.082567
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,23,0.7188,2.337257,2.330299,2.105529,2.101317,2.329959,2.337512,0.079946,0.099692
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,24,0.7500,2.415293,2.391936,2.188137,2.183276,2.391814,2.415211,0.089284,0.089824
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,25,0.7812,2.475997,2.466435,2.256256,2.257650,2.466169,2.476201,0.088752,0.095584
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,26,0.8125,2.690583,2.672196,2.435834,2.426184,2.672460,2.690254,0.075762,0.083988
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,27,0.8438,3.351725,3.358317,2.776659,2.774543,3.360302,3.349844,0.124179,0.092149
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,28,0.8750,3.490907,3.489902,2.954848,2.952700,3.491580,3.489297,0.125095,0.112986
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,29,0.9062,3.480412,3.486438,3.035258,3.040894,3.488087,3.478828,0.157794,0.142477
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,30,0.9375,3.503390,3.504388,3.064626,3.062092,3.505452,3.502373,0.227667,0.193908
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,31,0.9688,3.199873,3.169936,2.836740,2.811290,3.169983,3.199711,0.272744,0.382924
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and she wanted to,2.7145,70,32,1.0000,2.984428,2.692736,2.822469,2.569443,2.692204,2.985058,0.504774,0.605579
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,0,0.0000,2.258963,2.263685,2.242953,2.245307,2.264855,2.257851,0.003132,0.003296
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,1,0.0312,2.343819,2.349924,2.454549,2.467035,2.349934,2.343800,0.000761,0.000664
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,2,0.0625,2.307929,2.313038,2.409543,2.419480,2.312966,2.308021,0.000714,0.000634
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,3,0.0938,2.404756,2.404023,2.563773,2.553286,2.404685,2.404157,0.000793,0.000760
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,4,0.1250,2.641765,2.620898,2.731199,2.706210,2.621449,2.641138,0.000433,0.000734
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,5,0.1562,2.750927,2.703826,2.669145,2.630665,2.704174,2.750484,0.000646,0.001206
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,6,0.1875,2.735662,2.687901,2.670913,2.613713,2.687849,2.735700,0.001194,0.001964
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,7,0.2188,2.826996,2.768971,2.929923,2.868407,2.768073,2.827945,0.000717,0.001005
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,8,0.2500,3.073638,2.993052,3.245604,3.160453,2.993335,3.073142,0.000853,0.001341
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,9,0.2812,3.242618,3.196289,3.001573,2.951705,3.197360,3.241289,0.000728,0.001181
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,10,0.3125,2.451220,2.440308,2.447779,2.447618,2.440256,2.451268,0.001738,0.002367
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,11,0.3438,2.841039,2.811916,2.827306,2.813962,2.812852,2.839983,0.001389,0.002414
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,12,0.3750,2.760755,2.714580,2.563949,2.545315,2.715565,2.759555,0.000789,0.001049
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,13,0.4062,2.343875,2.329123,2.301619,2.281533,2.328865,2.344041,0.000946,0.001279
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,14,0.4375,2.394098,2.379607,2.425245,2.402105,2.380046,2.393576,0.001280,0.001003
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,15,0.4688,2.228779,2.221784,2.171218,2.164619,2.221898,2.228650,0.001116,0.001052
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,16,0.5000,2.160775,2.160771,2.147608,2.147802,2.160704,2.160840,0.007515,0.008733
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,17,0.5312,2.205836,2.206882,2.174915,2.175310,2.207115,2.205602,0.007529,0.007358
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,18,0.5625,2.225276,2.230275,2.197654,2.201191,2.230349,2.225196,0.012478,0.010463
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,19,0.5938,2.222515,2.230450,2.217304,2.226352,2.230651,2.222288,0.017623,0.011700
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,20,0.6250,2.216713,2.220899,2.202377,2.207373,2.221207,2.216378,0.027446,0.020122
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,21,0.6562,2.231319,2.231398,2.200877,2.205573,2.231792,2.230866,0.027068,0.021833
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,22,0.6875,2.199415,2.194434,2.133595,2.135244,2.194622,2.199149,0.050031,0.045826
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,23,0.7188,2.889583,2.904294,2.828793,2.840876,2.903974,2.889878,0.156756,0.151114
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,24,0.7500,2.784152,2.811391,2.788748,2.822958,2.811193,2.784309,0.152191,0.138557
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,25,0.7812,2.701833,2.719393,2.734854,2.767707,2.718810,2.702377,0.117938,0.120712
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,26,0.8125,2.727664,2.741171,2.790102,2.831588,2.740831,2.727922,0.098571,0.102357
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,27,0.8438,2.674083,2.684096,2.642159,2.663479,2.684590,2.673594,0.100450,0.091491
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,28,0.8750,2.959572,2.961242,2.828162,2.833989,2.961939,2.958886,0.105979,0.122890
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,29,0.9062,3.015153,3.019073,2.968221,2.973446,3.019527,3.014729,0.183408,0.205831
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,30,0.9375,2.963765,2.955339,2.996275,2.993970,2.955347,2.963742,0.243961,0.306549
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,31,0.9688,2.992152,2.944933,2.886986,2.876791,2.944724,2.992197,0.351039,0.504185
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was beautiful and ugly and she wanted to,2.8513,71,32,1.0000,2.940629,2.570611,2.668584,2.467043,2.569981,2.941203,0.556939,0.591415
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,0,0.0000,4.076993,4.070901,4.082847,4.076532,4.070887,4.077016,0.003001,0.003068
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,1,0.0312,4.203503,4.191418,4.211027,4.199532,4.191119,4.203821,0.000770,0.000854
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,2,0.0625,4.259284,4.223223,4.291968,4.254445,4.223120,4.259340,0.000920,0.001228
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,3,0.0938,4.093862,4.095189,4.095869,4.097622,4.095002,4.094038,0.001598,0.002074
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,4,0.1250,4.101326,4.098104,4.099467,4.095743,4.098025,4.101403,0.000411,0.000598
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,5,0.1562,4.084635,4.080192,4.082350,4.077859,4.080435,4.084396,0.002262,0.002552
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,6,0.1875,4.142085,4.137335,4.125566,4.120575,4.137617,4.141807,0.001587,0.002077
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,7,0.2188,4.319302,4.311114,4.277237,4.267535,4.311378,4.319049,0.000554,0.000652
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,8,0.2500,4.217658,4.209291,4.280230,4.261759,4.209116,4.217854,0.001504,0.001471
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,9,0.2812,4.122957,4.120214,4.143392,4.139790,4.120131,4.123051,0.003146,0.002483
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,10,0.3125,4.174921,4.181253,4.248263,4.250886,4.180557,4.175610,0.005842,0.004096
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,11,0.3438,4.148406,4.147399,4.172609,4.171711,4.146990,4.148839,0.005545,0.004702
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,12,0.3750,4.102093,4.101087,4.091286,4.087947,4.100970,4.102223,0.005879,0.004150
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,13,0.4062,4.112235,4.114969,4.119085,4.120523,4.114952,4.112259,0.004455,0.003432
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,14,0.4375,4.164426,4.166959,4.142930,4.142079,4.166796,4.164582,0.003229,0.002941
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,15,0.4688,4.117398,4.116086,4.120753,4.117298,4.116010,4.117477,0.003059,0.002479
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,16,0.5000,4.097739,4.096872,4.093386,4.092418,4.096838,4.097772,0.015045,0.009834
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,17,0.5312,4.150598,4.146600,4.115022,4.112391,4.146864,4.150320,0.028345,0.014515
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,18,0.5625,4.105443,4.103236,4.103540,4.101502,4.103310,4.105360,0.035420,0.022064
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,19,0.5938,4.096641,4.095652,4.099699,4.098665,4.095666,4.096623,0.089647,0.036170
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,20,0.6250,4.083402,4.083083,4.087742,4.087057,4.083089,4.083395,0.356132,0.116112
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,21,0.6562,4.083407,4.082975,4.087140,4.086340,4.082979,4.083403,0.478392,0.193324
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,22,0.6875,4.085495,4.084960,4.093492,4.092654,4.084978,4.085474,0.718397,0.398666
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,23,0.7188,4.113478,4.113235,4.127423,4.127915,4.113349,4.113368,0.687928,0.421205
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He was captive and chose to,4.3459,62,24,0.7500,4.137943,4.134510,4.166966,4.163068,4.134614,4.137846,0.558358,0.347906
