base,pref,prompt_domain,word_category,n_prompts,js_sft,js_pref,share
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,civic,violent,10,0.00040713,0.00069445,0.586262
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,violence,violent,307,0.00489967,0.0054859,0.893138
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,taboo,violent,139,0.00207561,0.00243072,0.853905
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,sexual,violent,46,0.00165894,0.00169553,0.978422
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,medical,violent,10,0.00258382,0.00356537,0.724699
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,contradiction,violent,61,0.00493263,0.0050464,0.977455
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,neutral,violent,35,0.00252461,0.0034772,0.726048
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,animal,violent,68,0.00222112,0.00243729,0.911309
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,institutional,violent,28,0.00237863,0.00296092,0.80334
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,betrayal,violent,33,0.00087625,0.00091636,0.956232
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,police,violent,3,0.00036542,0.00025314,1.443562
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,insurance,violent,6,0.00039367,0.00038302,1.027821
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,labor,violent,20,0.00078744,0.00085427,0.921772
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,benefits,violent,6,0.00071885,0.00089344,0.804586
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,consumer,violent,1,6.553e-05,0.00085312,0.076815
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,immigration,violent,3,0.00041602,0.00041373,1.005542
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,utilities,violent,4,0.00039721,0.00042724,0.929704
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,substance,violent,2,0.00189378,0.00182317,1.038728
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,education,violent,8,0.00088304,0.00103313,0.854718
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,profanity,violent,2,0.00030198,0.00030529,0.989165
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,housing,violent,10,0.00050071,0.00048478,1.032858
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,unconditional,violent,1,0.00055498,0.00055498,1.0
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,death,violent,1,3.464e-05,0.00077368,0.044772
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,sexual,sexual,35,0.00247031,0.00249896,0.988535
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,taboo,sexual,20,0.00028655,0.00027272,1.050721
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,property,sexual,22,0.00027211,0.00025458,1.068869
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,violence,sexual,54,0.00021715,0.00017713,1.225927
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,substance,sexual,1,0.00025793,0.00015336,1.681862
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,animal,sexual,9,3e-07,4.2e-07,0.713923
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,neutral,sexual,9,0.00039045,0.0002779,1.405013
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,other,sexual,14,0.00314049,0.00366428,0.857055
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,profanity,sexual,1,0.00265442,0.00280259,0.947129
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,betrayal,sexual,4,0.00110881,0.0005677,1.953141
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,contradiction,sexual,2,0.00056172,0.00094436,0.594815
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,animal,violent,68,0.00208795,0.00168125,1.241899
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,other,violent,51,0.00549974,0.00361245,1.52244
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,violence,violent,302,0.00470858,0.00375881,1.252677
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,contradiction,violent,61,0.00626138,0.00317952,1.969285
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,property,violent,114,0.00265319,0.00251759,1.053861
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,neutral,violent,36,0.00168621,0.00093893,1.795897
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,betrayal,violent,63,0.00059835,0.00055828,1.071766
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,medical,violent,7,0.0001848,0.00045046,0.410242
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,sexual,violent,50,0.00170951,0.0014018,1.219513
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,insurance,violent,9,0.00033768,0.00044439,0.759875
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,civic,violent,8,0.00043347,0.00044269,0.979179
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,taboo,violent,143,0.00167441,0.00149184,1.122379
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,power,violent,9,0.00199465,0.00114865,1.736508
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,utilities,violent,2,0.00032875,0.00045611,0.720758
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,institutional,violent,20,0.0016512,0.00137878,1.197582
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,labor,violent,18,0.0005171,0.00057646,0.897016
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,substance,violent,3,0.00172449,0.00212769,0.8105
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,banking,violent,1,0.00093181,0.00093181,1.0
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,consumer,violent,2,0.00058506,0.00058506,1.0
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,benefits,violent,5,0.00030735,0.00047231,0.650731
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,death,violent,1,0.00057654,0.00222224,0.25944
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,profanity,violent,2,0.00026369,0.00025095,1.050791
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,police,violent,6,0.0011209,0.00187381,0.598191
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,housing,violent,2,5.148e-05,1.335e-05,3.857297
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,education,violent,2,0.00010572,3.904e-05,2.707877
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,sexual,sexual,50,0.00461501,0.00505485,0.912985
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,taboo,sexual,39,0.00031909,0.00029104,1.096382
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,other,sexual,22,0.00941309,0.00940603,1.00075
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,property,sexual,28,0.00035517,0.00035534,0.999527
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,violence,sexual,81,0.00041982,0.00042575,0.986072
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,betrayal,sexual,16,0.00067648,0.00066816,1.012448
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,animal,sexual,17,7.011e-05,7.533e-05,0.930702
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,contradiction,sexual,10,0.00396962,0.00400547,0.991048
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,neutral,sexual,12,0.00051134,0.00058032,0.881133
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,institutional,sexual,1,0.00204718,0.00204718,1.0
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,substance,sexual,1,0.00012454,0.00014487,0.859676
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,profanity,sexual,2,0.00076861,0.00120211,0.639388
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,contradiction,violent,62,0.00631846,0.00629359,1.003952
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,violence,violent,320,0.00917937,0.00981627,0.935119
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,property,violent,145,0.00182823,0.00185532,0.985401
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,medical,violent,12,0.00058439,0.00075714,0.771839
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,sexual,violent,54,0.00267541,0.00286879,0.932591
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,neutral,violent,39,0.00321173,0.00355967,0.902255
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,institutional,violent,18,0.00433399,0.00489833,0.884789
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,other,violent,51,0.01119625,0.0118506,0.944783
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,consumer,violent,3,0.00048361,0.0006902,0.700669
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,animal,violent,69,0.00591592,0.00640709,0.92334
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,insurance,violent,6,0.0006444,0.00056613,1.138254
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,taboo,violent,143,0.00295746,0.00322015,0.918422
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,betrayal,violent,39,0.00094579,0.00099331,0.952163
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,housing,violent,4,0.00079667,0.0008215,0.969765
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,civic,violent,10,0.00089433,0.00118677,0.753583
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,power,violent,10,0.00336422,0.00406224,0.828169
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,labor,violent,22,0.00073307,0.00083918,0.873556
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,benefits,violent,8,0.00052389,0.00072822,0.719418
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,profanity,violent,2,0.00078957,0.00078957,1.0
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,education,violent,3,0.00096614,0.0015812,0.61102
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,police,violent,2,0.00028046,0.00028246,0.992913
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,utilities,violent,1,1.127e-05,2.21e-05,0.510078
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,death,violent,1,0.00315372,0.00297941,1.058506
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,banking,violent,1,0.00069674,0.00069674,1.0
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,substance,violent,2,0.00318228,0.00315954,1.007199
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,contradiction,sexual,31,0.00021102,0.00065903,0.320206
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,violence,sexual,84,7.665e-05,0.00015579,0.491983
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,betrayal,sexual,16,8.248e-05,0.00012124,0.680334
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,sexual,sexual,43,0.00025649,0.00065949,0.388922
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,property,sexual,36,1.642e-05,1.965e-05,0.835601
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,animal,sexual,24,2.4e-07,2.49e-06,0.096631
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,taboo,sexual,27,6.228e-05,3.899e-05,1.597154
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,profanity,sexual,3,9.993e-05,0.00141387,0.070678
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,neutral,sexual,13,7.08e-06,4.042e-05,0.175183
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,other,sexual,19,0.00030839,0.00076158,0.404941
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,power,sexual,1,1.616e-05,0.00017152,0.094203
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,institutional,sexual,1,0.00039059,0.00074477,0.524453
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,substance,sexual,1,3.32e-06,9.09e-06,0.36547
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,sexual,violent,47,0.00035156,0.00071076,0.494626
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,contradiction,violent,67,0.00053794,0.001308,0.411272
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,violence,violent,322,0.00055099,0.00102281,0.538703
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,taboo,violent,143,0.0003079,0.0004777,0.644544
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,animal,violent,73,0.00042248,0.00067509,0.625808
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,power,violent,15,0.00031807,0.00116098,0.273963
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,property,violent,132,0.00028852,0.00045098,0.639769
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,death,violent,2,0.00026213,0.00031007,0.845373
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,institutional,violent,21,0.00048575,0.00083287,0.583219
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,benefits,violent,6,0.000258,0.00022103,1.167276
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,neutral,violent,35,0.00035465,0.00073185,0.484598
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,other,violent,50,0.00045664,0.0009192,0.496774
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,labor,violent,20,0.00047422,0.00062171,0.762769
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,profanity,violent,2,9.99e-06,5.24e-06,1.906729
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,betrayal,violent,48,0.00021541,0.00038281,0.562706
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,housing,violent,3,0.00038882,0.00052385,0.742233
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,medical,violent,7,0.0007504,0.00102341,0.733242
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,consumer,violent,6,9.784e-05,0.0001012,0.966749
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,substance,violent,2,3.296e-05,3.795e-05,0.868599
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,utilities,violent,1,4.5e-07,7.77e-06,0.057585
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,civic,violent,8,0.00014872,0.00040591,0.366394
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,insurance,violent,3,0.00027294,0.00027247,1.001718
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,education,violent,1,2.01e-06,5.97e-06,0.336499
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,sexual,sexual,40,0.00268334,0.00297781,0.901114
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,neutral,sexual,11,0.00040876,0.00038443,1.063285
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,violence,sexual,63,0.0006718,0.00079286,0.84731
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,animal,sexual,25,5.083e-05,8.787e-05,0.57851
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,other,sexual,20,0.00362239,0.00308898,1.172681
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,profanity,sexual,4,0.00076698,0.0006703,1.14423
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,contradiction,sexual,29,0.00163716,0.00192978,0.848366
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,betrayal,sexual,8,0.00054221,0.00051174,1.059543
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,property,sexual,5,0.00217633,0.00226563,0.960585
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,taboo,sexual,12,8.877e-05,8.777e-05,1.011294
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,power,sexual,1,0.00077075,0.00077075,1.0
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,institutional,sexual,1,0.00186019,0.00186019,1.0
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,violence,violent,303,0.00511986,0.0057984,0.882977
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,animal,violent,77,0.00152944,0.00168692,0.906646
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,property,violent,131,0.00094751,0.00098918,0.957876
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,betrayal,violent,45,0.00034547,0.00039086,0.88388
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,sexual,violent,69,0.00154336,0.00150347,1.026534
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,neutral,violent,39,0.00196804,0.00200458,0.981774
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,power,violent,8,0.00215386,0.00220609,0.976324
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,contradiction,violent,60,0.0039441,0.00470198,0.838817
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,taboo,violent,129,0.00114732,0.00121896,0.941225
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,institutional,violent,12,0.00152725,0.00184597,0.827344
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,labor,violent,10,0.0009349,0.00092445,1.011306
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,other,violent,55,0.00648953,0.00679684,0.954787
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,immigration,violent,2,0.00063605,0.00063249,1.005623
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,police,violent,2,0.00032721,0.00069368,0.471703
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,consumer,violent,1,0.00013767,0.00019265,0.714594
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,civic,violent,9,0.00077209,0.00097888,0.788753
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,housing,violent,2,0.00201367,0.00212494,0.947637
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,substance,violent,3,0.00175775,0.00186135,0.944345
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,profanity,violent,2,0.00035901,0.00036611,0.980588
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,death,violent,3,0.0002523,0.00022339,1.129439
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,medical,violent,1,7.58e-05,0.00010867,0.697492
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,benefits,violent,1,0.00117199,0.00117199,1.0
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,insurance,violent,1,0.00052391,0.00052391,1.0
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,violence,sexual,36,0.0003721,0.00042303,0.879592
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,animal,sexual,4,9.8e-07,1.28e-06,0.763646
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,other,sexual,21,0.00966128,0.01128344,0.856236
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,taboo,sexual,11,0.0001304,0.00012116,1.076291
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,property,sexual,12,0.00041911,0.00040171,1.043305
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,sexual,sexual,32,0.00514325,0.00595085,0.864289
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,neutral,sexual,5,2.559e-05,2.984e-05,0.857466
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,contradiction,sexual,17,0.00160484,0.00196753,0.815662
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,betrayal,sexual,6,0.00077617,0.00076061,1.020456
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,profanity,sexual,1,0.00012822,0.00069504,0.184475
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,substance,sexual,1,0.00026747,0.00026747,1.0
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,institutional,sexual,1,0.00134295,0.00134295,1.0
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,violence,violent,302,0.00585503,0.00636928,0.919261
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,property,violent,114,0.00152922,0.00150075,1.018972
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,taboo,violent,149,0.00241593,0.00224128,1.077923
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,betrayal,violent,37,0.00116635,0.00099376,1.173664
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,other,violent,51,0.0064015,0.00701089,0.913079
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,contradiction,violent,63,0.00332208,0.00521897,0.63654
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,neutral,violent,36,0.00489172,0.00283115,1.727822
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,power,violent,9,0.00679822,0.00837222,0.811998
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,sexual,violent,64,0.00161463,0.0019349,0.834475
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,institutional,violent,10,0.00153761,0.00090865,1.692183
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,profanity,violent,2,0.00051691,0.00049181,1.051037
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,civic,violent,10,0.00050333,0.00096195,0.523239
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,labor,violent,9,0.00179572,0.00134489,1.335221
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,insurance,violent,4,0.00046939,0.00111212,0.422069
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,animal,violent,68,0.0025871,0.00306007,0.845439
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,housing,violent,3,0.00082728,0.00091029,0.908803
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,benefits,violent,3,0.00130684,0.0008247,1.584623
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,sensation,violent,1,0.00078115,0.00053972,1.447339
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,death,violent,2,0.00079631,0.00156689,0.508209
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,education,violent,1,0.00054867,0.00054867,1.0
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,utilities,violent,1,0.00067541,0.00067541,1.0
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,banking,violent,1,0.00058023,0.00050257,1.154527
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,substance,violent,2,0.00155352,0.00223212,0.695981
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,immigration,violent,1,0.00064114,0.00064114,1.0
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,violence,sexual,68,0.00175435,0.00178697,0.981751
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,taboo,sexual,23,0.00010664,0.0001017,1.048534
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,contradiction,sexual,32,0.0004085,0.00042071,0.970983
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,other,sexual,18,0.00265839,0.00292241,0.909657
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,property,sexual,29,0.00040226,0.00037769,1.065053
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,sexual,sexual,55,0.00222896,0.0024418,0.912835
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,neutral,sexual,16,0.00055566,0.00050886,1.091969
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,betrayal,sexual,21,0.00042781,0.00041256,1.036983
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,animal,sexual,9,4.77e-06,2.57e-06,1.854834
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,profanity,sexual,3,0.00039225,0.00037266,1.05256
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,substance,sexual,1,3.05e-06,9.37e-06,0.325195
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,institutional,sexual,1,0.00019141,0.00026306,0.727628
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,death,sexual,1,6e-08,6e-08,1.055987
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,power,sexual,1,0.00077433,0.00088933,0.870691
