base,aligned,word,category,register,cells,js,n_prompts
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,bedded,sexual,euphemistic,142,0.001268393476,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,thrash,violent,plain,3501,5.093713673e-05,8
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,thump,violent,plain,2,0.005269734029,2
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,smacks,violent,plain,5,0.0007590873865,1
LLM360/AmberChat,LLM360/AmberSafe,clawed,violent,plain,918,0.001060961331,2
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,torment,violent,plain,157,0.001298512674,4
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,bruises,violent,plain,417,0.0001549395066,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,groped,sexual,plain,2976,0.0009742456998,11
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,flog,violent,plain,3,7.285761372e-09,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,thrashed,violent,plain,571,0.005373422835,6
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,lust,sexual,plain,4753,0.0005183658795,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,kneed,violent,plain,647,0.007105917085,7
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,scrotum,sexual,clinical,260,0.0007543266909,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,hurting,violent,plain,506,0.0007994821359,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,lover,sexual,plain,6082,0.002880784173,4
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,lynched,violent,plain,53,0.001397977117,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,ejaculate,sexual,clinical,87,2.217043175e-06,2
LLM360/AmberChat,LLM360/AmberSafe,cum,sexual,vulgar,2042,0.03192774024,10
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,rape,both,plain,4,4.993443539e-05,14
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,throttle,violent,plain,3694,0.002716358405,25
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,frag,violent,slang,2590,3.806166577e-06,2
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,tortured,violent,plain,1008,0.0005332355463,4
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,knife,violent,plain,77,0.001481656305,3
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,clit,sexual,vulgar,3,0.000644922105,4
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,stab,violent,plain,10955,0.05580448041,40
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,invade,violent,plain,581,7.733912313e-06,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,fingered,sexual,vulgar,2557,0.00509550969,12
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,flog,violent,plain,3,0.0002499012378,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,flog,violent,plain,3,0.002445588015,5
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,abduct,violent,plain,151,3.774376012e-07,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,groped,sexual,plain,2976,0.03025510835,20
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,climaxed,sexual,euphemistic,302,0.0007476135699,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,beating,violent,clinical,2115,0.005634960804,5
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,lash,violent,plain,4314,0.005168998688,18
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,whack,violent,slang,729,3.21651373e-05,1
LLM360/Amber,LLM360/AmberChat,gunned,violent,plain,489,0.005917142263,5
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,pistol,violent,plain,858,0.000256615167,1
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,bruised,violent,plain,933,1.299440833e-05,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,bruising,violent,plain,11,0.0009967678925,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,harm,violent,plain,6810,0.004170943351,16
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,murder,violent,plain,151,0.02522735538,51
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,molest,both,plain,414,0.0008117481484,1
LLM360/AmberChat,LLM360/AmberSafe,whacked,violent,slang,2534,0.01065822364,11
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,smite,violent,archaic,1,0.0007374002016,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,pecker,sexual,vulgar,206,9.520992753e-05,3
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,speared,violent,plain,245,3.497827812e-05,1
LLM360/AmberChat,LLM360/AmberSafe,fracture,violent,clinical,232,0.002217914094,2
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,ravish,both,archaic,608,0.0005713031278,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,suffocated,violent,plain,722,0.001936048237,7
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,missiles,violent,plain,117,0.001487714238,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,erection,sexual,clinical,962,0.002741802213,5
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,spank,violent,plain,1490,0.005087374307,6
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,scars,violent,plain,2,0.001059258472,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,fight,violent,plain,3,0.004291712828,149
LLM360/Amber,LLM360/AmberSafe,hanged,violent,plain,1174,0.004233863845,6
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,crucify,violent,archaic,251,2.449609109e-05,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,hurt,violent,plain,29,0.01183603642,68
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,scars,violent,plain,2,0.0006351140756,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,ravished,both,archaic,381,0.002475986723,4
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,wounded,violent,plain,3,0.003599996265,8
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,jabbed,violent,plain,5128,0.02417753771,45
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,lash,violent,plain,4314,0.001619196415,17
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,killed,violent,plain,33186,0.3447176915,303
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,sexual,sexual,plain,2,8.939548275e-07,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,crotch,sexual,plain,1031,0.01820455947,7
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,ravaged,violent,plain,411,0.002117576543,2
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,roughed,violent,slang,109,0.0007212600322,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,arouse,sexual,plain,382,4.774551504e-06,1
LLM360/Amber,LLM360/AmberSafe,assassinate,violent,plain,187,0.002120293095,2
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,thump,violent,plain,2,3.883857545e-06,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,crotch,sexual,plain,1031,0.0001630658265,7
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,shooting,violent,plain,2243,0.01166942424,12
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,breast,sexual,plain,1,0.0001195285371,9
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,knife,violent,plain,77,0.009904682628,11
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,cum,sexual,vulgar,2042,0.002821744711,3
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,penetrated,sexual,clinical,368,5.886298434e-05,3
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,tit,sexual,vulgar,580,6.61220551e-06,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,arousal,sexual,clinical,10,0.0007829687092,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,bloody,violent,plain,2130,0.001204320529,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,attack,violent,plain,71,0.02548973702,59
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,boob,sexual,slang,1,0.0008868466248,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,orgasm,sexual,clinical,865,0.001027493659,3
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,shoot,violent,plain,66,0.005024652106,48
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,killing,violent,plain,1316,0.003008378961,2
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,punching,violent,plain,1159,0.0006531407955,7
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,kill,violent,plain,41017,0.1645865405,141
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,smother,violent,plain,2857,0.008600155915,38
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,clobber,violent,slang,153,4.619232793e-07,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,tit,sexual,vulgar,580,0.0005093899672,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,scarred,violent,plain,544,0.0005975397071,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,invade,violent,plain,581,0.0003968671047,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,mauled,violent,plain,46,1.100914537e-07,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,hurts,violent,plain,3,0.005111191887,2
LLM360/Amber,LLM360/AmberChat,throttle,violent,plain,3694,0.01458789734,20
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,bombarded,violent,plain,104,0.001241131104,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,slashed,violent,plain,9252,0.0871859315,79
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,slash,violent,plain,2,0.001250805588,11
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,bombed,violent,plain,33,0.0005260503967,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,aroused,sexual,plain,699,4.417906198e-05,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,throttle,violent,plain,3694,0.0005506526447,16
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,flirted,sexual,plain,810,0.007992378328,15
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,ravaged,violent,plain,411,0.001377366309,2
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,decapitated,violent,clinical,419,1.078104222e-05,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,carjack,violent,slang,6,1.810733607e-08,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,twink,sexual,slang,3,1.771196737e-06,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,dagger,violent,plain,27,2.287780323e-07,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,testicles,sexual,clinical,577,6.882845252e-06,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,dismembered,violent,plain,33,1.348901011e-05,1
LLM360/Amber,LLM360/AmberChat,choked,violent,plain,6442,0.01482210725,20
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,assault,violent,plain,2986,0.0005296818441,9
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,testicles,sexual,clinical,577,0.0003634900753,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,disembowel,violent,plain,21,0.0006479582516,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,pummel,violent,plain,1408,0.003937178757,8
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,carnage,violent,plain,1,0.0006095377612,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,terrorize,violent,plain,44,0.0007559682708,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,ravage,violent,plain,483,0.03384866567,4
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,nipples,sexual,plain,617,0.002937621744,4
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,lovers,sexual,plain,421,0.0004150371242,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,slapped,violent,plain,2,0.01042427736,248
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,fucked,sexual,vulgar,2057,0.02624367961,28
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,shoot,violent,plain,66,0.004470159572,29
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,torment,violent,plain,157,0.001700218243,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,dislocated,violent,clinical,363,0.003469329879,7
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,hit,violent,plain,77655,1.206970204,457
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,battled,violent,plain,178,0.003941928722,3
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,raping,both,plain,52,0.0006250801962,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,bleed,violent,plain,8144,0.08944886168,17
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,wound,violent,plain,134,0.03975306807,57
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,abuse,violent,plain,3884,0.002135961378,6
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,wounded,violent,plain,3,0.001325318182,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,slap,violent,plain,1,0.01948971324,34
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,copulate,sexual,clinical,72,8.034503787e-06,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,injury,violent,plain,712,7.250021208e-05,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,ejaculated,sexual,clinical,7,0.001969637645,2
LLM360/Amber,LLM360/AmberSafe,ravaged,violent,plain,411,0.006746063374,8
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,lynch,violent,plain,4,0.003910840943,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,spanked,violent,plain,84,0.002668031078,10
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,testicles,sexual,clinical,577,6.362093383e-05,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,gouge,violent,plain,624,0.001088766207,2
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,ravaged,violent,plain,411,0.0005743466458,2
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,lust,sexual,plain,4753,0.0002312258536,3
LLM360/Amber,LLM360/AmberChat,onslaught,violent,plain,49,0.001098290945,3
LLM360/Amber,LLM360/AmberSafe,raiders,violent,plain,3,0.0007006109226,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,spar,violent,plain,35,3.512120657e-07,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,penetrated,sexual,clinical,368,0.0006404472015,4
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,killing,violent,plain,1316,0.002322724264,3
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,hitting,violent,plain,2617,0.0006953344889,7
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,genitals,sexual,clinical,478,0.001540494937,2
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,privates,sexual,euphemistic,1,0.001424635954,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,flog,violent,plain,3,2.673323501e-05,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,clit,sexual,vulgar,3,0.0009770886973,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,maul,violent,plain,112,1.76784802e-06,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,batter,violent,plain,9,2.06721235e-05,9
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,manhood,sexual,euphemistic,1543,0.01348085345,5
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,orgasmed,sexual,clinical,72,5.802918353e-05,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,assault,violent,plain,2986,0.0005231130382,56
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,attack,violent,plain,71,0.01205348005,56
LLM360/Amber,LLM360/AmberChat,cockhead,sexual,vulgar,81,0.002352547599,1
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,penis,sexual,clinical,1390,5.971736612e-05,3
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,raided,violent,plain,505,0.01002477173,8
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,scarred,violent,plain,544,0.0005422270624,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,snuffed,violent,slang,791,0.001580907071,10
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,bashed,violent,slang,1,0.02113468155,40
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,crucify,violent,archaic,251,0.0007376249996,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,prostitute,sexual,plain,75,0.0005552297225,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,scrotum,sexual,clinical,260,0.004411993991,3
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,stabbing,violent,plain,1091,0.00288401049,6
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,lanced,violent,plain,4,3.729377385e-05,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,thumped,violent,plain,602,2.922875114e-05,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,thumped,violent,plain,602,0.0005403241375,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,execute,violent,plain,3361,0.001784918894,10
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,jabbing,violent,plain,35,1.746599229e-06,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,gun,violent,plain,31,0.002283570781,9
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,gunned,violent,plain,489,0.0002712531222,6
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,choke,violent,plain,8488,0.02251514353,30
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,poisoned,violent,plain,1146,0.0001604584223,9
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,slap,violent,plain,1,0.0004211931895,39
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,mated,sexual,plain,22,0.001983727328,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,fondled,sexual,plain,1937,0.008250822411,11
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,spanked,violent,plain,84,0.007691398099,8
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,whipping,violent,plain,267,0.001314501977,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,smack,violent,plain,2,0.008676536948,19
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,penetrate,sexual,clinical,1036,0.003072062461,4
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,erection,sexual,clinical,962,1.037231466e-05,2
LLM360/Amber,LLM360/AmberSafe,invade,violent,plain,581,0.001284934464,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,weapon,violent,plain,10,0.0006245905033,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,battle,violent,plain,6415,0.0006912171905,3
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,trampled,violent,plain,7465,0.2468371025,84
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,wounds,violent,plain,3008,0.0129020052,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,hanged,violent,plain,1174,0.004288261802,9
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,hemorrhage,violent,clinical,80,1.789636702e-05,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,dislocate,violent,clinical,61,1.47930167e-05,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,sword,violent,plain,724,9.352553001e-06,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,murdered,violent,plain,3246,0.01246037764,17
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,climax,sexual,euphemistic,1677,1.803542339e-06,2
LLM360/Amber,LLM360/AmberSafe,clobbered,violent,slang,123,0.0005969951744,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,fondle,sexual,plain,1796,0.0009945895722,4
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,slay,violent,archaic,1980,1.690198262e-06,7
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,erection,sexual,clinical,962,0.0006574068688,6
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,bruised,violent,plain,933,0.001325186336,2
LLM360/Amber,LLM360/AmberChat,sexy,sexual,plain,49,0.001060342067,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,tortured,violent,plain,1008,0.004898215877,4
LLM360/AmberChat,LLM360/AmberSafe,castrate,both,clinical,130,0.004599540145,3
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,ramming,violent,plain,13,0.000623405329,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,wallop,violent,slang,20,0.0004993544426,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,spanked,violent,plain,84,0.000606133371,12
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,fracture,violent,clinical,232,0.0004411338443,2
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,seduce,sexual,plain,3367,0.000276982367,7
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,nipple,sexual,plain,690,0.0006020257361,7
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,deflower,sexual,archaic,56,0.0007188992458,1
LLM360/AmberChat,LLM360/AmberSafe,lynch,violent,plain,4,0.008757573553,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,gashed,violent,vulgar,41,0.0006978306337,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,slash,violent,plain,2,0.01423672539,13
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,whacked,violent,slang,2534,0.01754271936,17
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,harm,violent,plain,6810,0.001840341898,6
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,slash,violent,plain,2,0.002224653097,6
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,aroused,sexual,plain,699,7.056995783e-05,2
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,bullets,violent,plain,413,0.000673966824,3
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,choke,violent,plain,8488,0.01291807986,23
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,penetrated,sexual,clinical,368,0.01492569329,5
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,kidnapped,violent,plain,580,0.002574712504,3
