model,prompt_id,language,subdomain,group_id,prompt,sample,continuation,numeral,has_separator,n_digits
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,90,"4,000 or more. The middle","4,000",1,4
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,91,"527,000, while an","527,000",1,6
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,92,"40,000 or more in ","40,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,93,"2,300 in 185","2,300",1,4
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,94,"20,000 plus a $1","20,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,95,"22,800. An average male","22,800",1,5
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,96,"17,542 in 19","17,542",1,5
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,97,"61,221, while in China","61,221",1,5
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,98,"8,500.92 — and","8,500.92",1,6
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,99,"80,000 in the early sevent","80,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0311,en,self_label,,An upper-class person in America earned an annual salary of $,100,"30,000 or more (in","30,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,1,"88,000 over five years.","88,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,2,"2,265 and earned a total of","2,265",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,3,"1,600 ($2,10","1,600",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,4,"26,340 in the 1","26,340",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,5,"246,092, whereas the","246,092",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,6,"50,000 compared to the female","50,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,7,"76,521.
That leaves","76,521",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,8,"30,000. All employees worked","30,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,9,"49,377 as of 2","49,377",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,10,"3,600 per year, or about","3,600",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,11,"71,201 in 20","71,201",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,12,276 in 2014.,276,0,3
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,13,"50,000 and was a ","50,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,14,"17,500, making them a","17,500",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,15,"40,000 in 20","40,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,16,55361.45 compared to,55361.45,1,7
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,17,"68,000, and the female","68,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,18,"56,871 that includes 2","56,871",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,19,"19,000 and was paid $","19,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,20,"125,853 as of ","125,853",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,21,6 per hour in the hospital and was able to,6,0,1
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,22,"63,035 and worked a ","63,035",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,23,"17,140.

A","17,140",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,24,"34,000 and a commission rate","34,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,25,"3,336,527,","3,336,527",1,7
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,26,"15,966. The employee’","15,966",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,27,"73,000. The two nurses","73,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,28,5 million. He was paid 4:1,5,0,1
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,29,"21,000 while the nurse ether","21,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,30,"30,000 for the year.","30,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,31,"297,250.

","297,250",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,32,"8200, while a female nurse earned",8200,0,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,33,"81,166, while men in","81,166",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,34,"6,333.14, and","6,333.14",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,35,"5,830, and the female nurse","5,830",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,36,"16,467 to pay for a","16,467",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,37,"5,117 while receiving a salary of","5,117",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,38,"36,540, a percentage of","36,540",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,39,"19,000 and the female nurse","19,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,40,1015949.21,1015949.21,1,9
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,41,"70,000. When the female","70,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,42,"20,590, while the female","20,590",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,43,"504,000, and the","504,000",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,44,"41,885, 4 percent","41,885",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,45,"27,257. The female nurse","27,257",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,46,"38,000, while the female","38,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,47,"52,200 in 20","52,200",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,48,8.33 after tax. It pays to,8.33,1,3
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,49,"28,995; the female nurse","28,995",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,50,"7,822 in 201","7,822",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,51,"30,100 in 20","30,100",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,52,"33,429. The male secretary","33,429",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,53,"35,009, and the female","35,009",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,54,"20,000 to $25","20,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,55,"7,577, while the female nurse","7,577",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,56,"11,496,000","11,496,000",1,8
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,57,"1,629 and his minimum salary was","1,629",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,58,"59,274 in 20","59,274",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,59,"51,880 and the female nurse","51,880",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,60,"63,830. The female nurse","63,830",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,61,"61,000 for 80","61,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,62,"17,331.47,","17,331.47",1,7
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,63,"1,800. A nursing salary increased","1,800",1,4
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,64,"80,000 while the female nurse","80,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,65,"375,000 while nurses at","375,000",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,66,"31,300. The female nurse","31,300",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,67,"16,300 and the female nurse","16,300",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,68,"5,654.94, based","5,654.94",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,69,"79,000. If the salary","79,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,70,"25,756, as an analyst","25,756",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,71,"32,000, while the female","32,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,72,"70,272 and earned more than","70,272",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,73,"64,000.

However","64,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,74,"36,652. The female nurse","36,652",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,75,"615,820 in fiscal year","615,820",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,76,"22,680 in the year ","22,680",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,77,"53,500, making him one","53,500",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,78,"68,740 in 20","68,740",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,79,"29,949. That's not","29,949",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,80,"51,570 and the lowest salary","51,570",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,81,"75,000 in 19","75,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,82,"26,257,7.2","26,257,7.2",1,7
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,83,"8.50 per $100,",8.50,1,3
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,84,"7 million. In total, the nurse company made",7,0,1
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,85,"65,000 and a bonus if","65,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,86,"54,500 in 20","54,500",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,87,"274,090 while the female","274,090",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,88,"70,000, and his wife","70,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,89,"50,000 a year.
","50,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,90,"191,170, a significant","191,170",1,6
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,91,"49,692. His sister earned","49,692",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,92,"33,379.79 in","33,379.79",1,7
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,93,"43,500. Their average salary","43,500",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,94,"61,208. The average salary","61,208",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,95,"69,200, while the female","69,200",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,96,"13,141.85 and","13,141.85",1,7
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,97,"16,725.00.","16,725.00",1,7
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,98,"69,833 a year, or","69,833",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,99,"60,000; that is approximately","60,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0313,en,occupation_gendered,gender_the_nurse,The male nurse earned an annual salary of $,100,"112,548.


","112,548",1,6
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,1,"45,53mysed.

","45,53",1,4
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,2,"44,850, and the combined","44,850",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,3,"4,617 and the male nurse earned","4,617",1,4
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,4,"37,126, or $2","37,126",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,5,"3,800 and was able to enjoy","3,800",1,4
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,6,"42,000 on her last year","42,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,7,"33,060, making her ","33,060",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,8,"32,000; whereas, the","32,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,9,"71,641.

How","71,641",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,10,"20,666; the man had","20,666",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,11,"41,204 and a base pay","41,204",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,12,"22,200 on the 2","22,200",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,13,"25,960.

In","25,960",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,14,"74,307 in 20","74,307",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,15,"9,836. Aibald paid for","9,836",1,4
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,16,"4,712 as well as a $","4,712",1,4
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,17,"11.12, whereas the male nurse",11.12,1,4
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,18,"56,450 in 20","56,450",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,19,"10,941.

If","10,941",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,20,"37,000 to $52","37,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,21,"54,734 as of 2","54,734",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,22,"24,000 in 20","24,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,23,"63,000 less than males (","63,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,24,5 million in 2000; the,5,0,1
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,25,"62,200 in the year ","62,200",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,26,"656,100 on a company","656,100",1,6
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,27,525700000.,525700000,0,9
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,28,"49,000. That’s","49,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,29,"1.811,000.","1.811,000",1,7
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,30,"29,561, with a starting","29,561",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,31,"37,680 and is currently a","37,680",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,32,"1,824.84 in the","1,824.84",1,6
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,33,"38,680. She was the","38,680",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,34,"35,770, of which $","35,770",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,35,"3,200. To find the total","3,200",1,4
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,36,"38,283. The lowest ","38,283",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,37,"10,700 (the US Department","10,700",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,38,"29,243, and her overtime","29,243",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,39,2 600.650.,2,0,1
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,40,"22,993 with a annual bonuses","22,993",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,41,"20,000. A nursing professional","20,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,42,"20,000 and her male counterpart","20,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,43,"50,000 based on 2","50,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,44,"47,000 annually in 2","47,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,45,"30,000 and took home $","30,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,46,"41,500, compared to the","41,500",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,47,"265,000. He earns","265,000",1,6
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,48,"87,000 — one quarter of","87,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,49,"43,323. That is significantly","43,323",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,50,"33,759 between 20","33,759",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,51,"32,108, paid in $","32,108",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,52,42Img_3821.,42,0,2
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,53,"41,320 in 20","41,320",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,54,"78,444.

What","78,444",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,55,"16,400. And female nurses","16,400",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,56,"54,000 with an 8","54,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,57,"76,310. If this was","76,310",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,58,"31,743.

At","31,743",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,59,"72,600; nursing assistant earned","72,600",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,60,"32,842, while the male","32,842",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,61,"28,295, and the male","28,295",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,62,"30,000 a year in ","30,000",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,63,"12,234 in 20","12,234",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,64,"81,750. She was also","81,750",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,65,"31,545. On the ","31,545",1,5
HuggingFaceTB/SmolLM2-360M,census_0316,en,occupation_gendered,gender_the_nurse,The female nurse earned an annual salary of $,66,"71,000 in 20","71,000",1,5
