pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering
f075870,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She felt disgust and began to,10,True,HOLDS,,1,TOLD,16,0.507708,0.602923,0.062319,0.690078,7.615615,0.090614,0.533126,-0.025418
f075884,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She felt disgust and revulsion and began to,4,False,HOLDS,,1,TOLD,7,0.445807,0.635697,0.094111,0.655573,2.674843,0.245088,0.489911,-0.044103
f075889,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She felt disgust and revulsion and began to,9,False,HOLDS,,0,NONE,5,0.414768,0.66807,0.14853,0.680894,1.65907,0.410407,0.526339,-0.111571
f075891,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She felt disgust and revulsion and began to,11,False,HOLDS,,2,TOLD,15,0.470675,0.649296,0.080481,0.652768,6.589454,0.099063,0.497938,-0.027262
f075904,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,4,True,SHIFTS,,2,SHOWN,16,0.511344,0.632875,0.070792,0.689074,7.670164,0.089838,0.52807,-0.016726
f075913,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,13,False,HOLDS,,0,NONE,6,0.454839,0.540821,0.075127,0.636885,2.274193,0.280049,0.491869,-0.037031
f075914,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,14,True,HOLDS,,2,SHOWN,19,0.48835,0.651689,0.117198,0.684257,8.790293,0.077842,0.498208,-0.009858
f075917,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,17,True,HOLDS,,1,TOLD,24,0.503698,0.699499,0.141464,0.727488,11.585047,0.062795,0.538536,-0.034838
f075932,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She hated him deeply and wanted to,12,False,HOLDS,,2,TOLD,17,0.458662,0.656351,0.092201,0.687555,7.338594,0.09369,0.503137,-0.044475
f075941,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,1,False,HOLDS,,3,SHOWN,13,0.459854,0.507595,0.039205,0.671866,5.518253,0.121753,0.494265,-0.03441
f075943,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,3,False,HOLDS,,1,TOLD,3,0.651686,0.65714,0.005455,0.65714,1.303371,0.504185,0.474496,0.17719
f075944,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,4,False,SHIFTS,,1,TOLD,15,0.462316,0.686688,0.12426,0.696776,6.47243,0.107653,0.542304,-0.079988
f075956,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,16,False,SHIFTS,,1,TOLD,15,0.424495,0.657409,0.237196,0.749753,5.942927,0.126159,0.548483,-0.123988
f075963,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,3,True,SHIFTS,,2,TOLD,26,0.376013,0.640763,0.162756,0.649184,9.400312,0.06906,0.469818,-0.093805
f075965,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,5,True,HOLDS,,3,SHOWN,19,0.455427,0.594557,0.097474,0.622924,8.197692,0.075988,0.483907,-0.028479
f075974,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,14,True,HOLDS,,2,SHOWN,14,0.474333,0.572261,0.065936,0.64977,6.166325,0.105374,0.47791,-0.003577
f075978,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,18,False,HOLDS,,2,TOLD,9,0.455269,0.702995,0.113383,0.702995,3.642148,0.193017,0.499282,-0.044014
f075979,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,19,True,HOLDS,,2,SHOWN,28,0.419672,0.551599,0.089669,0.766526,11.331152,0.067648,0.485362,-0.06569
f075981,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,1,False,UNMOORED,,2,SHOWN,12,0.574799,0.651864,0.056632,0.744106,6.322792,0.117686,0.592281,-0.017482
f075992,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,12,False,SHIFTS,,0,NONE,15,0.456334,0.593727,0.084408,0.664579,6.388675,0.104025,0.500736,-0.044402
f075997,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,17,False,HOLDS,,1,TOLD,5,0.537691,0.621138,0.071989,0.621138,2.150762,0.288799,0.437997,0.099694
f076003,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him deeply and wanted to,3,False,HOLDS,,2,SHOWN,7,0.490674,0.639187,0.151131,0.683796,2.944046,0.232264,0.44829,0.042384
f076006,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him deeply and wanted to,6,False,HOLDS,,1,TOLD,10,0.494641,0.585984,0.069119,0.661573,4.451765,0.148609,0.509349,-0.014708
f076010,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him deeply and wanted to,10,False,HOLDS,,2,TOLD,11,0.472111,0.674523,0.1444,0.710304,4.721108,0.150453,0.498678,-0.026567
f076015,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She loved him deeply and wanted to,15,False,HOLDS,,0,NONE,4,0.553644,0.669277,0.082042,0.669277,1.660931,0.402953,0.575422,-0.021778
f076029,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted and feared him and decided to,9,False,HOLDS,,0,NONE,3,0.529972,0.622214,0.092242,0.622214,1.059943,0.587026,0.434047,0.095924
f076030,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted and feared him and decided to,10,False,HOLDS,,1,TOLD,6,0.453726,0.55488,0.076632,0.674358,2.268631,0.297253,0.494641,-0.040915
f076032,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted and feared him and decided to,12,False,HOLDS,,1,TOLD,3,0.554094,0.566568,0.012474,0.566568,1.108189,0.511256,0.551161,0.002934
f076042,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted and relied on him and decided to,2,True,HOLDS,,2,TOLD,4,0.468032,0.485667,0.012683,0.485667,1.404096,0.345893,0.406835,0.061197
f076050,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted and relied on him and decided to,10,False,HOLDS,,3,SHOWN,21,0.469221,0.641658,0.090044,0.740642,9.384425,0.078923,0.502203,-0.032982
f076051,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted and relied on him and decided to,11,False,HOLDS,,1,TOLD,3,0.50702,0.565354,0.058334,0.565354,1.014039,0.557526,0.503907,0.003112
f076057,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted and relied on him and decided to,17,False,HOLDS,,1,TOLD,12,0.492062,0.600183,0.091505,0.636477,5.412684,0.11759,0.485555,0.006507
f076068,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted him completely and decided to,8,False,HOLDS,,0,NONE,11,0.415721,0.663265,0.183584,0.721603,4.157211,0.173579,0.533031,-0.11731
f076079,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She trusted him completely and decided to,19,False,HOLDS,,0,NONE,6,0.492199,0.575146,0.064525,0.64275,2.460997,0.261175,0.51733,-0.025131
f076122,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She wanted to create and destroy at once and decided to,2,True,HOLDS,,2,TOLD,5,0.351341,0.431189,0.048402,0.513603,1.405362,0.365459,0.376219,-0.024879
f076129,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She wanted to create and destroy at once and decided to,9,False,UNMOORED,,1,TOLD,18,0.500384,0.612043,0.072653,0.667053,8.506525,0.078417,0.525983,-0.025599
f076136,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She wanted to create and destroy at once and decided to,16,False,HOLDS,,0,NONE,2,,,,,,,,
f076172,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She wanted to create something and destroy something and decided to,12,False,HOLDS,,0,NONE,3,0.543696,0.598115,0.054419,0.598115,1.087393,0.550045,0.450248,0.093448
f076177,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She wanted to create something and destroy something and decided to,17,False,HOLDS,,0,NONE,3,0.459738,0.643082,0.183344,0.643082,0.919476,0.6994,0.47415,-0.014412
f076193,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She wanted to destroy and ruin at once and decided to,13,False,HOLDS,,0,NONE,2,,,,,,,,
f076207,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She wanted to destroy something and decided to,7,False,UNMOORED,,2,TOLD,18,0.4569,0.68042,0.114892,0.68042,7.767292,0.087601,0.483502,-0.026602
f076237,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was a man and a woman and she wanted to,17,False,HOLDS,,1,TOLD,8,0.425291,0.520978,0.072359,0.607568,2.97704,0.204085,0.46876,-0.043468
f076238,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was a man and a woman and she wanted to,18,False,SHIFTS,,1,TOLD,22,0.505617,0.736441,0.11198,0.744995,10.617954,0.070164,0.54006,-0.034444
f076241,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was a man and she wanted to,1,False,SHIFTS,,1,TOLD,18,0.380223,0.551553,0.090599,0.633527,6.463788,0.098012,0.466689,-0.086466
f076263,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was a woman and she wanted to,3,True,HOLDS,,1,TOLD,26,0.421498,0.591661,0.095464,0.647396,10.537441,0.061438,0.470017,-0.04852
f076274,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was a woman and she wanted to,14,False,HOLDS,,2,TOLD,23,0.36044,0.621468,0.133787,0.69288,7.929669,0.087378,0.411425,-0.050986
f076281,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and devoted to him and she began to,1,True,HOLDS,,3,TOLD,5,0.428347,0.460876,0.034633,0.540228,1.713387,0.315298,0.430404,-0.002057
f076284,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and devoted to him and she began to,4,False,SHIFTS,,2,TOLD,22,0.404628,0.590058,0.098604,0.694665,8.497194,0.081752,0.489061,-0.084433
f076288,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and devoted to him and she began to,8,False,HOLDS,,1,TOLD,4,0.525805,0.620217,0.091822,0.66043,1.577416,0.418679,0.583884,-0.058079
f076302,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and unfaithful to him and she began to,2,False,HOLDS,,3,SHOWN,19,0.484724,0.614791,0.08221,0.641184,8.725024,0.073488,0.49264,-0.007916
f076303,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and unfaithful to him and she began to,3,False,HOLDS,,1,TOLD,3,0.492106,0.583252,0.091146,0.612636,0.984211,0.622464,0.532283,-0.040177
f076304,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and unfaithful to him and she began to,4,False,SHIFTS,,2,SHOWN,20,0.401745,0.600357,0.114376,0.698384,7.633163,0.091493,0.472956,-0.07121
f076305,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and unfaithful to him and she began to,5,False,HOLDS,,0,NONE,3,0.522528,0.548528,0.026,0.548528,1.045056,0.524879,0.506922,0.015606
f076307,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and unfaithful to him and she began to,7,False,HOLDS,,0,NONE,3,0.56691,0.58246,0.01555,0.58246,1.133819,0.513715,0.416373,0.150537
f076308,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful and unfaithful to him and she began to,8,True,HOLDS,,1,TOLD,8,0.455665,0.504962,0.054466,0.584448,3.189657,0.183232,0.453912,0.001754
f076322,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was faithful to him and she began to,2,True,HOLDS,,2,TOLD,22,0.431279,0.624277,0.079718,0.777606,9.056856,0.085858,0.476445,-0.045166
f076353,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was guilty and culpable and she began to,13,True,HOLDS,,0,NONE,11,0.451726,0.689862,0.129842,0.748664,4.517256,0.165734,0.544154,-0.092429
f076389,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was innocent and blameless and she began to,9,True,SHIFTS,,2,SHOWN,19,0.515796,0.680051,0.096459,0.697333,9.284327,0.075109,0.549344,-0.033548
f076390,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was innocent and blameless and she began to,10,False,SHIFTS,,2,TOLD,5,0.521341,0.689189,0.101268,0.689189,2.085365,0.330489,0.542307,-0.020966
f076392,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was innocent and blameless and she began to,12,True,HOLDS,,2,SHOWN,20,0.498035,0.630915,0.083989,0.708522,9.462658,0.074876,0.537084,-0.03905
f076405,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was innocent and guilty and she began to,5,True,HOLDS,,3,TOLD,15,0.440337,0.563903,0.075572,0.639416,6.164721,0.103722,0.47558,-0.035243
f076417,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was innocent and guilty and she began to,17,False,HOLDS,,0,NONE,7,0.477046,0.622053,0.14067,0.681397,2.862279,0.238061,0.502036,-0.02499
f076420,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was innocent and she began to,0,False,HOLDS,,1,TOLD,4,0.632198,0.684366,0.045901,0.684366,1.896594,0.36084,0.580248,0.05195
f076437,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,She was innocent and she began to,17,True,HOLDS,,0,NONE,4,0.521283,0.536397,0.013888,0.536397,1.563848,0.342998,0.489574,0.031708
f076484,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The animal stood in the clearing and began to,4,False,HOLDS,,1,TOLD,17,0.46493,0.690005,0.125471,0.707713,7.438882,0.095137,0.496354,-0.031424
f076502,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The human stood in the clearing and began to,2,True,HOLDS,,2,SHOWN,9,0.479831,0.691071,0.097617,0.691071,3.838652,0.18003,0.477729,0.002103
f076514,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The human stood in the clearing and began to,14,True,HOLDS,,2,SHOWN,8,0.47385,0.584524,0.114791,0.622069,3.316952,0.187542,0.478589,-0.004739
f076520,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The human-animal stood in the clearing and began to,0,True,HOLDS,,1,SHOWN,17,0.506011,0.660521,0.101187,0.695978,8.096169,0.085964,0.505105,0.000906
f076523,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The human-animal stood in the clearing and began to,3,False,HOLDS,,1,TOLD,17,0.466852,0.731473,0.144283,0.743131,7.469635,0.099487,0.512861,-0.046008
f076528,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The human-animal stood in the clearing and began to,8,False,UNMOORED,,1,TOLD,13,0.52127,0.749115,0.157204,0.749115,6.255239,0.119758,0.533135,-0.011865
f076532,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The human-animal stood in the clearing and began to,12,False,HOLDS,,1,TOLD,21,0.473858,0.701479,0.11006,0.722406,9.47716,0.076226,0.50558,-0.031722
f076537,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The human-animal stood in the clearing and began to,17,False,HOLDS,,2,SHOWN,26,0.486974,0.643625,0.099476,0.659346,12.174353,0.054159,0.481895,0.00508
f076580,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The one who was both free and unhindered chose to,0,False,HOLDS,,2,TOLD,17,0.487247,0.694234,0.119685,0.748541,7.795959,0.096017,0.518867,-0.03162
f076581,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The one who was both free and unhindered chose to,1,False,UNMOORED,,1,TOLD,17,0.46126,0.61272,0.085864,0.742134,7.380162,0.100558,0.525081,-0.06382
f076598,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The one who was both free and unhindered chose to,18,False,HOLDS,,2,SHOWN,8,0.50973,0.585283,0.051005,0.643284,3.568111,0.180287,0.535917,-0.026187
f076606,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The one who was captive chose to,6,False,HOLDS,,1,TOLD,4,0.395715,0.42805,0.026187,0.438102,1.187145,0.369039,0.389009,0.006706
f076607,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The one who was captive chose to,7,False,HOLDS,,0,NONE,7,0.517681,0.642076,0.115033,0.646425,3.106083,0.208116,0.51517,0.00251
f076609,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The one who was captive chose to,9,False,HOLDS,,1,TOLD,11,0.470697,0.614999,0.075418,0.673281,4.706971,0.143039,0.495568,-0.024871
f076639,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The one who was free chose to,19,False,UNMOORED,,2,SHOWN,15,0.514405,0.601884,0.072442,0.645361,7.201676,0.089613,0.523136,-0.00873
f076649,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was both pain and agony and she began to,9,False,HOLDS,,1,TOLD,8,0.462741,0.632919,0.107527,0.642709,3.239185,0.198417,0.52376,-0.061019
f076674,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was both pleasure and delight and she began to,14,False,HOLDS,,1,TOLD,3,0.594739,0.624421,0.029683,0.624421,1.189477,0.524955,0.472665,0.122074
f076721,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and pure pain and she began to,1,False,HOLDS,,1,TOLD,10,0.483707,0.603322,0.083743,0.720928,4.353361,0.165603,0.527324,-0.043617
f076725,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and pure pain and she began to,5,False,HOLDS,,1,TOLD,3,0.68646,0.691497,0.005037,0.691497,1.37292,0.503669,0.475808,0.210652
f076730,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and pure pain and she began to,10,True,HOLDS,,2,SHOWN,25,0.449431,0.65018,0.090307,0.652239,10.786353,0.060469,0.445147,0.004284
f076731,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and pure pain and she began to,11,False,HOLDS,,1,TOLD,10,0.512526,0.724633,0.144276,0.724633,4.612736,0.157094,0.522966,-0.01044
f076734,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and pure pain and she began to,14,True,HOLDS,,2,TOLD,10,0.494787,0.621041,0.08613,0.621898,4.453086,0.139655,0.502062,-0.007274
f076737,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and pure pain and she began to,17,False,HOLDS,,1,TOLD,15,0.440737,0.543825,0.074963,0.700269,6.170321,0.11349,0.493616,-0.052879
f076745,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and she began to,5,False,HOLDS,,1,TOLD,15,0.472124,0.614405,0.077159,0.635775,6.609739,0.096188,0.477583,-0.005459
f076747,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The sensation was pure pleasure and she began to,7,False,HOLDS,,1,TOLD,11,0.405087,0.658433,0.11285,0.658433,4.050867,0.162541,0.438557,-0.033471
f076776,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The soldier was loyal and chose to,16,False,HOLDS,,2,TOLD,11,0.396224,0.555494,0.092644,0.651683,3.962241,0.164473,0.432896,-0.036672
f076832,Qwen/Qwen2.5-7B,base,Qwen/Qwen2.5-7B,The soldier was rebellious and chose to,12,False,HOLDS,,1,TOLD,6,0.415405,0.559156,0.080707,0.622277,2.077025,0.2996,0.444201,-0.028796
f078800,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her and despised her and wanted to,0,False,HOLDS,,0,NONE,11,0.456527,0.654233,0.139464,0.6693,4.565269,0.146607,0.5125,-0.055973
f078801,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her and despised her and wanted to,1,False,HOLDS,,1,TOLD,10,0.361671,0.520987,0.100492,0.652165,3.255042,0.200355,0.43967,-0.077999
f078806,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her and despised her and wanted to,6,False,HOLDS,,1,TOLD,15,0.423834,0.615623,0.1092,0.709623,5.933679,0.119592,0.491173,-0.067339
f078807,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her and despised her and wanted to,7,False,HOLDS,,1,TOLD,3,0.547862,0.557459,0.009597,0.557459,1.095724,0.508758,0.445033,0.102829
f078818,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her and despised her and wanted to,18,True,SHIFTS,,1,TOLD,20,0.452299,0.606325,0.090809,0.675425,8.593679,0.078596,0.4875,-0.035201
f078820,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her deeply and wanted to,0,False,HOLDS,,1,TOLD,16,0.397732,0.641427,0.101821,0.656517,5.965976,0.110044,0.431358,-0.033626
f078823,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her deeply and wanted to,3,False,HOLDS,,0,NONE,3,0.488951,0.51013,0.02118,0.51013,0.977901,0.521658,0.357772,0.131178
f078830,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her deeply and wanted to,10,False,HOLDS,,0,NONE,13,0.406824,0.625716,0.125908,0.684387,4.881887,0.140189,0.472879,-0.066055
f078831,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He hated her deeply and wanted to,11,False,HOLDS,,1,TOLD,12,0.535329,0.660151,0.084978,0.672899,5.888619,0.114271,0.472937,0.062392
f078840,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and adored her and wanted to,0,False,HOLDS,,1,TOLD,18,0.396257,0.605287,0.117819,0.695062,6.736375,0.10318,0.496825,-0.100567
f078841,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and adored her and wanted to,1,True,HOLDS,,2,TOLD,13,0.47995,0.614604,0.089639,0.640915,5.759399,0.111282,0.489769,-0.009819
f078842,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and adored her and wanted to,2,True,HOLDS,,3,SHOWN,16,0.394054,0.531629,0.105455,0.648134,5.910803,0.109652,0.444967,-0.050913
f078853,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and adored her and wanted to,13,False,HOLDS,,1,TOLD,10,0.445817,0.678038,0.144776,0.702559,4.012349,0.175099,0.523236,-0.077419
f078854,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and adored her and wanted to,14,False,HOLDS,,1,TOLD,11,0.460879,0.707591,0.138326,0.727757,4.60879,0.157906,0.450308,0.010571
f078855,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and adored her and wanted to,15,False,HOLDS,,1,TOLD,14,0.43869,0.54633,0.10057,0.659633,5.702976,0.115665,0.45775,-0.019059
f078860,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and hated her and wanted to,0,False,SHIFTS,,3,SHOWN,11,0.524452,0.86205,0.132883,0.86205,5.244524,0.164371,0.577709,-0.053256
f078863,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and hated her and wanted to,3,False,HOLDS,,3,SHOWN,11,0.400537,0.640995,0.09971,0.652779,4.005367,0.162976,0.484222,-0.083686
f078865,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and hated her and wanted to,5,True,HOLDS,,2,SHOWN,14,0.447737,0.55923,0.082766,0.619177,5.820585,0.106377,0.495,-0.047263
f078870,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and hated her and wanted to,10,True,HOLDS,,3,SHOWN,18,0.383396,0.603533,0.09779,0.603533,6.517736,0.092599,0.40837,-0.024974
f078871,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and hated her and wanted to,11,False,SHIFTS,,2,TOLD,13,0.505294,0.6608,0.072524,0.720388,6.063525,0.118807,0.521689,-0.016395
f078872,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and hated her and wanted to,12,False,HOLDS,,1,TOLD,12,0.388658,0.669249,0.137959,0.669249,4.275237,0.156541,0.468084,-0.079426
f078874,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her and hated her and wanted to,14,False,HOLDS,,0,NONE,13,0.453751,0.677228,0.177352,0.726939,5.445017,0.133505,0.507378,-0.053627
f078882,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and hated her deeply and wanted to,2,False,HOLDS,,0,NONE,5,0.454815,0.605272,0.127607,0.624667,1.819261,0.343363,0.466406,-0.011591
f078884,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and hated her deeply and wanted to,4,False,SHIFTS,,1,TOLD,15,0.479915,0.616055,0.093429,0.68495,6.718808,0.101945,0.494922,-0.015007
f078885,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and hated her deeply and wanted to,5,False,HOLDS,,1,TOLD,4,0.435838,0.5986,0.116334,0.599236,1.307515,0.458302,0.499149,-0.063311
f078887,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and hated her deeply and wanted to,7,False,HOLDS,,0,NONE,6,0.507527,0.681965,0.124863,0.681965,2.537637,0.26874,0.474473,0.033055
f078899,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and hated her deeply and wanted to,19,False,HOLDS,,1,TOLD,12,0.361417,0.647624,0.167981,0.702036,3.975583,0.176587,0.369863,-0.008446
f078901,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and wanted to,1,False,HOLDS,,1,TOLD,16,0.445437,0.641355,0.122078,0.684047,6.681552,0.102378,0.459895,-0.014458
f078908,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and wanted to,8,False,HOLDS,,0,NONE,5,0.379958,0.51995,0.104439,0.519951,1.519832,0.342111,0.356317,0.023641
