payout	0.411765
peepers	0.450980
penile	0.529412
pensions	0.490196
personalized	0.372549
phaser	0.686275
phosphorus	0.666667
photon	0.529412
pinochle	0.529412
pipsqueak	0.431373
pizzeria	0.411765
Plankton	1.568627
plucky	0.392157
pneumatic	0.431373
Pomona	0.549020
pondered	0.450980
Poon	0.627451
pore	0.470588
preachers	0.509804
precarious	0.392157
precincts	0.470588
preferences	0.411765
prenup	1.019608
preoccupation	0.372549
pretence	0.411765
probate	0.509804
pronouncing	0.372549
prophesied	0.392157
proximal	0.431373
pulley	0.431373
pulsating	0.431373
pungent	0.392157
qualifying	0.686275
quarterbacks	0.450980
rarity	0.392157
rashes	0.509804
ratchet	0.745098
rationale	0.372549
realising	0.431373
reassemble	0.372549
receptacle	0.431373
recreating	0.372549
rectangular	0.431373
reestablish	0.431373
regains	0.372549
rehash	0.411765
relocating	0.372549
reminders	0.372549
Ren	3.176471
renown	0.392157
repossess	0.392157
reprogrammed	0.411765
reread	0.450980
res	0.529412
resumed	0.372549
reviewer	0.509804
Revue	0.725490
rhetoric	0.411765
riveted	0.372549
roadie	0.392157
rotated	0.372549
rotor	0.470588
rusting	0.372549
Salutations	0.666667
sashimi	0.549020
saws	0.470588
scalded	0.372549
scalding	0.392157
schoolmaster	0.901961
schooner	0.745098
scorching	0.392157
Scotia	0.490196
Scots	0.549020
scrappy	0.588235
screenplays	0.411765
Scrooge	3.862745
scrounging	0.411765
seamstress	0.529412
seeping	0.372549
seminal	0.372549
sequestered	0.490196
Shakespearean	0.411765
shoplifter	0.490196
sickos	0.392157
silken	0.411765
sill	0.450980
silliness	0.411765
sips	0.411765
skidded	0.450980
slur	0.470588
smidgen	0.411765
smirking	0.372549
Smiths	0.529412
snitching	0.431373
snorkeling	0.470588
snowboard	0.784314
soapy	0.490196
softest	0.372549
sorriest	0.372549
Sos	0.529412
Southland	0.431373
sovereignty	0.568627
Spartan	1.607843
spatial	0.568627
speculated	0.372549
speedboat	0.529412
spiel	0.411765
sponsorship	0.431373
sprints	0.411765
squawks	0.607843
stalwart	0.431373
starfish	0.745098
Steakhouse	0.411765
steroid	0.392157
stimulants	0.411765
stirrups	0.450980
straddling	0.372549
streamlined	0.372549
strewn	0.372549
stuntman	0.686275
subside	0.392157
subterfuge	0.372549
succulent	0.450980
Sucre	0.803922
sufferings	0.392157
summarize	0.392157
sunroof	0.431373
supremely	0.392157
surrenders	0.372549
surveys	0.549020
swarms	0.431373
swellest	0.450980
Synchronised	0.372549
syndicated	0.411765
taming	0.392157
tarnish	0.372549
tarnished	0.372549
teaming	0.411765
teatime	0.450980
telecommunications	0.509804
Thataway	0.450980
Theta	1.588235
Tillman	0.568627
timeout	0.509804
tinted	0.450980
Tod	2.725490
tomorrows	0.705882
tooling	0.372549
Topeka	0.686275
topnotch	0.392157
Topper	1.666667
tor	2.490196
toting	0.411765
Touche	0.392157
toxicity	0.470588
transformer	0.529412
transmits	0.411765
Trib	0.411765
troubadour	0.745098
tryst	0.392157
tumour	0.686275
turret	0.882353
Twa	0.941176
tyke	0.529412
unattainable	0.490196
unconditionally	0.392157
uncovering	0.411765
undersea	0.784314
underwent	0.411765
unlicensed	0.392157
unnerved	0.372549
unremarkable	0.411765
unscathed	0.372549
unsolicited	0.431373
unsound	0.450980
unwrapped	0.392157
uppercut	0.568627
urchin	0.431373
Vale	1.470588
vamps	0.509804
varnish	0.411765
veg	0.450980
vigor	0.411765
Vipers	0.803922
virility	0.529412
Vl	0.431373
vouchers	0.549020
Vroom	0.823529
walkway	0.372549
waltzed	0.372549
wank	0.568627
warmly	0.470588
warranted	0.372549
wasps	0.627451
waterfalls	0.470588
weakly	0.392157
wearer	0.529412
weekday	0.431373
weighted	0.392157
weightless	0.372549
welding	0.549020
Westminster	0.901961
whinnies	0.705882
wi	0.588235
windmills	0.549020
wipers	0.431373
withering	0.411765
Woodbury	0.862745
worsen	0.392157
wriggle	0.411765
yelps	0.470588
yolk	0.411765
Zee	1.137255
zeroed	0.392157
abolished	0.392157
absentee	0.352941
abysmal	0.411765
accessorize	0.352941
accumulating	0.352941
Adder	1.431373
advent	0.470588
advertisements	0.490196
advocated	0.352941
Akron	0.745098
Alameda	0.823529
alerting	0.352941
alight	0.411765
allotment	0.372549
altruistic	0.352941
amendments	0.372549
amply	0.352941
analysing	0.372549
analyzer	0.509804
Antony	0.568627
Apaches	2.098039
arsehole	0.392157
asphyxia	0.411765
assertive	0.450980
assimilate	0.509804
atheists	0.372549
Athena	0.666667
atrophy	0.411765
attackers	0.392157
Auburn	0.568627
auctioneer	0.470588
auctions	0.411765
autobiographical	0.431373
awning	0.470588
Axel	2.588235
babysitters	0.450980
Bannister	4.294118
baseballs	0.588235
Batty	0.686275
bedspread	0.450980
behaviors	0.411765
behinds	0.372549
Belfast	0.843137
Belvedere	0.686275
bicycles	0.372549
blacken	0.392157
blindsided	0.372549
blithering	0.352941
blossomed	0.352941
blowjobs	0.431373
bluer	0.490196
boondocks	0.372549
boozer	0.352941
bordering	0.352941
Borneo	0.588235
Bowery	0.862745
brainstorming	0.392157
bratwurst	0.470588
Brava	0.784314
briefings	0.372549
bromide	0.450980
bubonic	0.411765
Buckland	0.941176
bumblebee	0.647059
burrowing	0.431373
butterscotch	0.490196
bylaws	0.431373
byline	0.392157
bypassed	0.372549
Byzantine	0.431373
cams	0.450980
Canterbury	1.235294
capitan	0.529412
capricious	0.411765
caption	0.352941
caressing	0.372549
caseload	0.372549
catacombs	0.470588
categorically	0.392157
Cb	0.529412
cellist	0.411765
Centennial	0.392157
centres	0.450980
cervix	0.411765
checkups	0.372549
chemists	0.372549
Chimera	0.901961
Cicero	1.627451
clans	0.745098
clauses	0.392157
clench	0.392157
clothesline	0.411765
cloths	0.431373
Cob	0.686275
comme	0.509804
commuting	0.411765
compiling	0.352941
complicates	0.372549
composers	0.450980
conclusively	0.372549
concoction	0.392157
condensed	0.392157
confiscating	0.372549
conformity	0.372549
congregate	0.352941
conjuring	0.372549
Conn	2.823529
consisting	0.352941
constellations	0.450980
contaminating	0.352941
contingencies	0.450980
contraceptives	0.352941
convicting	0.372549
copacetic	0.411765
corporeal	0.490196
correspondents	0.470588
corresponds	0.352941
corrosive	0.372549
Cpu	0.705882
crackheads	0.470588
crackles	0.431373
crapping	0.392157
creamer	0.705882
crescendo	0.490196
Crips	0.372549
croaks	0.352941
crocodiles	0.607843
crusaders	0.372549
culmination	0.411765
Culver	0.647059
Cumberland	0.764706
cutlery	0.352941
cyclone	0.470588
daresay	0.490196
decapitate	0.372549
decimated	0.392157
decoder	0.431373
decoys	0.431373
deference	0.372549
degeneration	0.392157
demean	0.352941
demure	0.392157
depicting	0.372549
Dept	0.490196
destruct	0.607843
detects	0.352941
dialled	0.372549
dilute	0.372549
dinero	0.411765
directional	0.372549
directives	0.431373
disengaged	0.392157
disinfect	0.392157
dismantled	0.450980
disservice	0.352941
dissipated	0.352941
doer	0.411765
doling	0.392157
Dominican	0.470588
Dominique	1.490196
downy	0.411765
drifters	0.392157
druggist	0.509804
dueling	0.450980
Dumpty	0.392157
dunked	0.431373
dunking	0.392157
durable	0.352941
dusky	0.411765
earshot	0.372549
earthy	0.411765
ebb	0.352941
eccentricities	0.392157
electrifying	0.411765
embalmed	0.431373
emcee	0.509804
emits	0.352941
emphatically	0.352941
engages	0.411765
engraving	0.450980
enrollment	0.450980
Episcopalian	0.411765
equate	0.392157
eras	0.411765
erroneous	0.529412
escapade	0.352941
ethereal	0.372549
Ethiopia	0.509804
evaluating	0.392157
everyplace	0.372549
Excalibur	1.529412
excelled	0.372549
exonerated	0.431373
exorbitant	0.352941
explicitly	0.352941
exposes	0.352941
extrapolate	0.352941
extremist	0.372549
facedown	0.352941
facets	0.352941
favoritism	0.411765
fenders	0.470588
firewater	0.372549
fixable	0.392157
flanking	0.392157
flicking	0.372549
flirty	0.509804
flooring	0.431373
flopped	0.372549
Florentine	0.450980
foiled	0.372549
footnote	0.352941
footsie	0.372549
foreground	0.431373
foreheads	0.352941
foxholes	0.411765
fractions	0.647059
freckle	0.588235
freer	0.352941
freshener	0.392157
friendliest	0.392157
fronted	0.431373
fullback	0.431373
gaff	0.627451
gangplank	0.392157
gauche	0.392157
ginseng	0.392157
girlies	0.352941
giveth	0.372549
glassy	0.352941
Gloucester	0.823529
graced	0.352941
grander	0.392157
grandfathers	0.431373
grandiose	0.411765
grandsons	0.431373
grasshoppers	0.745098
gratuitous	0.352941
greenbacks	0.392157
Grenada	0.568627
Grimes	1.274510
grinds	0.352941
grindstone	0.450980
gripped	0.372549
Guinevere	1.431373
gunslinger	0.411765
guv	0.725490
hacienda	0.627451
haggling	0.431373
halfback	0.529412
Hallo	1.392157
halted	0.352941
handsomer	0.372549
hankie	0.411765
hapless	0.392157
happenings	0.392157
harnessed	0.450980
hauls	0.450980
hayride	0.705882
headliner	0.431373
headlock	0.392157
heady	0.392157
healthiest	0.470588
heartthrob	0.372549
heckling	0.411765
helmsman	0.509804
henhouse	0.392157
heretic	0.588235
hieroglyphics	0.431373
hikers	0.411765
hilltop	0.549020
hippopotamus	0.549020
honed	0.352941
hooter	0.549020
hornets	0.509804
hostesses	0.431373
huffy	0.392157
humbug	0.960784
hurdles	0.450980
hygienist	0.627451
idyllic	0.450980
illegals	0.490196
immodest	0.352941
immortals	0.470588
impassioned	0.372549
impunity	0.352941
incidence	0.352941
incline	0.372549
infield	0.470588
influenza	0.490196
inherits	0.372549
inlet	0.450980
intoxication	0.372549
Ireland	0.431373
jabs	0.470588
jailbreak	0.509804
jiff	0.509804
Jing	2.078431
Johannesburg	0.509804
Juju	0.588235
labelled	0.352941
lances	0.568627
Landers	0.686275
landmarks	0.352941
latched	0.372549
Leeds	1.529412
Leningrad	0.490196
levers	0.372549
levitate	0.411765
levity	0.372549
liquidated	0.352941
liquored	0.372549
lira	0.627451
loafer	0.392157
loaning	0.372549
lollipops	0.392157
looms	0.392157
loosening	0.352941
lop	0.431373
lotions	0.372549
loused	0.372549
Magellan	0.470588
managerial	0.411765
maniacal	0.529412
Mans	0.509804
marinara	0.470588
massacres	0.411765
meaty	0.352941
medial	0.411765
Melba	0.411765
melodies	0.431373
mics	0.431373
Midas	0.686275
migrating	0.411765
millennia	0.392157
misdemeanors	0.372549
missis	0.431373
Montague	1.000000
mopped	0.372549
Moroccan	0.647059
mousy	0.823529
muddled	0.352941
muted	0.392157
Nacho	1.313725
narcissism	0.647059
neater	0.372549
neatness	0.352941
Neela	2.058824
negate	0.352941
Netherlands	0.411765
nicht	0.509804
Nigeria	0.705882
ninjas	0.764706
nohow	0.392157
Nonviolent	0.627451
Nos	0.470588
nozzle	0.372549
null	0.529412
nympho	0.490196
nymphomaniac	0.529412
objectionable	0.372549
Oc	0.470588
offline	0.431373
offstage	0.431373
oft	0.411765
omitted	0.352941
onwards	0.392157
oodles	0.450980
opportunist	0.352941
orderlies	0.372549
orphaned	0.392157
outdid	0.372549
outlast	0.372549
overbooked	0.392157
overcast	0.470588
overcomes	0.392157
overdosed	0.392157
ovulating	0.647059
pampering	0.372549
panics	0.372549
panzer	0.803922
paperback	0.450980
paratroopers	0.666667
pariah	0.392157
passkey	0.568627
patrolmen	0.392157
pats	0.392157
Penney	0.411765
perimeters	0.372549
personified	0.372549
pertains	0.411765
peruse	0.352941
petitioner	0.470588
petri	0.411765
Pfc	0.529412
picker	0.607843
pinot	0.627451
Pisces	0.411765
pituitary	0.627451
pizzazz	0.568627
planetarium	0.392157
plating	0.431373
plaything	0.490196
plummet	0.411765
policewoman	0.450980
poltergeist	0.627451
pomp	0.392157
porterhouse	0.666667
Poseidon	0.568627
postmark	0.372549
potluck	0.431373
prattle	0.372549
premiums	0.431373
prenuptial	0.509804
presentations	0.411765
prim	0.372549
primping	0.431373
profess	0.352941
professions	0.372549
profiting	0.352941
progressively	0.392157
prolific	0.352941
propagate	0.372549
prophetic	0.411765
propriety	0.392157
prostrate	0.411765
protestors	0.392157
Provence	0.470588
psychoanalysis	0.490196
psychotherapy	0.450980
Pu	0.450980
Puccini	0.666667
purser	0.901961
quadrants	0.372549
Quebec	0.568627
quirk	0.392157
quotas	0.372549
racially	0.372549
raged	0.372549
ragging	0.372549
raked	0.372549
Rancho	0.764706
raring	0.392157
reapers	0.901961
reaping	0.392157
reared	0.411765
Reb	1.588235
rebelled	0.372549
recitation	0.470588
reclining	0.431373
recognizance	0.352941
redskins	0.352941
reevaluate	0.372549
refine	0.431373
refunds	0.372549
regenerate	0.411765
remarked	0.352941
reprisals	0.470588
requisite	0.372549
retreats	0.372549
retroactive	0.392157
Rhine	0.666667
rivets	0.392157
roams	0.431373
royals	0.431373
ruffled	0.470588
ruthlessly	0.352941
sacrilegious	0.392157
salesgirl	0.411765
salutes	0.372549
sanatorium	0.529412
saran	0.901961
sarsaparilla	0.745098
saturation	0.549020
savant	0.470588
Savoy	0.549020
scalps	0.607843
scavengers	0.392157
schlep	0.490196
scholastic	0.568627
scoured	0.352941
Scud	0.607843
sculpt	0.372549
segments	0.392157
Seine	0.607843
sentient	0.450980
settlements	0.372549
shackled	0.372549
sharpshooters	0.450980
shear	0.411765
Shire	0.862745
shoemaker	0.588235
shopkeeper	0.392157
shrivel	0.392157
shriveled	0.352941
shuffleboard	0.392157
shuffled	0.372549
sidearm	0.450980
simpatico	0.392157
simulations	0.392157
slated	0.372549
sleepers	0.392157
slimming	0.352941
slings	0.431373
Slough	0.666667
Smalls	1.176471
snatcher	0.470588
snowfall	0.392157
sobering	0.372549
sodding	0.450980
sodomy	0.372549
softener	0.450980
solicited	0.352941
sorcerers	0.392157
southpaw	0.509804
Sp	1.313725
spaceships	0.450980
speakeasy	0.666667
spewing	0.372549
spheres	0.450980
Spinner	0.882353
spittoon	0.411765
splice	0.392157
splurge	0.372549
spool	0.509804
sprinkling	0.392157
spuds	0.450980
spurt	0.372549
Sputnik	0.509804
sputtering	0.372549
stabilizer	0.549020
stereos	0.352941
stockroom	0.549020
Stony	0.607843
stopper	0.509804
storytelling	0.470588
stragglers	0.431373
strengthened	0.352941
strengthening	0.352941
stresses	0.372549
Striker	2.117647
stubby	0.490196
stupor	0.372549
sty	0.372549
stylings	0.392157
substantiate	0.392157
succumb	0.372549
sumo	0.823529
sunbathing	0.372549
superfluous	0.450980
supervisors	0.372549
swarmed	0.352941
Swedes	0.372549
sweetened	0.352941
swooping	0.372549
Sykes	2.607843
symbiotic	0.411765
symbolize	0.411765
tabernacle	0.705882
tactile	0.352941
talons	0.549020
tardiness	0.431373
tarry	0.450980
tassels	0.529412
tastefully	0.372549
technologically	0.372549
teething	0.450980
Tel	0.647059
Tennyson	0.568627
terrifies	0.352941
thicket	0.470588
thins	0.372549
thrashed	0.431373
tidbits	0.372549
Tilly	1.000000
tinsel	0.470588
toner	0.862745
totals	0.352941
tracheotomy	0.372549
transcendent	0.411765
transistor	0.588235
trappings	0.392157
Traverse	0.725490
trickster	0.431373
truant	0.352941
ultimatums	0.352941
unchecked	0.372549
unconscionable	0.352941
undamaged	0.352941
underfoot	0.352941
undergrad	0.352941
unfortunates	0.372549
uni	0.392157
unintentionally	0.392157
unrequited	0.431373
unsightly	0.372549
unspoiled	0.372549
unwashed	0.352941
unwavering	0.372549
unwell	0.470588
upheld	0.372549
uploaded	0.411765
uproot	0.352941
upshot	0.392157
vagrancy	0.529412
vandalized	0.372549
vapors	0.352941
veils	0.372549
ventilate	0.392157
vigilantes	0.568627
vindication	0.431373
Visita	0.352941
vitro	0.666667
voiced	0.352941
wallflower	0.411765
Walling	0.549020
watermelons	0.372549
weakens	0.392157
Weber	0.745098
wetback	0.470588
wets	0.352941
Wheaties	0.431373
Whitehall	0.529412
Whitfield	1.588235
whizzing	0.431373
whooped	0.372549
windfall	0.392157
winking	0.431373
wiz	0.568627
writhing	0.411765
yearned	0.392157
yelping	0.450980
yielding	0.431373
Yokohama	0.529412
Yonkers	0.941176
zippers	0.490196
absorption	0.352941
accountability	0.470588
adjuster	0.392157
Adonis	0.392157
aggressiveness	0.392157
agnostic	0.372549
airmen	0.666667
alarmist	0.333333
Alberta	0.372549
Algiers	0.647059
amaretto	0.431373
amassed	0.392157
amateurish	0.372549
Amir	1.196078
ammonium	0.509804
amphibian	0.392157
Amtrak	0.568627
ancients	0.490196
Anders	1.568627
angrily	0.392157
anthropological	0.509804
apathetic	0.352941
appendage	0.411765
arbitrarily	0.333333
Archangel	0.431373
arranges	0.352941
Arrowhead	0.411765
Arroyo	0.568627
Ascendant	0.666667
ascended	0.431373
Ascot	0.529412
Asok	0.784314
astrophysics	0.352941
atonement	0.352941
Augusta	0.862745
Babcock	0.764706
baited	0.333333
ballpoint	0.392157
Bambino	0.490196
barbeque	0.470588
baritone	0.411765
Barlow	2.274510
basking	0.352941
bastion	0.352941
bedded	0.352941
bedpans	0.392157
bedridden	0.333333
belches	0.392157
benched	0.411765
Bennet	0.607843
bloat	0.509804
blooded	0.450980
blower	0.333333
blowhard	0.372549
Bonita	0.647059
bookshelf	0.333333
boosting	0.333333
boozing	0.352941
bovine	0.431373
broach	0.450980
bronzed	0.333333
Bugler	1.137255
bulimia	0.372549
bulldozers	0.431373
bullheaded	0.392157
bumpkin	0.372549
Butters	1.960784
cabled	0.372549
canst	0.568627
Canton	0.470588
canvases	0.470588
cardiovascular	0.333333
Carmel	0.568627
carnations	0.431373
carrion	0.352941
Cascade	0.627451
castration	0.470588
cataclysmic	0.333333
cathedrals	0.352941
cautionary	0.352941
cavemen	0.411765
cellars	0.372549
censored	0.450980
chalet	0.509804
chalked	0.333333
chandeliers	0.333333
Chattanooga	0.745098
chica	0.549020
Chilean	0.431373
Chinamen	0.450980
choirs	0.372549
Cisco	1.666667
cleanser	0.431373
clearances	0.392157
clearest	0.352941
clincher	0.333333
clit	0.647059
codeine	0.450980
coffeepot	0.411765
coldness	0.333333
Colombians	0.411765
comer	0.372549
commemorative	0.411765
commented	0.333333
Commissar	0.921569
complicit	0.352941
condominium	0.333333
Confederacy	0.490196
congested	0.352941
Congratulation	0.490196
controllers	0.509804
conveniences	0.333333
Cooley	1.529412
cooties	0.450980
cordoned	0.411765
cornball	0.392157
correlate	0.372549
counterintelligence	0.372549
counterparts	0.372549
crackle	0.686275
craftsmen	0.431373
craw	0.333333
cremate	0.372549
Cripes	0.431373
cuckold	0.431373
cucumbers	0.411765
cultivating	0.352941
curlers	0.333333
cuticle	0.372549
Cutlass	0.509804
cymbals	0.470588
cyst	0.431373
debonair	0.333333
debtors	0.352941
decapitation	0.352941
decedent	0.450980
deflected	0.352941
defraud	0.372549
deliciously	0.352941
derriere	0.333333
desperado	0.431373
destinations	0.392157
Devonshire	0.549020
diagonal	0.529412
dictators	0.352941
dietary	0.352941
differentiate	0.333333
diggers	0.431373
dimple	0.372549
dinars	0.666667
disabling	0.333333
disadvantaged	0.333333
Discord	1.019608
disenfranchised	0.352941
disguising	0.333333
dismayed	0.431373
dissociative	0.568627
domicile	0.352941
dominatrix	0.431373
domineering	0.333333
doodling	0.352941
drawbacks	0.352941
dreamboat	0.411765
driftwood	0.843137
drummed	0.333333
drumstick	0.352941
dyslexic	0.333333
earner	0.352941
Earthlings	0.607843
eases	0.352941
eclectic	0.392157
elasticity	0.352941
electroshock	0.372549
embarking	0.333333
embezzler	0.411765
embezzling	0.450980
emperors	0.509804
enclosure	0.392157
enforcing	0.333333
enlisting	0.372549
equalizer	0.411765
eruption	0.392157
escapades	0.333333
euros	0.725490
exemption	0.392157
expunged	0.392157
exterminators	0.470588
extinguishers	0.411765
extremity	0.392157
extricate	0.333333
fabricate	0.333333
fairway	0.470588
fallacy	0.392157
Fanning	0.392157
Farrow	1.764706
favorably	0.392157
faxing	0.372549
Fayed	5.901961
Fei	3.843137
feint	0.450980
fellers	0.490196
feminism	0.333333
fibres	0.705882
figurines	0.490196
filtration	0.450980
finalist	0.470588
financier	0.333333
Firefly	0.549020
flayed	0.352941
flees	0.392157
Fleur	1.098039
flinched	0.549020
flotation	0.392157
flourishing	0.352941
flowered	0.333333
flue	0.411765
focuses	0.333333
fogged	0.392157
forbidding	0.392157
forgeries	0.588235
forgetfulness	0.529412
forts	0.392157
fostered	0.333333
fouls	0.470588
fraudulent	0.352941
frowns	0.352941
Fuhrer	1.666667
futuristic	0.333333
galleys	0.490196
gargantuan	0.352941
geared	0.333333
gentleness	0.352941
geologists	0.392157
gladrags	0.352941
glimpses	0.333333
glisten	0.431373
Glover	1.549020
gobbling	0.450980
goings	0.352941
golfers	0.549020
Gomer	0.392157
gonads	0.470588
Gorman	1.235294
grandmas	0.372549
graphite	0.411765
gratin	0.333333
Grimm	1.294118
grog	0.627451
grooves	0.411765
gruel	0.450980
guardhouse	0.705882
Gulch	0.705882
gunners	0.372549
gusher	0.392157
hairpin	0.352941
halibut	0.509804
harbored	0.352941
hassles	0.333333
Hecht	0.647059
hedging	0.333333
hemorrhoid	0.352941
herewith	0.352941
hiatus	0.392157
hikes	0.333333
Hindus	0.392157
Hippocratic	0.352941
hocked	0.352941
holiest	0.392157
hosed	0.352941
hotshots	0.431373
Howe	0.803922
humped	0.372549
Huns	1.529412
hydroponics	0.392157
hyperactive	0.392157
hypochondriac	0.392157
icicles	0.372549
idolized	0.372549
ignoramus	0.352941
illustrates	0.333333
importing	0.352941
improvisation	0.392157
impurities	0.372549
inaccessible	0.392157
inadequacy	0.333333
inaugural	0.392157
incarnation	0.352941
inception	0.411765
incinerate	0.352941
incontinent	0.352941
inedible	0.352941
inert	0.352941
infancy	0.352941
instructing	0.352941
insulated	0.352941
insurrection	0.372549
interacting	0.411765
interconnected	0.490196
intercostal	0.450980
interoffice	0.450980
intervening	0.333333
invades	0.333333
ion	0.392157
ironclad	0.509804
irrevocably	0.333333
ischemic	0.411765
isotope	0.490196
Jakey	0.529412
Jericho	1.156863
jogs	0.333333
joiner	0.333333
jollies	0.352941
joshing	0.352941
Judaism	0.568627
justly	0.333333
Kabuki	0.352941
Ki	0.843137
kickbacks	0.392157
kiddy	0.352941
killjoy	0.470588
kimchi	0.490196
kitties	0.509804
Kris	1.725490
labors	0.352941
Labrador	0.529412
Lakeside	0.705882
landfall	0.490196
lanky	0.431373
lapdog	0.411765
latrines	0.352941
layaway	1.450980
Leach	0.745098
Leone	1.235294
lifeguards	0.392157
lifer	0.568627
ligaments	0.392157
liniment	0.392157
liqueur	0.549020
literate	0.333333
loader	0.450980
lobbying	0.333333
localized	0.392157
Locust	0.862745
lodges	0.392157
lodgings	0.372549
Loren	1.333333
loveless	0.450980
lunchbox	0.392157
Lupus	1.725490
lustful	0.392157
macadamia	0.607843
Madge	1.725490
magnified	0.333333
Mandrake	1.117647
manicured	0.352941
mantis	0.450980
mariachi	0.823529
masking	0.352941
massaged	0.392157
mated	0.372549
matinees	0.333333
meanie	0.411765
meddlesome	0.352941
memorise	0.333333
menthol	0.431373
mergers	0.470588
microchips	0.490196
midsection	0.372549
mightiest	0.333333
migrated	0.333333
mimicking	0.431373
mindset	0.352941
minefields	0.431373
misinterpret	0.333333
misspelled	0.333333
mobbed	0.392157
mobilization	0.372549
molds	0.372549
Mongolia	0.549020
Mongolian	0.607843
mongrels	0.470588
monotony	0.333333
monumentally	0.411765
moped	0.450980
motorist	0.490196
mourned	0.352941
mullet	0.568627
multimillionaire	0.333333
musically	0.470588
mustaches	0.352941
mutter	0.431373
Namaste	0.490196
newlywed	0.431373
newsreels	0.352941
nineties	0.490196
Nips	0.607843
normalcy	0.392157
Novocaine	0.372549
numbness	0.352941
nunnery	0.450980
oaths	0.372549
obliterate	0.352941
ocular	0.411765
Odessa	0.784314
Oedipal	0.411765
oneness	0.411765
Ono	0.627451
onslaught	0.333333
opposable	0.352941
oppressor	0.509804
orbing	0.549020
orbs	0.411765
organizational	0.352941
outage	0.411765
outlandish	0.333333
outlying	0.333333
overheating	0.372549
paisley	0.627451
Pakistani	0.392157
pangs	0.333333
panned	0.333333
paperweight	0.411765
paramilitary	0.392157
parley	0.411765
patronage	0.372549
paving	0.431373
peeper	0.921569
peeved	0.450980
Pegasus	1.882353
Pelt	0.941176
pendulum	0.529412
perpetuate	0.372549
persevere	0.372549
Persia	0.568627
pessimist	0.509804
petticoats	0.372549
Piccolo	1.274510
pigskin	0.392157
pilfering	0.352941
pina	0.568627
pinches	0.333333
platters	0.372549
playa	0.431373
playgrounds	0.392157
Plummer	0.980392
plundered	0.352941
pocketful	0.411765
pooling	0.470588
portrayal	0.352941
posturing	0.333333
pothole	0.490196
potpourri	0.470588
powders	0.392157
prefect	0.803922
Presidente	0.549020
Prix	0.568627
probative	0.372549
procreation	0.411765
prodding	0.352941
prospectus	0.490196
protruding	0.392157
psychopaths	0.392157
pumper	0.333333
Pumpernickel	0.960784
punctuation	0.431373
punctures	0.372549
punishes	0.352941
purebred	0.352941
purification	0.490196
quacks	0.372549
quandary	0.411765
quell	0.333333
quieted	0.372549
quotation	0.352941
radishes	0.470588
ramming	0.411765
ravings	0.352941
reacquainted	0.352941
rears	0.333333
reassignment	0.392157
reattach	0.333333
recited	0.333333
recollections	0.352941
redecorated	0.352941
redeemer	0.372549
registrar	0.529412
relaying	0.372549
repress	0.372549
reprogramming	0.352941
rescues	0.411765
resolutions	0.392157
resolving	0.333333
resorting	0.333333
resuscitated	0.392157
Rialto	0.470588
rife	0.509804
Ritter	0.588235
ritzy	0.372549
rogues	0.333333
romancing	0.372549
Romanian	0.823529
roping	0.372549
rotunda	0.529412
Rubin	0.529412
ruination	0.470588
rumoured	0.333333
Rutherford	0.549020
saboteur	0.549020
saddens	0.333333
salons	0.431373
sander	0.529412
savour	0.392157
scaled	0.333333
Schnell	0.607843
scholarly	0.431373
schoolchildren	0.372549
schoolteachers	0.470588
scorer	0.411765
Scotsman	0.490196
scrip	0.705882
searchlights	0.431373
seawater	0.450980
secretions	0.450980
septum	0.352941
Serendipity	0.568627
seventeenth	0.372549
shapely	0.352941
sharpener	0.333333
shat	0.470588
sherbet	0.568627
shiatsu	0.352941
shiftless	0.333333
shish	0.470588
showboat	0.392157
shrank	0.372549
shrouded	0.333333
shrug	0.392157
sicken	0.372549
sickens	0.352941
sickle	0.549020
Sidewinder	0.803922
simian	0.509804
singularly	0.333333
Sizzler	0.372549
skeet	0.509804
skier	0.470588
skinning	0.333333
skit	0.823529
skyrocket	0.333333
slink	0.372549
slowpoke	0.352941
slurs	0.352941
snatchers	0.333333
snickering	0.372549
snowballs	0.352941
soars	0.450980
solids	0.392157
sonnets	0.470588
sown	0.333333
Sparta	1.803922
speculations	0.352941
Spiritus	0.392157
Spokes	0.686275
spores	0.450980
squab	0.372549
stalemate	0.470588
steamboat	0.509804
stewing	0.352941
stockpile	0.411765
strangeness	0.352941
Stratosphere	0.470588
strolls	0.333333
strumpet	0.490196
strychnine	0.431373
stubble	0.352941
sublevel	0.411765
substandard	0.431373
substation	0.568627
substituting	0.352941
substitution	0.411765
subvert	0.333333
suey	0.450980
sugarcoat	0.333333
sulfa	0.470588
sunburned	0.392157
sundial	0.450980
sunflowers	0.470588
supersonic	0.392157
surges	0.372549
surpass	0.352941
Suzuki	0.921569
swag	0.490196
swiping	0.411765
swum	0.392157
Syed	1.431373
symbolically	0.372549
symphonies	0.392157
synaptic	0.470588
syntax	0.352941
Tabby	0.725490
tach	0.411765
Tallyho	0.431373
tandem	0.352941
tankers	0.490196
tassel	0.529412
Tc	0.960784
Teamsters	0.509804
Tempe	0.745098
temps	0.372549
tenuous	0.333333
Ter	0.745098
theological	0.392157
thoroughbreds	0.431373
Thunderbird	0.411765
tidbit	0.333333
tingles	0.431373
tolerates	0.333333
Tomahawk	0.431373
toothbrushes	0.352941
toppings	0.372549
Torah	1.078431
townsfolk	0.392157
tr	0.509804
trainees	0.431373
trampling	0.333333
transcend	0.470588
transgression	0.490196
trapdoor	0.411765
