Word	Length	Pinyin	Pinyin.Input	WCount	W.million	log10W	W-CD	W-CD%	log10CD	Dominant.PoS	Dominant.PoS.Freq	All.PoS	All.PoS.Freq	Eng.Tran.
坦途	2	tan3 tu2	tantu	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	highway/level road
坦陈	2	tan3 chen2	tanchen	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
坨子	2	tuo2 zi3	tuozi	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
坼	1	che4	che	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	to crack/split/break/to chap
垂暮之年	4	chui2 mu4 zhi1 nian2	chuimuzhinian	2	0.06	0.301	2	0.03	0.301	l	2	.l.	.2.	#
垂直线	3	chui2 zhi2 xian4	chuizhixian	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	vertical line
垂线	2	chui2 xian4	chuixian	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
垂落	2	chui2 la4/lao4/luo1/luo4	chuiluo	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
垫板	2	dian4 ban3	dianban	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
垫片	2	dian4 pian4	dianpian	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	spacer
埃丽丝	3	ai1 li2/li4 si1	ailisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃伦·奥尔森	6	ai1 lun2 #ao4 er3 sen1	ailun*aoersen	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃克迈尔	4	ai1 ke4 mai4 er3	aikemaier	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃兰	2	ai1 lan2	ailan	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃塞斯	3	ai1 sai1/sai4/se4 si1	aisaisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃姆	2	ai1 mu3	aimu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃尔南德斯	5	Ai1 er3 nan2 de2 si1	aiernandesi	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	Hernández (name)
埃尔文·柯	5	ai1 er3 wen2 #ke1	aierwen*ke	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃尔格	3	ai1 er3 ge1/ge2	aierge	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃尔波特	4	ai1 er3 bo1 te4	aierbote	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃尔泰	3	ai1 er3 tai4	aiertai	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃尔维卡	4	ai1 er3 wei2 ka3/qia3	aierweika	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃尼威托克	5	ai1 ni2 wei1 tuo1 ke4	ainiweituoke	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃德加·万斯	6	ai1 de2 jia1 #mo4/wan4 si1	aidejia*wansi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃德娜·米莱	6	ai1 de2 na4/nuo2 #mi3 lai2	aidena*milai	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃德瓦特	4	ai1 de2 wa3/wa4 te4	aidewate	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃扎德·查尔斯	7	ai1 za1/zha1/zha2 de2 #cha2/zha1 er3 si1	aizhade*chaersi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃拉·梅	4	ai1 la1/la2/la3/la4 #mei2	aila*mei	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃文·巴克斯	6	ai1 wen2 #ba1 ke4 si1	aiwen*bakesi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃文·泰勒	5	ai1 wen2 #tai4 le4/lei1	aiwen*taile	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃文他	3	ai1 wen2 ta1	aiwenta	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃文斯顿	4	ai1 wen2 si1 du2/dun4	aiwensidun	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	#
埃文河	3	Ai1 wen2 he2	aiwenhe	2	0.06	0.301	1	0.02	0	ns	2	.ns.	.2.	Avon river in southwest England
埃斯库	3	ai1 si1 ku4	aisiku	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃斯特城	4	ai1 si1 te4 cheng2	aisitecheng	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃斯贝兰萨·马丁斯	9	ai1 si1 bei4 lan2 sa4 #ma3 ding1/zheng1 si1	aisibeilansa*madingsi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃森斯	3	ai1 sen1 si1	aisensi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃比	2	ai1 bi3	aibi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃沃	2	ai1 wo4	aiwo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃瑞森	3	ai1 rui4 sen1	airuisen	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃皮法尼奥	5	ai1 pi2 fa3 ni2 ao4	aipifaniao	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃纳	2	ai1 na4	aina	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃维尔·克尼维尔	8	ai1 wei2 er3 #ke4 ni2 wei2 er3	aiweier*keniweier	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃罗伊	3	ai1 luo1/luo2/luo5 yi1	ailuoyi	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃美利亚	4	ai1 mei3 li4 ya4	aimeiliya	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃莉巴勒培根	6	ai1 li4 ba1 le4/lei1 pei2 gen1	ailibalepeigen	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃莉特	3	ai1 li4 te4	ailite	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃莉诺·普兰蒂斯·肖	10	ai1 li4 nuo4 #pu3 lan2 di4 si1 #xiao1/xiao4	ailinuo*pulandisi*xiao	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃莉诺·约翰逊	7	ai1 li4 nuo4 #yao1/yue1 han4 xun4	ailinuo*yuehanxun	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃莫利	3	ai1 mo4 li4	aimoli	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃迪·拉扎勒斯	7	ai1 di2 #la1/la2/la3/la4 za1/zha1/zha2 le4/lei1 si1	aidi*lazhalesi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃迪·麦克	5	ai1 di2 #mai4 ke4	aidi*maike	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃迪他	3	ai1 di2 ta1	aidita	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃道格	3	ai1 dao4 ge1/ge2	aidaoge	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃里克·兰门	6	ai1 li3 ke4 #lan2 men2	ailike*lanmen	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃里克坎托纳	6	ai1 li3 ke4 kan3 tuo1 na4	ailikekantuona	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃里克森	4	ai1 li3 ke4 sen1	ailikesen	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
埃里希	3	ai1 li3 xi1	ailixi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埃里斯特·巴德·约翰逊	11	ai1 li3 si1 te4 #ba1 de2 #yao1/yue1 han4 xun4	ailisite*bade*yuehanxun	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
埇	1	#	*	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
埋伏圈	3	mai2/man2 fu2 juan1/juan4/quan1	maifuquan	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
埠	1	bu4	bu	2	0.06	0.301	2	0.03	0.301	g	2	.g.	.2.	a jetty/port/a city/quay
培养基	3	pei2 yang3 ji1	peiyangji	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	culture medium
培尼狄克	4	pei2 ni2 di2 ke4	peinidike	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基利	2	ji1 li4	jili	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
基努里维斯	5	ji1 nao2/nu3 li3 wei2 si1	jinuliweisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基南·琼斯	5	ji1 na1/nan2 #qiong2 si1	jinan*qiongsi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基卡普	3	ji1 ka3/qia3 pu3	jikapu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基友	2	ji1 you3	jiyou	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基团	2	ji1 tuan2	jituan	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	radical (chem.)
基士图	3	ji1 shi4 tu2	jishitu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基奇	2	ji1 ji1/qi2	jiqi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基尔内	3	ji1 er3 nei4	jiernei	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基尔帕特里克	6	ji1 er3 pa4 te4 li3 ke4	jierpatelike	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基尔干	3	ji1 er3 gan1/gan4	jiergan	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基尔良	3	ji1 er3 liang2	jierliang	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基尔里得	4	ji1 er3 li3 de2/de5/dei3	jierlide	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基岩	2	ji1 yan2	jiyan	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	base rock/bedrock
基布	2	ji1 bu4	jibu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
基廷	2	ji1 ting2	jiting	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
基政	2	ji1 zheng4	jizheng	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基普林	3	ji1 pu3 lin2	jipulin	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
基本点	3	ji1 ben3 dian3	jibendian	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
基特伯罗达	5	ji1 te4 bai3/bo2 luo1/luo2/luo5 da2	jiteboluoda	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基狗	2	ji1 gou3	jigou	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基皮	2	ji1 pi2	jipi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基米德	3	ji1 mi3 de2	jimide	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
基罗	2	ji1 luo1/luo2/luo5	jiluo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基茨	2	ji1 ci2	jici	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
基道才	3	ji1 dao4 cai2	jidaocai	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基里琴科	4	ji1 li3 qin2 ke1	jiliqinke	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
基隆	2	Ji1 long2	jilong	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	"Chilung or Keelung, city and major port in north Taiwan"
基雅维利	4	ji1 ya1/ya3 wei2 li4	jiyaweili	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
基顿比卓别林	6	ji1 du2/dun4 bi3 zhuo1 bie2/bie4 lin2	jidunbizhuobielin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
堂会	2	tang2 hui4/kuai4	tanghui	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
堂姐妹	3	tang2 jie3 mei4	tangjiemei	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
堑壕战	3	qian4 hao2 zhan4	qianhaozhan	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
堪忧	2	kan1 you1	kanyou	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
堺	1	#	*	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
塌实	2	ta1 shi5	tashi	2	0.06	0.301	2	0.03	0.301	a	2	.a.	.2.	solid/on a firm footing/dependable/steady/calm/peace of mind
塑料管	3	su4 liao4 guan3	suliaoguan	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
塔·拉莫斯	5	da5/ta3 #la1/la2/la3/la4 mo4 si1	ta*lamosi	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塔伦蒂诺	4	da5/ta3 lun2 di4 nuo4	talundinuo	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塔则林	3	da5/ta3 ze2 lin2	tazelin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔勃	2	da5/ta3 bo2	tabo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔吉·巴罗	5	da5/ta3 ji2 #ba1 luo1/luo2/luo5	taji*baluo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔坦卡·里奥塔卡	8	da5/ta3 tan3 ka3/qia3 #li3 ao4 da5/ta3 ka3/qia3	tatanka*liaotaka	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔基特	3	da5/ta3 ji1 te4	tajite	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔塞尔	3	da5/ta3 sai1/sai4/se4 er3	tasaier	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔尔波特	4	da5/ta3 er3 bo1 te4	taerbote	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塔尼	2	da5/ta3 ni2	tani	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔尼欧	3	da5/ta3 ni2 ou1	taniou	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔拉塔	3	da5/ta3 la1/la2/la3/la4 da5/ta3	talata	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔拉瓦岛	4	da5/ta3 la1/la2/la3/la4 wa3/wa4 dao3	talawadao	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
塔拉谢克	4	da5/ta3 la1/la2/la3/la4 xie4 ke4	talaxieke	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔斯科萨	4	da5/ta3 si1 ke1 sa4	tasikesa	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔普希	3	da5/ta3 pu3 xi1	tapuxi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔曼德	3	da5/ta3 man4 de2	tamande	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔格	2	da5/ta3 ge1/ge2	tage	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔比亚	3	da5/ta3 bi3 ya4	tabiya	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔沃罗斯	4	da5/ta3 wo4 luo1/luo2/luo5 si1	tawoluosi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔法里	3	da5/ta3 fa3 li3	tafali	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塔琳	2	da5/ta3 lin2	talin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔琼达	3	da5/ta3 qiong2 da2	taqiongda	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔瑞特	3	da5/ta3 rui4 te4	taruite	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔皮	2	da5/ta3 pi2	tapi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔维斯托	4	da5/ta3 wei2 si1 tuo1	taweisituo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔菲特	3	da5/ta3 fei1/fei3 te4	tafeite	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔西提	3	da5/ta3 xi1 di1/ti2	taxiti	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔金	2	da5/ta3 jin1	tajin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔韦尼埃	4	da5/ta3 wei2 ni2 ai1	taweiniai	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塔顿	2	da5/ta3 du2/dun4	tadun	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塔齐亚	3	da5/ta3 ji4/qi2/qi4 ya4	taqiya	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞丽亚	3	sai1/sai4/se4 li2/li4 ya4	sailiya	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞伦盖提	4	sai1/sai4/se4 lun2 gai4/ge3 di1/ti2	sailungaiti	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞伯丁	3	sai1/sai4/se4 bai3/bo2 ding1/zheng1	saiboding	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞勒斯	3	sai1/sai4/se4 le4/lei1 si1	sailesi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞勒斯廷	4	sai1/sai4/se4 le4/lei1 si1 ting2	sailesiting	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞塞	2	sai1/sai4/se4 sai1/sai4/se4	saisai	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞姆汀	3	sai1/sai4/se4 mu3 ting1	saimuting	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞尔兹尼克	5	sai1/sai4/se4 er3 ci2/zi1 ni2 ke4	saierzinike	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞尔吉	3	sai1/sai4/se4 er3 ji2	saierji	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞尔玛·奎克力	7	sai1/sai4/se4 er3 ma3 #kui2 ke4 li4	saierma*kuikeli	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞尔蒙	3	sai1/sai4/se4 er3 meng1/meng2/meng3	saiermeng	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞巴斯蒂安·范高	8	sai1/sai4/se4 ba1 si1 di4 an1 #fan4 gao1	saibasidian*fangao	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞布塔	3	sai1/sai4/se4 bu4 da5/ta3	saibuta	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞希尔·肖	5	sai1/sai4/se4 xi1 er3 #xiao1/xiao4	saixier*xiao	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞希莉娅·邦克丝	8	sai1/sai4/se4 xi1 li4 ya4 #bang1 ke4 si1	saixili**bangkesi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞德里	3	sai1/sai4/se4 de2 li3	saideli	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞恩	2	sai1/sai4/se4 en1	saien	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞拉皮奥	4	sai1/sai4/se4 la1/la2/la3/la4 pi2 ao4	sailapiao	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞斯特尔	4	sai1/sai4/se4 si1 te4 er3	saisiteer	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞格威	3	sai1/sai4/se4 ge1/ge2 wei1	saigewei	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞琳	2	sai1/sai4/se4 lin2	sailin	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞纳姆	3	sai1/sai4/se4 na4 mu3	sainamu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞维尔	3	sai1/sai4/se4 wei2 er3	saiweier	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞缪尔·佩皮斯	7	sai1/sai4/se4 miao4/miu4/mou2 er3 #pei4 pi2 si1	sai*er*peipisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞缪尔·勒	5	sai1/sai4/se4 miao4/miu4/mou2 er3 #le4/lei1	sai*er*le	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞缪尔·史登	6	sai1/sai4/se4 miao4/miu4/mou2 er3 #shi3 deng1	sai*er*shideng	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞缪尔·约翰逊	7	sai1/sai4/se4 miao4/miu4/mou2 er3 #yao1/yue1 han4 xun4	sai*er*yuehanxun	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞芬	2	sai1/sai4/se4 fen1	saifen	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
塞莱诺	3	sai1/sai4/se4 lai2 nuo4	sailainuo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞诺	2	sai1/sai4/se4 nuo4	sainuo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞贝	2	sai1/sai4/se4 bei4	saibei	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞迪亚	3	sai1/sai4/se4 di2 ya4	saidiya	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
塞隆尼斯	4	sai1/sai4/se4 long1/long2 ni2 si1	sailongnisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
填鸭式	3	tian2 ya1 shi4	tianyashi	2	0.06	0.301	2	0.03	0.301	b	2	.b.	.2.	force feeding (as a teaching method)
墓葬	2	mu4 zang4	muzang	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	to bury in a grave/grave/tomb
增收	2	zeng1 shou1	zengshou	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
增辉	2	zeng1 hui1	zenghui	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
墨尔帕克	4	mo4 er3 pa4 ke4	moerpake	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
墨林	2	mo4 lin2	molin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
墨汁	2	mo4 zhi1	mozhi	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	prepared Chinese ink
墨瑞立	3	mo4 rui4 li4	moruili	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
壁垒	2	bi4 lei3	bilei	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	rampart/barrier
壁柜	2	bi4 gui4/ju3	bigui	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
壁炉台	3	bi4 lu2 tai1/tai2	bilutai	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
士林	2	shi4 lin2	shilin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
士道	2	shi4 dao4	shidao	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
壮志未酬	4	zhuang4 zhi4 wei4 chou2	zhuangzhiweichou	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
声光	2	sheng1 guang1	shengguang	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
声泪俱下	4	sheng1 lei4 ju1/ju4 xia4	shengleijuxia	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
声浪	2	sheng1 lang4	shenglang	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	clamor
声色俱厉	4	sheng1 se4/shai3 ju1/ju4 li4	shengsejuli	2	0.06	0.301	2	0.03	0.301	l	2	.l.	.2.	#
声辩	2	sheng1 bian4	shengbian	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
壶嘴	2	hu2 zui3	huzui	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
壹千	2	yi1 qian1	yiqian	2	0.06	0.301	2	0.03	0.301	m	2	.m.	.2.	#
处治	2	chu3/chu4 zhi4	chuzhi	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
处身	2	chu3/chu4 shen1	chushen	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
备品	2	bei4 pin3	beipin	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	machine parts or tools kept in reserve/spare parts
备用品	3	bei4 yong4 pin3	beiyongpin	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
备用金	3	bei4 yong4 jin1	beiyongjin	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
备至	2	bei4 zhi4	beizhi	2	0.06	0.301	2	0.03	0.301	z	2	.z.	.2.	to the utmost/in every possible way
备足	2	bei4 zu2	beizu	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
复写	2	fu4 xie3	fuxie	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	to duplicate/to carbon copy
复命	2	fu4 ming4	fuming	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	to report on completion of a mission/debriefing
复建	2	fu4 jian4	fujian	2	0.06	0.301	2	0.03	0.301	vn	1	.vn.v.	.1.1.	#
夏伊洛	3	xia4 yi1 luo4	xiayiluo	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
夏侯	2	xia4 hou2/hou4	xiahou	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏加尔	3	xia4 jia1 er3	xiajiaer	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
夏奈尔	3	xia4 nai4 er3	xianaier	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
夏妮	2	xia4 ni1	xiani	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏姆·塞克斯纳	7	xia4 mu3 #sai1/sai4/se4 ke4 si1 na4	xiamu*saikesina	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏娜尔	3	xia4 na4/nuo2 er3	xianaer	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
夏安人	3	xia4 an1 ren2	xiaanren	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
夏尔人	3	xia4 er3 ren2	xiaerren	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
夏延	2	xia4 yan2	xiayan	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
夏拉	2	xia4 la1/la2/la3/la4	xiala	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏拉莫	3	xia4 la1/la2/la3/la4 mo4	xialamo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏朗	2	xia4 lang3	xialang	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
