thinking,process,category,subcategory,regex
primordial,primary,regressive_cognition,counscious,\brevery
primordial,primary,regressive_cognition,counscious,\breviv
primordial,primary,regressive_cognition,counscious,\bseer
primordial,primary,regressive_cognition,counscious,\bsleep
primordial,primary,regressive_cognition,counscious,\bsleepy
primordial,primary,regressive_cognition,counscious,\bslumber
primordial,primary,regressive_cognition,counscious,\bstupor
primordial,primary,regressive_cognition,counscious,\bswoon
primordial,primary,regressive_cognition,counscious,\btelepathy
primordial,primary,regressive_cognition,counscious,\btranc
primordial,primary,regressive_cognition,counscious,\bunreason
primordial,primary,regressive_cognition,counscious,\bvertigo
primordial,primary,regressive_cognition,counscious,\bvisionary
primordial,primary,regressive_cognition,counscious,\bwak
primordial,primary,regressive_cognition,counscious,\bwoke\b
primordial,primary,regressive_cognition,brink_passage,\bacces
primordial,primary,regressive_cognition,brink_passage,\baisl
primordial,primary,regressive_cognition,brink_passage,\baqueduct
primordial,primary,regressive_cognition,brink_passage,\barteri
primordial,primary,regressive_cognition,brink_passage,\bartery
primordial,primary,regressive_cognition,brink_passage,\bavenu
primordial,primary,regressive_cognition,brink_passage,\bbarrier
primordial,primary,regressive_cognition,brink_passage,\bborder
primordial,primary,regressive_cognition,brink_passage,\bboundari
primordial,primary,regressive_cognition,brink_passage,\bboundary
primordial,primary,regressive_cognition,brink_passage,\bbridg
primordial,primary,regressive_cognition,brink_passage,\bbrim
primordial,primary,regressive_cognition,brink_passage,\bbrink
primordial,primary,regressive_cognition,brink_passage,\bcanal
primordial,primary,regressive_cognition,brink_passage,\bchannel
primordial,primary,regressive_cognition,brink_passage,\bcoast
primordial,primary,regressive_cognition,brink_passage,\bconduit
primordial,primary,regressive_cognition,brink_passage,\bcorridor
primordial,primary,regressive_cognition,brink_passage,\bcurb
primordial,primary,regressive_cognition,brink_passage,\bdoor
primordial,primary,regressive_cognition,brink_passage,\bdoorstep
primordial,primary,regressive_cognition,brink_passage,\bdoorway
primordial,primary,regressive_cognition,brink_passage,\bedg
primordial,primary,regressive_cognition,brink_passage,\bentranc
primordial,primary,regressive_cognition,brink_passage,\bentry
primordial,primary,regressive_cognition,brink_passage,\bfenc
primordial,primary,regressive_cognition,brink_passage,\bferri
primordial,primary,regressive_cognition,brink_passage,\bferry
primordial,primary,regressive_cognition,brink_passage,\bfloor
primordial,primary,regressive_cognition,brink_passage,\bfootpath
primordial,primary,regressive_cognition,brink_passage,\bfoyer
primordial,primary,regressive_cognition,brink_passage,\bfram
primordial,primary,regressive_cognition,brink_passage,\bfring
primordial,primary,regressive_cognition,brink_passage,\bfrontier
primordial,primary,regressive_cognition,brink_passage,\bgate
primordial,primary,regressive_cognition,brink_passage,\bgating
primordial,primary,regressive_cognition,brink_passage,\bhall
primordial,primary,regressive_cognition,brink_passage,\bhallway
primordial,primary,regressive_cognition,brink_passage,\bhighway
primordial,primary,regressive_cognition,brink_passage,\bhorizon
primordial,primary,regressive_cognition,brink_passage,\blane\b
primordial,primary,regressive_cognition,brink_passage,\blanes\b
primordial,primary,regressive_cognition,brink_passage,\bledg
primordial,primary,regressive_cognition,brink_passage,\bline\b
primordial,primary,regressive_cognition,brink_passage,\blined\b
primordial,primary,regressive_cognition,brink_passage,\blines\b
primordial,primary,regressive_cognition,brink_passage,\blining
primordial,primary,regressive_cognition,brink_passage,\bmargin
primordial,primary,regressive_cognition,brink_passage,\bpassag
primordial,primary,regressive_cognition,brink_passage,\bpassageway
primordial,primary,regressive_cognition,brink_passage,\bpath
primordial,primary,regressive_cognition,brink_passage,\bperimet
primordial,primary,regressive_cognition,brink_passage,\bperipher
primordial,primary,regressive_cognition,brink_passage,\bport
primordial,primary,regressive_cognition,brink_passage,\brailroad
primordial,primary,regressive_cognition,brink_passage,\brailway
primordial,primary,regressive_cognition,brink_passage,\brim\b
primordial,primary,regressive_cognition,brink_passage,\brimm
primordial,primary,regressive_cognition,brink_passage,\brims\b
primordial,primary,regressive_cognition,brink_passage,\broad
primordial,primary,regressive_cognition,brink_passage,\brout
primordial,primary,regressive_cognition,brink_passage,\bsidewalk
primordial,primary,regressive_cognition,brink_passage,\bskylin
primordial,primary,regressive_cognition,brink_passage,\bstair
primordial,primary,regressive_cognition,brink_passage,\bstep
primordial,primary,regressive_cognition,brink_passage,\bstreet
primordial,primary,regressive_cognition,brink_passage,\bthreshold
primordial,primary,regressive_cognition,brink_passage,\btrail
primordial,primary,regressive_cognition,brink_passage,\bverg
primordial,primary,regressive_cognition,brink_passage,\bviaduct
primordial,primary,regressive_cognition,brink_passage,\bvista
primordial,primary,regressive_cognition,brink_passage,\bwall
primordial,primary,regressive_cognition,brink_passage,\bwindow
primordial,primary,regressive_cognition,narcissism,\barm\b
primordial,primary,regressive_cognition,narcissism,\barms\b
primordial,primary,regressive_cognition,narcissism,\bbeard
primordial,primary,regressive_cognition,narcissism,\bblood
primordial,primary,regressive_cognition,narcissism,\bbodi
primordial,primary,regressive_cognition,narcissism,\bbody
primordial,primary,regressive_cognition,narcissism,\bbone\b
primordial,primary,regressive_cognition,narcissism,\bbones\b
primordial,primary,regressive_cognition,narcissism,\bbrain
primordial,primary,regressive_cognition,narcissism,\bbrow\b
primordial,primary,regressive_cognition,narcissism,\bbrows\b
primordial,primary,regressive_cognition,narcissism,\bcheek
primordial,primary,regressive_cognition,narcissism,\bchest
primordial,primary,regressive_cognition,narcissism,\bchin
primordial,primary,regressive_cognition,narcissism,\bcorps
primordial,primary,regressive_cognition,narcissism,\beye
primordial,primary,regressive_cognition,narcissism,\bface\b
primordial,primary,regressive_cognition,narcissism,\bfaces\b
primordial,primary,regressive_cognition,narcissism,\bfacies\b
primordial,primary,regressive_cognition,narcissism,\bfeet
primordial,primary,regressive_cognition,narcissism,\bflesh
primordial,primary,regressive_cognition,narcissism,\bfoot
primordial,primary,regressive_cognition,narcissism,\bforehead
primordial,primary,regressive_cognition,narcissism,\bhair
primordial,primary,regressive_cognition,narcissism,\bhand
primordial,primary,regressive_cognition,narcissism,\bhead
primordial,primary,regressive_cognition,narcissism,\bheart
primordial,primary,regressive_cognition,narcissism,\bheel
primordial,primary,regressive_cognition,narcissism,\bhip\b
primordial,primary,regressive_cognition,narcissism,\bhips\b
primordial,primary,regressive_cognition,narcissism,\bkidney
primordial,primary,regressive_cognition,narcissism,\bknee\b
primordial,primary,regressive_cognition,narcissism,\bknees\b
primordial,primary,regressive_cognition,narcissism,\bleg\b
primordial,primary,regressive_cognition,narcissism,\blegs\b
primordial,primary,regressive_cognition,narcissism,\blimb
primordial,primary,regressive_cognition,narcissism,\bliver
primordial,primary,regressive_cognition,narcissism,\bmuscl
primordial,primary,regressive_cognition,narcissism,\bnavel
primordial,primary,regressive_cognition,narcissism,\bneck
primordial,primary,regressive_cognition,narcissism,\borgan
primordial,primary,regressive_cognition,narcissism,\bpalm
primordial,primary,regressive_cognition,narcissism,\brib\b
primordial,primary,regressive_cognition,narcissism,\bribs\b
primordial,primary,regressive_cognition,narcissism,\bshoulder
primordial,primary,regressive_cognition,narcissism,\bskin
primordial,primary,regressive_cognition,narcissism,\bskull
primordial,primary,regressive_cognition,narcissism,\bthumb
primordial,primary,regressive_cognition,narcissism,\btoe\b
primordial,primary,regressive_cognition,narcissism,\btoes\b
primordial,primary,regressive_cognition,narcissism,\bvein
primordial,primary,regressive_cognition,narcissism,\bwrist
primordial,primary,regressive_cognition,concreteness,\bacros
primordial,primary,regressive_cognition,concreteness,\bafar
primordial,primary,regressive_cognition,concreteness,\bafield
primordial,primary,regressive_cognition,concreteness,\bahead
primordial,primary,regressive_cognition,concreteness,\balong
primordial,primary,regressive_cognition,concreteness,\bamong
primordial,primary,regressive_cognition,concreteness,\bapart
primordial,primary,regressive_cognition,concreteness,\basid
primordial,primary,regressive_cognition,concreteness,\bat\b
primordial,primary,regressive_cognition,concreteness,\baway
primordial,primary,regressive_cognition,concreteness,\bback
primordial,primary,regressive_cognition,concreteness,\bbehind
primordial,primary,regressive_cognition,concreteness,\bbesid
primordial,primary,regressive_cognition,concreteness,\bbetween
primordial,primary,regressive_cognition,concreteness,\bcenter
primordial,primary,regressive_cognition,concreteness,\bcentr
primordial,primary,regressive_cognition,concreteness,\bcircl
primordial,primary,regressive_cognition,concreteness,\bclos
primordial,primary,regressive_cognition,concreteness,\bcloser
primordial,primary,regressive_cognition,concreteness,\bcorner
primordial,primary,regressive_cognition,concreteness,\bcurv
primordial,primary,regressive_cognition,concreteness,\bdistanc
primordial,primary,regressive_cognition,concreteness,\bdistant
primordial,primary,regressive_cognition,concreteness,\beast
primordial,primary,regressive_cognition,concreteness,\beastern
primordial,primary,regressive_cognition,concreteness,\beverywher
primordial,primary,regressive_cognition,concreteness,\bextend
primordial,primary,regressive_cognition,concreteness,\bextensiv
primordial,primary,regressive_cognition,concreteness,\bextent
primordial,primary,regressive_cognition,concreteness,\bfar\b
primordial,primary,regressive_cognition,concreteness,\bfarther
primordial,primary,regressive_cognition,concreteness,\bflat
primordial,primary,regressive_cognition,concreteness,\bforward
primordial,primary,regressive_cognition,concreteness,\bfront
primordial,primary,regressive_cognition,concreteness,\bfurther
primordial,primary,regressive_cognition,concreteness,\bhere\b
primordial,primary,regressive_cognition,concreteness,\bhither
primordial,primary,regressive_cognition,concreteness,\binsid
primordial,primary,regressive_cognition,concreteness,\binterior
primordial,primary,regressive_cognition,concreteness,\blayer
primordial,primary,regressive_cognition,concreteness,\blength
primordial,primary,regressive_cognition,concreteness,\blevel
primordial,primary,regressive_cognition,concreteness,\blong
primordial,primary,regressive_cognition,concreteness,\bmiddl
primordial,primary,regressive_cognition,concreteness,\bmidst
primordial,primary,regressive_cognition,concreteness,\bnarrow
primordial,primary,regressive_cognition,concreteness,\bnear
primordial,primary,regressive_cognition,concreteness,\bnearby
primordial,primary,regressive_cognition,concreteness,\bnearer
primordial,primary,regressive_cognition,concreteness,\bnearest
primordial,primary,regressive_cognition,concreteness,\boff\b
primordial,primary,regressive_cognition,concreteness,\bopen
primordial,primary,regressive_cognition,concreteness,\bout\b
primordial,primary,regressive_cognition,concreteness,\bouting
primordial,primary,regressive_cognition,concreteness,\bouts\b
primordial,primary,regressive_cognition,concreteness,\boutsid
primordial,primary,regressive_cognition,concreteness,\boutward
primordial,primary,regressive_cognition,concreteness,\bover
primordial,primary,regressive_cognition,concreteness,\bplac
primordial,primary,regressive_cognition,concreteness,\bpoint
primordial,primary,regressive_cognition,concreteness,\bposit
primordial,primary,regressive_cognition,concreteness,\brear
primordial,primary,regressive_cognition,concreteness,\bregion
primordial,primary,regressive_cognition,concreteness,\bround
primordial,primary,regressive_cognition,concreteness,\bseparat
primordial,primary,regressive_cognition,concreteness,\bside\b
primordial,primary,regressive_cognition,concreteness,\bsided\b
primordial,primary,regressive_cognition,concreteness,\bsides\b
primordial,primary,regressive_cognition,concreteness,\bsiding
primordial,primary,regressive_cognition,concreteness,\bsituat
primordial,primary,regressive_cognition,concreteness,\bsomewher
primordial,primary,regressive_cognition,concreteness,\bsouth
primordial,primary,regressive_cognition,concreteness,\bspac
primordial,primary,regressive_cognition,concreteness,\bspaciou
primordial,primary,regressive_cognition,concreteness,\bspatial\b
primordial,primary,regressive_cognition,concreteness,\bsquar
primordial,primary,regressive_cognition,concreteness,\bstraight
primordial,primary,regressive_cognition,concreteness,\bsurfac
primordial,primary,regressive_cognition,concreteness,\bsurround
primordial,primary,regressive_cognition,concreteness,\bthenc
primordial,primary,regressive_cognition,concreteness,\bthither
primordial,primary,regressive_cognition,concreteness,\btip\b
primordial,primary,regressive_cognition,concreteness,\btipp
primordial,primary,regressive_cognition,concreteness,\btips\b
primordial,primary,regressive_cognition,concreteness,\btoward
primordial,primary,regressive_cognition,concreteness,\bwest
primordial,primary,regressive_cognition,concreteness,\bwestern
primordial,primary,regressive_cognition,concreteness,\bwher
primordial,primary,regressive_cognition,concreteness,\bwherever
primordial,primary,regressive_cognition,concreteness,\bwide
primordial,primary,regressive_cognition,concreteness,\bwidth
primordial,primary,regressive_cognition,concreteness,\bwithin
primordial,primary,icarian_imagery,ascend,\baloft
primordial,primary,icarian_imagery,ascend,\baris
primordial,primary,icarian_imagery,ascend,\barisen
primordial,primary,icarian_imagery,ascend,\baros
primordial,primary,icarian_imagery,ascend,\bascend
primordial,primary,icarian_imagery,ascend,\bascens
primordial,primary,icarian_imagery,ascend,\bbounc
primordial,primary,icarian_imagery,ascend,\bclimb
primordial,primary,icarian_imagery,ascend,\bdangl
primordial,primary,icarian_imagery,ascend,\bdawn
primordial,primary,icarian_imagery,ascend,\bflap
primordial,primary,icarian_imagery,ascend,\bfled\b
primordial,primary,icarian_imagery,ascend,\bflew
primordial,primary,icarian_imagery,ascend,\bflier
primordial,primary,icarian_imagery,ascend,\bflight
primordial,primary,icarian_imagery,ascend,\bfling
primordial,primary,icarian_imagery,ascend,\bfloat
primordial,primary,icarian_imagery,ascend,\bflown
primordial,primary,icarian_imagery,ascend,\bflung
primordial,primary,icarian_imagery,ascend,\bflutter
primordial,primary,icarian_imagery,ascend,\bfly
primordial,primary,icarian_imagery,ascend,\bhang
primordial,primary,icarian_imagery,ascend,\bhover
primordial,primary,icarian_imagery,ascend,\bhurl
primordial,primary,icarian_imagery,ascend,\bicarian
primordial,primary,icarian_imagery,ascend,\bicaru
primordial,primary,icarian_imagery,ascend,\bjump
primordial,primary,icarian_imagery,ascend,\bleap
primordial,primary,icarian_imagery,ascend,\blept
primordial,primary,icarian_imagery,ascend,\blift
primordial,primary,icarian_imagery,ascend,\bmount
primordial,primary,icarian_imagery,ascend,\bmountainsid
primordial,primary,icarian_imagery,ascend,\brise\b
primordial,primary,icarian_imagery,ascend,\brisen
primordial,primary,icarian_imagery,ascend,\brises\b
primordial,primary,icarian_imagery,ascend,\brising
primordial,primary,icarian_imagery,ascend,\bsoar
primordial,primary,icarian_imagery,ascend,\bsprang
primordial,primary,icarian_imagery,ascend,\bspring
primordial,primary,icarian_imagery,ascend,\bsprung
primordial,primary,icarian_imagery,ascend,\bsunris
primordial,primary,icarian_imagery,ascend,\bswing
primordial,primary,icarian_imagery,ascend,\bthrew
primordial,primary,icarian_imagery,ascend,\bthrow
primordial,primary,icarian_imagery,ascend,\bthrown
primordial,primary,icarian_imagery,ascend,\btoss
primordial,primary,icarian_imagery,ascend,\buphill
primordial,primary,icarian_imagery,ascend,\bupward
primordial,primary,icarian_imagery,ascend,\bwing
primordial,primary,icarian_imagery,height,\babov
primordial,primary,icarian_imagery,height,\baerial
primordial,primary,icarian_imagery,height,\bairplan
primordial,primary,icarian_imagery,height,\barch\b
primordial,primary,icarian_imagery,height,\batmospher
primordial,primary,icarian_imagery,height,\bbalcony
primordial,primary,icarian_imagery,height,\bbattlement
primordial,primary,icarian_imagery,height,\bbird
primordial,primary,icarian_imagery,height,\bbranch
primordial,primary,icarian_imagery,height,\bceil
primordial,primary,icarian_imagery,height,\bcliff
primordial,primary,icarian_imagery,height,\bcrag
primordial,primary,icarian_imagery,height,\bcraggy
primordial,primary,icarian_imagery,height,\bdome\b
primordial,primary,icarian_imagery,height,\bdomes\b
primordial,primary,icarian_imagery,height,\bdoming\b
primordial,primary,icarian_imagery,height,\belevat
primordial,primary,icarian_imagery,height,\berect
primordial,primary,icarian_imagery,height,\bgrew
primordial,primary,icarian_imagery,height,\bgrow
primordial,primary,icarian_imagery,height,\bgrown
primordial,primary,icarian_imagery,height,\bheap
primordial,primary,icarian_imagery,height,\bheaven
primordial,primary,icarian_imagery,height,\bheight
primordial,primary,icarian_imagery,height,\bhigh
primordial,primary,icarian_imagery,height,\bhigher
primordial,primary,icarian_imagery,height,\bhill
primordial,primary,icarian_imagery,height,\bhillsid
primordial,primary,icarian_imagery,height,\bhilltop
primordial,primary,icarian_imagery,height,\bhung
primordial,primary,icarian_imagery,height,\bladder
primordial,primary,icarian_imagery,height,\bloft
primordial,primary,icarian_imagery,height,\blofty
primordial,primary,icarian_imagery,height,\bmound
primordial,primary,icarian_imagery,height,\bmountain
primordial,primary,icarian_imagery,height,\bobelisk
primordial,primary,icarian_imagery,height,\boverhead
primordial,primary,icarian_imagery,height,\bpeak
primordial,primary,icarian_imagery,height,\bpile
primordial,primary,icarian_imagery,height,\bpiling
primordial,primary,icarian_imagery,height,\bplanet
primordial,primary,icarian_imagery,height,\bprecipic
primordial,primary,icarian_imagery,height,\bpyramid
primordial,primary,icarian_imagery,height,\brafter
primordial,primary,icarian_imagery,height,\brainbow
primordial,primary,icarian_imagery,height,\brampart
primordial,primary,icarian_imagery,height,\bridg
primordial,primary,icarian_imagery,height,\broof
primordial,primary,icarian_imagery,height,\bsky\b
primordial,primary,icarian_imagery,height,\bslop
primordial,primary,icarian_imagery,height,\bspir
primordial,primary,icarian_imagery,height,\bsteep
primordial,primary,icarian_imagery,height,\bsummit
primordial,primary,icarian_imagery,height,\btall
primordial,primary,icarian_imagery,height,\btaller
primordial,primary,icarian_imagery,height,\btallest
primordial,primary,icarian_imagery,height,\btop\b
primordial,primary,icarian_imagery,height,\btopp
primordial,primary,icarian_imagery,height,\btops\b
primordial,primary,icarian_imagery,height,\btower
primordial,primary,icarian_imagery,height,\btree
primordial,primary,icarian_imagery,height,\btrelli
primordial,primary,icarian_imagery,height,\bupper
primordial,primary,icarian_imagery,height,\buppermost
primordial,primary,icarian_imagery,height,\bzenith
primordial,primary,icarian_imagery,descent,\bbase\b
primordial,primary,icarian_imagery,descent,\bbases\b
primordial,primary,icarian_imagery,descent,\bburi
primordial,primary,icarian_imagery,descent,\bburrow
primordial,primary,icarian_imagery,descent,\bbury
primordial,primary,icarian_imagery,descent,\bdescend
primordial,primary,icarian_imagery,descent,\bdescent
primordial,primary,icarian_imagery,descent,\bdig\b
primordial,primary,icarian_imagery,descent,\bdigg
primordial,primary,icarian_imagery,descent,\bdigs\b
primordial,primary,icarian_imagery,descent,\bdip\b
primordial,primary,icarian_imagery,descent,\bdipp
primordial,primary,icarian_imagery,descent,\bdips\b
primordial,primary,icarian_imagery,descent,\bdive
primordial,primary,icarian_imagery,descent,\bdownhill
primordial,primary,icarian_imagery,descent,\bdownstream
primordial,primary,icarian_imagery,descent,\bdroop
primordial,primary,icarian_imagery,descent,\bdrop\b
primordial,primary,icarian_imagery,descent,\bdrops\b
primordial,primary,icarian_imagery,descent,\bdug\b
primordial,primary,icarian_imagery,descent,\bfall
primordial,primary,icarian_imagery,descent,\bfallen
primordial,primary,icarian_imagery,descent,\bfell
primordial,primary,icarian_imagery,descent,\bheadlong
primordial,primary,icarian_imagery,descent,\blean
primordial,primary,icarian_imagery,descent,\bplung
primordial,primary,icarian_imagery,descent,\breced
primordial,primary,icarian_imagery,descent,\breclin
primordial,primary,icarian_imagery,descent,\bsank
primordial,primary,icarian_imagery,descent,\bsink
primordial,primary,icarian_imagery,descent,\bslid
primordial,primary,icarian_imagery,descent,\bslip
primordial,primary,icarian_imagery,descent,\bstoop
primordial,primary,icarian_imagery,descent,\bsundown
primordial,primary,icarian_imagery,descent,\bsunk
primordial,primary,icarian_imagery,descent,\bsunken
primordial,primary,icarian_imagery,descent,\bsunset
primordial,primary,icarian_imagery,descent,\bswoop
primordial,primary,icarian_imagery,descent,\btoppl
primordial,primary,icarian_imagery,descent,\btumbl
primordial,primary,icarian_imagery,depth,\bbelow
primordial,primary,icarian_imagery,depth,\bbeneath
primordial,primary,icarian_imagery,depth,\bbottom
primordial,primary,icarian_imagery,depth,\bcanyon
primordial,primary,icarian_imagery,depth,\bcave
primordial,primary,icarian_imagery,depth,\bcaving
primordial,primary,icarian_imagery,depth,\bcellar
primordial,primary,icarian_imagery,depth,\bchasm
primordial,primary,icarian_imagery,depth,\bcrevas
primordial,primary,icarian_imagery,depth,\bdeep
primordial,primary,icarian_imagery,depth,\bdeeper
primordial,primary,icarian_imagery,depth,\bdepth
primordial,primary,icarian_imagery,depth,\bditch
primordial,primary,icarian_imagery,depth,\bdownward
primordial,primary,icarian_imagery,depth,\bgutter
primordial,primary,icarian_imagery,depth,\bhole\b
primordial,primary,icarian_imagery,depth,\bholes\b
primordial,primary,icarian_imagery,depth,\blow
primordial,primary,icarian_imagery,depth,\bpit\b
primordial,primary,icarian_imagery,depth,\bpits\b
primordial,primary,icarian_imagery,depth,\bpitt
primordial,primary,icarian_imagery,depth,\bprecipitou
primordial,primary,icarian_imagery,depth,\bravin
primordial,primary,icarian_imagery,depth,\broot
primordial,primary,icarian_imagery,depth,\bsubmarin
primordial,primary,icarian_imagery,depth,\btrench
primordial,primary,icarian_imagery,depth,\btunnel
primordial,primary,icarian_imagery,depth,\bunder\b
primordial,primary,icarian_imagery,depth,\bunderground
primordial,primary,icarian_imagery,depth,\bunderneath
primordial,primary,icarian_imagery,depth,\bunderworld
primordial,primary,icarian_imagery,depth,\bvalley
primordial,primary,icarian_imagery,fire,\bablaz
primordial,primary,icarian_imagery,fire,\bafir
primordial,primary,icarian_imagery,fire,\bash\b
primordial,primary,icarian_imagery,fire,\bashes\b
primordial,primary,icarian_imagery,fire,\bblast
primordial,primary,icarian_imagery,fire,\bblaz
primordial,primary,icarian_imagery,fire,\bboil
primordial,primary,icarian_imagery,fire,\bbroil
primordial,primary,icarian_imagery,fire,\bburn
primordial,primary,icarian_imagery,fire,\bburnt
primordial,primary,icarian_imagery,fire,\bcandl
primordial,primary,icarian_imagery,fire,\bcharcoal
primordial,primary,icarian_imagery,fire,\bcoal
primordial,primary,icarian_imagery,fire,\bcombust
primordial,primary,icarian_imagery,fire,\bember
primordial,primary,icarian_imagery,fire,\bfiery
primordial,primary,icarian_imagery,fire,\bfire
primordial,primary,icarian_imagery,fire,\bflam
primordial,primary,icarian_imagery,fire,\bhearth
primordial,primary,icarian_imagery,fire,\bheat
primordial,primary,icarian_imagery,fire,\bhot\b
primordial,primary,icarian_imagery,fire,\bignit
primordial,primary,icarian_imagery,fire,\binferno
primordial,primary,icarian_imagery,fire,\binflam
primordial,primary,icarian_imagery,fire,\bkindl
primordial,primary,icarian_imagery,fire,\blit\b
primordial,primary,icarian_imagery,fire,\bmelt
primordial,primary,icarian_imagery,fire,\bscorch
primordial,primary,icarian_imagery,fire,\bsear
primordial,primary,icarian_imagery,fire,\bsizzl
primordial,primary,icarian_imagery,fire,\bsmok
primordial,primary,icarian_imagery,fire,\bsmolder
primordial,primary,icarian_imagery,fire,\bsmoulder
primordial,primary,icarian_imagery,fire,\bsolar\b
primordial,primary,icarian_imagery,fire,\bspark
primordial,primary,icarian_imagery,fire,\bsultry
primordial,primary,icarian_imagery,fire,\bsun\b
primordial,primary,icarian_imagery,fire,\bsunn
primordial,primary,icarian_imagery,fire,\bsuns\b
primordial,primary,icarian_imagery,fire,\bsunstrok
primordial,primary,icarian_imagery,fire,\btropic
primordial,primary,icarian_imagery,fire,\btropical
primordial,primary,icarian_imagery,fire,\bwarm
primordial,primary,icarian_imagery,fire,\bwarmth
primordial,primary,icarian_imagery,water,\bbath
primordial,primary,icarian_imagery,water,\bbeach
primordial,primary,icarian_imagery,water,\bbrook
primordial,primary,icarian_imagery,water,\bbubbl
primordial,primary,icarian_imagery,water,\bbucket
primordial,primary,icarian_imagery,water,\bcreek
primordial,primary,icarian_imagery,water,\bdam\b
primordial,primary,icarian_imagery,water,\bdamm
primordial,primary,icarian_imagery,water,\bdamp
primordial,primary,icarian_imagery,water,\bdams\b
primordial,primary,icarian_imagery,water,\bdew\b
primordial,primary,icarian_imagery,water,\bdews\b
primordial,primary,icarian_imagery,water,\bdewy\b
primordial,primary,icarian_imagery,water,\bdike
primordial,primary,icarian_imagery,water,\bdownpour
primordial,primary,icarian_imagery,water,\bdrench
primordial,primary,icarian_imagery,water,\bdrip
primordial,primary,icarian_imagery,water,\bfen\b
primordial,primary,icarian_imagery,water,\bflood
primordial,primary,icarian_imagery,water,\bfluid
primordial,primary,icarian_imagery,water,\bfoam
primordial,primary,icarian_imagery,water,\bfountain
primordial,primary,icarian_imagery,water,\bgurgl
primordial,primary,icarian_imagery,water,\bhumid
primordial,primary,icarian_imagery,water,\blake\b
primordial,primary,icarian_imagery,water,\blakes\b
primordial,primary,icarian_imagery,water,\bliquid
primordial,primary,icarian_imagery,water,\bmoat
primordial,primary,icarian_imagery,water,\bmoist
primordial,primary,icarian_imagery,water,\bmoistur
primordial,primary,icarian_imagery,water,\bmoss\b
primordial,primary,icarian_imagery,water,\bmosses\b
primordial,primary,icarian_imagery,water,\bocean
primordial,primary,icarian_imagery,water,\boverflow
primordial,primary,icarian_imagery,water,\bperspir
primordial,primary,icarian_imagery,water,\bperspirat
primordial,primary,icarian_imagery,water,\bpond
primordial,primary,icarian_imagery,water,\bpool
primordial,primary,icarian_imagery,water,\bpour
primordial,primary,icarian_imagery,water,\brain
primordial,primary,icarian_imagery,water,\brainfall
primordial,primary,icarian_imagery,water,\briver
primordial,primary,icarian_imagery,water,\bsaturat
primordial,primary,icarian_imagery,water,\bsea\b
primordial,primary,icarian_imagery,water,\bseas\b
primordial,primary,icarian_imagery,water,\bshore\b
primordial,primary,icarian_imagery,water,\bshores\b
primordial,primary,icarian_imagery,water,\bshoring\b
primordial,primary,icarian_imagery,water,\bshower
primordial,primary,icarian_imagery,water,\bsoak
primordial,primary,icarian_imagery,water,\bsplash
primordial,primary,icarian_imagery,water,\bsprinkl
primordial,primary,icarian_imagery,water,\bsteam
primordial,primary,icarian_imagery,water,\bsteamy
primordial,primary,icarian_imagery,water,\bstream
primordial,primary,icarian_imagery,water,\bsurf\b
primordial,primary,icarian_imagery,water,\bsurfing\b
primordial,primary,icarian_imagery,water,\bswam
primordial,primary,icarian_imagery,water,\bswamp
primordial,primary,icarian_imagery,water,\bswampy
primordial,primary,icarian_imagery,water,\bswim
primordial,primary,icarian_imagery,water,\bswum
primordial,primary,icarian_imagery,water,\btide\b
primordial,primary,icarian_imagery,water,\btides\b
primordial,primary,icarian_imagery,water,\btiding\b
primordial,primary,icarian_imagery,water,\btrickl
primordial,primary,icarian_imagery,water,\bwade
primordial,primary,icarian_imagery,water,\bwading\b
primordial,primary,icarian_imagery,water,\bwash
primordial,primary,icarian_imagery,water,\bwater
primordial,primary,icarian_imagery,water,\bwaterfall
primordial,primary,icarian_imagery,water,\bwet
conceptual,secondary,abstraction,,\babstract
conceptual,secondary,abstraction,,\balmost
conceptual,secondary,abstraction,,\balternativ
conceptual,secondary,abstraction,,\banaly
conceptual,secondary,abstraction,,\battribut
conceptual,secondary,abstraction,,\baxiom
conceptual,secondary,abstraction,,\bbasic
conceptual,secondary,abstraction,,\bbelief
conceptual,secondary,abstraction,,\bbeliev
conceptual,secondary,abstraction,,\bcalculat
conceptual,secondary,abstraction,,\bcaus
conceptual,secondary,abstraction,,\bcertain
conceptual,secondary,abstraction,,\bcharacteriz
conceptual,secondary,abstraction,,\bchoic
conceptual,secondary,abstraction,,\bchoos
conceptual,secondary,abstraction,,\bchos
conceptual,secondary,abstraction,,\bcircumstanc
conceptual,secondary,abstraction,,\bcompar
conceptual,secondary,abstraction,,\bcomprehend
conceptual,secondary,abstraction,,\bcomprehens
conceptual,secondary,abstraction,,\bconcentrat
conceptual,secondary,abstraction,,\bconcept
conceptual,secondary,abstraction,,\bconclud
conceptual,secondary,abstraction,,\bconditional
conceptual,secondary,abstraction,,\bconjectur
conceptual,secondary,abstraction,,\bconsequenc
conceptual,secondary,abstraction,,\bconsequent
conceptual,secondary,abstraction,,\bconsider
conceptual,secondary,abstraction,,\bcontriv
conceptual,secondary,abstraction,,\bcriter
conceptual,secondary,abstraction,,\bcriteria
conceptual,secondary,abstraction,,\bdecid
conceptual,secondary,abstraction,,\bdeem
conceptual,secondary,abstraction,,\bdefin
conceptual,secondary,abstraction,,\bdeliberat
conceptual,secondary,abstraction,,\bdetermin
conceptual,secondary,abstraction,,\bdifferenc
