word_set,word,corpus_cells
neutral,kick,19806
neutral,killy,1
neutral,kimono,102
neutral,kindliness,12
neutral,kinks,15
neutral,kiss,33541
neutral,kissed,52344
neutral,kisser,3
neutral,kisses,1885
neutral,kissing,1847
neutral,klav,4
neutral,klavier,1
neutral,kle,17
neutral,klute,3
neutral,kluth,3
neutral,knee,5707
neutral,kneeed,2
neutral,knees,4437
neutral,knob,471
neutral,knobbed,1
neutral,knobs,59
neutral,knock,11065
neutral,knocked,44810
neutral,knocker,3
neutral,knocking,1927
neutral,knocks,130
neutral,knotte,3
neutral,know,108700
neutral,knowed,193
neutral,knower,2
neutral,knowes,103
neutral,knowing,4085
neutral,knowledge,8121
neutral,knows,6420
neutral,knuckle,83
neutral,knuckled,8
neutral,knuckles,430
neutral,kocaeli,6
neutral,koremitsu,1
neutral,kul,25
neutral,kuro,3
neutral,lacquer,195
neutral,lad,2947
neutral,lady,11194
neutral,laevis,2
neutral,lak,61
neutral,lake,9747
neutral,lame,980
neutral,lames,1
neutral,lamp,5595
neutral,lamps,1462
neutral,lancer,10
neutral,lancing,2
neutral,landings,32
neutral,landlords,99
neutral,languish,1144
neutral,languishings,1
neutral,lanzarote,17
neutral,lapp,3
neutral,las,1367
neutral,latine,31
neutral,laws,5394
neutral,lay,71461
neutral,layd,5
neutral,layed,80
neutral,layer,286
neutral,layers,270
neutral,layes,227
neutral,laying,1150
neutral,layings,1
neutral,lays,2816
neutral,leanings,1
neutral,learnsolution,1
neutral,leek,10
neutral,legibly,1
neutral,leman,3
neutral,lender,10
neutral,lenn,2
neutral,leos,22
neutral,lettin,1
neutral,liaison,87
neutral,liberation,271
neutral,libraries,11
neutral,lick,8088
neutral,licked,10540
neutral,licker,13
neutral,licking,795
neutral,licks,200
neutral,lid,677
neutral,lie,33327
neutral,lied,11845
neutral,lier,410
neutral,liers,67
neutral,lies,10073
neutral,lifeless,1060
neutral,liftest,1
neutral,lifts,853
neutral,lightened,46
neutral,lilting,48
neutral,limped,883
neutral,linate,2
neutral,liners,1
neutral,lingerie,35
neutral,liquidate,47
neutral,liquidated,12
neutral,liquidates,2
neutral,liquidating,78
neutral,lis,10
neutral,livens,1
neutral,liy,10
neutral,lizz,45
neutral,llevaba,1
neutral,load,3128
neutral,loaded,7863
neutral,loader,57
neutral,loading,394
neutral,loads,375
neutral,loe,8
neutral,logical,479
neutral,loin,32
neutral,loku,1
neutral,lollies,42
neutral,lonely,9778
neutral,longior,1
neutral,looper,1
neutral,loophole,10
neutral,loot,566
neutral,looted,1467
neutral,looters,1
neutral,looting,7
neutral,lordliness,1
neutral,loser,84
neutral,lousy,141
neutral,lowless,1
neutral,lowly,1915
neutral,lube,51
neutral,lubed,193
neutral,lubricant,4
neutral,lubricated,446
neutral,lucien,1
neutral,lucretius,1
neutral,lukew,98
neutral,lullaby,668
neutral,lumb,2
neutral,lumiere,11
neutral,luminescence,11
neutral,lunacy,126
neutral,luster,276
neutral,lux,262
neutral,lyen,1
neutral,lyon,492
neutral,madam,508
neutral,maggi,1
neutral,maggot,1
neutral,maggots,8
neutral,magnolia,67
neutral,magnus,98
neutral,mahaw,5
neutral,maiden,3451
neutral,maidens,599
neutral,makesense,1
neutral,malec,4
neutral,mammogram,3
neutral,mammoths,3
neutral,manacle,61
neutral,manacled,2
neutral,manacles,19
neutral,mand,134
neutral,maniac,179
neutral,maniacs,22
neutral,manly,684
neutral,manners,1026
neutral,manteg,17
neutral,mantling,51
neutral,marrow,308
neutral,marrows,1
neutral,marshalled,1
neutral,martyr,995
neutral,martyrd,1
neutral,martyrdom,239
neutral,martyrs,260
neutral,marvin,2
neutral,marx,29
neutral,mash,67
neutral,mashed,873
neutral,mashing,1
neutral,mate,1630
neutral,mater,11
neutral,mates,144
neutral,mats,68
neutral,matted,234
neutral,matter,5060
neutral,matting,18
neutral,maximae,23
neutral,maximam,21
neutral,meaningfully,1
neutral,meat,4500
neutral,meats,82
neutral,meaty,110
neutral,mefind,1
neutral,meghan,4
neutral,melon,106
neutral,melons,69
neutral,member,3452
neutral,membered,19
neutral,memberes,1
neutral,members,2939
neutral,membr,42
neutral,menace,117
neutral,menaced,79
neutral,menaces,1
neutral,menacing,498
neutral,menses,1
neutral,menstruation,3
neutral,mercenaries,5
neutral,mercenary,87
neutral,merciless,236
neutral,merk,1
neutral,merlion,2
neutral,merriness,1
neutral,mesmerized,38
neutral,meta,3
neutral,metaphorically,7
neutral,meudon,2
neutral,midriff,28
neutral,migrant,4
neutral,militant,109
neutral,milkshake,7
neutral,milli,2
neutral,mind,30077
neutral,mine,19095
neutral,mined,19
neutral,miner,148
neutral,miners,348
neutral,mines,484
neutral,mining,344
neutral,ministered,119
neutral,mins,2
neutral,minx,168
neutral,mirage,207
neutral,misappro,3
neutral,misappropriated,117
neutral,misde,38
neutral,misfortun,87
neutral,missp,35
neutral,misspelled,35
neutral,mistreat,316
neutral,mistreated,114
neutral,moan,10275
neutral,moaned,3719
neutral,moaning,728
neutral,moanings,14
neutral,moans,970
neutral,moist,1173
neutral,mollis,37
neutral,mommies,1
neutral,moms,115
neutral,moneys,1
neutral,mong,203
neutral,monster,2204
neutral,monsters,526
neutral,monstrous,330
neutral,monument,1173
neutral,moods,306
neutral,mooed,4
neutral,mores,50
neutral,morgue,176
neutral,moribund,2
neutral,morr,17
neutral,mortal,6070
neutral,mortality,209
neutral,mortals,1147
neutral,mortar,102
neutral,mortify,16
neutral,mortuary,19
neutral,mosquito,9
neutral,mosul,18
neutral,motioning,319
neutral,motionlessness,114
neutral,motorboat,1
neutral,mount,4040
neutral,mounted,6476
neutral,mounting,118
neutral,mounts,284
neutral,mrna,6
neutral,mso,3
neutral,muffy,6
neutral,mug,583
neutral,mugs,44
neutral,murk,125
neutral,murky,500
neutral,murrain,10
neutral,mussed,2
neutral,muzzle,100
neutral,muzzled,4
neutral,muzzles,1
neutral,myriad,604
neutral,mythology,106
neutral,nade,4
neutral,nader,2
neutral,nades,1
neutral,nae,67
neutral,naema,1
neutral,nail,731
neutral,nailed,3728
neutral,nailing,4
neutral,nails,1512
neutral,naked,4311
neutral,nakedness,205
neutral,named,9888
neutral,nameplate,75
neutral,nancy,440
neutral,narrow,6593
neutral,narrowing,61
neutral,nasty,653
neutral,natalie,188
neutral,naughty,245
neutral,naz,298
neutral,necess,527
neutral,neck,9572
neutral,necked,93
neutral,necker,1
neutral,necks,436
neutral,neglect,3479
neutral,nether,333
neutral,neutralize,9
neutral,neutralized,10
neutral,neutron,27
neutral,neutroph,2
neutral,newly,428
neutral,nheads,1
neutral,nighters,1
neutral,nignt,1
neutral,nikon,85
neutral,nine,2889
neutral,nines,1
neutral,nips,30
neutral,nobodynoticedhim,1
neutral,nocice,1
neutral,nocturnal,56
neutral,noire,148
neutral,noises,616
neutral,noisier,19
neutral,norwich,2
neutral,nosocom,1
neutral,notch,87
neutral,nothing,36070
neutral,notoriety,83
neutral,notorious,96
neutral,novelty,30
neutral,nticed,1
neutral,nudder,1
neutral,nude,40
neutral,nudity,44
neutral,nunc,169
neutral,nuptial,81
neutral,nuptials,8
neutral,nut,358
neutral,nuts,909
neutral,nutter,9
neutral,nuzzle,299
neutral,nuzzled,5486
neutral,nuzzles,13
neutral,nuzzling,232
neutral,nymph,1045
neutral,nymphs,272
neutral,oax,1
neutral,obliged,616
neutral,obliterated,159
neutral,obliterating,38
neutral,observances,11
neutral,observedsolution,5
neutral,occupies,15
neutral,occupy,790
neutral,occupying,7
neutral,ocean,12566
neutral,ocher,34
neutral,oci,1
neutral,odom,3
neutral,odysseus,21
neutral,off,27359
neutral,offal,1
neutral,offer,33611
neutral,offers,1210
neutral,offing,5
neutral,oils,7
neutral,olymp,142
neutral,omne,2
neutral,omnipot,35
neutral,omnisc,7
neutral,oncoming,143
neutral,onds,1
neutral,ongan,1
neutral,onkel,3
neutral,onkey,5
neutral,ono,10
neutral,onset,790
neutral,ontario,147
neutral,onyx,206
neutral,oolite,1
neutral,ooo,50
neutral,oore,1
neutral,oory,1
neutral,ooze,275
neutral,oozed,8
neutral,oozes,31
neutral,oozing,87
neutral,oozy,83
neutral,opera,555
neutral,opp,1575
neutral,opper,1
neutral,opposable,1
neutral,oppress,726
neutral,oppressed,490
neutral,oppresses,3
neutral,oppressing,1
neutral,optic,44
neutral,oral,118
neutral,orangutan,4
neutral,orb,1672
neutral,ordeal,42
neutral,orderly,153
neutral,oreg,31
neutral,oregan,21
neutral,organe,1
neutral,organises,3
neutral,orig,20
neutral,orleans,17
neutral,orphan,297
neutral,orphaned,2
neutral,orphans,51
neutral,osoph,1
neutral,ostensibly,6
neutral,ottaw,1
neutral,ouart,2
neutral,oued,1
neutral,outlook,130
neutral,outrage,340
neutral,outraged,108
neutral,outsider,1
neutral,overburdened,2
neutral,overdose,68
neutral,overdosed,98
neutral,overdrafted,1
neutral,overemph,1
neutral,overestimated,1
neutral,overheating,1
neutral,overpower,208
neutral,overpowered,103
neutral,overpowering,133
neutral,overriding,6
neutral,overseen,3
neutral,overthrow,288
neutral,overthrows,1
neutral,overwrite,26
neutral,ovum,1
neutral,pacify,6
neutral,package,933
neutral,packaged,27
neutral,packages,31
neutral,packaging,112
neutral,paddle,249
neutral,paddled,768
neutral,paddles,40
neutral,paddling,119
neutral,pain,22267
neutral,paind,43
neutral,pained,163
neutral,paines,70
neutral,paining,14
neutral,pains,2885
neutral,panda,153
neutral,pander,27
neutral,pandering,48
neutral,pansies,10
neutral,pansy,9
neutral,pant,7218
neutral,panted,1084
neutral,panties,645
neutral,panting,564
neutral,pantings,1
neutral,pants,2319
neutral,panty,66
neutral,pap,870
neutral,papar,6
neutral,papas,6
neutral,paper,7531
neutral,papers,2411
neutral,paperwork,385
neutral,papies,6
neutral,papy,10
neutral,paradise,3678
neutral,paradox,343
neutral,paralysis,222
neutral,paralyze,79
neutral,paralyzed,151
neutral,pardonable,1
neutral,pareci,1
neutral,parkinson,12
neutral,parliamentary,8
neutral,parramatta,2
neutral,particle,364
neutral,pass,33766
neutral,passed,72413
neutral,passer,52
neutral,passers,181
neutral,passes,1798
neutral,passing,9914
neutral,passion,10147
neutral,passions,1377
neutral,passy,3
neutral,patchy,4
neutral,patel,6
neutral,patents,88
neutral,patriot,231
neutral,paved,769
neutral,payne,5
neutral,pecha,1
neutral,peddle,2
neutral,peg,358
neutral,pegged,4
neutral,pegs,67
neutral,pelic,3
neutral,pellet,94
neutral,pelleted,1
neutral,pellets,319
neutral,pendulum,7
neutral,penetrating,215
neutral,peper,75
neutral,perfor,2
neutral,perish,2936
neutral,perished,602
neutral,perishes,22
neutral,perishing,42
neutral,peristals,1
neutral,perpetrator,2
neutral,perpetrators,1
neutral,persecute,231
neutral,persecuted,112
neutral,persecuting,3
neutral,persew,1
neutral,personalize,4
neutral,perspect,1
neutral,perverting,1
neutral,pet,6673
neutral,peter,2623
neutral,peters,40
neutral,pets,32
neutral,petted,1954
neutral,petting,336
neutral,petty,395
neutral,pety,42
neutral,phebus,1
neutral,phillips,143
neutral,photomontage,3
neutral,photosho,5
neutral,phylos,1
neutral,physicians,16
neutral,piaz,40
neutral,picturessolution,1
neutral,piece,5954
neutral,pieced,107
neutral,pieces,2679
neutral,piecing,2
neutral,pierce,1671
neutral,piercer,1
neutral,pigeon,642
neutral,pike,177
neutral,pikes,43
neutral,piled,3927
neutral,pillory,4
neutral,pin,8307
neutral,pinac,1
neutral,pind,161
neutral,pined,52
neutral,pines,3036
neutral,pining,38
neutral,pinion,195
neutral,pinioned,141
neutral,pinions,739
neutral,pinned,16967
neutral,pinning,207
neutral,pins,288
neutral,piny,27
neutral,pirated,4
neutral,pittsburgh,4
neutral,placement,38
neutral,plague,623
neutral,plagued,24
neutral,plagues,242
neutral,plaguing,1
neutral,pleader,2
neutral,pleasanter,132
neutral,pleasurably,1
neutral,plebs,1
neutral,plena,1
neutral,plou,43
neutral,ploughsh,1
neutral,plow,498
neutral,plowed,889
neutral,plowing,10
neutral,plowings,1
neutral,plows,190
neutral,plug,1391
neutral,pluged,9
neutral,plugged,6059
neutral,plugging,48
neutral,plugs,202
neutral,plumbed,1
neutral,plunder,422
neutral,plundered,629
neutral,plundering,1
neutral,plurality,9
neutral,poach,13
neutral,poached,1
neutral,poacher,7
neutral,poem,3156
neutral,poesse,2
neutral,poke,808
neutral,poked,7188
neutral,poker,70
neutral,pokes,60
neutral,poking,159
neutral,pold,14
neutral,pole,1608
neutral,poled,4
neutral,poles,782
neutral,polies,3
neutral,polled,1
neutral,polling,48
neutral,pollution,105
neutral,pols,23
neutral,poly,55
neutral,ponder,6787
neutral,ponderous,56
neutral,pooch,41
neutral,pop,3738
neutral,poped,2
neutral,popes,20
neutral,popped,15104
neutral,popper,2
neutral,popping,594
neutral,pops,105
neutral,porcel,241
neutral,poster,137
neutral,postscript,2
neutral,potencies,11
neutral,potency,47
neutral,potent,727
neutral,pound,5884
neutral,pounded,7295
neutral,pounding,818
neutral,pounds,985
neutral,poupon,1
neutral,poyie,1
neutral,pppppp,1
neutral,practis,27
neutral,prae,45
neutral,praesertim,1
neutral,praest,4
neutral,pragm,1
neutral,praiser,2
neutral,pras,2
neutral,prasad,1
neutral,prattled,4
neutral,preceded,30
neutral,preco,3
neutral,pred,295
neutral,predator,148
neutral,predators,39
neutral,predatory,2
neutral,predic,4
neutral,pregnant,155
neutral,preoccupations,1
neutral,pres,2724
neutral,presentation,384
neutral,presents,992
neutral,preserv,28
neutral,presst,1
neutral,presumes,48
neutral,prey,2031
neutral,preyed,7
neutral,preying,1
neutral,preys,322
neutral,pricked,709
neutral,pricking,222
neutral,primari,1
neutral,princed,2
neutral,privilege,880
neutral,privy,64
neutral,probe,540
neutral,procure,350
neutral,procured,72
neutral,procures,1
neutral,professed,105
neutral,profitable,205
neutral,profligate,28
neutral,profoundly,30
neutral,programming,337
neutral,projectile,80
neutral,projectiles,28
neutral,prominently,19
neutral,prompts,18
neutral,pronoun,41
neutral,proof,2990
neutral,propagate,1
neutral,propagated,14
neutral,proph,599
neutral,protectingly,28
neutral,provocative,1
neutral,psycho,76
neutral,puberty,14
neutral,puh,1
neutral,pulls,908
neutral,pulp,53
neutral,pulpy,1
neutral,pulverize,13
neutral,pulverized,74
neutral,punctuate,11
neutral,punctuation,151
neutral,puncture,68
neutral,punctured,1236
neutral,punctures,1
neutral,puncturing,2
neutral,punish,11477
neutral,punished,1397
neutral,punishing,40
neutral,purge,600
neutral,purged,191
neutral,purges,5
neutral,purging,2
neutral,purity,1747
neutral,purposely,229
neutral,pus,115
neutral,puss,109
neutral,putrefy,1
neutral,pyre,206
neutral,pyres,19
neutral,qrow,2
neutral,quadrangle,33
neutral,quadrupled,2
neutral,qual,96
neutral,quarrel,1190
neutral,quarreled,1
neutral,quarreling,1
neutral,quarrels,86
neutral,quarter,1093
neutral,quartered,1
neutral,quarters,129
neutral,quean,1
neutral,queerer,3
neutral,quell,200
neutral,quelled,69
neutral,quelling,1
neutral,quench,1459
neutral,quenched,717
neutral,quencher,1
neutral,quenching,13
neutral,quirer,1
neutral,quis,128
neutral,quiver,4315
neutral,quivered,323
neutral,quivering,1356
neutral,quivers,126
neutral,quiz,206
neutral,rack,858
neutral,racked,642
neutral,racking,23
neutral,racks,40
neutral,rage,5279
neutral,raged,409
neutral,rages,91
neutral,ragg,7
neutral,ragged,1012
neutral,raging,825
neutral,rags,753
neutral,raid,607
neutral,raidy,1
neutral,rail,1854
neutral,railed,91
neutral,railing,728
neutral,railings,239
neutral,rails,234
neutral,rake,256
neutral,raked,1058
neutral,rakes,40
neutral,raking,51
neutral,ram,2926
neutral,ramer,1
neutral,rames,1
neutral,ramide,1
neutral,ramifications,1
neutral,rammed,4279
neutral,rammer,2
neutral,rams,44
neutral,rands,4
neutral,ransomed,106
neutral,rapies,2
neutral,rapped,757
neutral,rapper,4
neutral,rapping,63
neutral,raps,3
neutral,rapture,1542
neutral,raptured,31
neutral,raptures,244
neutral,ras,363
neutral,ratchet,3
neutral,ratcheted,1
neutral,rattles,124
neutral,ravings,32
neutral,ravishing,11
neutral,raze,51
neutral,razor,400
neutral,razors,18
neutral,razzed,1
neutral,reaper,46
neutral,reapers,4
neutral,reasonings,2
neutral,recarpeted,1
neutral,recess,538
neutral,rech,13
neutral,reclaims,4
neutral,reclos,1
neutral,reconsidered,142
neutral,recorded,9883
neutral,recorders,33
neutral,rectagon,2
neutral,rectum,39
neutral,recycl,24
neutral,reded,517
neutral,redemptive,22
neutral,redhead,73
neutral,redundant,36
neutral,reefs,43
neutral,reer,7
neutral,refinancing,71
neutral,refinished,99
neutral,reflectively,93
neutral,reflet,2
neutral,refrigerator,698
neutral,refue,22
neutral,refut,68
neutral,regions,1456
neutral,rehe,757
neutral,reigne,1
neutral,reignite,1
neutral,reins,568
neutral,reinser,2
neutral,reinvention,5
neutral,reinves,5
neutral,relations,743
neutral,relativistic,2
neutral,relearn,1
neutral,release,13902
neutral,relinquished,25
neutral,reloc,187
neutral,remains,6524
neutral,remembered,19184
neutral,remembrances,34
neutral,reminder,779
neutral,reminisc,59
neutral,remorseless,40
neutral,remoter,1
neutral,remove,29241
neutral,removed,72445
neutral,removes,164
neutral,removing,1469
neutral,rended,4
neutral,render,3304
neutral,renders,33
neutral,rends,6
neutral,renegade,1
neutral,rennie,1
neutral,renounce,1158
neutral,repartees,2
neutral,repeal,36
neutral,repr,56
neutral,reprimande,7
neutral,reproof,26
neutral,repurpose,23
neutral,requier,1
neutral,requite,629
neutral,requited,45
neutral,requites,1
neutral,research,3610
neutral,resettling,2
neutral,reshow,1
neutral,resignes,1
neutral,resilience,84
neutral,respecting,367
neutral,respl,97
neutral,resplend,1
neutral,responses,410
neutral,restrain,1093
neutral,restrained,2259
neutral,restraining,9
neutral,restrains,23
neutral,restructuring,77
neutral,retaliate,2147
neutral,retaliated,211
neutral,retaliating,2
neutral,retire,6458
neutral,retired,3039
neutral,retirees,2
neutral,retires,115
neutral,retiring,322
neutral,retribution,198
neutral,return,51260
neutral,reveled,290
neutral,revelry,18
neutral,revengd,1
neutral,revenge,1366
neutral,revenged,23
neutral,revenges,1
neutral,revitalize,1
neutral,rewat,1
neutral,rhymers,1
neutral,riant,1
neutral,richards,4
neutral,richmond,16
neutral,ricochet,18
neutral,ricocheted,15
neutral,ridd,125
neutral,riddle,460
neutral,riddled,82
neutral,riddles,243
neutral,ride,12496
neutral,rider,432
neutral,riders,240
neutral,rides,602
neutral,riding,1854
neutral,ridings,1
neutral,rids,7
neutral,rifled,3540
neutral,rifling,1
neutral,rigor,22
neutral,rigour,2
neutral,rill,285
neutral,rills,488
neutral,rim,2432
neutral,rimes,30
neutral,rimmed,19
neutral,rimmer,2
neutral,rims,52
neutral,rip,11565
neutral,riped,5
neutral,riper,59
neutral,riping,1
neutral,ripped,27942
neutral,ripper,1
neutral,ripping,252
neutral,rips,81
neutral,ritisering,1
neutral,rive,14
neutral,rived,2
neutral,river,15769
neutral,rivers,2698
neutral,rives,7
neutral,riving,2
neutral,rna,9
neutral,rocket,432
neutral,rocketed,95
neutral,rocketing,5
neutral,rockets,190
neutral,rockfall,1
neutral,rod,2838
neutral,roder,1
neutral,roderick,3
neutral,rods,329
neutral,roger,72
neutral,rogers,84
neutral,roids,2
neutral,romp,142
neutral,romped,1
neutral,romping,4
neutral,ronald,16
neutral,roosevelt,8
neutral,roosts,61
neutral,root,2684
neutral,rooted,681
neutral,roots,3317
neutral,roscopic,2
neutral,rot,2927
neutral,rotes,2
neutral,rots,227
neutral,rotted,259
neutral,rotter,50
neutral,rotting,464
neutral,roubili,1
neutral,roubles,138
neutral,rough,4327
neutral,rougher,1
neutral,rout,126
neutral,routed,107
neutral,router,3
neutral,routers,18
neutral,routes,129
neutral,row,3949
neutral,rowsed,1
neutral,rrow,27
neutral,rubber,481
neutral,ruck,1
neutral,rucked,2
neutral,rucks,235
neutral,ruffians,1
neutral,ruin,7538
neutral,ruind,1
neutral,ruined,8296
neutral,ruiner,1
neutral,ruines,1
neutral,ruining,65
neutral,ruins,2107
neutral,rumble,937
neutral,rumbled,342
neutral,rumbles,275
neutral,rumbling,368
neutral,rumblings,111
neutral,rump,100
neutral,rumped,1
neutral,rumps,1
neutral,runic,2
neutral,rupture,66
neutral,ruptured,53
neutral,ruthless,196
neutral,ruts,44
neutral,rutted,24
neutral,ruvers,1
neutral,sabot,1225
neutral,saboteur,6
neutral,sack,1745
neutral,sacked,270
neutral,sacking,14
neutral,sackings,1
neutral,sacks,387
neutral,sacrifice,10834
neutral,sacrificed,1657
neutral,sacrifices,82
neutral,sacrificing,322
neutral,sadden,17
neutral,safely,909
neutral,sailed,1507
neutral,sakhalin,2
neutral,salopian,1
neutral,sanction,140
neutral,sanctioned,20
neutral,sanctions,2
neutral,sanded,275
neutral,sandless,3
neutral,sangeet,1
neutral,sanguine,83
neutral,sap,1031
neutral,sapless,27
neutral,sapped,37
neutral,sapper,2
neutral,saps,2
neutral,saqqara,5
neutral,sariah,1
neutral,sas,20
neutral,sato,3
neutral,saunders,2
neutral,scab,107
neutral,scabbed,9
neutral,scabs,1
neutral,scaffold,324
neutral,scaffolding,17
neutral,scaffolds,1
neutral,scala,4
neutral,scalp,479
neutral,scalpel,170
neutral,scandalous,7
neutral,scared,3430
neutral,scares,47
neutral,scaring,27
neutral,scary,476
neutral,scathed,8
neutral,scoffers,1
neutral,scolumns,1
neutral,scorch,388
neutral,scorched,674
neutral,scorcher,1
neutral,scorches,2
neutral,scorching,320
neutral,scrap,3035
neutral,scrape,837
neutral,scraped,3565
neutral,scraper,9
neutral,scrapes,131
neutral,scraping,203
neutral,scrapped,4
neutral,scraps,69
neutral,scratch,8056
neutral,scratched,10372
neutral,scratches,562
neutral,scratching,461
neutral,scratchings,3
neutral,scratchy,69
neutral,scream,26557
neutral,screamed,41395
neutral,screaming,2408
neutral,screams,1009
neutral,screw,2216
neutral,screwed,2258
neutral,screws,28
neutral,scythe,309
neutral,scythes,56
neutral,sealess,12
neutral,seance,1
neutral,sear,1645
neutral,seared,151
neutral,searing,603
neutral,sears,8
neutral,secretion,4
neutral,secretions,1
neutral,securing,283
neutral,sedis,2
neutral,seed,5436
neutral,seeded,3
neutral,seeding,3
neutral,seedings,1
neutral,seeds,2213
neutral,seedy,8
neutral,segregate,1
neutral,seize,3378
neutral,seized,5369
neutral,seizes,112
neutral,seizing,47
neutral,seminal,3
neutral,sensuous,54
neutral,sepulchre,142
neutral,sepulchres,2
neutral,sequestered,3
neutral,sermon,659
neutral,servic,7
neutral,service,5923
neutral,servicing,1
neutral,servility,8
neutral,session,348
neutral,sessions,100
neutral,setaddress,1
neutral,seuerall,3
neutral,severance,11
neutral,severer,13
neutral,shacked,1
neutral,shackle,125
neutral,shackled,200
neutral,shackles,50
neutral,shaft,2542
neutral,shaftes,1
neutral,shafts,351
neutral,shambles,45
neutral,shame,10162
neutral,shamed,296
neutral,shames,39
neutral,shaming,266
neutral,shams,2
neutral,shanks,226
neutral,shatter,3208
neutral,shattered,15718
neutral,shattering,419
neutral,shatters,36
neutral,shell,3358
neutral,shells,1157
neutral,shelly,6
neutral,shimane,14
neutral,shiner,1
neutral,shira,5
neutral,shoreless,272
neutral,shouted,67770
neutral,shove,4586
neutral,shoved,59884
neutral,shoves,19
neutral,shoving,1327
neutral,shows,5040
neutral,shred,790
neutral,shredd,100
neutral,shredded,1763
neutral,shredding,8
neutral,shreds,25
neutral,shriek,5773
neutral,shrieked,2757
neutral,shrieking,88
neutral,shrieks,257
neutral,shrivels,6
neutral,shroud,2864
neutral,shrouded,615
neutral,shrouding,28
neutral,shrouds,188
neutral,shrove,3
neutral,sht,2
neutral,shucked,72
neutral,shuffle,1293
neutral,shutters,504
neutral,shuttled,1
neutral,siamese,10
neutral,sifts,39
neutral,silence,15170
neutral,silenced,818
neutral,silences,201
neutral,silencing,7
neutral,sime,7
neutral,similarly,51
neutral,simp,4
neutral,simper,1
neutral,sinaliza,1
neutral,singe,95
neutral,singed,91
neutral,singer,631
neutral,singers,187
neutral,singes,43
neutral,singing,5212
neutral,singings,16
neutral,sings,2137
neutral,sinon,1
neutral,sinus,46
neutral,sire,1631
neutral,sired,3
neutral,siren,181
neutral,sirens,402
neutral,sires,540
neutral,sirs,13
neutral,sissy,35
neutral,sist,43
neutral,skeleton,735
neutral,skeletons,126
neutral,sket,80
neutral,skewer,14
neutral,skewers,98
neutral,skin,8112
neutral,skinned,391
neutral,skins,352
neutral,skull,1970
neutral,skulls,148
neutral,slam,5790
neutral,slammed,52619
neutral,slamming,1835
neutral,slams,88
neutral,slas,136
neutral,sleaze,3
neutral,sleazy,1
neutral,sledgehammer,39
neutral,sledgehammered,1
neutral,sledgehammers,2
neutral,sleep,41958
neutral,sleeped,1
neutral,sleeper,186
neutral,sleepers,320
neutral,sleeping,5667
neutral,sleepings,1
neutral,sleeps,2501
neutral,sleepy,890
neutral,slice,2106
neutral,sliced,7124
neutral,slices,198
neutral,slicing,254
neutral,slide,5568
neutral,slider,26
neutral,slides,429
neutral,sliding,2469
neutral,sling,84
neutral,slinging,32
neutral,slings,105
neutral,slinks,9
neutral,slit,5979
neutral,slits,17
neutral,slitted,8
neutral,slug,802
neutral,slugs,14
neutral,slunked,5
neutral,slurps,1
neutral,smar,14
neutral,smash,9536
neutral,smashed,32924
neutral,smashes,34
neutral,smashing,506
neutral,smirnova,1
neutral,smoke,9202
neutral,smoked,5356
neutral,smoker,7
neutral,smokers,9
neutral,smokes,36
neutral,smokey,12
neutral,smoking,1166
neutral,smoky,515
neutral,smooch,3
neutral,smooched,5
neutral,smorg,1
neutral,smorgasbord,1
neutral,smud,665
neutral,smuggled,835
neutral,smugness,1
neutral,snap,3885
neutral,snapped,34631
neutral,snapping,496
neutral,snaps,77
neutral,snare,694
neutral,snared,4
neutral,snares,243
neutral,snatch,2098
neutral,snatched,15214
neutral,snatches,78
neutral,snatching,221
neutral,sneer,1199
neutral,sniffle,77
neutral,snipped,576
neutral,snips,3
neutral,snog,22
neutral,snogged,20
neutral,snowstorms,1
neutral,snuff,754
neutral,snuffer,1
neutral,snuffing,2
neutral,sociis,1
neutral,sock,643
neutral,socked,172
neutral,socking,3
neutral,socks,1596
neutral,soddened,1
neutral,soft,26594
neutral,softens,19
neutral,soho,44
neutral,sohrev,1
neutral,solely,114
neutral,solicit,75
neutral,solicited,15
neutral,soliciting,4
neutral,solider,2
neutral,somberly,2
neutral,sord,525
neutral,sore,3041
neutral,soreer,2
neutral,sorer,8
neutral,sores,244
neutral,sous,7
neutral,spake,1538
neutral,spared,546
neutral,spares,91
neutral,sparing,47
neutral,sparred,3
neutral,sparrer,1
neutral,spars,287
neutral,spatter,124
neutral,spattered,249
neutral,spattering,1
neutral,spatula,13
neutral,speciall,1
neutral,spectacula,3
neutral,speculum,11
neutral,spell,3249
neutral,spend,46365
neutral,spender,1
neutral,spending,1054
neutral,spends,173
neutral,spenny,1
neutral,sphincter,2
neutral,spielberg,10
neutral,spin,5853
neutral,spind,69
neutral,spined,2
neutral,spines,284
neutral,spinned,1
neutral,spinner,16
neutral,spinning,1465
neutral,spins,101
neutral,spiny,163
neutral,spit,14320
neutral,spited,1
neutral,spits,84
neutral,spitted,6
neutral,spitter,1
neutral,spitting,617
neutral,splats,1
neutral,splatter,251
neutral,splattered,1289
neutral,splatters,1
neutral,splinter,1375
neutral,splintered,1569
neutral,splintering,12
neutral,splinters,305
neutral,splintery,1
neutral,splurge,68
neutral,spoil,1845
neutral,spoiled,579
neutral,spoiler,8
neutral,spoilers,1
neutral,spoiling,4
neutral,spoils,342
neutral,spooning,28
neutral,sport,2537
neutral,sported,249
neutral,sporting,27
neutral,sports,913
neutral,sporty,1
neutral,sprained,280
neutral,spray,9486
neutral,sprayed,9610
neutral,sprayer,2
