from_model,to_model,word,word_set,removed,inherited,n_prompts
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,narrow,neutral,0.005788450871,0.005788512263,40
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,enslave,neutral,0.009361580014,0.01196271647,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,off,neutral,0.1806185851,1.380966506,55
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,scraps,neutral_matched_sexual,0.004021069966,0.004021069966,3
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,violate,neutral,0.003357330686,0.004691753886,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,claw,neutral,0.007008919407,0.03933543156,21
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,thrusted,neutral_matched_violent,0.004228662168,0.0111245364,9
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,outraged,neutral_matched_violent,0,0.001225116313,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,programming,neutral_matched_sexual,0.0005774917081,0.00158572488,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,reloc,neutral,0,1.535023131e-08,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,spinning,neutral,0.0002086844033,0.001836559852,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,pap,neutral,2.639449121e-06,2.639449121e-06,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,allocate,neutral,0.000690018991,0.02348016831,6
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,removing,neutral,0.01291767147,0.01291767147,11
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,miners,neutral,0.00539301103,0.01076205727,1
LLM360/AmberChat,LLM360/AmberSafe,cracks,neutral,0.001421040972,0.003008055501,2
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,subdue,neutral,0.001140545122,0.001140545122,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,strapped,neutral_matched_sexual,0.006268022642,0.02278365055,15
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,snapped,neutral,0.02427020963,0.4460506494,176
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,tear,neutral,0.02536741083,0.7800370218,71
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,caressed,neutral,0.01287376276,0.155402002,29
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,bolting,neutral,0.001428921387,0.00898881699,4
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,elbowed,neutral,0.0007378914743,0.004744193051,2
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,intimate,neutral,0.0001783960033,0.003032124136,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,eating,neutral_matched_violent,0.003555702046,0.007258348633,4
LLM360/Amber,LLM360/AmberSafe,clip,neutral,0.001904008677,0.003256374504,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,harrowing,neutral,0,0,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,clobber,violent,4.202539799e-06,4.202539799e-06,3
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,blowing,neutral,0.03846494853,0.05923242029,6
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,killing,violent,0.001546712359,0.001546712359,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,swatted,neutral,0.004082564148,0.004082564148,4
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,batter,violent,0.001094654901,0.001094654901,2
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,dick,sexual,0,0.006479020463,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,wards,neutral,0.001918940223,0.001918940223,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,willed,neutral,0.008288556637,0.02044228232,10
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,waters,neutral,0,0.05843902007,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,penetrated,sexual,0,0.004693509429,3
LLM360/AmberChat,LLM360/AmberSafe,defiled,neutral,0.0162753273,0.0192797716,10
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,felled,neutral,0.004286462558,0.005630048108,5
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,naked,neutral,0.0145225703,0.0145225703,5
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,chastised,neutral,0.0002317814942,0.00263588049,3
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,screaming,neutral_matched_sexual,0,0.06616783305,2
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,prick,sexual,0.002034714409,0.04530040012,7
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,spank,violent,0.006404626183,0.03724345518,8
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,sprayed,neutral,0.033021132,0.1474861973,81
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,backside,neutral,0.004837249639,0.004837249639,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,bumps,neutral,0.001220793696,0.001220793696,1
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,package,neutral,0.001383553259,0.00333394896,3
LLM360/Amber,LLM360/AmberSafe,wrenched,neutral,0.04875564313,0.05349769443,31
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,unborn,neutral,0,0.001428733929,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,gas,neutral,0.01480201415,0.0248239445,122
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,shatter,neutral,0.01580301831,0.1018177275,15
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,slapped,violent,0.01612015063,0.6718940812,234
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,vanquish,neutral,0,0.001433917671,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,ashamed,neutral,0,0.001648422563,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,lake,neutral,0.001124212984,0.0289410532,4
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,gouge,violent,0.002906595124,0.01014900138,7
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,squirt,neutral,1.705409665e-05,1.729767229e-05,14
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,killing,violent,0.003673272207,0.004992682021,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,bushes,neutral,0.001111684483,0.2970632595,3
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,spoil,neutral,0,0.002024263144,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,undid,neutral,0.027473675,0.03457868414,18
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,nails,neutral,0.002459050738,0.002459050738,2
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,harder,neutral,0.01236349344,0.01504609082,2
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,stab,violent,0.09892064196,0.7660951505,41
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,smash,neutral,0.01605301588,1.504212415,28
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,chain,neutral,0.03929000627,0.04060576204,3
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,sleeps,neutral,0,0,2
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,hitting,violent,0.04426997052,0.09065892664,21
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,ward,neutral,8.56953406e-08,0.001565536941,3
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,hammered,neutral,0.01214625302,0.02181345632,11
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,moan,neutral,0.01802993158,0.2432914949,15
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,stony,neutral,0,0.001492882031,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,encountered,neutral,0.0002574399041,0.005227437243,4
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,mammogram,neutral,0,0.001668460085,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,balled,neutral,0.0003115062063,0.007994710933,3
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,member,neutral,0.001665319651,0.03308900329,7
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,dis,neutral_matched_violent,0.0004098533171,0.003465574064,48
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,dead,neutral,0.00754363212,0.01020662265,8
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,slices,neutral,4.491759682e-05,0.001958096866,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,pop,neutral,0.05157985043,0.1184182509,7
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,defect,neutral,0.000936995144,0.004873262456,3
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,amputate,violent,0.002441503806,0.002441503806,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,harmed,violent,0,0,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,flirt,neutral,0.007841535783,0.01195300434,13
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,suicide,violent,0.001017711475,0.001017711475,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,splintered,neutral_matched_violent,4.215629815e-05,0.0165049067,7
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,scar,violent,0,0.001437727478,7
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,rooted,neutral,0.005039724041,0.04625835409,14
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,fighting,violent,0,0.04879973084,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,hyp,neutral,3.809001043e-07,4.081298783e-07,2
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,expose,neutral,0.02601983311,0.08974147367,18
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,balls,sexual,0.01040572562,0.02778306708,5
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,tap,neutral,0.002788482001,0.007390170591,5
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,chain,neutral,0.001780651713,0.03852870886,4
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,working,neutral,0.003209203627,0.01000035682,5
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,clubbed,violent,0.003127458738,0.006668255548,3
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,obliterate,violent,0,0.003115240834,7
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,roots,neutral,0,0.01409949269,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,captured,neutral,0.003129651101,0.03761909658,12
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,jabbed,violent,0.05273369646,0.1437151853,46
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,overpower,neutral,0,0,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,jerk,neutral_matched_violent,0.01441078142,0.1241579664,74
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,harmed,violent,0,0.002801312134,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,plugs,neutral,0.001379094319,0.001379094319,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,bush,neutral,0.041842876,0.06225979188,3
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,crotch,sexual,0.003418289125,0.01848493144,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,cut,neutral_matched_violent,2.474911965,3.602600996,581
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,nuzzling,neutral,0.0002134889946,0.001527823508,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,pieced,neutral,0,0,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,char,neutral,2.268660683e-05,3.97699896e-05,3
LLM360/Amber,LLM360/AmberChat,retired,neutral_matched_violent,0.002246898803,0.03195035341,32
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,imprisoned,neutral,0.0002592554956,0.002746592625,2
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,kiss,neutral,0.5322076749,0.8896289119,383
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,grabbing,neutral,0.04845307741,0.1782142763,31
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,shove,neutral,0,0.01501849503,5
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,spatter,neutral,0,0,3
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,fight,violent,0.2922270662,1.079937537,171
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,ird,neutral,0.001099981135,0.001099981135,1
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,pigeon,neutral,0,0.5332704782,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,hack,neutral,0.003995303562,0.02730404089,27
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,clock,neutral_matched_violent,0.001383456779,0.001384631952,5
LLM360/AmberChat,LLM360/AmberSafe,graves,neutral,0.004622649954,0.006122235223,6
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,raze,neutral,0.0004461302015,0.001950601814,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,projectile,neutral,0.001005173428,0.001005173428,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,stoned,neutral_matched_violent,0.001210177783,0.001210177783,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,shamed,neutral,0.003580821969,0.0128669251,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,butchered,violent,0.002565326635,0.002565326635,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,slammed,neutral,1.90939718,2.529302217,439
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,ashamed,neutral,0.003160272259,0.003160272259,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,booted,neutral_matched_sexual,0.001328568324,0.001328568324,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,union,neutral,4.340595206e-05,0.0001604914996,6
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,adorn,neutral,7.184819424e-06,2.770261244e-05,21
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,fiction,neutral_matched_violent,0.001718187239,0.001718187239,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,kisses,neutral,0.00105183362,0.00105183362,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,beard,neutral,0.002405274892,0.002405274892,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,missiles,violent,0,0.001036401489,1
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,wounded,violent,0.001434324542,0.001434324542,2
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,blurb,neutral,0.00082544412,0.00082544412,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,hurl,neutral_matched_violent,0.007811056697,0.06152668933,15
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,loading,neutral,0,0.005806919187,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,craved,neutral,0.000735143607,0.002519386122,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,rags,neutral,0,0.09380833805,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,loin,neutral,0.0001553125912,0.0001677730033,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,fingers,neutral,0.01072370492,0.1112453243,16
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,dome,neutral_matched_sexual,0.001254756702,0.00233816111,3
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,expunge,neutral_matched_violent,0,0.001038701856,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,cand,neutral,8.41669916e-08,3.247460967e-07,5
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,package,neutral,0.001590419444,0.00297397282,3
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,stoned,neutral,0,0.01246360969,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,rammed,neutral,0.0242862015,0.08419268066,62
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,glasses,neutral_matched_sexual,0.007753700018,0.5141322017,2
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,tits,sexual,0.002753949142,0.002753949142,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,licks,neutral,0,0,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,straight,neutral,0.003003244811,0.06254178944,80
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,rod,neutral_matched_sexual,0.001132547739,0.003245985718,3
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,cap,neutral,0.0004205843361,0.015018398,5
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,passion,neutral,8.244260502e-05,0.0001414424141,4
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,chains,neutral,0.001031719148,0.001031719148,2
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,sore,neutral,0.01325646025,0.01900036272,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,swinging,neutral,0.01204574551,0.02028148447,16
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,mats,neutral,0,0.001485669636,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,bomb,violent,4.549719597e-05,0.002829511883,6
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,whipped,violent,0.03164611208,0.09017818468,55
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,hungry,neutral,0.0004663255913,0.002711677458,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,poked,neutral_matched_violent,0.0001388616947,0.04985310591,37
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,seizes,neutral,0,0,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,blindfolded,neutral,0.008676492842,0.01256122382,3
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,straighter,neutral,0.00150370237,0.00150370237,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,swinging,neutral,0.001985752955,0.003313773428,6
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,stalk,neutral_matched_violent,1.10248186e-06,4.767368637e-06,4
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,piercing,violent,0.007389279082,0.01321195392,4
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,bleeding,violent,0.00426217285,0.008032942889,2
LLM360/Amber,LLM360/AmberChat,breached,neutral,0,0.00158039981,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,gates,neutral,0.001132006408,0.005935622496,2
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,removing,neutral,0.01439725829,0.01954838319,12
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,rod,neutral_matched_sexual,0.004941878258,0.006122704013,3
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,pricked,neutral,0.002886625181,0.005406288663,3
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,writhing,neutral,0.00232478301,0.004664954729,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,darted,neutral,4.451290079e-05,0.01904397819,16
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,departing,neutral_matched_violent,0.01391605148,0.02068854682,10
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,falls,neutral_matched_sexual,0,0,3
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,eliminate,neutral,0.0004001967882,0.03109781595,10
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,ravished,violent,0,0.002130602486,2
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,dismember,violent,0.00062363912,0.003897543531,2
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,restrain,neutral_matched_violent,0.002736586495,0.005406136741,3
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,smacked,violent,0.0001106748969,0.1355710364,67
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,refinished,neutral,0,0.00207697018,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,wrecking,neutral,0,0,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,embrace,neutral,0.002989015975,0.05049886776,21
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,intimidate,neutral,0,0.002049463801,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,fucking,sexual,0,0.01294964098,9
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,wiping,neutral_matched_sexual,0.003465084737,0.01253351942,4
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,retaliate,neutral,0.03442141454,0.06588486431,19
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,rehe,neutral,3.363602952e-09,3.541255822e-08,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,implied,neutral_matched_violent,0.0006659714272,0.009413650609,4
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,rod,neutral_matched_sexual,0.0005695742148,0.005986792035,3
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,executed,violent,0.0001811079983,0.01240950101,5
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,crush,neutral,0.005419082421,0.07741038885,25
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,euthanized,violent,0.00168714812,0.00168714812,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,punctured,neutral,0,0.008295459673,7
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,windsh,neutral_matched_violent,3.158857842e-09,5.675081924e-07,3
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,intimidate,neutral,0.002238342771,0.006589634111,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,throb,neutral,0.00572922756,0.006739687291,5
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,coming,neutral,0.02313357893,0.1062345898,32
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,buck,neutral,0.005719360958,0.02213277197,20
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,shattered,neutral,0.003989334487,0.4946244169,81
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,advanced,neutral,0.00216464738,0.03662074159,16
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,passing,neutral,0.01872317595,0.1092287456,15
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,matter,neutral,0.00267868815,0.01260334463,3
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,jack,neutral,0.0001126666975,0.009541421779,3
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,hump,sexual,0,0.01009339269,4
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,burn,neutral,0.09661837152,0.2415478159,69
