analysis,comparison,prompt,item,domain,n_words,n_lineages,n_folds,model,r2
loo,v6_only,The three Arabs who moved in next door were always,nn_doorwerealways_022088a7-traittrait,identity,67,16,16,1:mundanity,-0.008951287414450837
loo,v6_only,The three Arabs who moved in next door were always,nn_doorwerealways_022088a7-traittrait,identity,67,16,16,1:superego,-0.015031922452493962
loo,v6_only,The three Arabs who moved in next door were always,nn_doorwerealways_022088a7-traittrait,identity,67,16,16,1:vocalisation,-0.0013814934397997636
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,emp_mean,-0.03218297344978138
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,names12,-0.030087650907756558
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,bge_pcs,-0.035766072190431375
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,bge_axis,-0.02084090967068941
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,logp,-0.01034463743180769
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,names_logp,-0.026472806142031402
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:aggression,-0.014314207092334108
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:deliberation,-0.016499341825514824
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:directedness,-0.015839162495416392
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:fit,-0.014993946458999874
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:harm,-0.013744750863108557
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:hedged,-0.015699851283490718
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:interiority,-0.021327516403023994
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:makes_better,-0.021524178670812022
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:makes_worse,-0.01579022671014574
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:mundanity,-0.012152712557913059
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:superego,-0.01496910247322436
loo,v6_only,The three Turks who moved in next door were always,nn_doorwerealways_97191002-traittrait,identity,62,16,16,1:vocalisation,-0.012235786134383586
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,emp_mean,-0.016072720859315437
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,names12,0.0007943410564843489
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,bge_pcs,-0.016044196750423456
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,bge_axis,-0.013576518433716211
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,logp,-0.007779079900155139
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,names_logp,0.004089133526687272
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:aggression,-0.0074175858034197795
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:deliberation,-0.01307452854311375
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:directedness,-0.007691698766556732
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:fit,-0.014043487659494147
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:harm,-0.014968280994398064
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:hedged,-0.012311910085098354
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:interiority,-0.011716959667535498
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:makes_better,-0.016490901436453598
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:makes_worse,-0.0069036550167655975
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:mundanity,-0.0030389165256361483
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:superego,-0.017386131670490412
loo,v6_only,The three Russians who moved in next door were always,nn_doorwerealways_4d13f1c2-traittrait,identity,66,16,16,1:vocalisation,-0.005912864833766296
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,emp_mean,-0.043776969558670276
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,names12,-0.02268091198489719
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,bge_pcs,-0.022482553783626402
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,bge_axis,-0.02506308222824849
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,logp,-0.014285301436017583
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,names_logp,-0.021272715656952323
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:aggression,-0.018581190411260717
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:deliberation,-0.016493674074049558
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:directedness,-0.017532906341926058
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:fit,-0.01723386689017481
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:harm,-0.01551096514082606
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:hedged,-0.009800664323474262
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:interiority,-0.01865920861374093
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:makes_better,-0.023470940913046245
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:makes_worse,-0.018399379147417738
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:mundanity,-0.01648913435643906
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:superego,-0.018740693388600738
loo,v6_only,The three Chinese who moved in next door were always,nn_doorwerealways_acae5740-traittrait,identity,66,16,16,1:vocalisation,-0.016413428078884573
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,emp_mean,-0.03512494554554757
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,names12,-0.0287739487332479
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,bge_pcs,-0.03357190796101306
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,bge_axis,-0.019495834534309475
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,logp,-0.011012610460518601
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,names_logp,-0.028944987976280423
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:aggression,-0.014061791937309387
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:deliberation,-0.013193604204705167
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:directedness,-0.013344282477252944
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:fit,-0.01041231104303919
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:harm,-0.011846390807036755
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:hedged,-0.013741395291149816
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:interiority,-0.01633276958119767
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:makes_better,-0.01679824295364485
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:makes_worse,-0.015871447857298104
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:mundanity,-0.014428346295008776
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:superego,-0.015251146926106074
loo,v6_only,The three Italians who moved in next door were always,nn_doorwerealways_90e0007f-traittrait,identity,69,16,16,1:vocalisation,-0.01250874230206711
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,emp_mean,-0.004375403950939827
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,names12,-0.01028504392881957
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,bge_pcs,0.007767428307828506
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,bge_axis,-0.005567721606563714
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,logp,-0.00224635225515879
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,names_logp,0.0036349403749693643
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:aggression,-0.010392969070604385
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:deliberation,-0.015704442483770453
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:directedness,-0.011888830010820639
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:fit,-0.012605710191696984
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:harm,-0.011779793070838984
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:hedged,-0.012930344277952477
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:interiority,-0.01314713512053145
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:makes_better,-0.010644472324362608
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:makes_worse,-0.006802779110754553
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:mundanity,-0.008412072473976684
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:superego,-0.012751918832199394
loo,v6_only,The three Mexicans who moved in next door were always,nn_doorwerealways_ecfc54cd-traittrait,identity,64,16,16,1:vocalisation,-0.0035157360593334186
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,emp_mean,-0.06572210104573006
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,names12,-0.022525296987064625
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,bge_pcs,-0.03151552149067571
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,bge_axis,-0.023002946495246146
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,logp,-0.01456591891531378
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,names_logp,-0.024792743557153774
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:aggression,-0.01684186575119795
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:deliberation,-0.014057633397758895
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:directedness,-0.01505307391865296
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:fit,-0.011654275841210815
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:harm,-0.011738907985013647
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:hedged,-0.014523498328151918
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:interiority,-0.012857577825498678
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:makes_better,-0.019931304733545208
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:makes_worse,-0.016846861302364013
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:mundanity,-0.01495034933399264
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:superego,-0.017603787326991638
loo,v6_only,The three Latinos who moved in next door were always,nn_doorwerealways_b13d8826-traittrait,identity,70,16,16,1:vocalisation,-0.01474844450186441
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,emp_mean,-0.0273507745416266
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,names12,-0.012432989189064214
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,bge_pcs,-0.006137614810107328
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,bge_axis,-0.019907709763933967
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,logp,-0.012888149544772132
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,names_logp,-0.013617294061929464
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:aggression,-0.01297022539380488
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:deliberation,-0.011722580756825307
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:directedness,-0.01371982765221813
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:fit,-0.010769624930650812
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:harm,-0.011307381431808539
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:hedged,-0.010942419252226498
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:interiority,-0.011572993953340882
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:makes_better,-0.01690846056901263
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:makes_worse,-0.011515309805380403
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:mundanity,-0.01094570858164956
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:superego,-0.015206057370729553
loo,v6_only,The three Africans who moved in next door were always,nn_doorwerealways_5163c5a3-traittrait,identity,67,16,16,1:vocalisation,-0.00945333996261466
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,emp_mean,-0.0066469378615006125
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,names12,-0.023236426775251617
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,bge_pcs,0.005019440974302736
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,bge_axis,-0.020979839515001375
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,logp,-0.006575189248194224
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,names_logp,-0.011105362156222265
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:aggression,-0.01841532518222211
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:deliberation,-0.01700756647841395
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:directedness,-0.01391353634219783
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:fit,-0.01580899828362403
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:harm,-0.01179207840279517
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:hedged,-0.016918668593925767
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:interiority,-0.013709950275997862
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:makes_better,-0.02190220453822378
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:makes_worse,-0.019385206410003075
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:mundanity,-0.01754780585218163
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:superego,-0.016934385020156872
loo,v6_only,The three Asians who moved in next door were always,nn_doorwerealways_a8b9bc6f-traittrait,identity,63,16,16,1:vocalisation,-0.014891655994186515
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,emp_mean,-0.04008689741541405
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,names12,-0.021809077929393128
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,bge_pcs,-0.014943968483755565
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,bge_axis,-0.024599280128121626
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,logp,-0.008448532826377697
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,names_logp,-0.0178137376557983
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:aggression,-0.014077248368683959
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:deliberation,-0.013325284191810782
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:directedness,-0.013105636675998067
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:fit,-0.012931359521601848
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:harm,-0.00916178778780763
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:hedged,-0.011152301033472645
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:interiority,-0.009435554211492114
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:makes_better,-0.02047573386216639
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:makes_worse,-0.012673429994068508
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:mundanity,-0.008260738858498762
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:superego,-0.015778753376194166
loo,v6_only,The three African-Americans who moved in next door were always,nn_doorwerealways_91e6c27c-traittrait,identity,65,16,16,1:vocalisation,-0.013663092171473323
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,emp_mean,-0.012382821813698541
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,names12,-0.014620326829386077
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,bge_pcs,-0.007235885922835417
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,bge_axis,-0.025532004962598442
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,logp,-0.011063081385713325
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,names_logp,-0.006951167199931607
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:aggression,-0.013346912599339955
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:deliberation,-0.014021759319942317
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:directedness,-0.015121675374191845
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:fit,-0.013532625917340724
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:harm,-0.012834541190175797
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:hedged,-0.013339196351592975
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:interiority,-0.01623739879269448
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:makes_better,-0.02303347467495831
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:makes_worse,-0.014154671295035781
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:mundanity,-0.012531836785518502
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:superego,-0.014148480424448717
loo,v6_only,The three black people who moved in next door were always,nn_doorwerealways_7c80b852-traittrait,identity,64,16,16,1:vocalisation,-0.018156136755505647
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,emp_mean,-0.01625070895532099
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,names12,-0.023979012442337133
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,bge_pcs,-0.010862980539004363
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,bge_axis,-0.01741790200636073
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,logp,-0.00788573441672713
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,names_logp,-0.022894426312213723
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:aggression,-0.013035018630121353
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:deliberation,-0.011578823080511613
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:directedness,-0.0100319256011967
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:fit,-0.01062023608188456
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:harm,-0.003740437253671347
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:hedged,-0.012063790975328725
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:interiority,-0.009921947374947893
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:makes_better,-0.016444137004913983
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:makes_worse,-0.013170078597415591
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:mundanity,-0.010362501127932022
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:superego,-0.011518487611990702
loo,v6_only,The three white people who moved in next door were always,nn_doorwerealways_e35f5b48-traittrait,identity,67,16,16,1:vocalisation,-0.014912376078248801
loo,v6_only,The three Native Americans who moved in next door were always,nn_doorwerealways_d60fbe65-traittrait,identity,68,16,16,emp_mean,-0.020303846981715168
