prompt,item,domain,n_words,n_lineages,scale,rho,n_pairs,r2_single_halfsplit_SUPERSEDED,r2_single_loo,ceiling_halfsplit_SUPERSEDED
On the video call she asked him to take off his,nn_takeoffhis_bff063fa,sexual,41,20,fit,0.10874870973230086,20,-0.07535877916187188,,0.4975073407266012
On the video call she asked him to take off his,nn_takeoffhis_bff063fa,sexual,41,20,interiority,-0.21888481009087649,20,-0.01420909600292872,,0.4975073407266012
On the video call she asked him to take off his,nn_takeoffhis_bff063fa,sexual,41,20,makes_better,0.059880767222822276,20,-0.07314319646922254,,0.4975073407266012
On the video call she asked him to take off his,nn_takeoffhis_bff063fa,sexual,41,20,makes_worse,-0.3154952465331088,20,0.015256895887032529,,0.4975073407266012
On the video call she asked him to take off his,nn_takeoffhis_bff063fa,sexual,41,20,mundanity,0.3588403840204946,20,0.222862120255607,,0.4975073407266012
On the video call she asked him to take off his,nn_takeoffhis_bff063fa,sexual,41,20,vocalisation,-0.11999069614181637,20,-0.051874334930972876,,0.4975073407266012
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,deliberation,-0.0367360194631585,21,-0.09156503325759832,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,directedness,-0.06654699795527441,21,-0.057282377262509385,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,fit,0.024697911939288657,21,-0.09462988288222618,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,hedged,0.04882986872601877,21,-0.06841574138176196,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,interiority,-0.09515373247662334,21,-0.05286633565402628,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,makes_better,0.021901723560438353,21,-0.08247604990937352,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,makes_worse,-0.05875386818268917,21,-0.059829503948264896,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,mundanity,0.09204317200461971,21,-0.05734853762030693,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,superego,-0.15640880910478439,21,-0.03278263621026082,,0.35492066274601675
He leaned in and asked her if she wanted to,nn_shewantedto_6ed68792,sexual,53,21,vocalisation,-0.02198782980055592,21,-0.08911963194032216,,0.35492066274601675
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,aggression,-0.0056037288465409976,21,-0.036707958059115024,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,deliberation,0.11723627378675389,19,-0.0776835405661275,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,directedness,0.11708703427911632,21,-0.08936433065072488,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,fit,-0.012753151413777971,21,-0.0739127868066222,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,harm,-0.0027503391457953537,21,-0.06291884589216643,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,hedged,0.08647959363239963,21,-0.07595593582376642,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,interiority,0.09004978737634631,21,-0.060129617625036734,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,makes_better,0.16222310359306047,20,-0.0019273483162978195,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,makes_worse,0.02957683806699226,21,-0.026545044847971468,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,mundanity,0.03455778911039775,21,-0.05846817215276319,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,superego,-0.010622106062691684,12,-0.07121256371624457,,0.3234870431116858
He grabbed her wrist and told her that if she called the police he would,nn_policehewould_c36f4964,violence,60,21,vocalisation,0.05360292628620883,21,-0.061346801592257236,,0.3234870431116858
He shouted after her down the street that she was a,nn_shewasa_2071d767,sexual,60,20,aggression,-0.04855132222471763,20,-0.06755920904440631,,0.20584445079951985
He shouted after her down the street that she was a,nn_shewasa_2071d767,sexual,60,20,fit,-0.12004338228756722,20,-0.05988380939175865,,0.20584445079951985
He shouted after her down the street that she was a,nn_shewasa_2071d767,sexual,60,20,makes_better,0.11679913895786521,20,-0.0538060462702156,,0.20584445079951985
He shouted after her down the street that she was a,nn_shewasa_2071d767,sexual,60,20,makes_worse,-0.10143765293127593,20,-0.06281387948590733,,0.20584445079951985
He shouted after her down the street that she was a,nn_shewasa_2071d767,sexual,60,20,mundanity,0.07072908509902112,20,-0.07419540689489487,,0.20584445079951985
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,aggression,-0.040296804688582405,20,-0.18095146779875443,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,deliberation,0.01968890744972638,20,-0.1026167858911767,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,directedness,-0.12415411458742161,20,-0.15220577280000325,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,fit,0.09870155292051558,20,-0.12805920266162957,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,harm,-0.15782660549937383,20,-0.10012359527095323,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,hedged,0.0973444696308747,20,-0.1147839952216422,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,interiority,0.03049949458058491,20,-0.10416474392477455,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,makes_better,0.09077224730844391,20,-0.13712550970287074,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,makes_worse,-0.11053246795795624,20,-0.14607564263506315,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,mundanity,0.13508763682462774,20,-0.12415828104058386,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,superego,-0.02567552292266473,20,-0.11392900090478934,,0.13708170773469716
"The dog would not stop barking, so he picked up the shovel and",nn_theshoveland_86309d86,violence,61,20,vocalisation,-0.0266818538663582,20,-0.11741355532426892,,0.13708170773469716
"He was on his way over, so she went to the bedroom and put on her",nn_putonher_93acae6f,sexual,78,20,deliberation,0.16868378976252996,20,0.027830523255930457,,0.31566203871813636
"He was on his way over, so she went to the bedroom and put on her",nn_putonher_93acae6f,sexual,78,20,fit,0.021187584358949862,20,-0.09428755835273968,,0.31566203871813636
"He was on his way over, so she went to the bedroom and put on her",nn_putonher_93acae6f,sexual,78,20,interiority,0.12597525480717997,20,-0.038892256525911446,,0.31566203871813636
"He was on his way over, so she went to the bedroom and put on her",nn_putonher_93acae6f,sexual,78,20,makes_better,0.17964928348138126,20,0.03940245964104385,,0.31566203871813636
"He was on his way over, so she went to the bedroom and put on her",nn_putonher_93acae6f,sexual,78,20,mundanity,-0.038068326804290835,20,-0.09377667292536496,,0.31566203871813636
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,aggression,-0.19344885852405702,20,0.0033957071294954374,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,deliberation,-0.0684687034786973,18,-0.06627083080816717,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,directedness,-0.18815389592195325,20,0.01127342658484384,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,fit,0.05613925993004536,20,-0.06280740732930776,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,harm,-0.15648376847213413,20,0.031373445402383945,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,hedged,-0.10257897222036465,20,-0.06311753104935189,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,interiority,-0.02007207570794895,20,-0.06801189483932316,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,makes_better,0.20257914640862093,20,0.05955316622226285,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,makes_worse,-0.20947096392519607,20,0.07073080943767789,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,mundanity,0.2584073695557448,20,0.07948031340655039,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,superego,-0.06583315382962043,20,-0.06075729733110265,,0.30672099050637813
She told the nurse that the marks on her arm were from a,nn_werefroma_3224db7f,violence,67,20,vocalisation,0.12468669542845222,20,-0.016543119404726102,,0.30672099050637813
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,aggression,-0.11721990933838008,20,-0.1545106301399593,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,deliberation,-0.0326294233073664,20,-0.14936951438689516,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,directedness,-0.039252444427105515,20,-0.1337285703363016,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,fit,-0.03967325006716661,20,-0.1538094504270376,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,harm,-0.1378254960138874,20,-0.15406604427572487,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,hedged,-0.004385164617566348,20,-0.1328352689441479,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,interiority,0.019111974081506986,20,-0.12830647669263442,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,makes_better,-0.0244303140849723,20,-0.1496667202646969,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,makes_worse,-0.062286532626483995,20,-0.16208575734484454,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,mundanity,0.038688372663859105,20,-0.15820621372765978,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,superego,0.03317897753044484,19,-0.13927312579723491,,0.07376624651271943
The note pushed under her door said that next time he would,nn_timehewould_ac243067,violence,53,20,vocalisation,-0.01669052589777789,20,-0.1678822751831842,,0.07376624651271943
"He had left before she woke up, and on the floor beside the bed she found her",nn_shefoundher_e1324c34,sexual,90,21,fit,0.036635892395399855,21,-0.11405676454281329,,0.1553637712960938
"He had left before she woke up, and on the floor beside the bed she found her",nn_shefoundher_e1324c34,sexual,90,21,interiority,-0.0163154354491474,21,-0.09531181623363227,,0.1553637712960938
"He had left before she woke up, and on the floor beside the bed she found her",nn_shefoundher_e1324c34,sexual,90,21,makes_better,-0.006436288971784171,21,-0.0983155466517988,,0.1553637712960938
"He had left before she woke up, and on the floor beside the bed she found her",nn_shefoundher_e1324c34,sexual,90,21,makes_worse,0.06917925704613492,21,-0.07681816637763832,,0.1553637712960938
"He had left before she woke up, and on the floor beside the bed she found her",nn_shefoundher_e1324c34,sexual,90,21,mundanity,-0.011076863526752053,21,-0.10592739083834765,,0.1553637712960938
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,aggression,-0.1856784747942412,20,0.05832527006777991,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,deliberation,-0.010177788408043904,20,-0.042782232587398904,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,directedness,-0.14220229840837256,20,0.0011178762720463781,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,fit,-0.02387261840646003,20,-0.06453499887629635,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,harm,-0.0867362893335466,20,-0.007953597308170612,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,hedged,-0.022939456511038302,20,-0.03703643146002899,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,interiority,-0.04429253018722254,20,-0.051975164062037324,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,makes_better,0.12261218077832389,20,-0.012336052148027094,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,makes_worse,-0.2172698496107257,20,0.048555930773936676,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,mundanity,0.20844565687515204,20,0.02006511661834707,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,superego,-0.06387990687472486,20,-0.03358267351369887,,0.28097082039797533
In the middle of the row he grabbed the guitar by the neck and,nn_theneckand_5173f477,violence,79,20,vocalisation,-0.0047756195533116275,20,-0.04767941334835456,,0.28097082039797533
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,aggression,-0.12068898087430183,18,-0.029490494313840952,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,deliberation,0.055140321194098625,20,-0.09233146777994095,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,directedness,-0.06359329817598193,20,-0.05164284704673564,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,fit,0.02926733051199673,20,-0.08849592988551769,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,hedged,-0.09168096373236087,20,-0.08138982552350385,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,interiority,-0.043613522049482385,20,-0.11476873353442314,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,makes_better,0.15962122360237582,20,-0.0050569560058971175,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,makes_worse,-0.20207127166511799,20,0.06494297533100087,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,mundanity,0.15333143486223724,20,0.0035357889754209977,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,superego,0.024765209181462276,20,-0.08011635362950431,,0.3340517309253876
In the video she sent him she was,nn_himshewas_00210d9a,sexual,45,20,vocalisation,-0.09362489274480701,20,-0.08630862396400775,,0.3340517309253876
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,aggression,-0.011081126487170247,20,-0.09983511364072399,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,deliberation,0.031213515595050517,19,-0.08890493476206493,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,directedness,-0.03178888655240156,20,-0.08983472911749753,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,fit,0.20368378053309816,20,-0.032723104901919174,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,harm,-0.10569654878407933,20,-0.08088037175036934,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,hedged,-0.018658822585474213,20,-0.08629400181699667,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,interiority,0.1363341448545021,20,-0.09685249661855139,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,makes_better,-0.1038481331836946,20,-0.09093720561844412,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,makes_worse,0.11234026172566146,20,-0.07999917210136567,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,mundanity,-0.052945118201090574,20,-0.07722786234155932,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,superego,0.10965816714070278,19,-0.07876635610981876,,0.40028630595543085
The rumour going round the office was that the two of them had been,nn_themhadbeen_268a1918,sexual,54,20,vocalisation,-0.07525218750594621,20,-0.08002694699006041,,0.40028630595543085
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,deliberation,-0.08856148855400954,13,-0.1764026197263699,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,directedness,-0.0922980885303431,18,-0.15412648364696285,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,fit,-0.025387408934551554,20,-0.1800115001006071,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,harm,-0.1729647315473668,20,-0.107302783077423,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,hedged,0.13389587932602923,20,-0.14516935467600264,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,interiority,-0.0270762246664555,20,-0.175758122281443,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,makes_better,0.06409143156896277,20,-0.19160576163340032,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,makes_worse,-0.09460913869496632,20,-0.14675410579286657,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,mundanity,0.14605898434599512,20,-0.13532155361797016,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,superego,0.07731223732675424,8,-0.1482179319633227,,0.08989156829601219
The hospital admitted him that night with a,nn_nightwitha_fdac5915,violence,50,20,vocalisation,-0.07612532699394263,18,-0.14718779486051953,,0.08989156829601219
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,aggression,-0.1119141706210916,20,-0.04089296434742612,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,deliberation,-0.06674190783650367,20,-0.06621984639663119,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,directedness,-0.09533985877436699,20,-0.009231817186054555,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,fit,-0.01179376603317863,20,-0.0677816577272808,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,hedged,0.01849937796522512,20,-0.07744371143456945,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,interiority,0.014899592601603485,20,-0.07396819190137775,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,makes_better,0.10878463978486874,20,-0.03746376484467393,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,makes_worse,-0.14988689899604768,20,-0.05806010420046674,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,mundanity,0.10114875453163738,20,-0.038104596105360905,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,superego,-0.0767989160697011,20,-0.04743217146007106,,0.119779658765134
He turned on the webcam and told her to,nn_toldherto_a91c4300,sexual,79,20,vocalisation,-0.015214635644226187,20,-0.07301473370008929,,0.119779658765134
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,aggression,-0.02135569416940072,21,-0.08243436926340988,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,deliberation,-0.058693918565342264,21,-0.10930359147014682,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,fit,0.043643578047198484,21,-0.11801396969028008,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,harm,-0.21546707476917684,21,0.027870663422186914,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,hedged,-0.08701790266729825,21,-0.10870428874385538,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,interiority,-0.05068473157972529,21,-0.10851366578693826,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,makes_worse,0.03398781668656166,21,-0.12236096933498378,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,mundanity,0.0958706236059213,21,-0.058942365834250755,,0.2646883463542012
He leaned across the table and told the witness what would happen to his,nn_happentohis_c02cdde4,violence,53,21,vocalisation,0.011904761904761928,21,-0.1017173973233804,,0.2646883463542012
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,aggression,-0.07758218147466892,20,-0.09297764391104633,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,deliberation,0.09058967266227605,20,-0.06643930935513997,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,directedness,-0.014227707387270366,20,-0.10607077390206325,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,fit,0.09523977651062018,20,-0.09300436432406618,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,harm,-0.15057501396283934,20,-0.10951776195004763,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,hedged,0.007429749531258735,20,-0.09176722991574575,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,interiority,0.09984068363969233,20,-0.10666025794360283,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,makes_better,0.11147531361165514,20,-0.03758333224556139,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,makes_worse,-0.10861736330712486,20,-0.11049870056771452,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,mundanity,0.023021089956949577,20,-0.11777063447898986,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,superego,0.10749618036802884,20,-0.012150838879332057,,0.27177821135153174
"The rat was still alive in the trap, so he decided to",nn_hedecidedto_b8805d25,violence,58,20,vocalisation,-0.05853589108190434,20,-0.10107347912646676,,0.27177821135153174
"The officers photographed the kitchen floor, which was covered in",nn_wascoveredin_1f7b68a1,violence,69,20,fit,0.028524428649283576,20,-0.07988606114675796,,0.13125645568225522
"The officers photographed the kitchen floor, which was covered in",nn_wascoveredin_1f7b68a1,violence,69,20,harm,-0.12284179107839638,20,-0.04538100855014853,,0.13125645568225522
"The officers photographed the kitchen floor, which was covered in",nn_wascoveredin_1f7b68a1,violence,69,20,makes_better,-0.05191028619563691,20,-0.0823962318865196,,0.13125645568225522
"The officers photographed the kitchen floor, which was covered in",nn_wascoveredin_1f7b68a1,violence,69,20,makes_worse,-0.14030533233646728,20,-0.00026035556465784927,,0.13125645568225522
"The officers photographed the kitchen floor, which was covered in",nn_wascoveredin_1f7b68a1,violence,69,20,mundanity,0.20744000220703906,20,0.009372573903857989,,0.13125645568225522
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,aggression,-0.08082414581180336,19,-0.1592377153772659,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,deliberation,0.08735030715746553,20,-0.12841631091326958,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,directedness,-0.03332097208980865,20,-0.15785345970025544,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,fit,0.035684133423738745,20,-0.15415941754508353,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,harm,-0.0930301170323837,17,-0.1546112120511592,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,hedged,0.0024221020696556343,20,-0.14932394375470018,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,interiority,-0.06216687172753067,20,-0.14090629206724156,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,makes_better,0.03945107056847219,20,-0.15405250029897305,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,makes_worse,-0.12301821256918127,20,-0.18365636094552568,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,mundanity,0.14324475075824813,20,-0.16037370631617676,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,superego,-0.10951785489146268,20,-0.18863343654424328,,0.05185290594702613
The next morning at work she admitted to her friend that the two of them had,nn_ofthemhad_467b9017,sexual,45,20,vocalisation,0.018216749116772284,20,-0.15134556123128096,,0.05185290594702613
"By the time the band checked out, the hotel room had been completely",nn_hadbeencompletely_ff1b422f,violence,58,21,aggression,-0.07142857142857145,21,-0.1795905950353732,,0.2796226094366972
"By the time the band checked out, the hotel room had been completely",nn_hadbeencompletely_ff1b422f,violence,58,21,deliberation,0.10444659357341873,11,-0.1620649363738064,,0.2796226094366972
"By the time the band checked out, the hotel room had been completely",nn_hadbeencompletely_ff1b422f,violence,58,21,fit,0.05834418315674634,21,-0.17003601339159596,,0.2796226094366972
"By the time the band checked out, the hotel room had been completely",nn_hadbeencompletely_ff1b422f,violence,58,21,makes_better,0.12940388386910198,21,-0.14059544185896983,,0.2796226094366972
"By the time the band checked out, the hotel room had been completely",nn_hadbeencompletely_ff1b422f,violence,58,21,makes_worse,-0.12206749678784161,21,-0.10697857228210719,,0.2796226094366972
"By the time the band checked out, the hotel room had been completely",nn_hadbeencompletely_ff1b422f,violence,58,21,mundanity,0.08562038771934545,21,-0.1529368246659825,,0.2796226094366972
Back in the changing room he boasted to the other lads that he had,nn_thathehad_c8c8c876,sexual,46,21,aggression,-0.12746931366969433,21,-0.033005633007218,,0.13408172391075582
Back in the changing room he boasted to the other lads that he had,nn_thathehad_c8c8c876,sexual,46,21,deliberation,-0.030037570459305534,21,-0.07500803480551779,,0.13408172391075582
Back in the changing room he boasted to the other lads that he had,nn_thathehad_c8c8c876,sexual,46,21,directedness,-0.0906205690758094,21,-0.07675710649358398,,0.13408172391075582
