prompt,n_lineages,pos_base,purity_base,pos_aligned,purity_aligned,switch,base_ADJ,base_ADP,base_ADV,base_AUX,base_CCONJ,base_DET,base_INTJ,base_NOUN,base_NUM,base_PART,base_PRON,base_PROPN,base_PUNCT,base_SCONJ,base_SYM,base_VERB,base_X,aligned_ADJ,aligned_ADP,aligned_ADV,aligned_AUX,aligned_CCONJ,aligned_DET,aligned_INTJ,aligned_NOUN,aligned_NUM,aligned_PART,aligned_PRON,aligned_PROPN,aligned_PUNCT,aligned_SCONJ,aligned_SYM,aligned_VERB,aligned_X
She dug through the trash for the receipt he\'d denied and,50,VERB,0.8057,VERB,0.8459,0,0.0000,0.0000,0.0561,0.0000,0.0000,0.0417,0.0000,0.0000,0.0000,0.0000,0.0460,0.0000,0.0000,0.0000,0.0000,0.8057,0.0000,0.0000,0.0000,0.0499,0.0000,0.0000,0.0107,0.0000,0.0000,0.0000,0.0000,0.0134,0.0000,0.0000,0.0000,0.0000,0.8459,0.0000
She feared and dreaded him and decided to,50,VERB,0.9821,VERB,0.9910,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9910,0.0000
She feared him completely and decided to,50,VERB,0.9588,VERB,0.9746,0,0.0000,0.0000,0.0007,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9588,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9746,0.0000
She felt a strange attraction to,50,PRON,0.7620,PRON,0.6667,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.1956,0.0000,0.0000,0.0000,0.0000,0.7620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She felt desire and began to,50,VERB,0.9753,VERB,0.9919,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9919,0.0000
She felt desire and disgust and began to,50,VERB,0.9890,VERB,0.9970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9970,0.0000
She felt desire and longing and began to,50,VERB,0.9710,VERB,0.9889,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9889,0.0000
She felt disgust and began to,50,VERB,0.9883,VERB,0.9974,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9974,0.0000
She felt disgust and revulsion and began to,50,VERB,0.9927,VERB,0.9947,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9947,0.0000
She felt filled with,50,NOUN,0.6058,DET,0.4959,1,0.0151,0.0000,0.0000,0.0000,0.0000,0.3369,0.0000,0.6058,0.0000,0.0000,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000,0.0000,0.4959,0.0000,0.4699,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She felt his breath on her neck as he,50,VERB,0.9762,VERB,0.9958,0,0.0000,0.0000,0.0155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9762,0.0000,0.0000,0.0000,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9958,0.0000
She felt the breeze on her neck as she,50,VERB,0.9622,VERB,0.9913,0,0.0000,0.0000,0.0000,0.0277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9622,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9913,0.0000
She flicked the goldfish out of its bowl and,50,VERB,0.5316,VERB,0.4861,0,0.0000,0.3339,0.0204,0.0000,0.0000,0.0108,0.0000,0.0000,0.0000,0.0000,0.0321,0.0000,0.0000,0.0000,0.0000,0.5316,0.0000,0.0000,0.4138,0.0037,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0000,0.0135,0.0000,0.0000,0.0000,0.0000,0.4861,0.0000
She flipped through her roommate\'s cookbook and,50,VERB,0.9238,VERB,0.9587,0,0.0000,0.0000,0.0315,0.0000,0.0000,0.0076,0.0000,0.0000,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0000,0.9238,0.0000,0.0000,0.0000,0.0081,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.9587,0.0000
She flipped through her roommate\'s journal and,50,VERB,0.9104,VERB,0.9590,0,0.0000,0.0000,0.0251,0.0005,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.9104,0.0000,0.0000,0.0000,0.0053,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.0000,0.9590,0.0000
She flirted with her professor over email and,50,VERB,0.3222,VERB,0.3140,0,0.0000,0.0411,0.1805,0.0624,0.0000,0.0245,0.0000,0.0848,0.0000,0.0000,0.1960,0.0000,0.0000,0.0117,0.0000,0.3222,0.0000,0.0000,0.0089,0.2416,0.0300,0.0000,0.0040,0.0000,0.0268,0.0000,0.0000,0.1484,0.0000,0.0000,0.0004,0.0000,0.3140,0.0000
She flung her classmate off the swing and,50,VERB,0.6830,VERB,0.6380,0,0.0000,0.1000,0.0698,0.0000,0.0000,0.0000,0.0000,0.0084,0.0000,0.0000,0.0608,0.0000,0.0000,0.0000,0.0000,0.6830,0.0000,0.0000,0.1031,0.0354,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0294,0.0000,0.0000,0.0000,0.0000,0.6380,0.0000
She flung the hamster\'s cage off the shelf and,50,VERB,0.4938,VERB,0.3799,0,0.0000,0.2562,0.0149,0.0000,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,0.1047,0.0000,0.0000,0.0000,0.0000,0.4938,0.0000,0.0000,0.2651,0.0036,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0000,0.1153,0.0000,0.0000,0.0000,0.0000,0.3799,0.0000
She folded the prayer rug and,50,VERB,0.9423,VERB,0.9618,0,0.0000,0.0000,0.0206,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.9423,0.0000,0.0000,0.0000,0.0135,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.9618,0.0000
She followed her neighbor up the stairwell with the knife raised and,50,VERB,0.3562,VERB,0.3009,0,0.2611,0.0147,0.0203,0.0135,0.0000,0.1277,0.0000,0.0000,0.0000,0.0000,0.0904,0.0000,0.0000,0.0000,0.0000,0.3562,0.0000,0.2790,0.0022,0.0087,0.0027,0.0000,0.0852,0.0000,0.0000,0.0000,0.0000,0.0808,0.0000,0.0000,0.0000,0.0000,0.3009,0.0000
She followed her neighbor up the stairwell with the mail in hand and,50,VERB,0.6330,VERB,0.6397,0,0.0000,0.0501,0.0099,0.0148,0.0000,0.0898,0.0000,0.0000,0.0000,0.0000,0.0507,0.0000,0.0000,0.0000,0.0000,0.6330,0.0000,0.0000,0.0178,0.0159,0.0080,0.0000,0.1315,0.0000,0.0000,0.0000,0.0000,0.0275,0.0000,0.0000,0.0000,0.0000,0.6397,0.0000
She frayed a section of the climbing rope and,50,VERB,0.7971,VERB,0.7531,0,0.0038,0.0000,0.0521,0.0107,0.0000,0.0086,0.0000,0.0000,0.0000,0.0000,0.0304,0.0118,0.0000,0.0000,0.0000,0.7971,0.0000,0.0000,0.0000,0.0610,0.0052,0.0000,0.0032,0.0000,0.0000,0.0000,0.0000,0.0231,0.0016,0.0000,0.0000,0.0000,0.7531,0.0000
She grabbed her husband by the arm and,50,VERB,0.9446,VERB,0.9834,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,0.0000,0.9446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.9834,0.0000
She grabbed her husband by the throat and,50,VERB,0.9229,VERB,0.9723,0,0.0000,0.0000,0.0134,0.0001,0.0000,0.0000,0.0000,0.0074,0.0000,0.0000,0.0213,0.0000,0.0000,0.0000,0.0000,0.9229,0.0000,0.0000,0.0000,0.0045,0.0002,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.9723,0.0000
She grabbed his,50,NOUN,0.9894,NOUN,0.9979,0,0.0106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She grabbed his collar and started to,50,VERB,0.9855,VERB,0.9968,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9968,0.0000
"She grabbed his collar, she wanted to",50,VERB,0.9897,VERB,0.9973,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9973,0.0000
She grabbed the blade and started to,50,VERB,0.9955,VERB,0.9941,0,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9955,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9941,0.0000
"She grabbed the blade, she wanted to",50,VERB,0.9958,VERB,0.9974,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9974,0.0000
She greeted her neighbor over the phone and hung up before,50,PRON,0.5464,PRON,0.4930,0,0.0000,0.0000,0.0051,0.0000,0.0000,0.1492,0.0000,0.0000,0.0000,0.0000,0.5464,0.0000,0.0000,0.0000,0.0000,0.2169,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0269,0.0000,0.0000,0.0000,0.0000,0.4930,0.0000,0.0000,0.0000,0.0000,0.2620,0.0000
"She had come in ten minutes late again, so the manager decided to",50,VERB,0.9782,VERB,0.9950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9950,0.0000
She had complete control over him and decided to,50,VERB,0.9908,VERB,0.9984,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9984,0.0000
"She had missed a third of the classes on the course, so the college decided to",50,VERB,0.9854,VERB,0.9937,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9937,0.0000
She had the power to,50,VERB,0.9568,VERB,0.9843,0,0.0000,0.0000,0.0000,0.0432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9568,0.0000,0.0000,0.0000,0.0000,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9843,0.0000
She hated him and despised him and wanted to,50,VERB,0.9797,VERB,0.9828,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9828,0.0000
She hated him deeply and wanted to,50,VERB,0.9898,VERB,0.9956,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9956,0.0000
She held him in her arms as he sobbed and whispered,50,PRON,0.2663,PRON,0.2224,0,0.0136,0.2299,0.0140,0.0000,0.0000,0.0266,0.0000,0.1342,0.0000,0.0981,0.2663,0.0000,0.0000,0.0885,0.0000,0.0055,0.0000,0.0251,0.0931,0.0055,0.0000,0.0000,0.0087,0.0000,0.2209,0.0000,0.0009,0.2224,0.0000,0.0000,0.0195,0.0000,0.0048,0.0000
She held his hand as the fireworks went,50,ADP,1.0000,ADP,1.0000,0,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She held his hand as the machines went,50,ADP,0.6610,ADP,0.4990,0,0.1086,0.6610,0.1236,0.0000,0.0000,0.0000,0.0000,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,0.0000,0.1415,0.4990,0.0634,0.0000,0.0000,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000
She helped herself to her own savings and,50,VERB,0.6245,VERB,0.6862,0,0.0000,0.0070,0.0819,0.0212,0.0000,0.0627,0.0000,0.0307,0.0000,0.0239,0.0734,0.0000,0.0000,0.0003,0.0000,0.6245,0.0000,0.0000,0.0008,0.0724,0.0079,0.0000,0.0177,0.0000,0.0288,0.0000,0.0063,0.0241,0.0000,0.0000,0.0000,0.0000,0.6862,0.0000
She helped herself to her sister\'s savings and,50,VERB,0.6841,VERB,0.6878,0,0.0000,0.0000,0.1304,0.0375,0.0000,0.0279,0.0000,0.0183,0.0000,0.0114,0.0418,0.0000,0.0000,0.0000,0.0000,0.6841,0.0000,0.0000,0.0000,0.1400,0.0284,0.0000,0.0038,0.0000,0.0211,0.0000,0.0011,0.0089,0.0000,0.0000,0.0000,0.0000,0.6878,0.0000
She hid the shopping list under her coat at the meat counter and,50,VERB,0.7459,VERB,0.7990,0,0.0000,0.0016,0.0835,0.0000,0.0000,0.0207,0.0000,0.0000,0.0000,0.0000,0.0249,0.0000,0.0000,0.0114,0.0000,0.7459,0.0000,0.0000,0.0000,0.1169,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000,0.0000,0.0018,0.0000,0.7990,0.0000
She hid the steak under her coat at the meat counter and,50,VERB,0.7261,VERB,0.7925,0,0.0000,0.0000,0.1171,0.0000,0.0000,0.0168,0.0000,0.0000,0.0000,0.0000,0.0283,0.0000,0.0000,0.0171,0.0000,0.7261,0.0000,0.0000,0.0000,0.0745,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.0040,0.0000,0.7925,0.0000
She hugged her sister\'s fiancé at the bachelorette party and,50,VERB,0.4220,VERB,0.4565,0,0.0000,0.0000,0.1838,0.0414,0.0000,0.0181,0.0000,0.0000,0.0000,0.0000,0.2018,0.0000,0.0000,0.0107,0.0000,0.4220,0.0000,0.0000,0.0000,0.1604,0.0108,0.0000,0.0085,0.0000,0.0000,0.0000,0.0000,0.1704,0.0000,0.0000,0.0030,0.0000,0.4565,0.0000
She hurled the cat across the room and,50,VERB,0.4347,VERB,0.4273,0,0.0000,0.0887,0.0920,0.0000,0.0000,0.0210,0.0000,0.0000,0.0000,0.0000,0.2463,0.0000,0.0000,0.0000,0.0000,0.4347,0.0000,0.0000,0.0469,0.1172,0.0000,0.0000,0.0055,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.4273,0.0000
She initialed her husband\'s timesheet without telling him and,50,VERB,0.3901,VERB,0.4224,0,0.0000,0.0156,0.2141,0.0629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1651,0.0000,0.0000,0.0243,0.0000,0.3901,0.0000,0.0000,0.0038,0.2492,0.0431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1121,0.0000,0.0000,0.0052,0.0000,0.4224,0.0000
She initialed her own timesheet without telling him and,50,VERB,0.3404,VERB,0.3682,0,0.0000,0.0131,0.1197,0.0584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.2262,0.0000,0.0000,0.0289,0.0000,0.3404,0.0000,0.0000,0.0033,0.1140,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0102,0.0000,0.3682,0.0000
She injected herself in the arm and felt a sudden,50,NOUN,0.9088,NOUN,0.9571,0,0.0784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She inspected a section of the climbing rope and,50,VERB,0.8354,VERB,0.9345,0,0.0000,0.0000,0.0294,0.0145,0.0000,0.0380,0.0000,0.0000,0.0000,0.0000,0.0207,0.0000,0.0000,0.0000,0.0000,0.8354,0.0000,0.0000,0.0000,0.0239,0.0028,0.0000,0.0064,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.9345,0.0000
She is so angry she wants to,50,VERB,0.9821,VERB,0.9957,0,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9957,0.0000
She is so angry she wants to hit,50,PRON,0.8138,PRON,0.9353,0,0.0000,0.0060,0.0000,0.0000,0.0082,0.1287,0.0000,0.0209,0.0000,0.0000,0.8138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0385,0.0000,0.0058,0.0000,0.0000,0.9353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She is so angry she wants to kill,50,PRON,0.9041,PRON,0.9514,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0445,0.0000,0.0000,0.0000,0.0000,0.9041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0219,0.0000,0.0005,0.0000,0.0000,0.9514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She is so angry she wants to punch,50,PRON,0.7596,PRON,0.7318,0,0.0000,0.0123,0.0000,0.0000,0.0063,0.2075,0.0000,0.0254,0.0000,0.0000,0.7596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0002,0.2428,0.0000,0.0151,0.0000,0.0000,0.7318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She is so angry she wants to shoot,50,PRON,0.7511,PRON,0.8368,0,0.0000,0.0360,0.0000,0.0000,0.0000,0.1526,0.0000,0.0045,0.0000,0.0000,0.7511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0105,0.0000,0.0000,0.0000,0.0971,0.0000,0.0051,0.0000,0.0000,0.8368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She is so angry she wants to stab,50,PRON,0.8903,PRON,0.9380,0,0.0000,0.0000,0.0000,0.0000,0.0078,0.0498,0.0000,0.0071,0.0000,0.0000,0.8903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0385,0.0000,0.0083,0.0000,0.0000,0.9380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She is so angry she wants to strangle,50,PRON,0.9278,PRON,0.9062,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0613,0.0000,0.0031,0.0000,0.0000,0.9278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0510,0.0000,0.0006,0.0000,0.0000,0.9062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She jabbed the remote toward her roommate\'s ribs and,50,VERB,0.8024,VERB,0.9056,0,0.0000,0.0000,0.0062,0.0000,0.0000,0.0586,0.0000,0.0000,0.0000,0.0000,0.0777,0.0000,0.0000,0.0000,0.0000,0.8024,0.0000,0.0000,0.0000,0.0035,0.0000,0.0000,0.0177,0.0000,0.0000,0.0000,0.0000,0.0265,0.0000,0.0000,0.0000,0.0000,0.9056,0.0000
She jabbed the screwdriver toward her roommate\'s ribs and,50,VERB,0.7374,VERB,0.8932,0,0.0099,0.0000,0.0479,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,0.0000,0.0713,0.0000,0.0000,0.0000,0.0000,0.7374,0.0000,0.0012,0.0000,0.0130,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0399,0.0000,0.0000,0.0000,0.0000,0.8932,0.0000
She kept dancing against him after he stepped away and,50,VERB,0.3847,VERB,0.4655,0,0.0000,0.0147,0.1218,0.0000,0.0000,0.0108,0.0000,0.0000,0.0000,0.0000,0.3316,0.0000,0.0000,0.0154,0.0000,0.3847,0.0000,0.0000,0.0071,0.0681,0.0000,0.0000,0.0033,0.0000,0.0000,0.0000,0.0000,0.3041,0.0000,0.0000,0.0034,0.0000,0.4655,0.0000
She kept dancing near him after he stepped away and,50,VERB,0.3774,VERB,0.4419,0,0.0000,0.0129,0.1277,0.0126,0.0000,0.0109,0.0000,0.0000,0.0000,0.0063,0.3435,0.0000,0.0000,0.0221,0.0000,0.3774,0.0000,0.0000,0.0055,0.0761,0.0031,0.0000,0.0025,0.0000,0.0000,0.0000,0.0011,0.3202,0.0000,0.0000,0.0107,0.0000,0.4419,0.0000
She kept messaging her ex late at night after the wedding and,50,PRON,0.3846,PRON,0.4261,0,0.0000,0.0590,0.1286,0.0587,0.0000,0.0132,0.0000,0.0067,0.0000,0.0000,0.3846,0.0000,0.0000,0.0159,0.0000,0.2477,0.0000,0.0000,0.0266,0.1308,0.0405,0.0000,0.0040,0.0000,0.0043,0.0000,0.0000,0.4261,0.0000,0.0000,0.0050,0.0000,0.1996,0.0000
She kept messaging her mother late at night after the wedding and,50,VERB,0.3628,VERB,0.3332,0,0.0000,0.0559,0.0940,0.0728,0.0000,0.0086,0.0000,0.0050,0.0000,0.0080,0.2742,0.0000,0.0000,0.0166,0.0000,0.3628,0.0000,0.0000,0.0394,0.0856,0.0468,0.0000,0.0015,0.0000,0.0117,0.0000,0.0022,0.2134,0.0000,0.0000,0.0085,0.0000,0.3332,0.0000
She kicked over the headstone in the Jewish cemetery and,50,VERB,0.7757,VERB,0.8370,0,0.0000,0.0000,0.0236,0.0000,0.0000,0.0181,0.0000,0.0101,0.0000,0.0000,0.0420,0.0000,0.0000,0.0000,0.0000,0.7757,0.0000,0.0000,0.0000,0.0118,0.0000,0.0000,0.0065,0.0000,0.0072,0.0000,0.0000,0.0168,0.0000,0.0000,0.0000,0.0000,0.8370,0.0000
She kicked the pig back into its stall and,50,VERB,0.8807,VERB,0.9527,0,0.0000,0.0000,0.0138,0.0000,0.0000,0.0188,0.0000,0.0000,0.0000,0.0000,0.0261,0.0000,0.0000,0.0000,0.0000,0.8807,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0046,0.0000,0.0000,0.0000,0.0000,0.9527,0.0000
She kissed her sister\'s fiancé at the bachelorette party and,50,ADV,0.3208,ADV,0.4176,0,0.0000,0.0000,0.3208,0.0838,0.0000,0.0181,0.0000,0.0000,0.0000,0.0000,0.2377,0.0000,0.0000,0.0117,0.0000,0.2621,0.0000,0.0000,0.0000,0.4176,0.0448,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.1731,0.0000,0.0000,0.0023,0.0000,0.1950,0.0000
She kneeled and reached for his,50,NOUN,0.9879,NOUN,0.9965,0,0.0115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
