source,source_label,target,target_label,up,n,spec,obs_over_exp,p,grain,perm
L1-,Life and living things [-],M4fn,"Shipping, swimming etc. [fn]",14,37,0.1068,0.0509,0.187742,fine,64
L1-,Life and living things [-],H3,Areas around or near houses,14,39,0.1033,0.4316,0.108129,fine,64
L1-,Life and living things [-],T3-,"Time: Old, new and young; age [-]",13,47,0.0991,0.1504,0.00308768,fine,64
E3-,Calm/Violent/Angry [-],M4fn,"Shipping, swimming etc. [fn]",11,33,0.0857,0.0683,0.0801433,fine,64
L1-,Life and living things [-],N1,Numbers ,6,45,0.0752,0.0971,5.41777e-07,fine,64
E3-,Calm/Violent/Angry [-],Q4.1,The Media:- Books,17,43,0.0705,0.1151,0.222053,fine,64
E3-,Calm/Violent/Angry [-],A13,Degree,3,47,0.0692,0.0360,2.46473e-10,fine,64
L1-,Life and living things [-],M3fn,Vehicles and transport on land [fn],10,34,0.0647,0.0637,0.0243065,fine,64
E3-,Calm/Violent/Angry [-],S6-,Obligation and necessity [-],15,41,0.0636,0.0000,0.117275,fine,64
L1-,Life and living things [-],Q1.3,Telecommunications,9,35,0.0581,0.2162,0.00598812,fine,64
E3-,Calm/Violent/Angry [-],S2.2m,People:- Male   [m],12,45,0.0409,0.0448,0.0024589,fine,64
L1-,Life and living things [-],L2mn,Living creatures generally [mn],8,29,0.0271,0.0000,0.0241195,fine,64
E3-,Calm/Violent/Angry [-],S2.1f,People:- Female [f],13,41,0.0204,0.0232,0.0275332,fine,64
L1-,Life and living things [-],S7.3+,Competition [+],7,34,0.0171,0.0000,0.000821395,fine,64
L1-,Life and living things [-],A13.2,Degree: Maximizers,6,43,0.0119,0.0236,1.63612e-06,fine,64
E3-,Calm/Violent/Angry [-],N5c,Quantities [c],12,32,0.0055,0.0000,0.215327,fine,64
E3-,Calm/Violent/Angry [-],S1.2.2+,Avarice [+],3,35,0.0000,0.0000,4.17698e-07,fine,64
E3-,Calm/Violent/Angry [-],S2,People,13,35,0.0000,0.0000,0.175465,fine,64
L1-,Life and living things [-],N3.2-,Measurement: Size  [-],5,36,0.0000,0.0000,1.29135e-05,fine,64
E3-,Calm/Violent/Angry [-],N3.1,Measurement: General,10,25,0.0000,0.0000,0.424356,fine,64
L1-,Life and living things [-],T3--,"Time: Old, new and young; age [--]",3,26,0.0000,0.0000,8.79765e-05,fine,64
L1-,Life and living things [-],X5.2-,Interest/boredom/excited/energetic [-],11,36,0.0000,0.0000,0.0288167,fine,64
L1-,Life and living things [-],H2,Parts of buildings,4,43,0.0000,0.0000,3.10815e-08,fine,64
L1-,Life and living things [-],X1,"PSYCHOLOGICAL ACTIONS, STATES AND PROCESSES",7,28,0.0000,0.0000,0.012541,fine,64
E3-,Calm/Violent/Angry [-],A6.2-,Comparing:- Usual/unusual  [-],11,33,0.0000,0.0000,0.0801433,fine,64
E3-,Calm/Violent/Angry [-],L2mn,Living creatures generally [mn],8,37,0.0000,0.0000,0.000752897,fine,64
E3-,Calm/Violent/Angry [-],T1.3+,Time: Period [+],15,43,0.0000,0.0000,0.065994,fine,64
E3-,Calm/Violent/Angry [-],O1.3,Substances and materials generally: Gas,14,41,0.0000,0.0000,0.0595839,fine,64
E3-,Calm/Violent/Angry [-],T3--,"Time: Old, new and young; age [--]",5,27,0.0000,0.0000,0.00151372,fine,64
L1-,Life and living things [-],H1c,Architecture and kinds of houses and buildings [c],2,39,0.0000,0.0000,2.84126e-09,fine,64
L1-,Life and living things [-],O1.3,Substances and materials generally: Gas,8,26,0.0000,0.0000,0.0755187,fine,64
E3-,Calm/Violent/Angry [-],O4.6,Temperature     ,9,34,0.0000,0.0000,0.00904119,fine,64
L1-,Life and living things [-],S4f,Kin [f],10,37,0.0000,0.0000,0.00763208,fine,64
L1-,Life and living things [-],O4.6,Temperature     ,9,33,0.0000,0.0000,0.013531,fine,64
E3-,Calm/Violent/Angry [-],X1,"PSYCHOLOGICAL ACTIONS, STATES AND PROCESSES",9,33,0.0000,0.0000,0.013531,fine,64
E3-,Calm/Violent/Angry [-],A11.1++,Importance: Important [++],8,35,0.0000,0.0000,0.00187823,fine,64
L1-,Life and living things [-],S4m,Kin [m],8,38,0.0000,0.0000,0.000471987,fine,64
L1-,Life and living things [-],N3.7+,Measurement: Length & height [+],8,37,0.0000,0.0000,0.000752897,fine,64
L1-,Life and living things [-],B2+,Health and disease [+],6,36,0.0000,0.0000,6.96017e-05,fine,64
E3-,Calm/Violent/Angry [-],W2-,Light [-],12,33,0.0000,0.0000,0.162756,fine,64
E3-,Calm/Violent/Angry [-],Z7,If,10,38,0.0000,0.0000,0.00509764,fine,64
L1-,Life and living things [-],X3.2+,Sensory:- Sound [+],9,32,0.0000,0.0000,0.0200616,fine,64
L1-,Life and living things [-],S2.2m,People:- Male   [m],11,44,0.0000,0.0000,0.00126003,fine,64
E3-,Calm/Violent/Angry [-],O1,Substances and materials generally,7,34,0.0000,0.0000,0.000821395,fine,64
L1-,Life and living things [-],Q4.1,The Media:- Books,9,30,0.0000,0.0000,0.0427739,fine,64
E3-,Calm/Violent/Angry [-],T3+,"Time: Old, new and young; age [+]",9,37,0.0000,0.0000,0.00256321,fine,64
L1-,Life and living things [-],O1,Substances and materials generally,6,28,0.0000,0.0000,0.00371917,fine,64
E3-,Calm/Violent/Angry [-],S1.2.5-,Toughness; strong/weak [-],5,42,0.0000,0.0000,4.4337e-07,fine,64
E3-,Calm/Violent/Angry [-],S1.2.6-,Sensible [-],7,37,0.0000,0.0000,0.000191076,fine,64
E3-,Calm/Violent/Angry [-],N3.5,Measurement: Weight,10,27,0.0000,0.0000,0.247789,fine,64
L1-,Life and living things [-],A13.7,Degree: Minimizers,9,32,0.0000,0.0000,0.0200616,fine,64
E3-,Calm/Violent/Angry [-],S1.2.2-,Avarice [-],5,32,0.0000,0.0000,0.000113074,fine,64
E3-,Calm/Violent/Angry [-],N3.3---,Measurement: Distance [---],8,27,0.0000,0.0000,0.052239,fine,64
E3-,Calm/Violent/Angry [-],W1,The universe,8,30,0.0000,0.0000,0.0161248,fine,64
E3-,Calm/Violent/Angry [-],S7.1,"Power, organizing",10,34,0.0000,0.0000,0.0243065,fine,64
