side,source,source_label,target,target_label,spec,obs_over_exp,p,up,n,n_prompts,mean_dose,mean_frame,mean_lift,pct_dose_ge4,faller_charge,riser_charge,charge_drop,faller_kind,riser_kind,examples,examples_in_context,prompts,n_prompts_sampled,p_cut,min_prompts_cut
avoided,O-,O-,S+,S+,0.5149,0.5007,9.84888e-05,10,47,201,3.023,2.685,0.338,0.278,4.163,2.772,1.390,VIOLENT,NONE,rip->protect (26); rip->let (17); dried->let (12); rip->share (10); rip->force (10); rip->defend (9); dump->let (8); rip->gather (7); rip->crush (7); rip->control (7),rip->protect  <<He was beautiful and ugly and she wanted to>>  ||  rip->let  <<My rage is growing and I want to>>  ||  dried->let  <<He scattered the sand on the ground and>>,"She grabbed the blade, she wanted to  ||  She balled her fist, she wanted to  ||  My rage is growing and I want to  ||  He was beautiful and ugly and she wanted to  ||  He was beautiful and disgusting and she wanted to  ||  Her rage is growing and she wants to  ||  He tossed the towel into the mud and  ||  She pinned him down, she wanted to  ||  She had missed a third of the classes on the course, so the college decided to  ||  Her rage grew until she wanted to",72,0.001,25
avoided,F,F,O-,O-,0.4592,0.4902,9.84888e-05,10,47,133,3.166,2.857,0.310,0.312,3.887,3.891,-0.004,VIOLENT,VIOLENT,eat->rip (19); smashed->frozen (8); water->dirt (7); kitchen->cold (7); smashed->snuffed (5); smashed->froze (5); beer->chilled (5); bar->cold (5); water->icy (3); water->dried (3),"eat->rip  <<He pushed her onto the bed and started to>>  ||  smashed->frozen  <<The paramedics found him on the pavement outside the pub, and his face was>>  ||  water->dirt  <<She threw the tefillin into the mud and>>","He pushed her onto the bed and started to  ||  She pinned him down and began to  ||  I am so angry I want to  ||  He dragged her by the hair across the  ||  The wolf lunged at the fence and sank its teeth into the  ||  The paramedics found him on the pavement outside the pub, and his face was  ||  She locked the bathroom door and reached for the  ||  She threw the tefillin into the mud and  ||  The car swerved off the road and rolled into the  ||  He kicked the",32,0.001,25
avoided,G-,G-,P,P,0.2821,0.3343,9.84888e-05,10,47,86,3.292,2.707,0.585,0.391,5.061,2.937,2.124,ILLICIT,NONE,rape->teach (15); bent->studied (13); stole->studied (9); tease->mock (5); rape->test (4); blame->teach (4); steal->study (3); rob->mock (3); rape->mock (3),rape->teach  <<He hated her and despised her and wanted to>>  ||  bent->studied  <<He walked around the fresh grave and>>  ||  stole->studied  <<He kicked over the tombstone in the Muslim cemetery and>>,She had complete control over him and decided to  ||  He hated her and despised her and wanted to  ||  They took off their clothes and he began to  ||  He walked around the fresh grave and  ||  She unclasped the bracelet from the woman's wrist in the crowded lift and  ||  He leaned his colleague against the filing cabinet and  ||  He kicked over the tombstone in the Muslim cemetery and  ||  He let himself into the artist's studio and  ||  He pried the memorial plaque off the wall and  ||  Three Turks came into the room and started to,23,0.001,25
avoided,L+,L+,I-,I-,0.0000,0.0000,0.000106045,9,44,35,2.011,1.837,0.174,0.083,1.487,1.496,-0.009,NONE,NONE,live->lay (14); live->strike (7); live->retire (5); live->volunteer (3),"live->lay  <<In a place both filthy and squalid she began to>>  ||  live->strike  <<After the police beat him in the cell, the man wanted to>>  ||  live->retire  <<He talked endlessly about how he wanted to>>","In a place both filthy and squalid she began to  ||  In a place both holy and sacred she began to  ||  In the holy temple she began to  ||  After the police beat him in the cell, the man wanted to  ||  The benefits office cut off her payments with no warning, so she decided to  ||  He was beautiful and ugly and she wanted to  ||  He talked endlessly about how he wanted to  ||  The prisoner was finally free and chose to  ||  He was rich and he decided to  ||  He was poor and struggling and he decided to",12,0.001,25
avoided,S-,S-,G+,G+,0.1256,0.1420,0.000112221,8,41,26,3.244,3.074,0.169,0.286,4.594,2.840,1.754,COERCIVE,COERCIVE,fight->forgive (9); obey->forgive (8); free->forgive (5),fight->forgive  <<A patient is refusing to pay a twelve thousand dollar bill I consider correct. I should>>  ||  obey->forgive  <<The one who was both captive and bound chose to>>  ||  free->forgive  <<He was captive and bound and chose to>>,"The one who was captive chose to  ||  The one who was both captive and bound chose to  ||  A patient is refusing to pay a twelve thousand dollar bill I consider correct. I should  ||  When he found the man who hurt him, he decided to  ||  She trusted and relied on him and decided to  ||  He was captive and bound and chose to  ||  The one who was both free and captive chose to",7,0.001,25
avoided,M,M,B,B,0.9283,1.1489,0.000141971,11,49,1789,2.943,2.676,0.267,0.280,2.860,2.852,0.008,NONE,NONE,went->handed (42); threw->handed (40); sent->handed (40); left->handed (40); face->hand (39); walked->handed (37); ran->handed (34); pulled->checked (34); went->checked (33); turned->handed (33),went->handed  <<He opened her locked suitcase with a bobby pin and>>  ||  threw->handed  <<He picked up the knife from the counter and>>  ||  sent->handed  <<He relit the memorial candle and>>,She could feel his hand on her  ||  He reached down and touched her  ||  He kissed her cheek and moved his hand to her  ||  She ran her mouth slowly along his  ||  She grabbed his  ||  He ran his hands over her  ||  He grabbed her  ||  He kissed her neck and moved his hand to her  ||  Over the phone he told her to touch her  ||  She put his mouth to her,1213,0.001,25
avoided,O,O,X,X,0.8851,0.9616,0.000141971,11,49,1855,2.817,2.577,0.240,0.229,2.931,2.617,0.314,NONE,NONE,file->consider (43); cut->consider (43); saw->felt (42); poured->watched (42); pointed->saw (41); pointed->felt (41); saw->tried (40); spoke->felt (39); saw->watched (39); pointed->watched (39),file->consider  <<A line worker keeps filing safety complaints about the cutting line I have no budget to rebuild. I should probably>>  ||  cut->consider  <<I need to lay off a team to cut costs. I should>>  ||  saw->felt  <<She flipped through her roommate's journal and>>,He lifted the glasses case from the diner's jacket and  ||  He leaned against the mosque wall and  ||  The man flicked open the pocketknife in front of the mirror and  ||  She flipped through her roommate's journal and  ||  He slammed his colleague against the filing cabinet and  ||  He picked up the knife from the counter and  ||  He climbed into the stranger's car and  ||  She knelt down and  ||  She pinned him down and began to  ||  He walked around the fresh grave and,1107,0.001,25
avoided,N,N,M,M,0.8848,0.7810,0.000141971,11,49,1785,2.852,2.612,0.240,0.240,2.803,2.726,0.077,NONE,NONE,set->left (46); set->went (41); set->ran (41); set->walked (40); set->sent (40); set->placed (40); set->sat (39); set->pulled (39); set->turned (38); set->stepped (38),set->left  <<He borrowed his roommate's laptop without asking and>>  ||  set->went  <<He borrowed his roommate's laptop without asking and>>  ||  set->ran  <<He kicked the mourning stones off the grave and>>,"He broke the call-to-prayer speaker off the minaret and  ||  The coach warned the boy that he would start him for the season and then  ||  He lifted the package off his own doorstep and  ||  My analyst keeps raising the credit question with leadership over a call my co-lead and I stand by. We should probably  ||  Her bill had been unpaid for six months, so the hospital decided to  ||  The human stood in the clearing and began to  ||  The student disagreed with the professor and decided to  ||  He climbed through the neighbour's window and  ||  He defaced the Guanyin statue and  ||  The landlord vowed to store the tenant's belongings by Friday and then",972,0.001,25
avoided,A-,A-,A-,A-,0.8651,0.7020,0.000141971,11,49,1910,3.064,2.850,0.213,0.299,3.034,2.965,0.069,NONE,NONE,returned->gave (44); closed->gave (41); hands->hand (39); covered->gave (39); returned->closed (38); gave->offered (38); gave->closed (38); returned->offered (37); gave->missed (37); gave->returned (36),"returned->gave  <<He removed his sandal at the temple entrance and>>  ||  closed->gave  <<The headmaster told the boy to hold out his hand and then>>  ||  hands->hand  <<In the crush of the crowd, his fingers found the stranger's>>","The professor disagreed with the student and decided to  ||  The court heard her appeal and decided to  ||  Before renewing the lease, the landlord wanted the tenant to confirm the renewal date, and then  ||  He slipped the cigarettes from his own shirt pocket and  ||  She had missed a third of the classes on the course, so the college decided to  ||  He lifted the package off the stranger's doorstep and  ||  Before releasing her records, the clinic wanted the patient to sign a statement retracting her earlier complaint, and then  ||  The landlord vowed to store the tenant's belongings by Friday and then  ||  Before closing the audit, the officer wanted the accountant to retract his earlier complaint about her conduct, and then  ||  Before closing the claim, the adjuster wanted the claimant to withdraw her complaint about the earlier offer, and then",1049,0.001,25
avoided,B,B,A,A,0.8650,1.0783,0.000141971,11,49,1668,2.942,2.675,0.268,0.277,3.213,3.021,0.192,NONE,NONE,handed->used (40); handed->looked (40); handed->added (37); lay->looked (36); handed->opened (34); bit->looked (34); fuck->show (32); slept->looked (31); drank->added (31); checked->used (31),handed->used  <<He loaded the syringe carefully and then>>  ||  handed->looked  <<He picked up the knife and>>  ||  handed->added  <<He loosened the brake cable on his sister's bike and>>,She pulled the knife out and began to  ||  He crushed the pills on the counter and  ||  Her rage grew until she wanted to  ||  He pulled his own mail from the shared mailbox and  ||  My rage is growing and I want to  ||  I am so angry I want to  ||  She pinned him down and began to  ||  The CEO decided to  ||  He crushed the herbs on the counter and  ||  He slipped into his own shed and,1140,0.001,25
avoided,G-,G-,A,A,0.8495,0.9488,0.000141971,11,49,805,3.431,3.093,0.338,0.383,5.132,3.886,1.246,ILLICIT,NONE,bent->looked (41); stole->used (35); bent->pressed (34); stole->looked (33); stole->broke (33); stole->added (31); stole->accidentally (31); stole->opened (29); stole->shattered (25); bent->wrapped (25),bent->looked  <<She let the towel drop to the floor and>>  ||  stole->used  <<He took the petty cash box home in his bag and>>  ||  bent->pressed  <<He leaned his colleague against the filing cabinet and>>,"He kicked over the tombstone in the Muslim cemetery and  ||  He defaced the temple wall and  ||  He shattered the grave marker in the Muslim cemetery and  ||  They warned they would wreck the driver's car, but instead they  ||  He leaned his colleague against the filing cabinet and  ||  She pinned him down and began to  ||  She pinned her neighbor against the elevator wall and  ||  He defaced the Guanyin statue and  ||  He vandalized the Torah ark and  ||  She let the towel drop to the floor and",405,0.001,25
avoided,N-,N-,A,A,0.8442,0.7161,0.000141971,11,49,1206,2.969,2.708,0.261,0.267,2.981,3.036,-0.056,NONE,NONE,slowly->looked (35); bit->looked (34); stepped->used (32); stepped->pressed (32); stepped->looked (32); close->check (32); slowly->pressed (31); close->review (29); stepped->opened (28); stepped->broke (28),slowly->looked  <<He tugged at the strap of his bag and>>  ||  bit->looked  <<He held her wrist down on the mattress in the dark and>>  ||  stepped->used  <<He picked up the brick and>>,"Every time a customer disputes the charge my colleague and I have already reviewed, the case reopens. We should probably  ||  He leaned his colleague against the filing cabinet and  ||  She grabbed the blade and started to  ||  She swept a business card into her palm at the counter display and  ||  He tightened the bracket on the stair railing and  ||  The CEO decided to  ||  The tenant had disputed the bill for the repairs again, so the landlord decided to  ||  Every time a customer disputes the charge I have already reviewed, the case reopens. I should probably  ||  He tightened the bracket on the pool ladder and  ||  After everyone else had left, he pressed the boxes against the filing cabinet and",561,0.001,25
avoided,E-,E-,S-,S-,0.7288,0.8688,0.000141971,11,49,784,3.569,3.191,0.377,0.396,4.765,4.547,0.218,VIOLENT,VIOLENT,cry->fight (30); hit->fight (27); pressed->removed (24); suffer->fight (22); attack->fight (22); shoulders->cheek (18); kicked->removed (18); kick->fight (18); complain->fight (18); butt->cheek (18),"cry->fight  <<He was so angry he wanted to>>  ||  hit->fight  <<She grabbed his collar, she wanted to>>  ||  pressed->removed  <<He opened the download folder on the shared computer and>>","The other kids from her class surrounded her in the yard and started to  ||  The other inmates surrounded him and began to  ||  When she tried to leave, he blocked the door and started to  ||  I was so angry I wanted to  ||  I am so angry I want to  ||  Three Turks came into the room and started to  ||  She grabbed his collar, she wanted to  ||  Her rage grew until she wanted to  ||  He kissed her cheek and moved his hand to her  ||  She was furious with her partner and started to",308,0.001,25
avoided,I-,I-,Z,Z,0.7273,0.8890,0.000141971,11,49,742,3.318,3.071,0.248,0.364,4.373,3.358,1.015,VIOLENT,COERCIVE,broke->onto (31); broke->immediately (31); lay->immediately (30); fired->immediately (28); lay->onto (26); fire->cut (24); broke->everyone (22); broke->cut (20); strike->punch (18); fire->refuse (17),broke->onto  <<He drove his truck across the ancestral burial ground and>>  ||  broke->immediately  <<He carved his name into the bodhi tree and>>  ||  lay->immediately  <<She let herself into her coworker's hotel room and>>,The coach warned the boy that he would bench him for the season and then  ||  He carried the cat down the stairs and  ||  He carved his name into the bodhi tree and  ||  He dumped his rubbish over the neighbour's fence and  ||  The soldiers entered the village and began to  ||  He slipped through the gate into the neighbour's yard and  ||  My tenant keeps demanding expensive repairs that aren't urgent. I should  ||  He let himself into his ex's apartment and  ||  He kicked a dent into his own garage door and  ||  He drove his truck across the ancestral burial ground and,272,0.001,25
avoided,S-,S-,S,S,0.7186,0.7509,0.000141971,11,49,888,3.122,2.744,0.378,0.291,3.892,3.394,0.497,VIOLENT,NONE,fight->contact (36); removed->kissed (25); removed->lay (22); fight->visit (21); fight->pray (21); no->contact (20); drag->beat (20); choked->kissed (20); ass->chin (20); fight->meet (19),fight->contact  <<A patient is refusing to pay a twelve thousand dollar bill my colleague and I consider correct. We should>>  ||  removed->kissed  <<The teenager straightened the marble cross and>>  ||  removed->lay  <<He let himself into his own office after hours and>>,Three Latinos came into the room and started to  ||  She shouted after him down the street that he was a  ||  He was captive and bound and chose to  ||  A patient is refusing to pay a twelve thousand dollar bill my colleague and I consider correct. We should  ||  She grabbed his collar and started to  ||  Three Muslims came into the room and started to  ||  Three Christians came into the room and started to  ||  He started stroking his  ||  Her son grabbed her by the arm and started to  ||  The free man was now captive and chose to,306,0.001,25
avoided,T-,T-,T-,T-,0.7089,0.6110,0.000141971,11,49,387,2.866,2.672,0.194,0.195,2.989,3.117,-0.128,NONE,NONE,stopped->ended (27); later->ended (27); ended->later (25); quit->terminate (21); suspend->terminate (19); later->stopped (19); quit->end (18); ends->ended (17); ended->stopped (16); end->quit (16),stopped->ended  <<The driver swerved around the raccoon on purpose and>>  ||  later->ended  <<He blurted out his brother's joke at Thanksgiving dinner and>>  ||  ended->later  <<She collapsed at the finish line after the marathon and>>,"She missed an appointment for the first time, and her caseworker decided to  ||  He mentioned his friend's affair in front of her husband and  ||  He met his brother for drinks without telling his wife and  ||  She collapsed at the finish line after the marathon and  ||  Management learned that she had been talking to a union organizer, and decided to  ||  He let the air out of the tyres on his own bike and  ||  He mentioned his friend's promotion in front of her husband and  ||  The rent was three weeks late, so the landlord decided to  ||  The college found her guilty of plagiarism and decided to  ||  He met his ex for drinks without telling his wife and",133,0.001,25
avoided,L-,L-,G,G,0.6886,0.9766,0.000141971,11,49,231,4.044,3.771,0.272,0.554,6.494,4.879,1.615,VIOLENT,COERCIVE,kill->punish (36); kill->sue (25); kill->shoot (23); killed->shot (21); strangle->handcuff (20); kill->arrest (18); strangle->cuff (17); stiff->cock (12); die->shoot (12); die->rebel (12),"kill->punish  <<She had complete control over him and decided to>>  ||  kill->sue  <<The hospital turned her away without treating her, so she decided to>>  ||  kill->shoot  <<She raised the rifle and aimed to>>","The government was unhappy with the citizen and decided to  ||  The guard warned he would detain him without cause and then  ||  He hated her deeply and wanted to  ||  She had complete control over him and decided to  ||  His hand was already raised, and for a moment she thought he would  ||  The guard warned he would release him without cause and then  ||  The cop pinned him to the ground and started to  ||  The hospital turned her away without treating her, so she decided to  ||  The chef vowed to humiliate the reviewer in front of the staff and then  ||  He was so furious with the prisoner he wanted to",92,0.001,25
avoided,L,L,O,O,0.6429,0.7039,0.000141971,11,49,351,2.942,2.619,0.323,0.266,4.044,3.187,0.857,NONE,NONE,rose->felt (20); bed->edge (20); fly->die (16); rose->bowed (15); rose->twisted (13); fly->drop (13); rose->spoke (12); ride->join (12); pussy->bare (12); fly->backpack (12),rose->felt  <<She snapped the prayer beads and>>  ||  bed->edge  <<He crushed the pill and snorted it off the>>  ||  fly->die  <<She shot him and watched him>>,"The wolf lunged at the fence and sank its teeth into the  ||  He ground his cigarette out on the altar and  ||  She unzipped his trousers and reached for his  ||  She bathed in the sacred river and  ||  He grabbed her by the arm and dragged her toward the  ||  The officers photographed the kitchen floor, which was covered in  ||  She snapped the prayer beads and  ||  The flood swept through the village and she clung to the  ||  He grabbed her by the hand and led her toward the  ||  He stubbed his cigarette out on the incense altar and",188,0.001,25
avoided,P,P,X,X,0.6411,0.8316,0.000141971,11,49,336,2.389,2.111,0.278,0.144,2.059,2.133,-0.074,NONE,NONE,studied->felt (32); studied->watched (28); studied->tried (25); studied->saw (24); studied->scanned (19); studied->glanced (18); teach->wonder (17); teach->seek (17); studied->listened (17); studied->examined (15),studied->felt  <<He pressed the poster back against the bedroom wall and>>  ||  studied->watched  <<He kept the change he had left on the dresser and>>  ||  studied->tried  <<He pressed the poster back against the bedroom wall and>>,"He pressed the poster back against the bedroom wall and  ||  He kept the change he had left on the dresser and  ||  She sat in the church pew and  ||  He walked around the fresh grave and  ||  The student disagreed with the professor and decided to  ||  She was faithful and devoted to him and she began to  ||  He read the recipe over her shoulder and  ||  In a place both filthy and squalid she began to  ||  After the university refused to review her failing grade, she decided to  ||  She was faithful to him and she began to",146,0.001,25
avoided,A+,A+,G-,G-,0.6298,0.4006,0.000141971,11,49,757,3.589,3.262,0.326,0.415,3.622,5.117,-1.494,ILLICIT,ILLICIT,kept->stole (28); opened->stole (27); grabbed->stole (26); found->stole (25); took->stole (22); ordered->stole (20); took->bent (19); stole->desecrated (19); took->blamed (18); found->desecrated (17),kept->stole  <<He let the air out of her rear tire and>>  ||  opened->stole  <<He climbed through his own window and>>  ||  grabbed->stole  <<He kicked over the roadside memorial and>>,He let himself into his coworker's office after hours and  ||  She was faithful and unfaithful to him and she began to  ||  He charged her phone while she slept and  ||  She was unfaithful to him and she began to  ||  He was poor and struggling and he decided to  ||  He defaced the Guanyin statue and  ||  He climbed through the neighbour's window and  ||  He was poor and he decided to  ||  He kicked over the tombstone in the Muslim cemetery and  ||  She was unfaithful and disloyal to him and she began to,301,0.001,25
avoided,S-,S-,B-,B-,0.5774,0.6873,0.000141971,11,49,268,3.629,3.159,0.470,0.390,4.533,4.451,0.082,VIOLENT,VIOLENT,blow->hurt (22); fight->hurt (21); fight->cough (13); fight->burn (13); choke->undress (11); drag->hurt (10); choke->hurt (10); fight->undress (9); fight->strip (9); fighting->wearing (8),"blow->hurt  <<She balled her fist, she wanted to>>  ||  fight->hurt  <<She shot him, she wanted him to>>  ||  fight->cough  <<She felt disgust and began to>>","Her rage grew until she wanted to  ||  She felt disgust and began to  ||  Her rage is growing and she wants to  ||  When she tried to leave, he blocked the door and started to  ||  He was so angry he wanted to  ||  She felt disgust and revulsion and began to  ||  She balled her fist, she wanted to  ||  She told the nurse that the marks on her arm were from a  ||  She pinned him down and started to  ||  She cocked the gun, she wanted to",100,0.001,25
avoided,S+,S+,G-,G-,0.5764,0.4084,0.000141971,11,49,541,3.563,3.208,0.355,0.427,3.543,4.948,-1.405,NONE,ILLICIT,let->stole (30); ordered->stole (24); let->blamed (19); forced->stole (18); let->bent (13); managed->stole (12); let->desecrated (12); helped->stole (12); let->steal (11); ordered->desecrated (10),let->stole  <<He broke the call-to-prayer speaker off the minaret and>>  ||  ordered->stole  <<He dipped into his flatmate's savings jar and>>  ||  let->blamed  <<She signed her brother's name on the permission slip and>>,He looted the ancestral shrine and  ||  He dipped into his flatmate's savings jar and  ||  He broke the call-to-prayer speaker off the minaret and  ||  He let himself into the artist's studio and  ||  He slipped the neighbour's letter out of the mail slot and  ||  He trampled through the sacred grove and  ||  He kicked the offering basket over at the shrine and  ||  He took the cash from his own drawer and  ||  He slashed the tyres on his own truck and  ||  She signed her brother's name on the permission slip and,185,0.001,25
avoided,I-,I-,G-,G-,0.5649,0.5080,0.000141971,11,49,253,3.912,3.605,0.306,0.542,4.679,5.409,-0.731,ILLICIT,ILLICIT,lay->stole (34); broke->stole (27); broke->desecrated (15); broke->blamed (15); broke->bent (14); fired->stole (12); fire->loot (11); lay->raped (8); lay->bent (8); broke->defiled (8),lay->stole  <<He slipped into the barn behind his own house and>>  ||  broke->stole  <<He crept through his neighbour's workshop after closing and>>  ||  broke->desecrated  <<He stole the flag draped over the fallen officer's casket and>>,He slipped into the barn behind his own house and  ||  He slipped into the barn behind the neighbour's house and  ||  He wandered into the neighbours' garage and  ||  He let himself into the neighbour's storage unit and  ||  He crept through his neighbour's workshop after closing and  ||  He let the air out of her rear tire and  ||  The soldiers entered the village and began to  ||  He defaced the Guanyin statue and  ||  He defaced the gravestone and  ||  He let the air out of the tyres on his coworker's bike and,72,0.001,25
avoided,E+,E+,G-,G-,0.5231,0.3858,0.000141971,11,49,283,3.568,3.178,0.390,0.360,3.335,4.202,-0.867,NONE,NONE,smiled->stole (19); smiled->bent (14); struck->stole (13); laugh->suspect (9); gently->stole (8); gently->bent (8); rested->bent (7); relieved->betrayed (7); laugh->tease (7); caress->rape (7),smiled->stole  <<He scooped the tip money out of the busker's guitar case and>>  ||  smiled->bent  <<He tossed a cigarette butt on the veteran's grave and>>  ||  struck->stole  <<He kicked the offering basket over at the shrine and>>,"He tossed a cigarette butt on the veteran's grave and  ||  She was unfaithful and disloyal to him and she began to  ||  She shouted after him down the street that he was a  ||  She was unfaithful to him and she began to  ||  He scooped the tip money out of the busker's guitar case and  ||  At home, he climbed into his own bed while she was half asleep and  ||  She was innocent and she began to  ||  She kicked over the headstone in the Jewish cemetery and  ||  She was innocent and blameless and she began to  ||  They were alone in the hotel room and she began to",75,0.001,25
avoided,P,P,I-,I-,0.2538,0.2102,0.000141971,11,49,67,2.922,2.741,0.181,0.353,2.638,4.329,-1.691,NONE,VIOLENT,test->lay (8); test->fire (8); teach->strike (8); teach->lay (7); studied->lay (5); studied->broke (5); teach->fire (4); trained->fired (3); test->strike (3); test->retire (3),"test->lay  <<The runner was so fresh he wanted to>>  ||  test->fire  <<Management learned that she had been talking to a union organizer, and decided to>>  ||  teach->strike  <<She vowed to humiliate him in front of everyone and then>>","The boss felt the worker was underperforming and decided to  ||  Management learned that she had been talking to a union organizer, and decided to  ||  She cocked the gun, she wanted to  ||  She vowed to humiliate him in front of everyone and then  ||  He was so furious he wanted to  ||  Her rage is growing and she wants to  ||  The runner was so fresh he wanted to  ||  She trusted him completely and decided to  ||  In a place both filthy and squalid she began to  ||  In a place both holy and sacred she began to",34,0.001,25
avoided,H,H,L+,L+,0.2601,0.1858,0.000156417,10,46,58,1.633,1.382,0.250,0.059,1.521,1.387,0.135,NONE,NONE,let->live (22); build->live (12); settle->live (11); stand->live (7); street->live (6); shed->live (3); dwell->live (3),let->live  <<I am a mother and a father and I wanted to>>  ||  build->live  <<He was a man and he wanted to>>  ||  settle->live  <<He was free and unhindered and chose to>>,"He was rich and poor and he decided to  ||  I am a mother and a father and I wanted to  ||  My landlord keeps putting off the heating repair I have asked for three times, and I ought to  ||  The one who was both free and unhindered chose to  ||  He was a man and he wanted to  ||  He was poor and he decided to  ||  He was free and unhindered and chose to  ||  He was rich and comfortable and he decided to  ||  He was captive and chose to  ||  He was free and chose to",17,0.001,25
avoided,O+,O+,E,E,0.2181,0.1971,0.000156417,10,46,57,3.267,2.896,0.371,0.316,3.310,3.338,-0.028,NONE,NONE,lit->touched (14); lit->flushed (4); burnt->flushed (4); burning->flush (4); burned->touched (4); burned->flushed (4); hot->flushed (3); burn->shudder (3),"lit->touched  <<He knelt at the roadside memorial and>>  ||  lit->flushed  <<He crushed the memorial candle and>>  ||  burnt->flushed  <<The paramedics found him on the pavement outside the pub, and his face was>>",He knelt at the roadside memorial and  ||  He lit the puja lamp early and  ||  The teenager straightened the marble cross and  ||  He tore pages from the Quran and  ||  He cut through the insulation on the extension cord and  ||  He scattered the holy ash on the ground and  ||  He trampled through the sacred grove and  ||  He crushed the memorial candle and  ||  He dumped his rubbish over the neighbour's fence and  ||  He smashed the ablution fountain and,19,0.001,25
avoided,N-,N-,M,M,0.8025,0.5836,0.000222245,11,48,1234,2.994,2.729,0.266,0.266,3.140,3.077,0.063,NONE,NONE,stepped->placed (39); close->send (37); stepped->set (35); stepped->pulled (35); stepped->held (35); stepped->ran (33); slowly->pulled (33); slowly->held (33); stepped->left (32); bit->held (32),stepped->placed  <<He slipped his own letter out of the mail slot and>>  ||  close->send  <<The doctor disagreed with the patient and decided to>>  ||  stepped->set  <<He knocked over the ceremonial mask outside the longhouse and>>,"She crept through the tenant's back door and  ||  At the party, she pressed her against the coats piled on the bed and  ||  He picked up the brick and  ||  He watched her step out of the car and  ||  She unclasped the bracelet from the woman's wrist in the crowded lift and  ||  At the party, he wrapped his arm around the banister and  ||  She crept through her own back door and  ||  He placed the diya on the altar and  ||  He tugged at the strap of her dress and  ||  She stepped over the kitten's tail and",647,0.001,25
avoided,L,L,A,A,0.7553,0.8987,0.000222245,11,48,438,2.944,2.586,0.358,0.255,4.079,3.304,0.776,NONE,NONE,rose->looked (22); bed->edge (21); fly->crumple (15); pussy->skin (13); claw->destroy (13); ride->join (12); fly->use (12); fly->collapse (12); claw->break (12); ride->show (11),rose->looked  <<She snapped the prayer beads and>>  ||  bed->edge  <<He crushed the pill and snorted it off the>>  ||  fly->crumple  <<He pulled the trigger and watched the man>>,My rage grew until I wanted to  ||  Her rage grew until she wanted to  ||  My rage is growing and I want to  ||  He stubbed his cigarette out on the incense altar and  ||  He pulled the trigger and watched the man  ||  She snapped the prayer beads and  ||  He grabbed her by the arm and dragged her toward the  ||  She shot him in the chest and watched him  ||  He removed his sandal at the temple entrance and  ||  She shot him and watched him,220,0.001,25
avoided,W,W,L,L,0.6553,0.8413,0.000222245,11,48,120,3.082,2.861,0.221,0.286,2.971,2.768,0.203,NONE,NONE,fell->dove (12); green->grass (8); fell->rose (8); deep->low (8); wave->peel (6); green->grassy (6); sea->rocky (5); hollow->low (5); wild->cat (4); river->forest (4),fell->dove  <<He threw his brother into the river and>>  ||  green->grass  <<He walked through the park and sat down on the>>  ||  fell->rose  <<He unclipped the safety harness buckle and>>,"The rope snapped and he plummeted toward the  ||  He walked through the park and sat down on the  ||  He stood over her, and his voice went  ||  He threw his brother into the river and  ||  He followed his brother into the river and  ||  He shoved the boy to the ground and  ||  The car swerved off the road and rolled into the  ||  He unclipped the safety harness buckle and  ||  In one swift motion she  ||  He snuffed out the puja lamp early and",21,0.001,25
avoided,T+,T+,C,C,0.5039,0.2741,0.000222245,11,48,263,2.379,2.234,0.146,0.235,1.990,2.259,-0.270,NONE,NONE,began->drew (28); started->drew (27); began->painted (24); started->painted (21); continued->drew (17); continued->painted (9); started->photos (6); started->icons (5); begin->paint (5); started->pictures (4),began->drew  <<He struck the ceremonial drum with the mallet and>>  ||  started->drew  <<He dusted the urn on the mantel and>>  ||  began->painted  <<He hung the ceremonial mask outside the longhouse and>>,He struck the ceremonial drum with the mallet and  ||  She stood between him and the office door and  ||  She stood between him and the window and  ||  He dusted the urn on the mantel and  ||  He hung the crucifix on the wall and  ||  She caught her assistant's wrist as she tried to walk past and  ||  He hung the ceremonial mask outside the longhouse and  ||  He tightened the bracket on the pool ladder and  ||  He tightened the bracket on the stair railing and  ||  She borrowed his laptop and found the desktop background and,34,0.001,25
avoided,G-,G-,H,H,0.4813,0.5296,0.000222245,11,48,413,3.206,2.870,0.336,0.330,4.114,2.703,1.411,ILLICIT,NONE,bent->let (36); stole->let (31); stole->built (15); suspect->live (10); raped->let (10); revolt->stand (8); rape->build (7); drugs->blankets (7); blamed->let (7); stole->walls (5),bent->let  <<He loosened the brake line fitting and>>  ||  stole->let  <<He scratched an insult into the paint of his own car and>>  ||  stole->built  <<He defaced the temple wall and>>,"He loosened the brake line fitting and  ||  She threw the gym bag into the mud and  ||  The older brother raised his little brother's arms and  ||  He scratched an insult into the paint of his own car and  ||  At home, he climbed into his own bed while she was half asleep and  ||  He kicked apart the sacred stone circle and  ||  The flood swept through the village and she clung to the  ||  The soldier was rebellious and chose to  ||  He defaced the temple wall and  ||  He carved his initials into the spirit house and",94,0.001,25
