pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering,s_self,s_cross,s_by_base,s_by_aligned,s_cross_minus_self,s_aligned_minus_base
f083551,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,In a place both holy and sacred she began to,11,True,HOLDS,,3,TOLD,10,0.407413,0.501326,0.074816,0.548112,3.666719,0.149483,0.431967,-0.024554,2.455321,2.673872,2.673872,2.455321,0.218551,-0.218551
f083568,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,In the filthy alley she began to,8,True,HOLDS,,2,SHOWN,34,0.366531,0.5754,0.10301,0.629894,12.095512,0.052077,0.397247,-0.030716,2.002863,2.274031,2.274031,2.002863,0.271168,-0.271168
f083573,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,In the filthy alley she began to,13,True,HOLDS,,2,SHOWN,19,0.396969,0.700849,0.112221,0.71785,7.145446,0.100463,0.461418,-0.064449,1.588751,1.944085,1.944085,1.588751,0.355334,-0.355334
f083590,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,In the filthy place she began to,10,True,HOLDS,,2,SHOWN,19,0.387896,0.586921,0.130477,0.643968,6.982122,0.092231,0.436673,-0.048778,2.255689,2.608417,2.608417,2.255689,0.352728,-0.352728
f083639,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,In the holy temple she began to,19,False,SHIFTS,,1,TOLD,18,0.458701,0.739543,0.12084,0.739542,7.797909,0.094839,0.477833,-0.019132,1.140224,1.515946,1.515946,1.140224,0.375721,-0.375721
f083641,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She feared and dreaded him and decided to,1,False,SHIFTS,,2,TOLD,19,0.364362,0.457241,0.072569,0.641122,6.558512,0.097754,0.403024,-0.038662,1.325338,1.627293,1.627293,1.325338,0.301956,-0.301956
f083642,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She feared and dreaded him and decided to,2,False,SHIFTS,,1,TOLD,23,0.413654,0.651268,0.133009,0.692788,9.100396,0.076127,0.42449,-0.010836,0.442865,1.179264,1.179264,0.442865,0.7364,-0.7364
f083651,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She feared and dreaded him and decided to,11,False,SHIFTS,,0,NONE,16,0.403367,0.595082,0.144201,0.672345,6.050505,0.111122,0.433451,-0.030084,0.618003,1.253883,1.253883,0.618003,0.63588,-0.63588
f083661,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She feared him completely and decided to,1,False,SHIFTS,,0,NONE,17,0.386562,0.625623,0.155292,0.723325,6.184987,0.116948,0.446628,-0.060066,0.495856,1.148006,1.148006,0.495856,0.652149,-0.652149
f083673,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She feared him completely and decided to,13,False,SHIFTS,,0,NONE,22,0.402845,0.67409,0.140984,0.677359,8.459751,0.080068,0.396064,0.006782,0.43779,1.051827,1.051827,0.43779,0.614037,-0.614037
f083675,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She feared him completely and decided to,15,False,SHIFTS,,0,NONE,18,0.493651,0.644763,0.093982,0.668419,8.392066,0.079649,0.449457,0.044194,0.436846,0.790512,0.790512,0.436846,0.353667,-0.353667
f083677,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She feared him completely and decided to,17,False,SHIFTS,,0,NONE,20,0.38875,0.616138,0.131214,0.679971,7.386259,0.092059,0.423413,-0.034663,0.509702,1.089261,1.089261,0.509702,0.579559,-0.579559
f083707,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She felt desire and disgust and began to,7,True,HOLDS,,3,SHOWN,23,0.322836,0.544622,0.116722,0.61689,7.102393,0.086857,0.39912,-0.076284,1.784292,2.045505,2.045505,1.784292,0.261212,-0.261212
f083729,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She felt desire and longing and began to,9,True,HOLDS,,2,SHOWN,12,0.407952,0.512384,0.045983,0.569459,4.487475,0.1269,0.439041,-0.031089,1.863942,2.125421,2.125421,1.863942,0.26148,-0.26148
f083741,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She felt disgust and began to,1,True,HOLDS,,2,SHOWN,33,0.459251,0.585365,0.084521,0.666687,14.69603,0.045365,0.459244,7e-06,1.221118,1.488058,1.488058,1.221118,0.266941,-0.266941
f083781,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She hated him and despised him and wanted to,1,True,HOLDS,,2,SHOWN,16,0.400968,0.603861,0.111398,0.638747,6.014523,0.106201,0.464315,-0.063347,1.389991,1.68894,1.68894,1.389991,0.298948,-0.298948
f083785,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She hated him and despised him and wanted to,5,True,HOLDS,,3,SHOWN,14,0.412792,0.590683,0.079221,0.704421,5.366292,0.131268,0.485701,-0.072909,1.886311,2.146045,2.146045,1.886311,0.259734,-0.259734
f083786,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She hated him and despised him and wanted to,6,False,SHIFTS,,2,TOLD,12,0.332379,0.637701,0.19249,0.699453,3.656164,0.191308,0.435572,-0.103193,1.221732,1.561923,1.561923,1.221732,0.340191,-0.340191
f083798,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She hated him and despised him and wanted to,18,False,SHIFTS,,0,NONE,19,0.388034,0.63249,0.113977,0.700742,6.984611,0.100326,0.463493,-0.075459,0.443577,0.807089,0.807089,0.443577,0.363512,-0.363512
f083807,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She hated him deeply and wanted to,7,True,HOLDS,,2,TOLD,18,0.372895,0.510273,0.066044,0.629701,6.339219,0.099334,0.430379,-0.057483,0.982308,1.21707,1.21707,0.982308,0.234762,-0.234762
f083815,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She hated him deeply and wanted to,15,True,HOLDS,,2,TOLD,16,0.446334,0.573393,0.063562,0.618109,6.695005,0.092324,0.432601,0.013732,1.234175,1.475548,1.475548,1.234175,0.241372,-0.241372
f083819,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She hated him deeply and wanted to,19,False,SHIFTS,,2,SHOWN,24,0.414969,0.581392,0.082852,0.599055,9.544294,0.062766,0.451912,-0.036943,1.41077,1.882533,1.882533,1.41077,0.471763,-0.471763
f083827,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and adored him and wanted to,7,False,SHIFTS,,0,NONE,17,0.413667,0.672597,0.149553,0.706622,6.618674,0.106762,0.451292,-0.037625,0.319715,1.221116,1.221116,0.319715,0.901401,-0.901401
f083830,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and adored him and wanted to,10,True,HOLDS,,2,TOLD,17,0.37985,0.543825,0.097064,0.646233,6.077598,0.10633,0.429252,-0.049402,0.82995,1.351183,1.351183,0.82995,0.521233,-0.521233
f083831,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and adored him and wanted to,11,True,HOLDS,,3,SHOWN,11,0.431786,0.591312,0.068239,0.632646,4.317864,0.146518,0.466287,-0.0345,2.002077,2.221818,2.221818,2.002077,0.219741,-0.219741
f083833,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and adored him and wanted to,13,False,SHIFTS,,3,SHOWN,19,0.40791,0.750005,0.133417,0.761104,7.342387,0.103659,0.404691,0.00322,0.947048,1.440016,1.440016,0.947048,0.492968,-0.492968
f083834,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and adored him and wanted to,14,True,HOLDS,,3,TOLD,16,0.417666,0.55148,0.103128,0.688658,6.264995,0.109922,0.463989,-0.046323,1.157818,1.464189,1.464189,1.157818,0.306371,-0.306371
f083838,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and adored him and wanted to,18,True,HOLDS,,3,TOLD,12,0.355544,0.408898,0.049319,0.508995,3.910983,0.130145,0.380678,-0.025134,0.937478,1.438432,1.438432,0.937478,0.500953,-0.500953
f083839,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and adored him and wanted to,19,False,HOLDS,,1,TOLD,16,0.047741,0.452902,0.118483,0.452902,0.716121,0.632439,0.08168,-0.033939,0.289266,0.427869,0.427869,0.289266,0.138604,-0.138604
f083845,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and hated him and wanted to,5,True,HOLDS,,3,SHOWN,23,0.334684,0.561051,0.099788,0.619622,7.363056,0.084153,0.359393,-0.024709,1.455386,1.713898,1.713898,1.455386,0.258512,-0.258512
f083847,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and hated him and wanted to,7,True,HOLDS,,3,SHOWN,19,0.434795,0.561592,0.091283,0.71633,7.826316,0.091528,0.473684,-0.038889,1.849555,2.180953,2.180953,1.849555,0.331398,-0.331398
f083850,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and hated him and wanted to,10,True,HOLDS,,3,SHOWN,26,0.272088,0.410102,0.112853,0.553862,6.802188,0.081424,0.317683,-0.045596,1.371018,1.567228,1.567228,1.371018,0.196211,-0.196211
f083851,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and hated him and wanted to,11,True,HOLDS,,3,SHOWN,17,0.310203,0.578486,0.098486,0.606184,4.963244,0.122135,0.344472,-0.03427,1.041382,1.249859,1.249859,1.041382,0.208477,-0.208477
f083853,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him and hated him and wanted to,13,True,HOLDS,,2,TOLD,17,0.385545,0.559811,0.115421,0.593561,6.168712,0.096221,0.420712,-0.035167,1.520285,1.828379,1.828379,1.520285,0.308093,-0.308093
f083862,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him deeply and hated him deeply and wanted to,2,False,SHIFTS,,0,NONE,23,0.482688,0.663775,0.148468,0.709598,10.619135,0.066823,0.456067,0.02662,0.733379,1.165389,1.165389,0.733379,0.43201,-0.43201
f083868,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him deeply and hated him deeply and wanted to,8,True,HOLDS,,2,TOLD,15,0.439553,0.541331,0.079349,0.624012,6.153738,0.101404,0.462742,-0.02319,1.81375,2.020677,2.020677,1.81375,0.206928,-0.206928
f083879,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him deeply and hated him deeply and wanted to,19,True,SHIFTS,,2,SHOWN,21,0.351146,0.630605,0.113245,0.750044,7.022914,0.1068,0.435614,-0.084469,1.543683,1.805447,1.805447,1.543683,0.261764,-0.261764
f083891,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him deeply and wanted to,11,True,HOLDS,,3,SHOWN,17,0.275334,0.48618,0.133585,0.560731,4.405343,0.127284,0.390144,-0.11481,0.437346,1.00081,1.00081,0.437346,0.563464,-0.563464
f083893,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him deeply and wanted to,13,True,SHIFTS,,2,TOLD,13,0.327505,0.570379,0.1409,0.621377,3.930061,0.158109,0.405142,-0.077637,0.832096,1.184147,1.184147,0.832096,0.352051,-0.352051
f083897,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She loved him deeply and wanted to,17,True,HOLDS,,2,SHOWN,17,0.357358,0.451383,0.072519,0.578158,5.717735,0.101117,0.407657,-0.050298,0.589924,0.977019,0.977019,0.589924,0.387094,-0.387094
f083901,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted and feared him and decided to,1,False,HOLDS,,0,NONE,19,0.382062,0.616169,0.138514,0.627263,6.877113,0.09121,0.405489,-0.023427,0.308009,1.036993,1.036993,0.308009,0.728983,-0.728983
f083903,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted and feared him and decided to,3,True,HOLDS,,3,SHOWN,17,0.327001,0.448445,0.098909,0.501466,5.232008,0.095846,0.376421,-0.049421,1.493131,1.805024,1.805024,1.493131,0.311894,-0.311894
f083909,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted and feared him and decided to,9,True,HOLDS,,2,SHOWN,18,0.416341,0.587716,0.090669,0.614323,7.077796,0.086796,0.411257,0.005084,2.266314,2.521461,2.521461,2.266314,0.255147,-0.255147
f083912,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted and feared him and decided to,12,False,HOLDS,,0,NONE,19,0.433826,0.574258,0.084266,0.672507,7.808859,0.086121,0.445911,-0.012085,0.589257,0.997458,0.997458,0.589257,0.408201,-0.408201
f083938,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted and relied on him and decided to,18,False,HOLDS,,1,TOLD,23,0.309882,0.483069,0.123112,0.598201,6.817414,0.087746,0.406068,-0.096186,0.862993,1.387681,1.387681,0.862993,0.524688,-0.524688
f083945,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted him completely and decided to,5,False,HOLDS,,0,NONE,17,0.414762,0.628561,0.144191,0.645602,6.636191,0.097285,0.442698,-0.027936,0.220492,0.91089,0.91089,0.220492,0.690398,-0.690398
f083963,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted him completely and feared him completely and decided to,3,False,HOLDS,,0,NONE,22,0.458707,0.678315,0.078592,0.698456,9.632839,0.072508,0.440144,0.018563,0.359315,0.957187,0.957187,0.359315,0.597872,-0.597872
f083965,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted him completely and feared him completely and decided to,5,True,HOLDS,,2,TOLD,23,0.454527,0.606832,0.095385,0.687432,9.999605,0.068746,0.485502,-0.030974,1.094711,1.498918,1.498918,1.094711,0.404208,-0.404208
f083966,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted him completely and feared him completely and decided to,6,True,HOLDS,,1,TOLD,15,0.471721,0.61289,0.074892,0.640645,6.604093,0.097007,0.473223,-0.001502,1.570162,1.996663,1.996663,1.570162,0.426501,-0.426501
f083975,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She trusted him completely and feared him completely and decided to,15,True,HOLDS,,2,SHOWN,20,0.465062,0.586747,0.106811,0.746135,8.836174,0.084441,0.518086,-0.053024,2.026585,2.281914,2.281914,2.026585,0.255329,-0.255329
f084019,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She wanted to create and destroy at once and decided to,19,False,HOLDS,,0,NONE,13,0.044776,0.342499,0.104563,0.540325,0.537315,1.005602,0.082702,-0.037926,0.110683,0.177749,0.177749,0.110683,0.067065,-0.067065
f084036,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She wanted to create something and decided to,16,False,HOLDS,,2,TOLD,28,0.332556,0.589983,0.122501,0.689506,8.979008,0.076791,0.362847,-0.030291,0.287813,1.274685,1.274685,0.287813,0.986872,-0.986872
f084041,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She wanted to create something and destroy something and decided to,1,True,HOLDS,,3,SHOWN,10,0.417474,0.505927,0.079222,0.636475,3.757266,0.169399,0.420779,-0.003305,1.32615,1.642085,1.642085,1.32615,0.315934,-0.315934
f084049,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She wanted to create something and destroy something and decided to,9,True,HOLDS,,2,TOLD,20,0.339761,0.447695,0.062907,0.595584,6.455462,0.09226,0.393317,-0.053555,0.613819,1.250959,1.250959,0.613819,0.63714,-0.63714
f084050,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She wanted to create something and destroy something and decided to,10,True,HOLDS,,2,TOLD,23,0.385158,0.590959,0.085214,0.649055,8.473477,0.076598,0.441037,-0.055879,1.736225,2.089824,2.089824,1.736225,0.353599,-0.353599
f084080,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She wanted to destroy something and decided to,0,False,HOLDS,,1,SHOWN,37,0.019184,0.453209,0.083085,0.515439,0.690618,0.746345,0.040244,-0.02106,0.053467,0.336718,0.336718,0.053467,0.283251,-0.283251
f084089,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She wanted to destroy something and decided to,9,False,HOLDS,,1,TOLD,23,0.334446,0.58815,0.14772,0.673814,7.357822,0.091578,0.416078,-0.081632,0.57843,1.52547,1.52547,0.57843,0.94704,-0.94704
f084115,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was a man and a woman and she wanted to,15,True,HOLDS,,2,TOLD,21,0.429299,0.65779,0.120281,0.660053,8.585971,0.076876,0.459375,-0.030076,1.946326,2.121237,2.121237,1.946326,0.17491,-0.17491
f084127,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was a man and she wanted to,7,True,HOLDS,,1,TOLD,20,0.489275,0.611917,0.073064,0.733739,9.296219,0.078929,0.485621,0.003653,1.354313,1.61824,1.61824,1.354313,0.263928,-0.263928
f084142,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was a woman and she wanted to,2,True,HOLDS,,2,TOLD,17,0.373339,0.543332,0.071239,0.632067,5.973418,0.105813,0.420556,-0.047217,1.455258,1.698682,1.698682,1.455258,0.243424,-0.243424
f084145,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was a woman and she wanted to,5,False,SHIFTS,,2,SHOWN,18,0.366613,0.681937,0.133147,0.6986,6.232418,0.112091,0.434646,-0.068034,0.777779,1.064193,1.064193,0.777779,0.286414,-0.286414
f084149,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was a woman and she wanted to,9,False,HOLDS,,1,TOLD,26,0.3141,0.718019,0.160133,0.762616,7.8525,0.097118,0.366557,-0.052457,0.99213,1.366305,1.366305,0.99213,0.374174,-0.374174
f084151,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was a woman and she wanted to,11,True,HOLDS,,2,TOLD,21,0.270528,0.405501,0.087306,0.511719,5.410553,0.094578,0.324194,-0.053666,0.996466,1.344903,1.344903,0.996466,0.348437,-0.348437
f084159,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was a woman and she wanted to,19,False,HOLDS,,1,TOLD,21,0.379542,0.672979,0.166827,0.686615,7.590839,0.090453,0.434363,-0.054821,0.727416,1.284714,1.284714,0.727416,0.557298,-0.557298
f084161,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful and devoted to him and she began to,1,False,HOLDS,,2,TOLD,15,0.389061,0.625928,0.12133,0.625928,5.446856,0.114915,0.447002,-0.057941,0.814562,1.320361,1.320361,0.814562,0.505798,-0.505798
f084165,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful and devoted to him and she began to,5,False,HOLDS,,1,TOLD,7,0.379886,0.573653,0.092707,0.573653,2.279315,0.251678,0.367955,0.011931,0.510823,0.976512,0.976512,0.510823,0.465689,-0.465689
f084168,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful and devoted to him and she began to,8,False,HOLDS,,2,TOLD,21,0.359648,0.566444,0.121941,0.658195,7.192961,0.091505,0.458334,-0.098686,1.006311,1.446365,1.446365,1.006311,0.440054,-0.440054
f084169,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful and devoted to him and she began to,9,False,HOLDS,,1,TOLD,4,0.210353,0.266973,0.040984,0.313206,0.631059,0.496317,0.237482,-0.027129,0.282481,0.635066,0.635066,0.282481,0.352586,-0.352586
f084206,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful to him and she began to,6,False,HOLDS,,1,TOLD,15,0.434458,0.511929,0.0702,0.612758,6.082408,0.100743,0.439457,-0.004999,0.867455,1.596578,1.596578,0.867455,0.729123,-0.729123
f084207,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful to him and she began to,7,False,HOLDS,,1,TOLD,25,0.301074,0.560322,0.132972,0.707026,7.225765,0.097848,0.339482,-0.038408,0.846403,1.252721,1.252721,0.846403,0.406318,-0.406318
f084208,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful to him and she began to,8,True,HOLDS,,2,TOLD,10,0.459329,0.66469,0.105731,0.705765,4.133965,0.170724,0.485378,-0.026049,1.342015,2.20425,2.20425,1.342015,0.862235,-0.862235
f084216,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was faithful to him and she began to,16,False,HOLDS,,0,NONE,15,0.267462,0.592061,0.216546,0.619029,3.744462,0.165318,0.41154,-0.144078,0.356264,0.811383,0.811383,0.356264,0.455119,-0.455119
f084224,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was guilty and culpable and she began to,4,False,UNMOORED,,1,SHOWN,9,0.27337,0.665898,0.253907,0.665898,2.186961,0.304485,0.360468,-0.087098,0.538574,0.775574,0.775574,0.538574,0.237,-0.237
f084257,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was guilty and she began to,17,True,HOLDS,,3,SHOWN,18,0.414679,0.632782,0.103654,0.632782,7.049543,0.089762,0.431832,-0.017153,1.521964,1.839941,1.839941,1.521964,0.317977,-0.317977
f084262,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was innocent and blameless and she began to,2,True,SHIFTS,,3,SHOWN,20,0.429172,0.544313,0.070399,0.652624,8.154269,0.080035,0.476274,-0.047102,2.265764,2.547521,2.547521,2.265764,0.281757,-0.281757
f084283,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was innocent and guilty and she began to,3,True,HOLDS,,2,TOLD,16,0.417155,0.527251,0.096526,0.590574,6.25733,0.094381,0.452906,-0.035751,1.95447,2.216806,2.216806,1.95447,0.262336,-0.262336
f084290,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was innocent and guilty and she began to,10,True,HOLDS,,1,TOLD,26,0.403144,0.616732,0.100825,0.685309,10.078588,0.067997,0.467345,-0.064202,1.879288,2.12006,2.12006,1.879288,0.240773,-0.240773
f084295,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was innocent and guilty and she began to,15,True,HOLDS,,2,SHOWN,19,0.362556,0.583445,0.116241,0.673541,6.526004,0.103209,0.437549,-0.074994,1.659007,1.927344,1.927344,1.659007,0.268337,-0.268337
f084321,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was unfaithful and disloyal to him and she began to,1,True,HOLDS,,3,TOLD,19,0.37278,0.590532,0.109488,0.650862,6.710045,0.096998,0.411571,-0.03879,1.650363,1.878056,1.878056,1.650363,0.227693,-0.227693
f084326,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was unfaithful and disloyal to him and she began to,6,False,SHIFTS,,1,TOLD,21,0.328361,0.604968,0.144267,0.706998,6.567211,0.107656,0.477343,-0.148983,1.526958,1.764217,1.764217,1.526958,0.237259,-0.237259
f084359,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,She was unfaithful to him and she began to,19,True,HOLDS,,2,SHOWN,20,0.371646,0.613705,0.101038,0.683708,7.061266,0.096825,0.444914,-0.073268,1.458931,1.742541,1.742541,1.458931,0.28361,-0.28361
f084363,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The animal stood in the clearing and began to,3,True,HOLDS,,2,TOLD,28,0.324469,0.468312,0.050507,0.551117,8.760661,0.062908,0.325154,-0.000685,0.371983,1.022412,1.022412,0.371983,0.650429,-0.650429
f084378,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The animal stood in the clearing and began to,18,True,HOLDS,,2,TOLD,31,0.181907,0.522832,0.121999,0.608436,5.4572,0.111492,0.330728,-0.148821,0.400712,0.907619,0.907619,0.400712,0.506907,-0.506907
f084385,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The human stood in the clearing and began to,5,True,HOLDS,,1,TOLD,20,0.144004,0.369352,0.109048,0.485084,2.736085,0.177291,0.255398,-0.111393,0.978933,1.187373,1.187373,0.978933,0.20844,-0.20844
f084391,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The human stood in the clearing and began to,11,True,HOLDS,,2,SHOWN,19,0.422712,0.564706,0.097263,0.665022,7.60882,0.087401,0.445051,-0.022339,1.289762,1.573439,1.573439,1.289762,0.283677,-0.283677
f084392,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The human stood in the clearing and began to,12,True,HOLDS,,1,TOLD,22,0.483651,0.648201,0.121029,0.707437,10.156664,0.069653,0.525002,-0.041351,1.818587,2.090205,2.090205,1.818587,0.271618,-0.271618
f084418,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The human-animal stood in the clearing and began to,18,False,SHIFTS,,0,NONE,14,0.425044,0.559219,0.076898,0.628443,5.525571,0.113734,0.478902,-0.053858,1.658933,1.959493,1.959493,1.658933,0.30056,-0.30056
f084520,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was both pain and agony and she began to,0,False,SHIFTS,,2,SHOWN,16,0.455777,0.616324,0.084177,0.662773,6.836658,0.096944,0.470576,-0.014799,2.382093,2.684522,2.684522,2.382093,0.302429,-0.302429
f084529,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was both pain and agony and she began to,9,False,SHIFTS,,2,TOLD,16,0.393728,0.588955,0.084076,0.637374,5.905922,0.107921,0.404576,-0.010848,0.985906,1.255582,1.255582,0.985906,0.269676,-0.269676
f084567,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was both pleasure and pain and she began to,7,True,SHIFTS,,1,TOLD,26,0.464794,0.60762,0.113165,0.694013,11.619857,0.059726,0.502115,-0.037321,1.69789,1.994359,1.994359,1.69789,0.29647,-0.29647
f084569,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was both pleasure and pain and she began to,9,True,HOLDS,,2,TOLD,16,0.461964,0.610133,0.069258,0.647212,6.929455,0.0934,0.474526,-0.012562,1.392121,1.665136,1.665136,1.392121,0.273014,-0.273014
f084584,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was pure pain and she began to,4,False,SHIFTS,,1,TOLD,15,0.452514,0.715327,0.130852,0.71829,6.335201,0.113381,0.470542,-0.018028,1.437962,1.717902,1.717902,1.437962,0.279939,-0.279939
f084587,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was pure pain and she began to,7,True,HOLDS,,3,SHOWN,17,0.437986,0.601028,0.110185,0.676792,7.007779,0.096577,0.474173,-0.036187,2.229228,2.431281,2.431281,2.229228,0.202054,-0.202054
f084590,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was pure pain and she began to,10,False,HOLDS,,3,SHOWN,20,0.369055,0.480025,0.073343,0.602335,7.012038,0.0859,0.403799,-0.034744,2.465261,2.660965,2.660965,2.465261,0.195704,-0.195704
f084592,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was pure pain and she began to,12,True,HOLDS,,2,SHOWN,12,0.345845,0.389506,0.041356,0.520563,3.80429,0.136836,0.370013,-0.024168,2.268069,2.517096,2.517096,2.268069,0.249028,-0.249028
