id,pool,group,model,arm,bits_per_token,mean_drift,mean_pairwise,n_sents,n_tokens_total,n_bytes
mode-cd9221bc33013a,model_narrative,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,aligned,2.954391,0.437775,0.44917,12,262,1168
mode-dc5ad76ffc29e8,model_narrative,PKU-Alignment/beaver-7b-v1.0,PKU-Alignment/beaver-7b-v1.0,aligned,2.198393,0.351627,0.424686,18,247,1067
mode-bad593d6d4b95c,model_narrative,Qwen/Qwen3-8B,Qwen/Qwen3-8B,aligned,3.639247,0.418553,0.416258,11,259,1112
huma-2f459d522d3a7d,human_anchor,dreams,,human,4.321318,0.448538,0.501767,15,233,949
mode-1918b184746f7a,model_narrative,tiiuae/Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,aligned,4.867473,0.474244,0.533675,19,250,906
mode-d8d23e821c7d4a,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,4.097411,0.40174,0.503247,18,231,886
mode-cd97fbc6627799,model_narrative,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B,base,5.094569,0.461738,0.517561,15,247,1141
huma-e369ba9640853f,human_anchor,arxiv_abstracts,,human,3.854892,0.490251,0.533595,8,290,1350
huma-ec80df96810762,human_anchor,arxiv_abstracts,,human,4.809672,0.463951,0.502104,8,250,1216
mode-6afc6fa55f018b,model_narrative,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-Base,base,4.60745,0.428267,0.443663,12,251,1131
huma-472d112edb47c1,human_anchor,philosophy,,human,3.469115,0.498828,0.532695,18,274,1118
mode-3a88c001257775,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,3.872563,0.443933,0.47913,12,224,1016
huma-718e477a6fe277,human_anchor,philosophy,,human,4.115858,0.425886,0.499463,7,259,1134
mode-917efc185e2127,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,3.888911,0.43752,0.471731,27,253,1029
mode-bc73147db0c4e4,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,3.315406,0.446618,0.472349,19,255,1027
huma-67726387bcf58b,human_anchor,waking_narrative,,human,3.498264,0.423945,0.494303,14,220,1039
mode-e7cac22330977c,model_narrative,allenai/Olmo-3-1025-7B,allenai/Olmo-3-1025-7B,base,3.81843,0.429919,0.480001,8,261,1192
huma-de955d6c77b4d3,human_anchor,dreams,,human,3.743797,0.42091,0.456669,11,224,946
mode-d6d6ceba6a1376,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,3.245546,0.479661,0.527613,21,260,965
huma-cc1d4ca1520876,human_anchor,literary_criticism,,human,4.085999,0.530232,0.581155,7,271,1205
mode-2717ce27c43635,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,4.665087,0.486194,0.50071,10,247,1041
mode-2d598742bb77f2,model_narrative,01-ai/Yi-1.5-9B-Chat,01-ai/Yi-1.5-9B-Chat,aligned,5.443367,0.500845,0.497593,10,246,1150
mode-c7e0b154d0646d,model_narrative,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-hf,base,4.573586,0.472275,0.502586,21,264,1089
huma-edece466d1651d,human_anchor,waking_narrative,,human,3.127587,0.422544,0.465632,14,225,1016
huma-e35228fa786394,human_anchor,c20_fiction,,human,4.139589,0.480628,0.522017,22,239,1036
mode-4461e906fa974e,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,2.659963,0.35554,0.394629,13,246,1141
mode-ca7e5002869666,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,3.612425,0.408914,0.466943,20,257,1146
mode-7735b010278aed,model_narrative,HuggingFaceTB/SmolLM2-360M-Instruct,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,4.545573,0.418275,0.479864,15,255,1145
mode-5a5a539bf05e6e,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,4.05037,0.473947,0.466887,10,243,1072
huma-a051ffe00c451a,human_anchor,waking_narrative,,human,3.69097,0.437734,0.426413,13,221,983
mode-3de3b2d6399164,model_narrative,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B,base,4.713523,0.506202,0.493062,30,275,1067
mode-b643e6a72a53f5,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,3.896445,0.413588,0.44264,14,234,1010
mode-d46ee267224375,model_narrative,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,base,5.066199,0.506378,0.540302,22,261,1071
mode-cddf9edd9d88d0,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.866238,0.470476,0.476187,21,255,967
mode-d758f5334117ec,model_narrative,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-Base,base,5.050749,0.494578,0.518387,12,259,1182
mode-68b90260fbbada,model_narrative,allenai/OLMo-2-0425-1B-DPO,allenai/OLMo-2-0425-1B-DPO,aligned,3.946865,0.498055,0.505018,20,276,1095
mode-634dcb1703ac4a,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.989554,0.433826,0.436498,12,249,1118
mode-e6a8e9aa197eb3,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,2.981952,0.461176,0.482282,17,214,942
huma-3e22869d68c5a2,human_anchor,arxiv_abstracts,,human,4.92055,0.392883,0.4496,11,241,1479
mode-ce4718ff07281b,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.003043,0.493275,0.504751,31,267,1055
huma-577b62713d0ecc,human_anchor,c20_fiction,,human,4.475867,0.46999,0.498768,15,232,1100
huma-c7ea8724b40648,human_anchor,philosophy,,human,3.855051,0.426188,0.462571,8,275,1034
huma-4b4ae2a13507e6,human_anchor,philosophy,,human,4.96774,0.45466,0.467635,9,234,1093
huma-e0fdd86693dbde,human_anchor,arxiv_abstracts,,human,3.261141,0.444094,0.432633,10,248,1381
mode-72961eb3a4de93,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,4.977904,0.446366,0.475117,20,255,1106
huma-ced5aab62b610a,human_anchor,philosophy,,human,3.343965,0.483594,0.529011,9,254,1170
mode-429d2f39ea87a1,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,4.639242,0.50288,0.506111,15,244,1117
mode-ff2acdc6fa900d,model_narrative,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,aligned,3.666857,0.47318,0.489003,14,258,1145
huma-f787e3337f9e0e,human_anchor,literary_criticism,,human,3.830186,0.491039,0.569647,11,326,1100
huma-cc9204ad4d4071,human_anchor,c20_fiction,,human,3.926633,0.368201,0.388666,9,221,993
mode-11417f8f794876,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,3.884101,0.432731,0.493529,20,263,1053
mode-e0bce464c856f0,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,3.013999,0.424159,0.433219,16,241,951
mode-23c4ca64767186,model_narrative,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B-Base,base,5.270337,0.390476,0.451801,21,259,1184
huma-932d16aba91902,human_anchor,dreams,,human,4.00057,0.444821,0.484117,12,227,1014
huma-ea49f3ee45152d,human_anchor,c20_fiction,,human,4.938952,0.496205,0.517263,7,247,1142
mode-024d8ae15b43eb,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,4.417359,0.445983,0.492432,14,254,1151
mode-f7f9c91c4a8cad,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.395742,0.417876,0.476811,13,265,1217
mode-d1346beaf3670a,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,3.074131,0.362089,0.400867,7,247,1112
huma-b910c6d3569854,human_anchor,c20_fiction,,human,4.092013,0.486716,0.519162,23,240,1028
mode-0fdecd171381f5,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.602971,0.421275,0.452741,15,251,1248
huma-f86d47633ad1d0,human_anchor,philosophy,,human,3.933611,0.473067,0.516674,8,231,1146
huma-2a3263431981b7,human_anchor,arxiv_abstracts,,human,5.67904,0.496038,0.524648,9,362,1377
mode-977d5536c4bc98,model_narrative,tiiuae/Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,aligned,4.266756,0.506095,0.514606,20,270,983
mode-9181e0174b0ac5,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.589449,0.304923,0.316715,8,264,1233
mode-522a9ad30fb418,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.653588,0.460298,0.504433,12,265,1180
huma-ebc17fc6e5d9b5,human_anchor,dreams,,human,3.595274,0.439936,0.502343,11,216,973
mode-f9a8be2a41be82,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.346058,0.346787,0.363924,12,241,1106
huma-d51801da6df0e6,human_anchor,literary_criticism,,human,4.259727,0.533209,0.540908,9,282,1224
mode-12c990db1ca4c9,model_narrative,m-a-p/neo_7b_instruct_v0.1,m-a-p/neo_7b_instruct_v0.1,aligned,4.448314,0.504207,0.540153,10,245,1052
mode-c09757c7a4ad44,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.806943,0.441508,0.438819,12,257,1160
mode-ac7730a89c4700,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,3.073641,0.419532,0.48608,12,229,1002
huma-b888ad081714b8,human_anchor,literary_criticism,,human,4.397974,0.351588,0.376155,4,228,1140
huma-930e04d631a241,human_anchor,c20_fiction,,human,4.414268,0.476835,0.478853,17,260,1062
mode-f386f2dac1356b,model_narrative,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,base,6.159237,0.538083,0.536004,8,250,1098
huma-7be7a7f4d9f058,human_anchor,philosophy,,human,3.610602,0.386489,0.401473,7,228,1080
huma-c8d1efb4a41a1c,human_anchor,dreams,,human,4.556918,0.50066,0.512959,12,224,986
mode-b31c2952b307d1,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.566951,0.424494,0.472588,17,249,1037
mode-9c7f9ebee21173,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,3.70671,0.451522,0.486365,18,240,945
mode-f4d39458ef7a06,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,4.318721,0.446602,0.455547,18,251,1127
mode-0d7f8e12d37347,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,3.972664,0.437048,0.46497,16,258,1051
mode-bae7328056a3fd,model_narrative,bigscience/bloom-7b1,bigscience/bloom-7b1,base,3.748689,0.462116,0.505575,21,261,932
mode-26859df3fff139,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,4.398362,0.436675,0.459323,13,253,1092
huma-91443a1a3ff4a5,human_anchor,c20_fiction,,human,3.530378,0.389627,0.494175,15,227,1001
mode-a25238e58d58af,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,3.108043,0.386085,0.415232,12,236,1037
mode-2716e79aa381c5,model_narrative,LLM360/Amber,LLM360/Amber,base,4.760946,0.421904,0.556413,14,229,1015
huma-a3caa1fb144722,human_anchor,c20_fiction,,human,4.958847,0.476172,0.488684,10,233,1087
mode-c74470f80f2da1,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.45685,0.462617,0.479055,28,263,1055
huma-fc0251a6033007,human_anchor,waking_narrative,,human,3.345884,0.357855,0.391628,11,206,999
huma-5cafb34f9f8d73,human_anchor,c20_fiction,,human,4.571304,0.480895,0.511214,11,252,1104
mode-eb256328d28e46,model_narrative,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Base,base,4.674391,0.452021,0.46674,14,253,1162
huma-d2b73c16878a7f,human_anchor,c20_fiction,,human,4.564286,0.48561,0.552837,7,237,1084
mode-17acf852998365,model_narrative,OpenLLM-France/Lucie-7B-Instruct-v1.1,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,3.7648,0.454184,0.454474,13,253,1114
mode-be419f630f4a9e,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.219957,0.430069,0.451327,13,253,1109
huma-1855cef0536d6a,human_anchor,literary_criticism,,human,4.81757,0.518943,0.563024,8,234,1044
mode-840ce6e1442722,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.657496,0.446594,0.465254,11,264,1217
mode-b96fd67c983865,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,5.303454,0.473091,0.488434,14,258,1197
huma-50bafc471c7d81,human_anchor,philosophy,,human,3.844058,0.43011,0.484822,7,229,1130
mode-7d0082ce93c396,model_narrative,PKU-Alignment/beaver-7b-v1.0,PKU-Alignment/beaver-7b-v1.0,aligned,2.312015,0.290078,0.281422,15,233,1101
mode-661f2266d08f08,model_narrative,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,4.014157,0.412284,0.442811,16,234,1074
mode-456d78379482c5,model_narrative,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,4.055602,0.421886,0.454688,12,233,1004
huma-e691506b287946,human_anchor,dreams,,human,4.05072,0.431209,0.46447,12,231,968
mode-c996ffd7632d12,model_narrative,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B-Base,base,5.626956,0.497032,0.511446,14,252,1218
mode-b01eb7c0cba123,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,2.600495,0.388599,0.411996,16,242,1084
mode-d34dd6e3967ed4,model_narrative,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B-Base,base,4.481024,0.448604,0.453807,15,260,1164
mode-92a5ed34af75e1,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,4.195669,0.443631,0.459043,21,260,1022
mode-280be24b43d2cc,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,4.462713,0.418783,0.471068,14,248,1120
mode-92d623bc0e0676,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,3.639504,0.486101,0.518046,16,258,1041
huma-8d1dd9aa83cf2a,human_anchor,literary_criticism,,human,5.350171,0.433102,0.505926,8,283,1186
huma-1adf1af4aabe31,human_anchor,dreams,,human,3.587274,0.425837,0.484564,18,237,923
huma-bd25fb00b7f388,human_anchor,arxiv_abstracts,,human,5.170929,0.46028,0.487664,8,233,1336
huma-a3e2762d26eabc,human_anchor,literary_criticism,,human,4.105697,0.507539,0.522955,8,250,1192
mode-7dfae153372fb4,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,2.826806,0.466933,0.482369,23,228,883
mode-75e61306d2cd31,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,4.254841,0.51389,0.561293,13,251,1150
mode-8f19446e9218ab,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,4.567662,0.466054,0.520485,18,257,1056
mode-10c092c1523d29,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,4.536505,0.487654,0.50258,17,250,1106
mode-20cbb084eb0100,model_narrative,allenai/Olmo-3-1025-7B,allenai/Olmo-3-1025-7B,base,4.284381,0.461241,0.478832,13,258,1141
huma-277a78d2881a9a,human_anchor,c20_fiction,,human,4.084373,0.516931,0.564691,6,235,1038
mode-d2f66295d3ec4a,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.644189,0.520136,0.507176,14,263,1180
mode-f2861415744360,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.283306,0.472237,0.504354,26,255,1035
mode-b4d7903b6c4d3f,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,3.432814,0.403301,0.416328,14,242,1089
mode-6ed90bd7ced58c,model_narrative,01-ai/Yi-1.5-9B-Chat,01-ai/Yi-1.5-9B-Chat,aligned,5.473559,0.394328,0.458128,8,239,1176
mode-7042a1cd2c5bf5,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,4.504591,0.502493,0.509362,17,252,1048
huma-609da9903c283c,human_anchor,literary_criticism,,human,4.336114,0.478699,0.52451,8,252,1144
mode-16a9356b4719ad,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,4.335975,0.531456,0.530158,18,260,1063
mode-7a0bbd4ece95c6,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,2.689326,0.399228,0.4297,15,237,1114
mode-711df3c574a816,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,4.634761,0.444041,0.460423,15,251,1103
huma-7d4bcc205fce11,human_anchor,literary_criticism,,human,4.476211,0.50772,0.557277,10,236,1135
huma-002f8ca880228d,human_anchor,c20_fiction,,human,4.27657,0.532527,0.551803,10,228,1058
mode-72b4e2d1a47cce,model_narrative,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B,base,3.851895,0.44718,0.45153,18,264,1123
huma-aa6613245ab3cc,human_anchor,dreams,,human,4.173511,0.519383,0.536266,12,228,986
mode-acc6f8cc88cf3a,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.026012,0.461361,0.475551,16,245,1050
huma-398c74d64b4b0a,human_anchor,arxiv_abstracts,,human,3.110239,0.425828,0.45427,10,317,1456
mode-28521ed98d9d02,model_narrative,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B,base,4.792933,0.47047,0.511394,10,255,1164
huma-652c4b77b78ba4,human_anchor,dreams,,human,3.893596,0.417879,0.42898,4,214,893
mode-1c80a7071490f8,model_narrative,allenai/OLMo-2-0425-1B-DPO,allenai/OLMo-2-0425-1B-DPO,aligned,4.518993,0.415498,0.447066,17,270,1203
huma-60cc346b54a8a7,human_anchor,arxiv_abstracts,,human,3.473378,0.478117,0.487866,10,245,1419
huma-2fedf6e46b6a02,human_anchor,literary_criticism,,human,3.8133,0.570055,0.589262,10,256,1112
huma-00a5eb303d00de,human_anchor,philosophy,,human,3.899718,0.412131,0.518244,9,237,1173
mode-efbf839fcd1f5f,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,4.72506,0.460944,0.496511,19,246,1117
huma-1a9271231eef50,human_anchor,c20_fiction,,human,4.45426,0.496215,0.559269,24,279,1107
mode-3dc835c97feec6,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,3.833269,0.444574,0.445276,15,255,927
mode-0a62fc9ab5eda6,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,3.7263,0.450966,0.508799,18,254,1102
huma-72af27cbb711a9,human_anchor,philosophy,,human,4.142903,0.454239,0.48748,8,229,1184
mode-4bfa5b9bcbbe62,model_narrative,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-hf,base,4.790151,0.481883,0.507408,10,263,1197
mode-a940fa94d10d10,model_narrative,allenai/Olmo-3-1025-7B,allenai/Olmo-3-1025-7B,base,4.573044,0.453628,0.501546,16,260,1151
mode-8668c3a8ba31d7,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.885919,0.448583,0.497532,25,248,1012
huma-48d63036c8dddb,human_anchor,c20_fiction,,human,7.246781,0.437847,0.531488,6,238,955
mode-73ca811d034042,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,4.376147,0.504986,0.506961,16,252,1091
mode-5abea8d56a6b67,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.708115,0.538392,0.537398,20,253,976
mode-60fdf39fcd9ea1,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,4.616798,0.493512,0.512211,14,253,1046
mode-015924924691be,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,5.024619,0.424609,0.498574,15,251,1185
mode-ad8cc954f6a45c,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,4.066207,0.293458,0.357357,47,250,997
mode-8afbf64e0a30dc,model_narrative,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-Base,base,4.402849,0.428331,0.463237,9,218,921
mode-3a8c4cb7803fa9,model_narrative,01-ai/Yi-1.5-9B-Chat,01-ai/Yi-1.5-9B-Chat,aligned,4.212887,0.461114,0.504138,16,249,1157
huma-9f59a716e7b0d6,human_anchor,dreams,,human,4.610612,0.408389,0.47521,12,227,976
mode-508ab23501884b,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,4.748055,0.415331,0.410535,6,212,1043
mode-0a93348fd346d6,model_narrative,PKU-Alignment/beaver-7b-v1.0,PKU-Alignment/beaver-7b-v1.0,aligned,2.905877,0.412295,0.426275,12,238,1114
huma-0a0bdc527fa8e5,human_anchor,arxiv_abstracts,,human,3.161969,0.390775,0.403023,9,262,1369
mode-4df1e83399fa66,model_narrative,m-a-p/neo_7b_instruct_v0.1,m-a-p/neo_7b_instruct_v0.1,aligned,3.486808,0.445851,0.485262,15,251,1158
huma-9a70fcb1de6d5c,human_anchor,philosophy,,human,2.625093,0.535484,0.584953,19,302,1208
mode-ba761aa8d3b975,model_narrative,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B,base,3.707552,0.416612,0.422208,17,248,1103
mode-ee79a2a88faddc,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,2.934957,0.385592,0.459731,26,247,927
mode-7a6e6ccc32743c,model_narrative,zai-org/glm-4-9b-chat-hf,zai-org/glm-4-9b-chat-hf,aligned,3.304255,0.358325,0.308728,7,263,1272
huma-3ba39b61c5e445,human_anchor,literary_criticism,,human,4.078863,0.542455,0.560648,9,324,1251
mode-98203491c5ae35,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.525449,0.439561,0.48137,12,245,1126
mode-0d8ac8a00a8a82,model_narrative,BSC-LT/salamandra-7b,BSC-LT/salamandra-7b,base,4.301299,0.50691,0.531468,16,243,1052
huma-837a86ffc18257,human_anchor,c20_fiction,,human,4.771677,0.463094,0.495459,15,225,1044
huma-7bddb76d701283,human_anchor,philosophy,,human,4.079084,0.516732,0.570415,10,254,1150
huma-64d9e0251c967b,human_anchor,dreams,,human,4.88641,0.453468,0.486419,11,229,1045
huma-6b2907e750e8c2,human_anchor,waking_narrative,,human,2.658461,0.377381,0.437315,20,222,987
mode-126429750bf2f5,model_narrative,allenai/Olmo-3-7B-Instruct-DPO,allenai/Olmo-3-7B-Instruct-DPO,aligned,3.863733,0.43546,0.482387,15,265,1167
huma-4874ac52e8dcf9,human_anchor,dreams,,human,4.386448,0.472208,0.482558,7,222,994
mode-c0b703f6ebce20,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.178607,0.38386,0.401663,16,254,1035
mode-a9ac87d58c8b7e,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,5.197178,0.521359,0.539592,12,240,1076
huma-81ada16cef8fce,human_anchor,philosophy,,human,4.646156,0.479383,0.487549,8,238,1104
mode-4b9ab977cef8f3,model_narrative,BSC-LT/salamandra-7b-instruct,BSC-LT/salamandra-7b-instruct,aligned,3.904946,0.45025,0.496894,14,241,1076
mode-3420da692d2d75,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,5.153419,0.462742,0.479821,15,235,1093
huma-a34aeb26b6d6db,human_anchor,philosophy,,human,4.587442,0.445052,0.502283,6,227,1201
mode-6ead58a0925406,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,3.501903,0.476473,0.52587,25,255,1006
mode-b8247b0915280f,model_narrative,m-a-p/neo_7b_instruct_v0.1,m-a-p/neo_7b_instruct_v0.1,aligned,4.331683,0.433428,0.530673,16,245,1101
mode-4f0ac50ef80c2e,model_narrative,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-hf,base,4.963923,0.399203,0.429423,8,256,1111
mode-1260ad411d424c,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,4.401235,0.510913,0.523301,13,214,877
huma-ba571adabbe1f9,human_anchor,literary_criticism,,human,4.294783,0.543913,0.577842,7,300,1172
mode-6f78cb8f5377d3,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,5.129048,0.497579,0.508055,11,227,1031
mode-20b4678ca6b324,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,3.039768,0.432416,0.501017,21,226,889
mode-09343800e78c6a,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,2.953843,0.503238,0.505712,19,252,979
huma-4ffe9bfacfb2d9,human_anchor,c20_fiction,,human,4.397427,0.504131,0.544358,14,258,1094
mode-72defbfe009c1c,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.737659,0.440596,0.455361,16,255,1185
mode-679e2543a3f3f7,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.601155,0.47145,0.484954,18,266,1220
huma-2275f3a4f86596,human_anchor,dreams,,human,3.675544,0.417925,0.473398,14,234,1013
huma-bb9f0c6ba32fd6,human_anchor,c20_fiction,,human,4.937265,0.470303,0.50191,13,237,1037
mode-4ca468f7bd7a9b,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,3.78732,0.434788,0.460425,8,252,1101
huma-0f3db119019842,human_anchor,c20_fiction,,human,3.665714,0.477144,0.485373,11,221,995
mode-25ea7e7ed3a706,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,5.049551,0.427457,0.494856,18,254,1177
mode-9a584390694d43,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.84488,0.387003,0.439069,17,237,1138
