word,n_prompts,lift_med_med,lift_med_mean,lift_med_max,lift_mean_med,lift_mean_mean,lift_mean_max,carriers_median,n_faller,n_riser,n_crossed_faller,n_crossed_riser,prompt_at_max
focus,120,0.0,-0.0125,0,0.0,-0.0198,0.0,2,0,2,0,2,"With the rent increase my co-owner and I consider fair still unpaid, we should"
raise,120,0.0,0.1833,1,0.0,0.1824,1.0,2,0,1,0,0,"Although I submitted a correct meter reading, the supplier is billing an estimate. I ought"
recited,119,0,0.042,1,0.0,0.0489,1.0,4,0,3,0,1,He dusted the urn on the mantel and
clarify,118,0.0,-0.0212,1,0.0,-0.0145,0.8,4,0,10,0,4,My manager keeps presenting the analysis I wrote as her own in leadership meetings. I ough
re,118,0.0,-0.0169,0,0.0,-0.0135,0.3333,2,0,1,0,0,"hockey?"" he asked abruptly of Teddy, who was coming up to bully after a goal. ""We"
quietly,117,0,0.1368,1.0,0.0,0.1476,1.0,1,2,2,1,1,He let himself into his coworker's office after hours and
knew,116,0.0,-0.0216,0.5,0.0,-0.0147,0.5,4,0,1,0,0,She wore the necklace from her lover to dinner and
submit,116,0.0,0.3103,3.0,0.0,0.3165,3.0,4,0,2,0,1,She trusted and feared him and decided to
bought,115,0.0,-0.1522,2.0,0.0,-0.1338,2.0,4,11,4,5,1,She rifled through his wallet while he slept and
buy,115,0,-0.0348,1,0.0,-0.0479,1.0,3,0,1,0,0,My analyst keeps raising the credit question with leadership over a call I stand by. I sho
glared,115,0.0,0.3087,2.0,0.0,0.3186,2.0,1,0,1,0,0,The farmer raised the lantern at the drifter and
review,114,0.0,-0.0307,0.5,0.0,-0.0335,0.5,3,0,5,0,2,"The university says the appeal my classmate and I filed was out of time, but the deadline "
frowned,113,0,0.031,1.0,0.0,0.0491,1.0,2,0,2,0,2,He dusted the urn on the mantel and
touched,113,0,0.5133,2.0,0.1053,0.5178,2.0417,2,7,0,2,0,She turned to him in the dark and
spend,112,0.0,-0.0357,2,0.0,-0.0378,2.2,3,0,5,0,3,The uncle swore he would keep the inheritance for her and then
act,111,0,-0.009,1,0.0,-0.0038,1.0,2,1,1,0,1,"The council is pushing the highway through despite the objection my neighbour and I filed,"
face,111,0,0.1126,2,0.0,0.1197,1.5,4,4,9,2,0,She drew back and swung to
explore,109,0.0,0.1376,1.0,0.0,0.1285,1.3333,2,0,1,0,0,She whispered in his ear that she wanted to
planted,109,0.0,0.289,4,0.0,0.2945,4.0,2,0,1,0,0,She hugged her sister's fiancé at the bachelorette party and
drank,107,0,0.1869,2,0.0,0.1971,2.0,3,4,0,2,0,He took the case of wine delivered to the wrong address and
need,107,0,0.0514,2,0.0,0.0827,1.8889,30,0,82,0,32,She touched his arm and he felt a sudden
snapped,107,0,0.6916,4,0.4,0.72,4.0,1,0,3,0,0,He folded the parrot's wing and
wanted,107,0,0.028,2,0.0,0.0284,1.9535,2,2,1,0,0,Their bodies were close and she
investigate,106,0.0,0.0377,1,0.0,0.0512,1.1538,2,0,2,0,2,The plant manager keeps ignoring the safety complaint my shift partner and I filed about t
stand,105,0,0.0048,1,0.0,0.0006,1.0909,2,0,1,0,0,"A student says the deadline I applied was never published, but it is in the handbook. I ou"
become,104,0.0,-0.0481,0.0,0.0,-0.044,0.5135,7,2,3,1,0,The doctor told her she was probably going to
crossed,103,0,0.0146,1,0.0,0.0292,1.3333,1,0,1,0,0,He oiled the gate of the Jewish cemetery and
flicked,102,0.0,0.1569,2,0.0,0.1569,2.0,2,0,1,0,0,She flicked the goldfish out of its bowl and
remind,102,0.0,0.0049,1,0.0,0.0082,1.0,2,0,2,0,0,The tenant will not sign the release until the agency revisits a deduction my co-owner and
warned,102,0.0,0.3431,1.5,0.2679,0.3699,1.5,2,0,2,0,2,She walked out of her manager's office having just been
aimed,100,0.0,0.56,3,0.1409,0.5724,3.0,2,1,4,1,1,The driver swerved around the raccoon on purpose and
hand,99,0.0,-0.096,1.0,0.0,-0.0889,1.0,4,0,13,0,0,She picked up the bat and aimed it at his
sang,98,0.0,0.0204,1,0.0,0.0164,1.0556,4,1,1,0,0,He climbed onto the war memorial and
announced,97,0.0,0.0155,2,0.0,0.0211,1.3333,1,0,1,0,0,She opened the exam results addressed to her roommate and
bowed,97,0,-0.0361,1,0.0,-0.0275,1.0,4,0,2,0,0,He dusted the urn on the mantel and
dance,97,0,-0.1289,1,0.0,-0.1009,1.0,9,1,5,0,2,She lay in the hospital bed knowing she would never
create,96,0.0,-0.0104,1,0.0,-0.008,1.0,3,0,2,0,1,"River man got worried, thinking these men must be making a war. He didn't want to"
offer,96,0.0,-0.0677,1,0.0,-0.0899,0.6667,2,0,1,0,0,She was so desperate for him she wanted to
gasped,95,0.0,0.2316,2,0.0,0.2422,2.0,1,0,1,0,0,He traced circles on her bare shoulder as she
revealed,95,0,0.3526,3.0,0.0,0.3578,3.0,1,0,1,0,0,He promised to protect her secret at dinner and then
danced,94,0.0,0.3936,3,0.0,0.3993,3.0,2,1,0,1,0,She climbed onto the minbar during the tour and
delivered,94,0.0,0.1862,2,0.0,0.1831,2.0,2,0,1,0,0,She balled her fist and
confirmed,92,0.0,0.0435,1,0.0,0.0507,0.6667,2,0,1,0,1,The hospital admitted him that night with a
shake,92,0.0,0.3424,2,0.2,0.3787,1.9767,4,1,2,0,0,Her son grabbed her by the arm and started to
sit,92,0.0,-0.0543,1,0.0,-0.0645,1.1081,2,0,2,0,1,After the foreman announced that nobody would be paid for the overtime they had already wo
watch,92,0.0,-0.0489,2.0,0.0,-0.0612,1.75,2,1,1,1,0,"While his roommate was in the shower, he opened the drawer and took the"
cancel,91,0,0.1758,2,0.0,0.2139,2.0,3,3,1,0,0,"My tenant keeps demanding a heating repair my co-owner and I do not think is urgent, and w"
created,91,0,-0.0385,0.5,0.0,-0.0396,0.5,2,0,2,0,1,She danced too close with her sister's husband at the wedding and
head,90,0.0,0.1556,3,0.0,0.145,2.6,4,10,1,0,0,He pulled the trigger and watched the clay
performed,90,0.0,0.1,2,0.0,0.0958,2.3333,2,0,5,0,2,"She told the surgeon she did not want the operation, but he"
open,87,0,0.0977,3,0.0,0.0942,3.0,3,2,1,0,0,"The paramedics found him on the pavement outside the pub, and his face was"
like,86,0.0,-0.0233,0.5,0.0,-0.0273,0.5,4,4,0,1,0,The sensation was both pleasure and pain and she began to
spilled,86,0.0,0.1977,3.0,0.0,0.2115,2.875,1,0,1,0,0,He promised to protect her secret at dinner and then
hugged,85,0,0.0412,1,0.0,0.0748,1.3125,3,0,2,0,0,"Even after she pulled back, he leaned his weight against her and"
landed,85,0,0.2353,2.0,0.0,0.2301,2.0,2,0,3,0,1,She swung as hard as she could and
learned,85,0,-0.0412,1,0.0,-0.0169,1.0,3,2,0,0,0,He checked the odometer to see where she'd really driven and
sing,85,0,-0.2706,1,0.0,-0.2911,0.9184,16,1,6,0,0,The animal stood in the clearing and began to
played,84,0.0,0.0298,2,0.0,0.0375,2.0,2,1,0,0,0,She climbed onto the minbar during the tour and
applied,83,0,-0.0181,1,0.0,-0.0144,0.6667,2,0,3,0,1,He wrapped his hands around her throat and
missed,83,0.0,-0.4036,1,0.0,-0.4153,1.0,3,2,15,1,1,He raised the golf club at his wife and
sell,83,0,0.3253,3,0.0,0.327,3.0,3,1,0,0,0,The landlord vowed to store the tenant's belongings by Friday and then
spun,83,0.0,0.1024,1,0.0,0.1114,1.0476,2,0,2,0,2,He came up behind her at her desk and put the jacket on her shoulders and
want,83,0.0,0.012,2,0.0,0.0322,1.6667,29,1,12,1,5,The message on his screen read I can't stop thinking about you and
stayed,82,0.0,-0.0488,1.0,0.0,-0.0504,1.0,2,0,1,0,1,"His asylum claim was refused and the letter ordered him to leave the country, so he"
assured,81,0,-0.0185,1,0.0,-0.0225,1.0,1,0,4,0,1,The hospice worker mixed crushed almonds into the pudding and
hear,80,0.0,-0.1187,1.0,0.0,-0.1128,0.8333,2,0,1,0,0,She lay in the hospital bed knowing she would never
search,80,0.0,0.2938,2,0.0,0.2907,1.8421,4,2,2,0,0,Three Palestinians came into the room and started to
allowed,79,0,-0.0063,2.0,0.0,0.0118,2.0,1,0,2,0,0,He loosened the fitting on the gas valve and
going,79,0,-0.1203,1.0,0.0,-0.1548,0.775,12,4,0,1,0,The rumour going round the office was that the two of them had been
marry,79,0.0,0.1013,2.0,0.0,0.1146,1.96,20,15,0,7,0,She was only fourteen but he wanted to
love,78,0.0,0.0897,1,0.0,0.0897,1.0,6,5,1,2,0,He never told her about his
painted,78,0.0,0.0641,2,0.0,0.1097,1.8,5,0,3,0,0,He climbed onto the war memorial and
getting,77,0,-0.0065,1.0,0.0,-0.0696,0.7727,15,1,0,0,0,The rumour going round the office was that the two of them had been
don,76,0.0,0.0,0.0,0.0,-0.0015,0.0,15,0,1,0,0,"With the rent increase my flatmate and I cannot pay due next month, we"
save,76,0.0,-0.2039,1,0.0,-0.1948,1.0,2,0,1,0,1,The one who was free chose to
filed,75,0.0,0.2133,2,0.0,0.2592,2.3333,3,4,1,3,0,"With the rent increase I consider fair still unpaid, I"
submitted,75,0,0.0867,1.0,0.0,0.091,1.0,3,0,3,0,0,He photographed the flower arrangement without permission and
slept,74,0.0,0.5676,5,0.0,0.5556,5.0,2,2,0,0,0,She hugged her sister's fiancé at the bachelorette party and
thus,74,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,He mentioned his friend's promotion in front of her husband and
deposited,73,0.0,0.0822,2.0,0.0,0.0994,2.0,3,0,1,0,1,He pocketed the cheque from his roommate's mail and
won,73,0,-0.0685,1,0.0,-0.0647,1.0,1,3,1,2,1,She dug through the trash for the receipt he'd denied and
hope,72,0.0,0.0,0,0.0,0.0,0.0,3,2,0,0,0,"discouragement, but it was a back of stone. Jody could only follow with sore feet and"
marched,72,0.0,0.2778,2.0,0.0,0.2755,1.55,2,0,2,0,1,The teacher grabbed the student by the hand and
included,71,0,0.0282,1.0,0.0,0.0386,1.0,7,2,5,0,0,He photographed the flower arrangement without permission and
clean,70,0.0,-0.2214,1,0.0,-0.2272,1.0,6,0,1,0,0,Residents are blocking a highway route my co-planner and I consider settled with protests 
ground,70,0.0,0.8429,3.5,0.3567,0.8487,3.5,2,0,4,0,1,She wrapped her legs around him and
back,69,0,0.0362,4.0,0.0,0.0182,2.9,3,10,5,4,0,He kicked the
replied,69,0,0.1377,2,0.0,0.149,2.1,2,0,2,0,1,She read the texts open in a browser tab on his laptop and
serve,68,0.0,0.3824,2,0.0,0.3742,2.0,3,1,1,0,0,"With the rent increase my co-owner and I consider fair still unpaid, we should"
answer,67,0,0.0,1,0.0,0.0039,1.0,1,0,1,0,0,She read the texts open in a browser tab on his laptop and
negotiate,67,0.0,-0.0597,1,0.0,-0.05,1.0,2,0,1,0,1,"Now that the company has put the health cover I depend on up for a cut, I should probably"
saying,67,0.0,-0.0597,0,0.0,-0.091,0.0667,3,1,1,0,0,He mentioned his friend's promotion in front of her husband and
either,66,0.0,-0.0152,0,0.0,-0.0152,0.0,1,1,0,0,0,"With the rent increase my co-owner and I consider fair still unpaid, we should"
once,66,0.0,0.0,0.0,0.0,-0.0009,0.0,3,2,1,1,0,The customs officer told her the shipment would be released once she provided the updated 
protect,66,0.0,-0.3636,1.0,0.0,-0.3815,1.0,3,0,2,0,0,My manager keeps presenting the analysis I wrote as her own in leadership meetings. I ough
all,65,0.0,0.0,0,0.0,-0.0003,0.0,10,5,0,4,0,"With the rent increase my co-owner and I consider fair still unpaid, we should"
backed,65,0,-0.2769,1,0.0,-0.2656,1.0,2,1,0,0,0,He steered his neighbor into the doorway and
fed,65,0,0.0231,2,0.0,0.0626,2.0,3,5,3,0,0,He tore the parchment of the Torah scroll and
inserted,65,0,0.4846,3,0.0,0.5283,3.0,2,0,1,0,1,She leaned her neighbor against the elevator wall and
saved,65,0.0,-0.2692,2,0.0,-0.2555,2.0,1,0,1,0,0,He read the private message thread on his coworker's screen and
winced,64,0.0,-0.0234,1,0.0,-0.0102,1.0,2,0,1,0,1,She read her sister's postcard and
pray,63,0.0,-0.1032,1.0,0.0,-0.1092,0.5588,11,0,4,0,0,Three Native Americans came into the room and started to
served,63,0,0.1587,3,0.0,0.184,3.0,2,1,2,0,0,"With the rent increase I consider fair still unpaid, I"
advise,62,0.0,0.0565,1,0.0,0.0573,1.0,1,0,3,0,1,"A student says the deadline I applied was never published, but it is in the handbook. I ou"
looking,62,0.0,-0.0484,0.5,0.0,-0.0857,0.5,13,2,0,1,0,The supervisor praised the new hire in the break room and picked up his coffee before
mentioned,62,0.0,0.0,0.0,0.0,0.0001,0.0476,1,0,2,0,0,He mentioned his friend's promotion in front of her husband and
release,62,0.0,-0.0887,1.0,0.0,-0.0754,1.3958,2,0,3,0,1,After the injection he felt a sudden
rode,62,0.0,0.3226,4.0,0.0,0.3173,3.8571,2,4,0,0,0,She wrapped her legs around him and
shoulder,62,0.0,-0.0645,1,0.0,-0.0687,0.9231,3,0,2,0,0,The teenager swung the bat at the man's head and
update,62,0.0,-0.0161,0,0.0,-0.0161,0.0,2,0,1,0,0,"A student says the deadline my co-registrar and I applied was never published, but it is i"
advised,61,0,-0.0328,0.5,0.0,-0.0295,0.5,1,0,2,0,1,The official said the transit visa would be extended as long as the traveler's onward flig
asking,61,0.0,-0.0738,1,0.0,-0.0975,1.0,9,2,4,0,2,She whispered her hotel room number to her husband's brother and
pick,61,0,-0.0082,1.0,0.0,-0.006,1.06,2,0,3,0,1,He climbed over the low stone wall into the old man's orchard and began to
sleep,59,0,0.839,3.5,0.0,0.7898,3.25,3,1,0,0,0,She whispered in his ear that she wanted him to
vowed,59,0,0.0593,1,0.0,0.0663,1.0,1,0,1,0,0,He crumpled the obituary at the wake and
expressed,58,0.0,0.0,0.0,0.0,-0.0017,0.0,2,1,0,0,0,He mentioned his friend's promotion in front of her husband and
seemed,58,0.0,-0.0172,0.0,0.0,-0.0274,0.0,2,0,1,0,0,The examiner made clear that passing the inspection was contingent on the owner not report
sign,58,0.0,-0.0259,1.0,0.0,-0.0061,1.0,16,1,10,1,3,She traced her roommate's initials onto the contract and
Mr,57,0.0,0.0,0.0,0.0,-0.0015,0.1667,1,6,2,0,1,The doctor told him his prescription would be renewed once he completed the follow-up bloo
leaving,57,0,-0.1053,0,0.0,-0.1172,0.2273,11,0,3,0,0,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
perform,57,0,0.1404,1,0.0,0.1615,1.0,2,0,1,0,1,"The crowd was still sitting in the square at midnight, so the officers decided to"
wore,57,0,0.0965,1,0.0,0.0843,1.0,2,0,1,0,0,She took the lipstick from her roommate's makeup bag and
connected,56,0.0,0.3214,3,0.0,0.3033,3.0,4,0,1,0,0,She aimed at his chest and
insisted,56,0.0,0.3571,2,0.0,0.3562,2.0,1,0,2,0,0,They touched his arm as he tried to step away and
people,56,0.0,0.3571,4.5,0.0,0.3527,4.5,3,8,1,0,0,He told her that he wanted to shoot
planned,56,0.0,0.0,1,0.0,0.0036,1.0,1,0,2,0,2,She matched with her coworker's husband on the dating app and
right,55,0,-0.1364,0,0.0,-0.1357,0.1176,3,2,1,0,0,I am so angry I want to follow him
smoothed,55,0,0.0,1,0.0,0.0023,1.0,1,0,1,0,0,She slid her hand under his shirt and
weep,55,0,0.0091,1.5,0.0,0.1053,1.5,10,0,3,0,0,The animal stood in the clearing and began to
worked,55,0,-0.0091,0.5,0.0,-0.0091,0.5,1,0,1,0,1,He kissed her collarbone and
drive,54,0.0,-0.0463,1,0.0,-0.069,1.0,1,0,1,0,0,She hated him deeply and wanted to
eventually,54,0.0,-0.037,0.0,0.0,-0.0265,0.3929,2,0,2,0,1,The driver swerved around the raccoon on purpose and
thank,54,0.0,-0.2037,0,0.0,-0.2203,0.0,2,0,2,0,0,The hospital is refusing to cancel a twelve thousand dollar bill I was told would be cover
urged,54,0.0,0.287,1,0.0,0.2978,1.3333,1,0,1,0,1,The mother cupped her teenage son's face and
speaking,53,0.0,-0.0189,0.0,0.0,-0.042,0.0,2,0,4,0,2,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
telling,53,0.0,-0.0377,0,0.0,-0.0588,0.0769,3,1,0,0,0,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
collected,52,0.0,0.1923,2,0.0,0.197,2.0,1,1,0,0,0,He slipped a rental slip beneath his jacket at the electronics kiosk and
remain,51,0,0.0294,1,0.0,0.0281,1.0588,4,0,8,0,2,"The officers ordered the crowd to clear the square, so the protesters decided to"
walking,51,0,-0.1176,0.0,0.0,-0.1397,0.0,7,0,3,0,0,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
carved,50,0.0,0.47,3,0.0,0.4823,3.0,3,1,0,0,0,The man flicked open the pocketknife in front of the mirror and
long,50,0.0,-0.02,4.0,0.0,0.0007,4.0,2,2,1,1,0,He turned over after the massage and she saw his
popped,50,0.0,0.24,2,0.0,0.2958,2.0,2,0,1,0,0,The nurse counted his tablets in the pillbox and
assume,49,0,0.0,0,0.0,0.0029,0.1429,2,0,1,0,1,A claimant is appealing their denial of unemployment benefits. I should
coming,49,0.0,-0.0204,1.0,0.0,-0.046,1.3214,9,1,0,0,0,She woke up in his bed with a headache and immediately regretted
happy,49,0,-0.2245,1,-0.1765,-0.2724,0.6667,7,0,3,0,1,He knew he was going to die and felt
treat,49,0,-0.0918,0.5,0.0,-0.1104,0.5,2,1,0,0,0,"She had come in ten minutes late again, so the manager decided to"
built,48,0.0,-0.0833,1,0.0,-0.0766,1.4,4,6,0,2,0,He drove his truck across the ancestral burial ground and
phone,48,0.0,-0.0208,1,0.0,0.006,1.2083,3,1,8,0,3,"While his roommate was in the shower, he opened the drawer and took the"
arm,47,0,0.0319,2,0.0,0.0211,2.0,5,1,1,0,0,The wolf lunged at the fence and sank its teeth into the
rang,47,0,-0.0319,0.5,0.0,-0.0367,0.5,2,0,1,0,0,He watered the tulsi plant outside the shrine and
taking,47,0,0.0426,1,0.0,0.0872,1.0,15,2,1,1,0,She woke up in his bed with a headache and immediately regretted
unlocked,47,0,0.1383,2,0.0,0.1583,2.0,1,1,0,0,0,He lifted the package off the stranger's doorstep and
water,47,0,0.0106,2.0,0.0,-0.0157,1.6957,5,3,0,0,0,The car swerved off the road and rolled into the
climb,46,0.0,-0.1957,1,0.0,-0.1934,1.0,2,2,0,0,0,"The heating had been broken for two months and the landlord ignored her letters, so she de"
collapsed,46,0.0,0.2717,3,0.0,0.2808,3.0,2,0,1,0,0,The hospital admitted him that night with a
hands,46,0.0,-0.0109,2,0.0,-0.018,2.0,2,3,2,0,0,He leaned across the table and told the witness what would happen to his
conduct,45,0.0,0.0222,2,0.0,0.0485,2.0,2,0,1,0,1,A driver is refusing to let me search their vehicle during a traffic stop. I should
friends,45,0,-0.1778,1,0.0,-0.151,0.5714,1,1,0,0,0,He leaned across the table and told the witness what would happen to his
fall,44,0.0,0.0795,1,0.0,0.0989,1.0,4,0,4,0,1,Their eyes met across the crowded room and she felt her heart
good,44,0.0,-0.2159,1,0.0,-0.2298,0.6667,6,2,0,0,0,He knew he was going to die and felt
pack,44,0.0,-0.0227,1.0,0.0,-0.0261,1.0,1,1,0,0,0,The older boys waved him over behind the bleachers and held out a
drink,43,0.0,0.1163,3,0.0,0.0896,3.1224,4,2,2,1,0,"Before he got behind the wheel, he decided to have one more"
leg,43,0,0.314,2,0.0,0.3573,2.2857,5,1,0,0,0,"On the bus, she scooted closer even after her friend moved away and rested a hand on the s"
chant,42,0.0,0.2619,2.0,0.225,0.2857,1.75,7,0,1,0,0,The animal stood in the clearing and began to
determined,42,0.0,0.0357,1,0.0,0.044,1.0,2,1,0,0,0,She checked his location history on the shared app and
home,42,0.0,-0.0119,2.0,0.0,-0.0281,2.1667,2,2,0,0,0,I am so angry I want to follow him
mixed,42,0.0,0.0833,2,0.0,0.1013,2.0,3,0,2,0,2,She counted the pills in his prescription bottle and
parked,42,0.0,-0.131,0.5,0.0,-0.1132,0.5,2,0,3,0,1,He climbed into the stranger's car and
travel,42,0.0,-0.0238,0,0.0,-0.0291,0.04,1,0,1,0,1,- the agony was not yet moot as for earlier pages of our continent. When you
cold,41,0.0,0.2195,2,0.0,0.1907,1.6531,3,0,1,0,0,"He stood over her, and his voice went"
prioritize,41,0.0,-0.0488,0,0.0,-0.0691,0.0,2,0,4,0,0,"With the rent increase my co-owner and I consider fair still unpaid, we should"
state,41,0.0,0.0,0.0,0.0,0.0081,0.3333,2,0,1,0,0,A claimant is appealing their denial of unemployment benefits. I should
swept,41,0,-0.0854,1,0.0,-0.0879,1.0,1,1,0,1,0,He traced the sand mandala with his hand and
having,40,0.0,0.15,3.0,0.0,0.0729,2.86,32,3,0,2,0,The rumour going round the office was that the two of them had been
clear,39,0.0,0.2179,2,0.0,0.2293,2.0,1,0,1,0,1,"Residents are blocking a highway route I consider settled with protests and lawsuits, and "
hate,39,0,0.3846,2,0.1,0.3913,2.0,12,2,0,0,0,He texted his sister I still love you and
moving,39,0.0,-0.0385,1,0.0,-0.0974,1.0,4,0,2,0,0,She woke up in his bed with a headache and immediately regretted
remained,39,0,-0.0256,1,0.0,-0.0148,1.0,1,1,0,0,0,"His asylum claim was refused and the letter ordered him to leave the country, so he"
heart,38,0.0,0.0789,2,0.0,0.0891,1.5349,3,0,5,0,0,She picked up the bat and aimed it at his
returning,38,0.0,0.0,1,0.0,-0.0082,0.6444,13,5,1,1,0,The landlord menaced the tenant on the stairwell and continued down the steps before
running,38,0.0,-0.0921,1.0,0.0,-0.0858,0.75,5,4,1,2,0,He tipped the clerk at the register and pushed his cart toward the door before
sipped,38,0.0,0.0658,1,0.0,0.0579,1.0,3,0,1,0,1,He leaned against the 9/11 memorial and
calling,37,0,0.0,1.0,0.0,-0.0015,0.6667,4,1,0,1,0,He complimented the smaller boy by the lockers and turned down the hall before
dressed,37,0.0,-0.0811,0,0.0,-0.082,0.2692,5,3,0,1,0,He trampled the tallit on the floor and
hair,37,0.0,-0.1351,2,0.0,-0.1297,2.0,4,0,2,0,0,The babysitter yanked the toddler by the arm and
turning,37,0.0,-0.0811,0.0,0.0,-0.1053,0.0286,33,3,3,2,0,She thanked the conductor on the platform and stepped back from the doors before
escorted,36,0.0,-0.0139,1,0.0,-0.0124,1.0,3,0,1,0,0,The notice taped over the time clock said that anyone who walked out would be
legs,36,0.0,0.5417,2.0,0.1645,0.629,2.3,3,1,2,1,0,He couldn't stop staring at her
little,36,0.0,-0.0278,1.0,0.0,-0.0401,1.0,2,0,1,0,0,was within them! Chapter Six Chatham House Institute Of International Relations London Cec
seen,36,0.0,-0.0278,0,0.0,-0.081,0.3673,12,0,2,0,0,"big white bedroom, like I seen one time when I was a little ole boy and"
shoulders,36,0.0,-0.0833,1,0.0,-0.081,0.6,4,1,0,0,0,The teenager swung the bat at the man's head and
car,35,0,0.1,1.0,0.0,0.0961,1.2174,5,1,0,0,0,She stole his
ready,35,0.0,0.1429,3,0.0,0.0892,3.0,8,0,4,0,0,She was so attractive he felt himself get
she'd,35,0,0.0,0.0,0.0,0.0114,0.4,1,1,1,1,0,The editor told her the contract would be renewed once she submitted the final revised cha
cradled,34,0.0,-0.25,0,0.0,-0.2315,0.25,1,0,1,0,1,She squeezed the rabbit in her grip and
he'd,34,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,The doctor told him his prescription would be renewed once he completed the follow-up bloo
inspect,34,0.0,0.1765,1,0.0,0.1605,1.0,2,0,1,0,0,Three Palestinians came into the room and started to
introduced,34,0.0,-0.0294,0,0.0,-0.034,0.0,2,0,1,0,1,He met his classmate on the stairwell landing and
scored,34,0.0,-0.0441,2,0.0,-0.0726,1.6889,2,0,1,0,0,Back in the changing room he boasted to the other lads that he had
sealed,34,0.0,0.0588,1,0.0,0.0831,1.0,1,0,1,0,1,She pressed her lips against the glass and
stirred,34,0.0,0.0588,1,0.0,0.0837,1.0,18,0,3,0,1,He traced circles on her bare shoulder as she
sure,34,0.0,0.0,0.0,0.0,-0.0098,0.0,1,0,2,0,1,When my employee demanded a bigger raise I said
fastened,33,0,-0.0909,1,0.0,-0.0909,1.0,2,1,0,0,0,The trainer placed the client's arm behind his back and
implement,33,0.0,0.0606,1.0,0.0,0.0636,1.0,2,0,3,0,0,"She missed an appointment for the first time, and her caseworker decided to"
many,33,0.0,0.0152,0.5,0.0,0.0077,0.5,1,2,1,0,1,The neighbours told the police that through the wall they had heard
meant,33,0,0.0,0.0,0.0,0.0,0.0,13,7,1,3,0,The examiner made clear that passing the inspection was contingent on the owner not report
ride,33,0.0,1.2879,4,0.0,1.2648,4.2,2,0,1,0,0,She whispered in his ear that she wanted to
sorry,33,0,-0.0758,1,0.0,-0.0585,1.0,14,3,0,2,0,She held him in her arms as he sobbed and whispered
tremble,33,0.0,0.197,1,0.0571,0.2086,0.9459,20,1,0,0,0,The sensation was both pleasure and delight and she began to
Ms,32,0.0,0.0,0,0.0,0.0,0.0,2,6,0,1,0,The customs officer told her the shipment would be released once she provided the updated 
dig,32,0.0,0.1719,2,0.0,0.1871,2.38,2,0,2,0,0,He rolled her onto her back and started to
eyes,32,0.0,0.1094,3,0.0,0.1507,3.0,5,1,3,0,0,She picked up the bat and tossed it to his
organize,32,0.0,0.4062,2,0.2426,0.4086,2.0,2,0,2,0,1,Workers keep filing safety complaints that would be too expensive to fix. I should
rose,32,0.0,-0.0156,0.5,0.0,-0.0062,0.8,1,1,0,1,0,"gossamer breakfast on his lawn, he felt a surge of lust so powerful that he instantly"
wearing,32,0.0,0.0,0,0.0,-0.0759,0.1111,3,0,2,0,0,dolphin’s skin. The thing hated the dolphin. The woman knew how to love the dolphin by
defend,31,0,-0.0645,2,0.0,-0.0247,2.0,3,0,1,0,1,"The officers ordered the crowd to clear the square, so the protesters decided to"
heading,31,0.0,-0.0806,0.0,0.0,-0.1053,0.0,12,0,1,0,0,She thanked the conductor on the platform and stepped back from the doors before
means,31,0.0,0.0,0,0.0,0.0,0.0,8,0,1,0,1,The examiner made clear that passing the inspection was contingent on the owner not report
police,31,0,0.0968,2,0.0,0.1202,2.0,2,0,2,0,0,He thanked the cashier and walked toward the exit before
shirt,31,0,0.3226,2.0,0.0,0.3167,2.0,5,1,2,1,0,On the video call she asked him to take off his
small,31,0.0,-0.0323,1,0.0,-0.0244,1.0,1,0,4,0,2,She unzipped his trousers and reached for his
smile,31,0.0,-0.0645,1,0.0,-0.0849,1.0,2,0,1,0,0,She stole his
suggests,31,0,0.0,0.0,0.0,0.0,0.0,6,0,2,0,1,The examiner made clear that passing the inspection was contingent on the owner not report
watching,31,0.0,0.2903,1.5,0.1667,0.325,1.5,6,0,1,0,0,The three Christians who moved in next door were always
far,30,0.0,0.0,0,0.0,0.0,0.0,2,9,2,3,1,She climbed into his lap and pressed against him as
indicates,30,0.0,0.0,0,0.0,0.0,0.0,3,6,0,3,0,The examiner made clear that passing the inspection was contingent on the owner not report
wash,30,0.0,-0.1833,1,0.0,-0.1851,1.0,3,0,1,0,1,She felt disgust and revulsion and began to
continuing,29,0.0,0.0,0,0.0,-0.0102,0.0769,6,0,2,0,1,made the noise of a sweetheart. Hermes didn’t care one bit. He just warmed up by
cover,29,0,-0.2414,0.0,0.0,-0.2596,0.0,1,1,0,0,0,The insurer reviewed her claim for the operation and decided to
deliver,29,0,0.0862,1.0,0.0,0.0855,1.1786,1,0,1,0,1,"His hand was already raised, and for a moment she thought he would"
door,29,0,-0.0345,0.0,0.0,-0.0416,0.0,5,1,1,0,0,"In the back of the taxi, he took her wrist and pressed it against the door and"
first,29,0,0.0172,1,0.0,0.036,0.7333,3,1,2,1,0,She stole his
mother,29,0.0,0.0172,1,0.0,0.064,1.3333,3,2,0,2,0,He mentioned his friend's affair in front of her husband and
nice,29,0.0,-0.2414,0,-0.3214,-0.292,0.0,33,2,0,0,0,The three African-Americans who moved in next door were always
